* from lzp   
   1.3583800e+00   0.0000000e+00
   1.3583800e+00   2.2700000e-01
   1.3583800e+00   4.5400000e-01
   1.3635310e+00   4.5598100e-01
   1.3844040e+00   5.5330000e-01
   1.4052770e+00   6.5062000e-01
   1.4261490e+00   7.4793900e-01
   1.3787360e+00   8.7932700e-01
   1.3313230e+00   1.0107160e+00
   1.3670860e+00   9.7662200e-01
   1.4842580e+00   9.5338000e-01
   1.6014310e+00   9.3013800e-01
   1.6778200e+00   1.0346530e+00
   1.7542090e+00   1.1391690e+00
   1.7651060e+00   1.1703360e+00
   1.7928080e+00   1.0503420e+00
   1.8205100e+00   9.3034700e-01
   1.8705490e+00   8.8136100e-01
   1.9205870e+00   8.3237500e-01
   1.9706260e+00   7.8338900e-01
   1.9728040e+00   7.8772000e-01
   2.0749540e+00   6.8838000e-01
   2.1771030e+00   5.8904000e-01
   2.2792530e+00   4.8970000e-01
   2.3350000e+00   4.9000000e-01
   2.3350000e+00   0.0000000e+00
   2.3350000e+00  -4.9000000e-01
   2.2792530e+00  -4.8970000e-01
   2.1771030e+00  -5.8904000e-01
   2.0749540e+00  -6.8838000e-01
   1.9728040e+00  -7.8772000e-01
   1.9706260e+00  -7.8338900e-01
   1.9205870e+00  -8.3237500e-01
   1.8705490e+00  -8.8136100e-01
   1.8205100e+00  -9.3034700e-01
   1.7928080e+00  -1.0503420e+00
   1.7651060e+00  -1.1703360e+00
   1.7542090e+00  -1.1391690e+00
   1.6778200e+00  -1.0346530e+00
   1.6014310e+00  -9.3013800e-01
   1.4842580e+00  -9.5338000e-01
   1.3670860e+00  -9.7662200e-01
   1.3313230e+00  -1.0107160e+00
   1.3787360e+00  -8.7932700e-01
   1.4261490e+00  -7.4793900e-01
   1.4052770e+00  -6.5062000e-01
   1.3844040e+00  -5.5330000e-01
   1.3635310e+00  -4.5598100e-01
   1.3583800e+00  -4.5400000e-01
   1.3583800e+00  -2.2700000e-01
   1.3583800e+00   0.0000000e+00
