{NUMBER OF COLUMNS}  5
*  rho      n_e         v||    Te     Ti
*  (m)     (m-3)       (M)    (eV)   (eV)
{DATA}
 -5.00e-003  3.02e+018  5.53e-001  5.72e+001  5.72E+001
  0.00e+000  2.39e+018  4.34e-001  4.38e+001  4.38E+001
  5.00e-003  1.89e+018  3.83e-001  3.33e+001  3.33E+001
  1.00e-002  1.59e+018  3.78e-001  2.55e+001  2.55E+001
  1.50e-002  1.06e+018  3.40e-001  1.96e+001  1.96E+001
  2.00e-002  8.41e+017  3.25e-001  1.71e+001  1.71E+001
  2.50e-002  5.79e+017  3.02e-001  1.43e+001  1.43E+001
  3.00e-002  4.85e+017  2.42e-001  1.29e+001  1.29E+001
  3.50e-002  4.11e+017  1.78e-001  1.03e+001  1.03E+001
  4.00e-002  1.60e+017  1.02e-001  1.21e+001  1.21E+001
  4.50e-002  9.17e+016  7.10e-002  9.27e+000  9.27E+000
  5.00e-002  5.18e+016  5.57e-002  8.41e+000  8.41E+000
  5.50e-002  7.76e+016  4.18e-002  6.16e+000  6.16E+000
  6.00e-002  5.56e+016 -5.24e-002  4.62e+000  4.62E+000
  6.50e-002  3.98e+016 -1.42e-001  3.44e+000  3.44E+000
  7.00e-002  8.78e+016 -1.97e-001  2.46e+000  2.46E+000
  7.50e-002  8.72e+016 -1.67e-001  2.67e+000  2.67E+000
  8.00e-002  4.11e+016 -2.04e-001  2.84e+000  2.84E+000
  8.50e-002  5.62e+016 -1.62e-001  2.97e+000  2.97E+000
  9.00e-002  1.29e+017 -6.69e-003  1.62e+000  1.62E+000
  9.50e-002  8.49e+016  2.79e-002  1.22e+000  1.22E+000
{END}
