#Layout of plot zone full_div : ITER#1514_(F57_ref-20-NF-C0,_tau=0.45e-6,_ntime=150)                            
#R	Z	Rc	Zc	x	xs	DG_elm
 5.18403E+00	-4.42745E+00	 5.19518E+00	-4.42342E+00	 4.48342E+00	 4.49528E+00	   74
 5.20633E+00	-4.41940E+00	 5.20037E+00	-4.39718E+00	 4.51829E+00	 4.54130E+00	   75
 5.19442E+00	-4.37495E+00	 5.19506E+00	-4.36276E+00	 4.55350E+00	 4.56571E+00	   76
 5.19570E+00	-4.35057E+00	 5.21210E+00	-4.32726E+00	 4.59421E+00	 4.62270E+00	   77
 5.22849E+00	-4.30395E+00	 5.24691E+00	-4.28553E+00	 4.64876E+00	 4.67481E+00	   78
 5.26534E+00	-4.26711E+00	 5.30146E+00	-4.30325E+00	 4.72590E+00	 4.77699E+00	   79
 5.33758E+00	-4.33938E+00	 5.37370E+00	-4.37552E+00	 4.82809E+00	 4.87918E+00	   80
 5.40983E+00	-4.41165E+00	 5.44595E+00	-4.44779E+00	 4.93028E+00	 4.98137E+00	   81
 5.48207E+00	-4.48392E+00	 5.51820E+00	-4.52006E+00	 5.03247E+00	 5.08356E+00	   82
 5.55432E+00	-4.55619E+00	 5.55431E+00	-4.52914E+00	 5.11062E+00	 5.13767E+00	   83
 5.55431E+00	-4.50208E+00	 5.55431E+00	-4.49632E+00	 5.14343E+00	 5.14918E+00	  228
 5.55431E+00	-4.49057E+00	 5.55431E+00	-4.48485E+00	 5.15490E+00	 5.16062E+00	  229
 5.55431E+00	-4.47913E+00	 5.55430E+00	-4.47344E+00	 5.16632E+00	 5.17201E+00	  230
 5.55430E+00	-4.46774E+00	 5.55430E+00	-4.46223E+00	 5.17753E+00	 5.18304E+00	  231
 5.55430E+00	-4.45671E+00	 5.55430E+00	-4.45130E+00	 5.18845E+00	 5.19386E+00	  232
 5.55430E+00	-4.44589E+00	 5.55430E+00	-4.44082E+00	 5.19894E+00	 5.20401E+00	  233
 5.55430E+00	-4.43574E+00	 5.55430E+00	-4.43090E+00	 5.20885E+00	 5.21369E+00	  234
 5.55429E+00	-4.42606E+00	 5.55429E+00	-4.42165E+00	 5.21811E+00	 5.22252E+00	  235
 5.55429E+00	-4.41724E+00	 5.55429E+00	-4.41334E+00	 5.22642E+00	 5.23032E+00	  236
 5.55429E+00	-4.40944E+00	 5.55429E+00	-4.40599E+00	 5.23377E+00	 5.23722E+00	  237
 5.55429E+00	-4.40253E+00	 5.55429E+00	-4.39974E+00	 5.24001E+00	 5.24281E+00	  238
 5.55429E+00	-4.39694E+00	 5.55429E+00	-4.39487E+00	 5.24489E+00	 5.24696E+00	  239
 5.55429E+00	-4.39279E+00	 5.55429E+00	-4.38846E+00	 5.25129E+00	 5.25563E+00	  240
 5.55429E+00	-4.38413E+00	 5.55429E+00	-4.37749E+00	 5.26226E+00	 5.26889E+00	  241
 5.55428E+00	-4.37086E+00	 5.55428E+00	-4.36211E+00	 5.27765E+00	 5.28640E+00	  242
 5.55428E+00	-4.35335E+00	 5.55428E+00	-4.34243E+00	 5.29733E+00	 5.30825E+00	  243
 5.55428E+00	-4.33150E+00	 5.55427E+00	-4.31830E+00	 5.32145E+00	 5.33465E+00	  244
 5.55427E+00	-4.30510E+00	 5.55427E+00	-4.28952E+00	 5.35023E+00	 5.36582E+00	  245
 5.55427E+00	-4.27393E+00	 5.55426E+00	-4.25580E+00	 5.38396E+00	 5.40209E+00	  246
 5.55426E+00	-4.23766E+00	 5.55426E+00	-4.21638E+00	 5.42338E+00	 5.44466E+00	  247
 5.55425E+00	-4.19509E+00	 5.55425E+00	-4.17004E+00	 5.46971E+00	 5.49476E+00	  248
 5.55424E+00	-4.14499E+00	 5.55424E+00	-4.11455E+00	 5.52520E+00	 5.55564E+00	  249
 5.55423E+00	-4.08411E+00	 5.55722E+00	-4.05796E+00	 5.58197E+00	 5.60829E+00	  250
 5.56022E+00	-4.03180E+00	 5.56296E+00	-3.99391E+00	 5.64628E+00	 5.68427E+00	  251
 5.56571E+00	-3.95602E+00	 5.57027E+00	-3.87291E+00	 5.76751E+00	 5.85074E+00	  252
 5.57483E+00	-3.78980E+00	 5.59723E+00	-3.71555E+00	 5.92829E+00	 6.00585E+00	  253
 5.61962E+00	-3.64130E+00	 5.66359E+00	-3.56527E+00	 6.09368E+00	 6.18151E+00	  254
 5.70757E+00	-3.48924E+00	 5.74508E+00	-3.44960E+00	 6.23608E+00	 6.29065E+00	  255
 5.78258E+00	-3.40997E+00	 5.80995E+00	-3.38842E+00	 6.32548E+00	 6.36032E+00	  256
 5.83732E+00	-3.36687E+00	 5.86110E+00	-3.34995E+00	 6.38951E+00	 6.41869E+00	  257
 5.88489E+00	-3.33303E+00	 5.90139E+00	-3.32430E+00	 6.43737E+00	 6.45604E+00	  258
 5.91790E+00	-3.31556E+00	 5.93158E+00	-3.30916E+00	 6.47115E+00	 6.48626E+00	  259
 5.94527E+00	-3.30275E+00	 5.95721E+00	-3.29716E+00	 6.49945E+00	 6.51264E+00	  260
 5.96916E+00	-3.29157E+00	 5.97936E+00	-3.28680E+00	 6.52391E+00	 6.53517E+00	  261
 5.98957E+00	-3.28202E+00	 5.99740E+00	-3.27874E+00	 6.54367E+00	 6.55217E+00	  262
 6.00524E+00	-3.27545E+00	 6.01004E+00	-3.27419E+00	 6.55713E+00	 6.56210E+00	  263
 6.01484E+00	-3.27292E+00	 6.06603E+00	-3.25947E+00	 6.61502E+00	 6.66795E+00	   69
 6.11722E+00	-3.24602E+00	 6.17685E+00	-3.24145E+00	 6.72775E+00	 6.78756E+00	   70
 6.23648E+00	-3.23689E+00
