# ITER#2294 (F57-20MW-H, tau=0.47e-6, ntime=150)  - 55.1 ms
# Ion density (m^-3)
   ix   iy      x           y           z01
    1    1  4.1805E+00 -3.8836E+00  1.640337E+17
    2    1  4.1824E+00 -3.8828E+00  2.246050E+17
    3    1  4.1844E+00 -3.8820E+00  2.627821E+17
    4    1  4.1869E+00 -3.8810E+00  2.989904E+17
    5    1  4.1905E+00 -3.8796E+00  3.287545E+17
    6    1  4.1960E+00 -3.8775E+00  3.688904E+17
    7    1  4.2042E+00 -3.8742E+00  4.255261E+17
    8    1  4.2161E+00 -3.8696E+00  4.996667E+17
    9    1  4.2326E+00 -3.8631E+00  5.809998E+17
   10    1  4.2548E+00 -3.8546E+00  6.863952E+17
   11    1  4.2836E+00 -3.8436E+00  8.172148E+17
   12    1  4.3204E+00 -3.8299E+00  9.993330E+17
   13    1  4.3667E+00 -3.8129E+00  1.230126E+18
   14    1  4.4249E+00 -3.7925E+00  1.442141E+18
   15    1  4.4971E+00 -3.7686E+00  1.639578E+18
   16    1  4.5842E+00 -3.7423E+00  1.892458E+18
   17    1  4.6845E+00 -3.7170E+00  1.903246E+18
   18    1  4.7929E+00 -3.6989E+00  1.963611E+18
   19    1  4.8964E+00 -3.6959E+00  1.966807E+18
   20    1  4.9755E+00 -3.7077E+00  1.933116E+18
   21    1  5.4416E+00 -2.6135E+00  1.076023E+19
   22    1  5.3527E+00 -2.5513E+00  1.075905E+19
   23    1  5.1855E+00 -2.3739E+00  1.075732E+19
   24    1  5.0190E+00 -2.1003E+00  1.075570E+19
   25    1  4.8749E+00 -1.7821E+00  1.075456E+19
   26    1  4.7513E+00 -1.4488E+00  1.075390E+19
   27    1  4.6451E+00 -1.1082E+00  1.075351E+19
   28    1  4.5555E+00 -7.6268E-01  1.075332E+19
   29    1  4.4819E+00 -4.1310E-01  1.075322E+19
   30    1  4.4237E+00 -6.0661E-02  1.075316E+19
   31    1  4.3824E+00  2.9378E-01  1.075317E+19
   32    1  4.3589E+00  6.5012E-01  1.075319E+19
   33    1  4.3515E+00  1.0072E+00  1.075324E+19
   34    1  4.3605E+00  1.3634E+00  1.075333E+19
   35    1  4.3879E+00  1.7170E+00  1.075350E+19
   36    1  4.4377E+00  2.0654E+00  1.075381E+19
   37    1  4.5125E+00  2.4051E+00  1.075428E+19
   38    1  4.6154E+00  2.7294E+00  1.075502E+19
   39    1  4.7504E+00  3.0251E+00  1.075608E+19
   40    1  4.9164E+00  3.2727E+00  1.075746E+19
   41    1  5.1052E+00  3.4555E+00  1.075903E+19
   42    1  5.3135E+00  3.5722E+00  1.076069E+19
   43    1  5.5546E+00  3.6286E+00  1.076248E+19
   44    1  5.8345E+00  3.6189E+00  1.076442E+19
   45    1  6.1357E+00  3.5401E+00  1.076630E+19
   46    1  6.4361E+00  3.4023E+00  1.076805E+19
   47    1  6.7223E+00  3.2179E+00  1.076963E+19
   48    1  6.9892E+00  2.9969E+00  1.077100E+19
   49    1  7.2338E+00  2.7476E+00  1.077220E+19
   50    1  7.4516E+00  2.4737E+00  1.077324E+19
   51    1  7.6402E+00  2.1775E+00  1.077406E+19
   52    1  7.7989E+00  1.8632E+00  1.077473E+19
   53    1  7.9254E+00  1.5344E+00  1.077523E+19
   54    1  8.0173E+00  1.1942E+00  1.077556E+19
   55    1  8.0748E+00  8.4620E-01  1.077573E+19
   56    1  8.0955E+00  4.9507E-01  1.077577E+19
   57    1  8.0760E+00  1.4422E-01  1.077559E+19
   58    1  8.0182E+00 -2.0275E-01  1.077531E+19
   59    1  7.9235E+00 -5.4071E-01  1.077483E+19
   60    1  7.7913E+00 -8.6495E-01  1.077418E+19
   61    1  7.6233E+00 -1.1723E+00  1.077338E+19
   62    1  7.4231E+00 -1.4604E+00  1.077239E+19
   63    1  7.1956E+00 -1.7276E+00  1.077129E+19
   64    1  6.9444E+00 -1.9711E+00  1.076995E+19
   65    1  6.6712E+00 -2.1892E+00  1.076847E+19
   66    1  6.3795E+00 -2.3804E+00  1.076677E+19
   67    1  6.0760E+00 -2.5349E+00  1.076488E+19
   68    1  5.7833E+00 -2.6271E+00  1.076288E+19
   69    1  5.5581E+00 -2.6394E+00  1.076104E+19
   70    1  5.4620E+00 -2.6219E+00  1.075994E+19
   71    1  5.0368E+00 -3.7322E+00  1.917172E+18
   72    1  5.1093E+00 -3.7836E+00  1.892500E+18
   73    1  5.1911E+00 -3.8676E+00  1.947163E+18
   74    1  5.2648E+00 -3.9669E+00  2.085178E+18
   75    1  5.3274E+00 -4.0657E+00  2.299631E+18
   76    1  5.3798E+00 -4.1563E+00  2.339499E+18
   77    1  5.4222E+00 -4.2339E+00  2.249905E+18
   78    1  5.4554E+00 -4.2970E+00  2.068861E+18
   79    1  5.4810E+00 -4.3470E+00  1.759780E+18
   80    1  5.5007E+00 -4.3864E+00  1.542882E+18
   81    1  5.5159E+00 -4.4170E+00  1.418147E+18
   82    1  5.5274E+00 -4.4405E+00  1.359090E+18
   83    1  5.5359E+00 -4.4580E+00  1.238122E+18
   84    1  5.5420E+00 -4.4706E+00  1.140221E+18
   85    1  5.5461E+00 -4.4792E+00  1.013409E+18
   86    1  5.5488E+00 -4.4849E+00  8.954213E+17
   87    1  5.5506E+00 -4.4886E+00  8.000827E+17
   88    1  5.5519E+00 -4.4913E+00  7.621915E+17
   89    1  5.5529E+00 -4.4933E+00  7.039432E+17
   90    1  5.5538E+00 -4.4953E+00  5.619661E+17
    1    2  4.1850E+00 -3.8745E+00  5.245996E+17
    2    2  4.1868E+00 -3.8737E+00  6.295117E+17
    3    2  4.1888E+00 -3.8729E+00  6.907118E+17
    4    2  4.1914E+00 -3.8719E+00  7.803129E+17
    5    2  4.1950E+00 -3.8705E+00  8.874583E+17
    6    2  4.2004E+00 -3.8683E+00  9.512189E+17
    7    2  4.2086E+00 -3.8650E+00  1.059595E+18
    8    2  4.2205E+00 -3.8603E+00  1.217221E+18
    9    2  4.2371E+00 -3.8538E+00  1.455521E+18
   10    2  4.2593E+00 -3.8451E+00  1.584684E+18
   11    2  4.2881E+00 -3.8339E+00  1.801839E+18
   12    2  4.3249E+00 -3.8199E+00  2.221999E+18
   13    2  4.3713E+00 -3.8027E+00  2.574668E+18
   14    2  4.4294E+00 -3.7818E+00  2.986107E+18
   15    2  4.5014E+00 -3.7573E+00  3.304506E+18
   16    2  4.5880E+00 -3.7302E+00  3.744409E+18
   17    2  4.6877E+00 -3.7037E+00  3.690002E+18
   18    2  4.7961E+00 -3.6836E+00  3.744955E+18
   19    2  4.9013E+00 -3.6785E+00  3.802364E+18
   20    2  4.9818E+00 -3.6895E+00  3.770350E+18
   21    2  5.4113E+00 -2.6783E+00  1.070224E+19
   22    2  5.3141E+00 -2.6035E+00  1.070206E+19
   23    2  5.1453E+00 -2.4055E+00  1.070181E+19
   24    2  4.9856E+00 -2.1177E+00  1.070141E+19
   25    2  4.8477E+00 -1.7931E+00  1.070105E+19
   26    2  4.7279E+00 -1.4566E+00  1.070079E+19
   27    2  4.6244E+00 -1.1141E+00  1.070056E+19
   28    2  4.5365E+00 -7.6712E-01  1.070038E+19
   29    2  4.4641E+00 -4.1644E-01  1.070024E+19
   30    2  4.4064E+00 -6.3096E-02  1.070012E+19
   31    2  4.3652E+00  2.9222E-01  1.070005E+19
   32    2  4.3417E+00  6.4937E-01  1.070002E+19
   33    2  4.3337E+00  1.0072E+00  1.070003E+19
   34    2  4.3416E+00  1.3644E+00  1.070008E+19
   35    2  4.3675E+00  1.7192E+00  1.070018E+19
   36    2  4.4152E+00  2.0694E+00  1.070031E+19
   37    2  4.4876E+00  2.4118E+00  1.070049E+19
   38    2  4.5875E+00  2.7401E+00  1.070070E+19
   39    2  4.7198E+00  3.0422E+00  1.070096E+19
   40    2  4.8855E+00  3.2988E+00  1.070122E+19
   41    2  5.0789E+00  3.4912E+00  1.070148E+19
   42    2  5.2971E+00  3.6143E+00  1.070172E+19
   43    2  5.5501E+00  3.6704E+00  1.070193E+19
   44    2  5.8394E+00  3.6545E+00  1.070214E+19
   45    2  6.1456E+00  3.5681E+00  1.070227E+19
   46    2  6.4480E+00  3.4241E+00  1.070234E+19
   47    2  6.7347E+00  3.2349E+00  1.070239E+19
   48    2  7.0016E+00  3.0104E+00  1.070244E+19
   49    2  7.2462E+00  2.7585E+00  1.070248E+19
   50    2  7.4639E+00  2.4825E+00  1.070253E+19
   51    2  7.6523E+00  2.1844E+00  1.070256E+19
   52    2  7.8110E+00  1.8685E+00  1.070260E+19
   53    2  7.9375E+00  1.5384E+00  1.070263E+19
   54    2  8.0294E+00  1.1968E+00  1.070265E+19
   55    2  8.0870E+00  8.4756E-01  1.070267E+19
   56    2  8.1079E+00  4.9508E-01  1.070267E+19
   57    2  8.0884E+00  1.4286E-01  1.070268E+19
   58    2  8.0306E+00 -2.0553E-01  1.070268E+19
   59    2  7.9361E+00 -5.4503E-01  1.070266E+19
   60    2  7.8038E+00 -8.7092E-01  1.070264E+19
   61    2  7.6358E+00 -1.1800E+00  1.070262E+19
   62    2  7.4355E+00 -1.4700E+00  1.070261E+19
   63    2  7.2082E+00 -1.7395E+00  1.070259E+19
   64    2  6.9574E+00 -1.9858E+00  1.070257E+19
   65    2  6.6846E+00 -2.2077E+00  1.070255E+19
   66    2  6.3937E+00 -2.4047E+00  1.070253E+19
   67    2  6.0901E+00 -2.5695E+00  1.070252E+19
   68    2  5.7913E+00 -2.6785E+00  1.070246E+19
   69    2  5.5486E+00 -2.7044E+00  1.070232E+19
   70    2  5.4379E+00 -2.6895E+00  1.070223E+19
   71    2  5.0436E+00 -3.7142E+00  3.705832E+18
   72    2  5.1166E+00 -3.7678E+00  3.611545E+18
   73    2  5.1977E+00 -3.8547E+00  3.608513E+18
   74    2  5.2696E+00 -3.9551E+00  3.833277E+18
   75    2  5.3305E+00 -4.0538E+00  4.088207E+18
   76    2  5.3816E+00 -4.1440E+00  4.005621E+18
   77    2  5.4232E+00 -4.2214E+00  3.793331E+18
   78    2  5.4560E+00 -4.2846E+00  3.497636E+18
   79    2  5.4814E+00 -4.3349E+00  3.069473E+18
   80    2  5.5010E+00 -4.3744E+00  2.629722E+18
   81    2  5.5161E+00 -4.4052E+00  2.400886E+18
   82    2  5.5275E+00 -4.4288E+00  2.294892E+18
   83    2  5.5360E+00 -4.4464E+00  2.129615E+18
   84    2  5.5420E+00 -4.4590E+00  1.988519E+18
   85    2  5.5461E+00 -4.4677E+00  1.806034E+18
   86    2  5.5488E+00 -4.4734E+00  1.598528E+18
   87    2  5.5506E+00 -4.4771E+00  1.473436E+18
   88    2  5.5519E+00 -4.4798E+00  1.420346E+18
   89    2  5.5529E+00 -4.4818E+00  1.375920E+18
   90    2  5.5538E+00 -4.4838E+00  1.175847E+18
    1    3  4.1893E+00 -3.8655E+00  1.552783E+18
    2    3  4.1912E+00 -3.8647E+00  1.736935E+18
    3    3  4.1932E+00 -3.8639E+00  1.910817E+18
    4    3  4.1957E+00 -3.8629E+00  2.099348E+18
    5    3  4.1993E+00 -3.8614E+00  2.348474E+18
    6    3  4.2048E+00 -3.8592E+00  2.623480E+18
    7    3  4.2130E+00 -3.8559E+00  2.775694E+18
    8    3  4.2250E+00 -3.8511E+00  3.126929E+18
    9    3  4.2415E+00 -3.8445E+00  3.394565E+18
   10    3  4.2637E+00 -3.8357E+00  3.642427E+18
   11    3  4.2926E+00 -3.8244E+00  4.245134E+18
   12    3  4.3294E+00 -3.8101E+00  4.968024E+18
   13    3  4.3758E+00 -3.7925E+00  5.513335E+18
   14    3  4.4339E+00 -3.7712E+00  6.260327E+18
   15    3  4.5056E+00 -3.7461E+00  6.955054E+18
   16    3  4.5916E+00 -3.7182E+00  7.478009E+18
