# Target loading - outer     : ITER#2294_(F57-20MW-H,_tau=0.47e-6,_ntime=150)                                  
# x     co-ordinate along target [m]. <0 in PFR
# ne    electron density [1/m^3]
# Te    electron temperature [eV]
# Ti    ion temperature [eV]
# Wtot  total power flux [W/m^2]
# Wpart power flux with particles [W/m^2]
# Wrad  power flux with radiation [W/m^2]
# Wpls  power flux with charged particles [W/m^2]
# Wneut power flux with neutral particles [W/m^2]
# xMP   radial co-ordinate in mid-plane (IMP for inner target(s), OMP for outer(s)) [m]
# Rclfc radial co-ordinate on target [m]
# Zclfc vertical co-ordinate on target [m]
# Wpar_xpt parallel power flux around x-point [W/m^2]
# WWpar would-be parallel power flux without dissipation in divertor [W/m^2]
# WWtrg would-be target power flux without dissipation in divertor [W/m^2]
# Lcnnt connection length from mid-plane to target [m]
# Lcnnx connection length from mid-plane to x-point position [m]
#           x	         ne	         Te	         Ti	       Wtot	      Wpart	       Wrad	       Wpls	      Wneut	        xMP	      Rclfc	      Zclfc	   Wpar_xpt	      WWpar	      WWtrg	      Lcnnt	      Lcnnx	
  5.2054E-01	  4.3827E+17	  1.5815E+01	  3.7144E+01	  1.9115E+04	  1.1861E+04	  7.2539E+03	  7.0796E+03	  4.7813E+03	  4.5163E-02	  5.5703E+00	 -3.8729E+00	  1.0451E+06	  1.0715E+06	  1.0127E+04	  2.1496E+01	  1.2801E+01	
  6.8133E-01	  2.8550E+17	  1.4630E+01	  3.5655E+01	  2.1832E+04	  8.8855E+03	  1.2947E+04	  6.9056E+03	  1.9799E+03	  5.0109E-02	  5.5972E+00	 -3.7156E+00	  5.9705E+05	  6.1519E+05	  6.5372E+03	  1.8705E+01	  1.2250E+01	
  8.4672E-01	  1.6102E+17	  1.3503E+01	  3.4141E+01	  2.7734E+04	  4.4027E+03	  2.3331E+04	  3.3890E+03	  1.0136E+03	  5.5033E-02	  5.6636E+00	 -3.5653E+00	  2.9831E+05	  3.0834E+05	  3.0821E+03	  1.6309E+01	  1.1522E+01	
  9.8912E-01	  1.3490E+17	  1.2207E+01	  3.2266E+01	  4.0435E+04	  5.3527E+03	  3.5082E+04	  3.7066E+03	  1.6460E+03	  5.9872E-02	  5.7451E+00	 -3.4496E+00	  2.2695E+05	  2.3532E+05	  3.4849E+03	  1.4775E+01	  1.0802E+01	
  1.0785E+00	  9.3818E+16	  1.1043E+01	  3.0865E+01	  5.0138E+04	  7.3496E+03	  4.2788E+04	  3.2717E+03	  4.0780E+03	  6.4548E-02	  5.8099E+00	 -3.3884E+00	  1.4950E+05	  1.5559E+05	  3.3770E+03	  1.4077E+01	  1.0272E+01	
  1.1425E+00	  6.4157E+16	  1.0093E+01	  2.9242E+01	  5.1345E+04	  5.8435E+03	  4.5502E+04	  2.5855E+03	  3.2580E+03	  6.9010E-02	  5.8611E+00	 -3.3500E+00	  9.0925E+04	  9.4961E+04	  2.3172E+03	  1.3686E+01	  9.8840E+00	
  1.1904E+00	  5.3854E+16	  9.1558E+00	  2.7646E+01	  5.3307E+04	  2.8667E+03	  5.0441E+04	  2.8409E+03	  2.5766E+01	  7.3205E-02	  5.9014E+00	 -3.3243E+00	  6.8713E+04	  7.1997E+04	  2.5467E+03	  1.3453E+01	  9.5893E+00	
  1.2242E+00	  4.9525E+16	  8.2686E+00	  2.5981E+01	  5.4806E+04	  2.6544E+03	  5.2152E+04	  2.6503E+03	  4.0773E+00	  7.7098E-02	  5.9316E+00	 -3.3092E+00	  5.8715E+04	  6.1707E+04	  2.4740E+03	  1.3330E+01	  9.3669E+00	
  1.2525E+00	  4.1018E+16	  7.5520E+00	  2.4302E+01	  5.4171E+04	  1.7718E+03	  5.2399E+04	  1.6821E+03	  8.9653E+01	  8.0638E-02	  5.9572E+00	 -3.2972E+00	  4.3019E+04	  4.5318E+04	  1.8441E+03	  1.3226E+01	  9.1918E+00	
  1.2769E+00	  3.0588E+16	  7.0007E+00	  2.2537E+01	  5.3992E+04	  1.3845E+03	  5.2607E+04	  1.3828E+03	  1.7079E+00	  8.3756E-02	  5.9794E+00	 -3.2868E+00	  2.8054E+04	  2.9610E+04	  1.2262E+03	  1.3139E+01	  9.0499E+00	
  1.2967E+00	  1.8979E+16	  6.5815E+00	  2.0765E+01	  5.4570E+04	  8.2131E+02	  5.3749E+04	  7.8792E+02	  3.3389E+01	  8.6393E-02	  5.9974E+00	 -3.2788E+00	  1.5514E+04	  1.6403E+04	  7.4159E+02	  1.3081E+01	  8.9315E+00	
  1.3102E+00	  8.6488E+15	  6.2078E+00	  1.9375E+01	  5.6994E+04	  4.4914E+02	  5.6545E+04	  4.4911E+02	  3.2898E-02	  8.8497E-02	  6.0100E+00	 -3.2742E+00	  6.4816E+03	  6.8667E+03	  4.0617E+02	  1.3073E+01	  8.8297E+00	
