# Target loading - inner     : ITER#2294_(F57-20MW-H,_tau=0.47e-6,_ntime=150)                                  
# x     co-ordinate along target [m]. <0 in PFR
# ne    electron density [1/m^3]
# Te    electron temperature [eV]
# Ti    ion temperature [eV]
# Wtot  total power flux [W/m^2]
# Wpart power flux with particles [W/m^2]
# Wrad  power flux with radiation [W/m^2]
# Wpls  power flux with charged particles [W/m^2]
# Wneut power flux with neutral particles [W/m^2]
# xMP   radial co-ordinate in mid-plane (IMP for inner target(s), OMP for outer(s)) [m]
# Rclfc radial co-ordinate on target [m]
# Zclfc vertical co-ordinate on target [m]
# Wpar_xpt parallel power flux around x-point [W/m^2]
# WWpar would-be parallel power flux without dissipation in divertor [W/m^2]
# WWtrg would-be target power flux without dissipation in divertor [W/m^2]
# Lcnnt connection length from mid-plane to target [m]
# Lcnnx connection length from mid-plane to x-point position [m]
#           x	         ne	         Te	         Ti	       Wtot	      Wpart	       Wrad	       Wpls	      Wneut	        xMP	      Rclfc	      Zclfc	   Wpar_xpt	      WWpar	      WWtrg	      Lcnnt	      Lcnnx	
 -8.9207E-02	  1.6403E+17	  3.5950E-01	  1.0483E+00	  2.0368E+04	  7.9396E+03	  1.2429E+04	  3.4895E+02	  7.5907E+03	 -3.1233E-01	  4.1796E+00	 -3.8839E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	
 -7.9142E-02	  5.2460E+17	  5.5832E-01	  9.9315E-01	  2.1576E+04	  8.6728E+03	  1.2903E+04	  1.1988E+03	  7.4740E+03	 -2.9284E-01	  4.1840E+00	 -3.8749E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	
 -6.9145E-02	  1.5528E+18	  6.5356E-01	  1.0252E+00	  2.4887E+04	  1.1396E+04	  1.3491E+04	  3.5999E+03	  7.7957E+03	 -2.7247E-01	  4.1884E+00	 -3.8659E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	
 -5.9352E-02	  4.1444E+18	  7.4380E-01	  1.1249E+00	  3.7326E+04	  2.3088E+04	  1.4238E+04	  9.9810E+03	  1.3107E+04	 -2.5118E-01	  4.1927E+00	 -3.8571E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	
 -4.9897E-02	  8.9678E+18	  8.7831E-01	  1.1930E+00	  5.5262E+04	  4.0053E+04	  1.5209E+04	  2.2387E+04	  1.7666E+04	 -2.2926E-01	  4.1968E+00	 -3.8486E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	
 -4.0831E-02	  1.8543E+19	  9.6682E-01	  1.2741E+00	  8.3859E+04	  6.7329E+04	  1.6530E+04	  4.7887E+04	  1.9442E+04	 -2.0660E-01	  4.2008E+00	 -3.8405E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	
 -3.2328E-02	  3.3415E+19	  1.1267E+00	  1.4385E+00	  1.3991E+05	  1.2150E+05	  1.8407E+04	  9.4455E+04	  2.7045E+04	 -1.8280E-01	  4.2045E+00	 -3.8328E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	
 -2.4505E-02	  5.7862E+19	  1.3454E+00	  1.6066E+00	  2.5862E+05	  2.3737E+05	  2.1246E+04	  1.7990E+05	  5.7473E+04	 -1.5826E-01	  4.2080E+00	 -3.8258E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	
 -1.7383E-02	  9.4288E+19	  1.5100E+00	  1.7701E+00	  4.1593E+05	  3.9009E+05	  2.5840E+04	  3.0975E+05	  8.0343E+04	 -1.3259E-01	  4.2111E+00	 -3.8194E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	
 -1.1117E-02	  1.4194E+20	  1.7320E+00	  1.9753E+00	  6.9418E+05	  6.6083E+05	  3.3350E+04	  5.1515E+05	  1.4568E+05	 -1.0533E-01	  4.2138E+00	 -3.8138E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	
