# ITER#1512 (F57 ref-20-NF-C0, tau=0.45e-6, ntime=150)  - 81.4 ms
# parallel velocity (up) (m.s-1)
   ix   iy      x           y           z01           z02           z03           z04           z05           z06           z07           z08           z09
   32    1  4.3589E+03  6.5012E+02 -5.529763E-01 -2.021502E+01 -2.538069E+01  2.181187E+02  2.160164E+02  2.073541E+02  1.861893E+02  5.049040E+01 -1.189426E+02
   33    1  4.3515E+03  1.0072E+03  8.116953E+00 -9.947585E+00 -1.993113E+01  5.027735E+02  4.984905E+02  4.804937E+02  4.356400E+02  1.337331E+02 -2.443404E+02
   34    1  4.3605E+03  1.3634E+03  1.828602E+01  8.906169E-02 -1.433177E+01  7.795623E+02  7.728738E+02  7.454038E+02  6.769277E+02  2.166295E+02 -3.627263E+02
   35    1  4.3879E+03  1.7170E+03  3.039702E+01  9.814565E+00 -8.503658E+00  1.040688E+03  1.029565E+03  9.915249E+02  8.994607E+02  2.970068E+02 -4.665287E+02
   36    1  4.4377E+03  2.0654E+03  4.512789E+01  1.930844E+01 -2.474329E+00  1.288919E+03  1.273292E+03  1.224461E+03  1.108831E+03  3.771080E+02 -5.581326E+02
   37    1  4.5125E+03  2.4051E+03  6.212853E+01  2.883691E+01  3.565578E+00  1.520581E+03  1.501327E+03  1.441741E+03  1.302477E+03  4.558084E+02 -6.347090E+02
   38    1  4.6154E+03  2.7294E+03  8.044546E+01  3.806164E+01  9.383592E+00  1.720359E+03  1.696830E+03  1.626161E+03  1.464285E+03  5.266119E+02 -6.886681E+02
   39    1  4.7504E+03  3.0251E+03  9.897693E+01  4.536617E+01  1.460365E+01  1.870495E+03  1.843288E+03  1.762809E+03  1.581625E+03  5.816190E+02 -7.207820E+02
   40    1  4.9164E+03  3.2727E+03  1.160871E+02  4.638449E+01  1.898169E+01  1.947637E+03  1.917521E+03  1.829415E+03  1.634307E+03  6.079636E+02 -7.334889E+02
   41    1  5.1052E+03  3.4555E+03  1.308574E+02  3.077778E+01  2.248908E+01  1.940247E+03  1.909072E+03  1.816744E+03  1.614598E+03  5.979773E+02 -7.352062E+02
   42    1  5.3135E+03  3.5722E+03  1.430224E+02 -2.489215E+01  2.528380E+01  1.842447E+03  1.810811E+03  1.717293E+03  1.515291E+03  5.468557E+02 -7.291214E+02
   43    1  5.5546E+03  3.6286E+03  1.541639E+02 -1.823108E+02  2.780952E+01  1.653524E+03  1.621381E+03  1.528988E+03  1.333411E+03  4.520533E+02 -7.192396E+02
   44    1  5.8345E+03  3.6189E+03  1.667840E+02 -5.767696E+02  3.058958E+01  1.393283E+03  1.362386E+03  1.273360E+03  1.088295E+03  3.205955E+02 -7.165988E+02
   45    1  6.1357E+03  3.5401E+03  1.775066E+02 -1.415990E+03  3.301815E+01  1.089682E+03  1.059542E+03  9.742992E+02  8.016847E+02  1.675161E+02 -7.129954E+02
   46    1  6.4361E+03  3.4023E+03  1.827850E+02 -2.946454E+03  3.436670E+01  7.803548E+02  7.489188E+02  6.672472E+02  5.084512E+02  1.538726E+01 -6.990212E+02
   47    1  6.7223E+03  3.2179E+03  1.836183E+02 -5.462821E+03  3.471433E+01  5.065425E+02  4.739323E+02  3.967676E+02  2.526874E+02 -1.143386E+02 -6.807415E+02
   48    1  6.9892E+03  2.9969E+03  1.785998E+02 -9.406164E+03  3.365387E+01  2.858336E+02  2.527841E+02  1.809840E+02  5.183530E+01 -2.106841E+02 -6.516533E+02
   49    1  7.2338E+03  2.7476E+03  1.671145E+02 -1.562965E+04  3.097546E+01  1.196522E+02  8.672154E+01  2.121859E+01 -9.235155E+01 -2.708567E+02 -6.063718E+02
   50    1  7.4516E+03  2.4737E+03  1.508432E+02 -2.581291E+04  2.696904E+01  4.919339E+00 -2.737234E+01 -8.553254E+01 -1.826110E+02 -2.973530E+02 -5.480036E+02
   51    1  7.6402E+03  2.1775E+03  1.296976E+02 -3.755355E+04  2.156894E+01 -6.003813E+01 -8.948283E+01 -1.390120E+02 -2.193874E+02 -2.900233E+02 -4.745340E+02
   52    1  7.7989E+03  1.8632E+03  1.041474E+02 -1.594428E+03  1.497726E+01 -8.278631E+01 -1.071672E+02 -1.469263E+02 -2.105144E+02 -2.531421E+02 -3.862843E+02
   53    1  7.9254E+03  1.5344E+03  7.568450E+01  3.526531E+04  7.438565E+00 -7.508730E+01 -9.412355E+01 -1.236745E+02 -1.698945E+02 -1.951132E+02 -2.870235E+02
   54    1  8.0173E+03  1.1942E+03  4.500999E+01  2.520540E+04 -1.029739E+00 -4.342629E+01 -5.470974E+01 -7.312092E+01 -1.022957E+02 -1.199001E+02 -1.797879E+02
   55    1  8.0748E+03  8.4620E+02  1.282769E+01  1.619040E+04 -9.913350E+00  7.843413E-01 -5.205254E-01 -6.814187E+00 -1.915532E+01 -3.434178E+01 -6.684723E+01
   56    1  8.0955E+03  4.9507E+02 -1.918277E+01  1.132229E+04 -1.874708E+01  3.902561E+01  4.347096E+01  4.825691E+01  5.448155E+01  4.742828E+01  4.695225E+01
   57    1  8.0760E+03  1.4422E+02 -5.085419E+01  8.497564E+03 -2.778739E+01  6.945214E+01  7.917363E+01  9.498494E+01  1.200448E+02  1.244843E+02  1.588991E+02
   58    1  8.0182E+03 -2.0275E+02 -8.108586E+01  6.032968E+03 -3.632086E+01  9.063047E+01  1.081375E+02  1.355079E+02  1.781109E+02  1.944656E+02  2.640685E+02
   59    1  7.9235E+03 -5.4071E+02 -1.086233E+02  4.183885E+03 -4.398335E+01  8.899233E+01  1.111375E+02  1.487337E+02  2.091445E+02  2.463255E+02  3.587553E+02
   60    1  7.7913E+03 -8.6495E+02 -1.340121E+02  2.840275E+03 -5.115048E+01  6.112916E+01  8.610159E+01  1.330021E+02  2.110987E+02  2.791744E+02  4.440850E+02
   61    1  7.6233E+03 -1.1723E+03 -1.559327E+02  1.866226E+03 -5.725162E+01  7.269195E+00  3.535418E+01  9.083419E+01  1.850578E+02  2.909735E+02  5.149042E+02
   62    1  7.4231E+03 -1.4604E+03 -1.741547E+02  1.166657E+03 -6.234908E+01 -7.696474E+01 -4.603013E+01  1.690362E+01  1.256233E+02  2.789760E+02  5.715401E+02
   63    1  7.1956E+03 -1.7276E+03 -1.874940E+02  6.754097E+02 -6.628144E+01 -2.005548E+02 -1.682639E+02 -9.922111E+01  2.296455E+01  2.380927E+02  6.131863E+02
   64    1  6.9444E+03 -1.9711E+03 -1.962538E+02  3.402400E+02 -6.945957E+01 -3.708044E+02 -3.389837E+02 -2.654363E+02 -1.307690E+02  1.659473E+02  6.444309E+02
   65    1  6.6712E+03 -2.1892E+03 -1.997087E+02  1.230917E+02 -7.184498E+01 -5.894206E+02 -5.584245E+02 -4.818439E+02 -3.364900E+02  6.195889E+01  6.661092E+02
   66    1  6.3795E+03 -2.3804E+03 -1.954181E+02 -6.384565E+00 -7.262495E+01 -8.603614E+02 -8.306571E+02 -7.524254E+02 -5.978856E+02 -7.674295E+01  6.757756E+02
   67    1  6.0760E+03 -2.5349E+03 -1.828473E+02 -7.257058E+01 -7.151058E+01 -1.176794E+03 -1.148543E+03 -1.069323E+03 -9.059477E+02 -2.454709E+02  6.727857E+02
   68    1  5.7833E+03 -2.6271E+03 -1.633133E+02 -9.822428E+01 -6.820561E+01 -1.486854E+03 -1.456181E+03 -1.373288E+03 -1.199220E+03 -4.111599E+02  6.545109E+02
   69    1  5.5581E+03 -2.6394E+03 -1.504621E+02 -1.054780E+02 -6.690665E+01 -1.741913E+03 -1.712084E+03 -1.625833E+03 -1.439962E+03 -5.396177E+02  6.583045E+02
   70    1  5.4620E+03 -2.6219E+03 -1.503553E+02 -1.072666E+02 -6.881798E+01 -1.865705E+03 -1.847563E+03 -1.768982E+03 -1.580666E+03 -6.060204E+02  6.847677E+02
   71    1  5.0368E+03 -3.7322E+03 -1.347639E+03 -1.347315E+03 -1.347162E+03 -1.347735E+03 -1.347951E+03 -1.347435E+03 -1.347190E+03 -1.347048E+03 -1.346959E+03
   72    1  5.1093E+03 -3.7836E+03 -1.674845E+03 -1.678610E+03 -1.677570E+03 -1.672580E+03 -1.679667E+03 -1.678150E+03 -1.677151E+03 -1.676554E+03 -1.676189E+03
   73    1  5.1911E+03 -3.8676E+03 -1.567246E+03 -1.583673E+03 -1.575604E+03 -1.583549E+03 -1.581664E+03 -1.576608E+03 -1.574029E+03 -1.572616E+03 -1.571827E+03
   74    1  5.2648E+03 -3.9669E+03 -9.950163E+02 -1.008158E+03 -1.001111E+03 -1.008230E+03 -1.005261E+03 -1.001455E+03 -9.996433E+02 -9.986881E+02 -9.981734E+02
   75    1  5.3274E+03 -4.0657E+03 -4.634547E+02 -4.731702E+02 -4.661185E+02 -4.771135E+02 -4.693533E+02 -4.660371E+02 -4.649072E+02 -4.643961E+02 -4.641169E+02
   76    1  5.3798E+03 -4.1563E+03  4.916392E+01  3.538782E+01  4.628590E+01  2.054634E+01  4.126860E+01  4.623159E+01  4.775604E+01  4.841953E+01  4.875372E+01
   77    1  5.4222E+03 -4.2339E+03  5.219074E+02  5.171534E+02  5.227261E+02  5.069930E+02  5.206603E+02  5.229333E+02  5.233656E+02  5.234950E+02  5.235073E+02
   78    1  5.4554E+03 -4.2970E+03  1.015292E+03  1.013970E+03  1.019203E+03  1.000028E+03  1.016862E+03  1.019200E+03  1.019338E+03  1.019209E+03  1.019055E+03
   79    1  5.4810E+03 -4.3470E+03  1.679076E+03  1.667620E+03  1.680473E+03  1.637105E+03  1.672952E+03  1.679337E+03  1.681876E+03  1.683250E+03  1.684063E+03
   80    1  5.5007E+03 -4.3864E+03  2.365041E+03  2.349549E+03  2.359392E+03  2.304556E+03  2.357019E+03  2.359700E+03  2.362001E+03  2.364172E+03  2.365836E+03
   81    1  5.5159E+03 -4.4170E+03  2.629616E+03  2.622671E+03  2.611831E+03  2.595068E+03  2.621845E+03  2.614134E+03  2.611897E+03  2.611655E+03  2.611860E+03
   82    1  5.5274E+03 -4.4405E+03  2.058313E+03  2.066206E+03  2.036662E+03  2.082375E+03  2.047473E+03  2.035962E+03  2.031691E+03  2.029598E+03  2.028337E+03
   83    1  5.5359E+03 -4.4580E+03  1.615200E+03  1.614312E+03  1.598574E+03  1.623515E+03  1.596996E+03  1.594500E+03  1.593679E+03  1.593144E+03  1.592718E+03
   84    1  5.5420E+03 -4.4706E+03  1.685247E+03  1.679784E+03  1.673578E+03  1.668492E+03  1.667670E+03  1.669111E+03  1.669668E+03  1.669845E+03  1.669854E+03
   85    1  5.5461E+03 -4.4792E+03  1.763211E+03  1.764003E+03  1.754505E+03  1.743362E+03  1.747625E+03  1.748565E+03  1.748806E+03  1.748783E+03  1.748662E+03
   86    1  5.5488E+03 -4.4849E+03  1.884877E+03  1.886127E+03  1.875713E+03  1.862050E+03  1.866859E+03  1.868482E+03  1.868947E+03  1.868990E+03  1.868886E+03
   87    1  5.5506E+03 -4.4886E+03  2.181376E+03  2.178737E+03  2.172495E+03  2.150077E+03  2.160993E+03  2.164637E+03  2.165664E+03  2.165906E+03  2.165892E+03
   88    1  5.5519E+03 -4.4913E+03  3.091719E+03  3.062532E+03  3.077044E+03  2.990222E+03  3.053119E+03  3.067395E+03  3.072229E+03  3.074252E+03  3.075219E+03
   89    1  5.5529E+03 -4.4933E+03  4.197210E+03  4.161986E+03  4.181692E+03  4.072939E+03  4.151369E+03  4.169621E+03  4.176353E+03  4.179383E+03  4.180918E+03
   90    1  5.5538E+03 -4.4953E+03  4.804943E+03  4.793246E+03  4.800005E+03  4.754779E+03  4.785276E+03  4.793222E+03  4.796330E+03  4.797764E+03  4.798487E+03
    1    2  4.1850E+03 -3.8745E+03 -3.083256E+03 -3.086817E+03 -3.084091E+03 -3.086085E+03 -3.084057E+03 -3.083413E+03 -3.083119E+03 -3.082952E+03 -3.082846E+03
    2    2  4.1868E+03 -3.8737E+03 -2.372156E+03 -2.381170E+03 -2.374985E+03 -2.385014E+03 -2.376393E+03 -2.374291E+03 -2.373451E+03 -2.373031E+03 -2.372780E+03
    3    2  4.1888E+03 -3.8729E+03 -1.671319E+03 -1.681632E+03 -1.674658E+03 -1.691468E+03 -1.677610E+03 -1.674656E+03 -1.673555E+03 -1.673038E+03 -1.672741E+03
    4    2  4.1914E+03 -3.8719E+03 -1.254026E+03 -1.259857E+03 -1.255537E+03 -1.265986E+03 -1.257211E+03 -1.255457E+03 -1.254804E+03 -1.254490E+03 -1.254308E+03
    5    2  4.1950E+03 -3.8705E+03 -1.136177E+03 -1.132775E+03 -1.134415E+03 -1.127616E+03 -1.132873E+03 -1.133931E+03 -1.134281E+03 -1.134427E+03 -1.134499E+03
    6    2  4.2004E+03 -3.8683E+03 -1.128305E+03 -1.117490E+03 -1.123533E+03 -1.103013E+03 -1.119289E+03 -1.122571E+03 -1.123700E+03 -1.124198E+03 -1.124457E+03
    7    2  4.2086E+03 -3.8650E+03 -1.244331E+03 -1.238358E+03 -1.240445E+03 -1.232406E+03 -1.238052E+03 -1.239626E+03 -1.240167E+03 -1.240390E+03 -1.240494E+03
    8    2  4.2205E+03 -3.8603E+03 -1.833144E+03 -1.843443E+03 -1.834597E+03 -1.856995E+03 -1.838548E+03 -1.834728E+03 -1.833267E+03 -1.832542E+03 -1.832123E+03
    9    2  4.2371E+03 -3.8538E+03 -2.267484E+03 -2.288350E+03 -2.273640E+03 -2.309390E+03 -2.281809E+03 -2.274663E+03 -2.271843E+03 -2.270473E+03 -2.269696E+03
   10    2  4.2593E+03 -3.8451E+03 -2.234672E+03 -2.251639E+03 -2.239984E+03 -2.268042E+03 -2.246471E+03 -2.240830E+03 -2.238614E+03 -2.237557E+03 -2.236959E+03
   11    2  4.2881E+03 -3.8339E+03 -1.878793E+03 -1.884827E+03 -1.880714E+03 -1.887438E+03 -1.882635E+03 -1.880795E+03 -1.880015E+03 -1.879645E+03 -1.879430E+03
   12    2  4.3249E+03 -3.8199E+03 -1.358233E+03 -1.354577E+03 -1.357195E+03 -1.344994E+03 -1.355598E+03 -1.356859E+03 -1.357170E+03 -1.357304E+03 -1.357367E+03
   13    2  4.3713E+03 -3.8027E+03 -9.903217E+02 -9.826991E+02 -9.882442E+02 -9.660458E+02 -9.850678E+02 -9.876922E+02 -9.883687E+02 -9.886452E+02 -9.887764E+02
   14    2  4.4294E+03 -3.7818E+03 -5.460547E+02 -5.401883E+02 -5.449739E+02 -5.238452E+02 -5.424599E+02 -5.445953E+02 -5.450516E+02 -5.452189E+02 -5.452932E+02
   15    2  4.5014E+03 -3.7573E+03 -4.268094E+02 -4.251246E+02 -4.268546E+02 -4.196873E+02 -4.263465E+02 -4.269387E+02 -4.270485E+02 -4.270993E+02 -4.271284E+02
   16    2  4.5880E+03 -3.7302E+03 -5.696346E+02 -5.695189E+02 -5.699215E+02 -5.689373E+02 -5.700094E+02 -5.700495E+02 -5.700451E+02 -5.700449E+02 -5.700524E+02
   17    2  4.6877E+03 -3.7037E+03 -6.084345E+02 -6.079178E+02 -6.082219E+02 -6.079691E+02 -6.080925E+02 -6.082071E+02 -6.082543E+02 -6.082660E+02 -6.082800E+02
   18    2  4.7961E+03 -3.6836E+03 -5.585475E+02 -5.605120E+02 -5.589125E+02 -5.643767E+02 -5.598261E+02 -5.589902E+02 -5.587419E+02 -5.586139E+02 -5.585286E+02
   19    2  4.9013E+03 -3.6785E+03 -6.661959E+02 -6.690128E+02 -6.667162E+02 -6.739000E+02 -6.682590E+02 -6.669385E+02 -6.665493E+02 -6.663680E+02 -6.662501E+02
   20    2  4.9818E+03 -3.6895E+03 -1.169331E+03 -1.168361E+03 -1.168206E+03 -1.169498E+03 -1.168723E+03 -1.168402E+03 -1.168414E+03 -1.168449E+03 -1.168483E+03
   21    2  5.4113E+03 -2.6783E+03  9.464122E+00 -3.582128E+01 -5.039208E+01 -7.515570E+02 -7.533971E+02 -7.502269E+02 -7.393144E+02 -7.111613E+02 -6.787605E+02
   22    2  5.3141E+03 -2.6035E+03  1.027800E+01 -4.095865E+01 -4.471310E+01 -8.622258E+02 -8.580484E+02 -8.481066E+02 -8.297170E+02 -7.713950E+02 -7.175577E+02
   23    2  5.1453E+03 -2.4055E+03  1.150174E+01 -5.119317E+01 -4.658159E+01 -1.053642E+03 -1.051442E+03 -1.039788E+03 -1.014102E+03 -9.021087E+02 -8.073690E+02
   24    2  4.9856E+03 -2.1177E+03  1.007942E+01 -6.429125E+01 -5.990314E+01 -1.166449E+03 -1.165258E+03 -1.151700E+03 -1.119708E+03 -9.617164E+02 -8.307753E+02
   25    2  4.8477E+03 -1.7931E+03  5.999923E+00 -7.636370E+01 -7.301931E+01 -1.163226E+03 -1.161509E+03 -1.146346E+03 -1.110613E+03 -9.277599E+02 -7.785556E+02
   26    2  4.7279E+03 -1.4566E+03  2.706796E-01 -8.559246E+01 -8.272650E+01 -1.090890E+03 -1.089304E+03 -1.074064E+03 -1.037907E+03 -8.496282E+02 -6.977532E+02
   27    2  4.6244E+03 -1.1141E+03 -6.662415E+00 -9.254239E+01 -9.003880E+01 -9.751599E+02 -9.743971E+02 -9.605082E+02 -9.268423E+02 -7.490322E+02 -6.064588E+02
   28    2  4.5365E+03 -7.6712E+02 -1.446604E+01 -9.792009E+01 -9.583269E+01 -8.250446E+02 -8.248183E+02 -8.130207E+02 -7.840573E+02 -6.299474E+02 -5.060941E+02
   29    2  4.4641E+03 -4.1644E+02 -2.288701E+01 -1.024709E+02 -1.012359E+02 -6.485663E+02 -6.489321E+02 -6.400850E+02 -6.177569E+02 -4.971620E+02 -3.985127E+02
   30    2  4.4064E+03 -6.3096E+01 -3.158733E+01 -1.062071E+02 -1.058265E+02 -4.509517E+02 -4.510772E+02 -4.452445E+02 -4.306299E+02 -3.514140E+02 -2.835016E+02
   31    2  4.3652E+03  2.9222E+02 -4.063757E+01 -1.094061E+02 -1.102472E+02 -2.400760E+02 -2.394230E+02 -2.367341E+02 -2.306754E+02 -1.982679E+02 -1.653871E+02
   32    2  4.3417E+03  6.4937E+02 -4.957388E+01 -1.122177E+02 -1.144338E+02 -2.617072E+01 -2.496756E+01 -2.574808E+01 -2.869565E+01 -4.429833E+01 -4.749810E+01
   33    2  4.3337E+03  1.0072E+03 -5.787666E+01 -1.144627E+02 -1.175536E+02  1.822959E+02  1.838518E+02  1.797906E+02  1.683950E+02  1.075041E+02  6.965733E+01
   34    2  4.3416E+03  1.3644E+03 -6.592099E+01 -1.164150E+02 -1.206530E+02  3.769990E+02  3.786418E+02  3.715470E+02  3.525675E+02  2.519732E+02  1.826350E+02
   35    2  4.3675E+03  1.7192E+03 -7.303195E+01 -1.176220E+02 -1.224548E+02  5.480316E+02  5.489351E+02  5.390563E+02  5.139232E+02  3.824817E+02  2.869029E+02
   36    2  4.4152E+03  2.0694E+03 -7.935978E+01 -1.183284E+02 -1.235742E+02  6.893651E+02  6.893132E+02  6.773419E+02  6.479472E+02  4.962269E+02  3.808948E+02
   37    2  4.4876E+03  2.4118E+03 -8.457035E+01 -1.186422E+02 -1.240344E+02  7.926687E+02  7.917341E+02  7.785495E+02  7.470327E+02  5.879206E+02  4.621194E+02
   38    2  4.5875E+03  2.7401E+03 -8.817457E+01 -1.185260E+02 -1.231221E+02  8.499088E+02  8.480872E+02  8.345825E+02  8.033394E+02  6.517212E+02  5.272778E+02
   39    2  4.7198E+03  3.0422E+03 -9.023698E+01 -1.188284E+02 -1.209780E+02  8.550410E+02  8.529802E+02  8.404140E+02  8.120670E+02  6.832652E+02  5.735649E+02
   40    2  4.8855E+03  3.2988E+03 -9.060969E+01 -1.224019E+02 -1.172796E+02  8.053111E+02  8.033290E+02  7.927586E+02  7.698300E+02  6.793813E+02  5.991543E+02
   41    2  5.0789E+03  3.4912E+03 -8.998909E+01 -1.376886E+02 -1.129139E+02  7.122287E+02  7.111277E+02  7.036855E+02  6.883522E+02  6.487663E+02  6.102948E+02
   42    2  5.2971E+03  3.6143E+03 -8.870073E+01 -1.856776E+02 -1.080419E+02  5.870871E+02  5.871999E+02  5.837202E+02  5.778134E+02  5.995308E+02  6.122603E+02
   43    2  5.5501E+03  3.6704E+03 -8.767226E+01 -3.225111E+02 -1.033705E+02  4.377721E+02  4.396633E+02  4.411323E+02  4.466495E+02  5.414850E+02  6.143711E+02
   44    2  5.8394E+03  3.6545E+03 -8.695592E+01 -6.693104E+02 -9.902629E+01  2.739953E+02  2.778929E+02  2.849361E+02  3.032814E+02  4.807638E+02  6.194511E+02
   45    2  6.1456E+03  3.5681E+03 -8.569287E+01 -1.415600E+03 -9.439030E+01  1.132723E+02  1.184656E+02  1.307275E+02  1.615792E+02  4.207200E+02  6.216193E+02
   46    2  6.4480E+03  3.4241E+03 -8.351034E+01 -2.794399E+03 -8.932467E+01 -2.512904E+01 -1.940730E+01 -2.790784E+00  3.871876E+01  3.658600E+02  6.160591E+02
   47    2  6.7347E+03  3.2349E+03 -8.075790E+01 -5.086578E+03 -8.446441E+01 -1.304446E+02 -1.249289E+02 -1.051857E+02 -5.578674E+01  3.194541E+02  6.028949E+02
   48    2  7.0016E+03  3.0104E+03 -7.748924E+01 -8.716897E+03 -8.014117E+01 -1.996128E+02 -1.946618E+02 -1.731746E+02 -1.192530E+02  2.812251E+02  5.811907E+02
