Process 1:  e + CH_4^+  ->  CH_3 + H		 Eopt= 3 Ek= 8.17
Process 2:  e + CH_4^+  ->  CH_2 + H_2	         Eopt= 3 Ek= 7.83
Process 3:  e + CH_4^+  ->  CH_2 + 2H 	         Eopt= 3 Ek= 3.30
Process 4:  e + CH_4^+  ->  CH + H_2 + H	 Eopt= 3 Ek= 3.42
Process 5:  e + CH_4^+  ->  C + H_2 + H_2	 Eopt= 3 Ek= 4.43
Process 6:  e + CH_3^+  ->  CH_2 + H		 Eopt= 3 Ek= 4.97
Process 7:  e + CH_3^+  ->  CH + H_2		 Eopt= 3 Ek= 5.10
Process 8:  e + CH_3^+  ->  CH + 2H		 Eopt= 3 Ek= 0.64
Process 9:  e + CH_3^+  ->  C + H_2 + H	         Eopt= 3 Ek= 1.57
Process 10:  e + CH_2^+  ->  CH + H	         Eopt= 3 Ek= 6.00	
Process 11:  e + CH_2^+  ->  C + H_2		 Eopt= 3 Ek= 7.00
Process 12:  e + CH_2^+  ->  C + 2H		 Eopt= 3 Ek= 2.47
Process 13:  e + CH^+    ->  C + H		 Eopt= 3 Ek= 7.18

                Process 1     Process 2     Process 3     Process 4     Process 5     Process 6     Process 7     Process 8     Process 9     Process 10     Process 11     Process 12     Process 13  
 1.641307E+00  3.157234E-09  1.353100E-09  6.464813E-09  3.758612E-09  3.006890E-10  7.504292E-09  2.626502E-09  3.001717E-09  5.628219E-09  6.200287E-09  2.976138E-09  1.562472E-08  1.377473E-08
 1.844263E+00  2.861428E-09  1.226326E-09  5.859115E-09  3.406462E-09  2.725170E-10  6.841045E-09  2.394366E-09  2.736418E-09  5.130783E-09  5.603458E-09  2.689660E-09  1.412072E-08  1.310972E-08
 2.072315E+00  2.590832E-09  1.110357E-09  5.305037E-09  3.084324E-09  2.467459E-10  6.229694E-09  2.180393E-09  2.491877E-09  4.672270E-09  5.058746E-09  2.428198E-09  1.274804E-08  1.245693E-08
 2.328566E+00  2.343426E-09  1.004325E-09  4.798444E-09  2.789793E-09  2.231834E-10  5.666855E-09  1.983399E-09  2.266742E-09  4.250141E-09  4.562203E-09  2.189857E-09  1.149675E-08  1.181698E-08
 2.616505E+00  2.117358E-09  9.074391E-10  4.335543E-09  2.520664E-09  2.016531E-10  5.149316E-09  1.802261E-09  2.059726E-09  3.861987E-09  4.110123E-09  1.972859E-09  1.035751E-08  1.119055E-08
 2.940048E+00  1.910928E-09  8.189690E-10  3.912852E-09  2.274914E-09  1.819931E-10  4.674024E-09  1.635908E-09  1.869610E-09  3.505518E-09  3.699031E-09  1.775535E-09  9.321559E-09  1.057840E-08
 3.303599E+00  1.722573E-09  7.382454E-10  3.527173E-09  2.050682E-09  1.640545E-10  4.238083E-09  1.483329E-09  1.695233E-09  3.178562E-09  3.325669E-09  1.596321E-09  8.380686E-09  9.981322E-09
 3.712105E+00  1.550857E-09  6.646528E-10  3.175563E-09  1.846258E-09  1.477006E-10  3.838744E-09  1.343560E-09  1.535498E-09  2.879058E-09  2.986987E-09  1.433754E-09  7.527207E-09  9.400129E-09
 4.171125E+00  1.394456E-09  5.976239E-10  2.855314E-09  1.660067E-09  1.328053E-10  3.473401E-09  1.215691E-09  1.389361E-09  2.605051E-09  2.680136E-09  1.286465E-09  6.753942E-09  8.835643E-09
 4.686904E+00  1.252151E-09  5.366360E-10  2.563928E-09  1.490656E-09  1.192525E-10  3.139588E-09  1.098856E-09  1.255835E-09  2.354691E-09  2.402456E-09  1.153179E-09  6.054188E-09  8.288663E-09
 5.266462E+00  1.122815E-09  4.812063E-10  2.299097E-09  1.336684E-09  1.069347E-10  2.834971E-09  9.922399E-10  1.133988E-09  2.126228E-09  2.151469E-09  1.032705E-09  5.421703E-09  7.759949E-09
 5.917686E+00  1.005406E-09  4.308884E-10  2.058689E-09  1.196912E-09  9.575298E-11  2.557346E-09  8.950713E-10  1.022939E-09  1.918010E-09  1.924873E-09  9.239392E-10  4.850681E-09  7.250207E-09
 6.649436E+00  8.989620E-10  3.852694E-10  1.840732E-09  1.070193E-09  8.561543E-11  2.304638E-09  8.066232E-10  9.218551E-10  1.728478E-09  1.720529E-09  8.258540E-10  4.335734E-09  6.760063E-09
 7.471671E+00  8.025886E-10  3.439665E-10  1.643396E-09  9.554626E-10  7.643701E-11  2.074891E-09  7.262117E-10  8.299562E-10  1.556168E-09  1.536457E-09  7.374993E-10  3.871871E-09  6.290057E-09
 8.395579E+00  7.154581E-10  3.066249E-10  1.464986E-09  8.517358E-10  6.813886E-11  1.866270E-09  6.531944E-10  7.465079E-10  1.399702E-09  1.370826E-09  6.579964E-10  3.454481E-09  5.840625E-09
 9.433732E+00  6.368018E-10  2.729151E-10  1.303927E-09  7.580974E-10  6.064779E-11  1.677056E-09  5.869695E-10  6.708223E-10  1.257792E-09  1.221947E-09  5.865347E-10  3.079307E-09  5.412091E-09
 1.060026E+01  5.659062E-10  2.425312E-10  1.158760E-09  6.736978E-10  5.389583E-11  1.505641E-09  5.269743E-10  6.022564E-10  1.129231E-09  1.088267E-09  5.223683E-10  2.742434E-09  5.004660E-09
 1.191103E+01  5.021085E-10  2.151894E-10  1.028127E-09  5.977483E-10  4.781986E-11  1.350525E-09  4.726838E-10  5.402101E-10  1.012894E-09  9.683578E-10  4.648118E-10  2.440262E-09  4.618418E-09
 1.338389E+01  4.447935E-10  1.906258E-10  9.107677E-10  5.295161E-10  4.236129E-11  1.210313E-09  4.236095E-10  4.841251E-10  9.077346E-10  8.609098E-10  4.132367E-10  2.169493E-09  4.253326E-09
 1.503887E+01  3.933900E-10  1.685957E-10  8.055128E-10  4.683214E-10  3.746571E-11  1.083708E-09  3.792977E-10  4.334831E-10  8.127808E-10  7.647253E-10  3.670681E-10  1.927108E-09  3.909227E-09
 1.689850E+01  3.473680E-10  1.488720E-10  7.112774E-10  4.135334E-10  3.308267E-11  9.695091E-10  3.393282E-10  3.878037E-10  7.271319E-10  6.787095E-10  3.257805E-10  1.710348E-09  3.585847E-09
 1.898808E+01  3.062368E-10  1.312443E-10  6.270562E-10  3.645676E-10  2.916541E-11  8.666073E-10  3.033126E-10  3.466429E-10  6.499555E-10  6.018641E-10  2.888948E-10  1.516697E-09  3.282808E-09
 2.133605E+01  2.695418E-10  1.155179E-10  5.519188E-10  3.208830E-10  2.567064E-11  7.739785E-10  2.708925E-10  3.095914E-10  5.804839E-10  5.332796E-10  2.559742E-10  1.343865E-09  2.999630E-09
 2.397435E+01  2.368630E-10  1.015127E-10  4.850052E-10  2.819798E-10  2.255838E-11  6.906803E-10  2.417381E-10  2.762721E-10  5.180102E-10  4.721288E-10  2.266218E-10  1.189765E-09  2.735744E-09
 2.693889E+01  2.078131E-10  8.906276E-11  4.255221E-10  2.473966E-10  1.979172E-11  6.158469E-10  2.155464E-10  2.463388E-10  4.618852E-10  4.176600E-10  2.004768E-10  1.052503E-09  2.490506E-09
 3.027002E+01  1.820352E-10  7.801508E-11  3.727387E-10  2.167086E-10  1.733669E-11  5.486841E-10  1.920394E-10  2.194736E-10  4.115131E-10  3.691911E-10  1.772117E-10  9.303615E-10  2.263203E-09
 3.401305E+01  1.592014E-10  6.822917E-11  3.259838E-10  1.895255E-10  1.516204E-11  4.884643E-10  1.709625E-10  1.953857E-10  3.663482E-10  3.261035E-10  1.565297E-10  8.217809E-10  2.053068E-09
 3.821893E+01  1.390110E-10  5.957616E-11  2.846416E-10  1.654893E-10  1.323915E-11  4.345222E-10  1.520828E-10  1.738089E-10  3.258917E-10  2.878373E-10  1.381619E-10  7.253499E-10  1.859292E-09
 4.294488E+01  1.211891E-10  5.193818E-11  2.481491E-10  1.442727E-10  1.154182E-11  3.862500E-10  1.351875E-10  1.545000E-10  2.896875E-10  2.538855E-10  1.218650E-10  6.397915E-10  1.681036E-09
 4.825522E+01  1.054846E-10  4.520770E-11  2.159923E-10  1.255769E-10  1.004616E-11  3.430932E-10  1.200826E-10  1.372373E-10  2.573199E-10  2.237903E-10  1.074194E-10  5.639516E-10  1.517437E-09
 5.422221E+01  9.166930E-11  3.928684E-11  1.877038E-10  1.091301E-10  8.730409E-12  3.045462E-10  1.065912E-10  1.218185E-10  2.284097E-10  1.971383E-10  9.462638E-11  4.967885E-10  1.367626E-09
 6.092705E+01  7.953584E-11  3.408679E-11  1.628591E-10  9.468552E-11  7.574842E-12  2.701491E-10  9.455219E-11  1.080596E-10  2.026118E-10  1.735567E-10  8.330722E-11  4.373629E-10  1.230735E-09
 6.846097E+01  6.889673E-11  2.952717E-11  1.410742E-10  8.201991E-11  6.561593E-12  2.394833E-10  8.381916E-11  9.579333E-11  1.796125E-10  1.527099E-10  7.330076E-11  3.848290E-10  1.105901E-09
 7.692650E+01  5.958273E-11  2.553546E-11  1.220027E-10  7.093182E-11  5.674546E-12  2.121688E-10  7.425907E-11  8.486751E-11  1.591266E-10  1.342961E-10  6.446215E-11  3.384263E-10  9.922841E-10
 8.643883E+01  5.144161E-11  2.204640E-11  1.053328E-10  6.124001E-11  4.899201E-12  1.878606E-10  6.575121E-11  7.514424E-11  1.408954E-10  1.180443E-10  5.666128E-11  2.974717E-10  8.890644E-10
 9.712740E+01  4.433676E-11  1.900147E-11  9.078480E-11  5.278186E-11  4.222549E-12  1.662463E-10  5.818620E-11  6.649851E-11  1.246847E-10  1.037115E-10  4.978153E-11  2.613530E-10  7.954546E-10
 1.091377E+02  3.814601E-11  1.634829E-11  7.810850E-11  4.541192E-11  3.632953E-12  1.470430E-10  5.146506E-11  5.881721E-11  1.102823E-10  9.108012E-11  4.371846E-11  2.295219E-10  7.107017E-10
 1.226331E+02  3.276030E-11  1.404013E-11  6.708062E-11  3.900036E-11  3.120029E-12  1.299952E-10  4.549832E-11  5.199808E-11  9.749641E-11  7.995561E-11  3.837869E-11  2.014881E-10  6.340912E-10
 1.377972E+02  2.808258E-11  1.203539E-11  5.750242E-11  3.343164E-11  2.674531E-12  1.148722E-10  4.020527E-11  4.594888E-11  8.615415E-11  7.016438E-11  3.367890E-11  1.768142E-10  5.649491E-10
 1.548365E+02  2.402660E-11  1.029711E-11  4.919733E-11  2.860310E-11  2.288248E-12  1.014661E-10  3.551314E-11  4.058645E-11  7.609959E-11  6.155164E-11  2.954479E-11  1.551101E-10  5.026435E-10
 1.739828E+02  2.051590E-11  8.792529E-12  4.200875E-11  2.442369E-11  1.953895E-12  8.958996E-11  3.135648E-11  3.583598E-11  6.719247E-11  5.397967E-11  2.591024E-11  1.360288E-10  4.465839E-10
 1.954966E+02  1.748277E-11  7.492614E-12  3.579805E-11  2.081282E-11  1.665025E-12  7.907565E-11  2.767648E-11  3.163026E-11  5.930673E-11  4.732601E-11  2.271648E-11  1.192615E-10  3.962216E-10
 2.196707E+02  1.486731E-11  6.371702E-12  3.044258E-11  1.769917E-11  1.415934E-12  6.977243E-11  2.442035E-11  2.790897E-11  5.232933E-11  4.148197E-11  1.991135E-11  1.045346E-10  3.510476E-10
 2.468340E+02  1.261659E-11  5.407111E-12  2.583398E-11  1.501975E-11  1.201580E-12  6.154526E-11  2.154084E-11  2.461810E-11  4.615895E-11  3.635122E-11  1.744858E-11  9.160507E-11  3.105910E-10
 2.773563E+02  1.068390E-11  4.578813E-12  2.187655E-11  1.271892E-11  1.017514E-12  5.427330E-11  1.899565E-11  2.170932E-11  4.070497E-11  3.184842E-11  1.528724E-11  8.025801E-11  2.744174E-10
 3.116527E+02  9.027982E-12  3.869135E-12  1.848587E-11  1.074760E-11  8.598078E-13  4.784859E-11  1.674701E-11  1.913944E-11  3.588645E-11  2.789810E-11  1.339109E-11  7.030322E-11  2.421259E-10
 3.501900E+02  7.612488E-12  3.262495E-12  1.558748E-11  9.062486E-12  7.249989E-13  4.217484E-11  1.476119E-11  1.686993E-11  3.163113E-11  2.443360E-11  1.172813E-11  6.157267E-11  2.133478E-10
 3.934927E+02  6.405387E-12  2.745166E-12  1.311579E-11  7.625461E-12  6.100369E-13  3.716619E-11  1.300817E-11  1.486647E-11  2.787464E-11  2.139603E-11  1.027010E-11  5.391801E-11  1.877437E-10
 4.421500E+02  5.378497E-12  2.305070E-12  1.101311E-11  6.402972E-12  5.122378E-13  3.274624E-11  1.146118E-11  1.309850E-11  2.455968E-11  1.873350E-11  8.992080E-12  4.720842E-11  1.650019E-10
 4.968240E+02  4.507057E-12  1.931596E-12  9.228736E-12  5.365544E-12  4.292435E-13  2.884706E-11  1.009647E-11  1.153882E-11  2.163529E-11  1.640025E-11  7.872119E-12  4.132862E-11  1.448363E-10
 5.582586E+02  3.769355E-12  1.615438E-12  7.718204E-12  4.487328E-12  3.589862E-13  2.540828E-11  8.892900E-12  1.016331E-11  1.905621E-11  1.435599E-11  6.890876E-12  3.617710E-11  1.269849E-10
 6.272900E+02  3.146393E-12  1.348454E-12  6.442614E-12  3.745706E-12  2.996565E-13  2.237636E-11  7.831727E-12  8.950545E-12  1.678227E-11  1.256528E-11  6.031336E-12  3.166451E-11  1.112080E-10
 7.048574E+02  2.621589E-12  1.123538E-12  5.368017E-12  3.120940E-12  2.496752E-13  1.970380E-11  6.896329E-12  7.881519E-12  1.477785E-11  1.099695E-11  5.278535E-12  2.771231E-11  9.728686E-11
 7.920164E+02  2.180517E-12  9.345075E-13  4.464869E-12  2.595854E-12  2.076683E-13  1.734851E-11  6.071977E-12  6.939402E-12  1.301138E-11  9.623588E-12  4.619322E-12  2.425144E-11  8.502211E-11
 8.899530E+02  1.810661E-12  7.759978E-13  3.707545E-12  2.155549E-12  1.724439E-13  1.527323E-11  5.345630E-12  6.109291E-12  1.145492E-11  8.421130E-12  4.042142E-12  2.122125E-11  7.423280E-11
 1.000000E+03  1.501201E-12  6.433721E-13  3.073889E-12  1.787145E-12  1.429716E-13  1.344500E-11  4.705749E-12  5.377999E-12  1.008375E-11  7.368440E-12  3.536851E-12  1.856847E-11  6.475492E-11
