Process 1:  e + CH_4^+  ->  CH_3 + H		 Eopt= 3 Ek= 8.17
Process 2:  e + CH_4^+  ->  CH_2 + H_2	         Eopt= 3 Ek= 7.83
Process 3:  e + CH_4^+  ->  CH_2 + 2H 	         Eopt= 3 Ek= 3.30
Process 4:  e + CH_4^+  ->  CH + H_2 + H	 Eopt= 3 Ek= 3.42
Process 5:  e + CH_4^+  ->  C + H_2 + H_2	 Eopt= 3 Ek= 4.43
Process 6:  e + CH_3^+  ->  CH_2 + H		 Eopt= 3 Ek= 4.97
Process 7:  e + CH_3^+  ->  CH + H_2		 Eopt= 3 Ek= 5.10
Process 8:  e + CH_3^+  ->  CH + 2H		 Eopt= 3 Ek= 0.64
Process 9:  e + CH_3^+  ->  C + H_2 + H	         Eopt= 3 Ek= 1.57
Process 10:  e + CH_2^+  ->  CH + H	         Eopt= 3 Ek= 6.00	
Process 11:  e + CH_2^+  ->  C + H_2		 Eopt= 3 Ek= 7.00
Process 12:  e + CH_2^+  ->  C + 2H		 Eopt= 3 Ek= 2.47
Process 13:  e + CH^+    ->  C + H		 Eopt= 3 Ek= 7.18

                Process 1     Process 2     Process 3     Process 4     Process 5     Process 6     Process 7     Process 8     Process 9     Process 10     Process 11     Process 12     Process 13  
    rdr        2.100000E-01  9.000000E-02  4.300000E-01  2.500000E-01  2.000000E-02  4.000000E-01  1.400000E-01  1.600000E-01  3.000000E-01  2.500000E-01  1.200000E-01  6.300000E-01  1.000000E+00
     A         3.000000E+00  3.000000E+00  3.000000E+00  3.000000E+00  3.000000E+00  4.800000E+00  4.800000E+00  4.800000E+00  4.800000E+00  6.700000E+00  6.700000E+00  6.700000E+00  3.160000E+00
     a         1.000000E-01  1.000000E-01  1.000000E-01  1.000000E-01  1.000000E-01  8.000000E-01  8.000000E-01  8.000000E-01  8.000000E-01  1.200000E+00  1.200000E+00  1.200000E+00  1.300000E-01
   alpha       1.250000E+00  1.250000E+00  1.250000E+00  1.250000E+00  1.250000E+00  1.100000E+00  1.100000E+00  1.100000E+00  1.100000E+00  1.150000E+00  1.150000E+00  1.150000E+00  7.500000E-01
   gamma       1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  5.000000E-01  5.000000E-01  5.000000E-01  5.000000E-01  5.000000E-01  5.000000E-01  5.000000E-01  1.000000E+00

      E      
 1.000000E-01  2.837668E-08  1.216143E-08  5.810463E-08  3.378176E-08  2.702541E-09  5.268525E-08  1.843984E-08  2.107410E-08  3.951394E-08  5.287816E-08  2.538151E-08  1.332530E-07  3.357691E-08
 1.123655E-01  2.597701E-08  1.113300E-08  5.319102E-08  3.092501E-08  2.474001E-09  4.894149E-08  1.712952E-08  1.957660E-08  3.670612E-08  4.877452E-08  2.341177E-08  1.229118E-07  3.254977E-08
 1.262600E-01  2.377766E-08  1.019043E-08  4.868759E-08  2.830674E-08  2.264539E-09  4.544607E-08  1.590613E-08  1.817843E-08  3.408456E-08  4.496744E-08  2.158437E-08  1.133179E-07  3.154689E-08
 1.418727E-01  2.176185E-08  9.326508E-09  4.455998E-08  2.590697E-08  2.072557E-09  4.218250E-08  1.476387E-08  1.687300E-08  3.163687E-08  4.143583E-08  1.988920E-08  1.044183E-07  3.056721E-08
 1.594159E-01  1.991422E-08  8.534666E-09  4.077674E-08  2.370741E-08  1.896592E-09  3.913542E-08  1.369740E-08  1.565417E-08  2.935157E-08  3.816020E-08  1.831690E-08  9.616372E-08  2.960967E-08
 1.791284E-01  1.822069E-08  7.808866E-09  3.730902E-08  2.169129E-08  1.735303E-09  3.629059E-08  1.270171E-08  1.451624E-08  2.721794E-08  3.512252E-08  1.685881E-08  8.850876E-08  2.867322E-08
 2.012785E-01  1.666835E-08  7.143580E-09  3.413044E-08  1.984328E-08  1.587462E-09  3.363476E-08  1.177217E-08  1.345390E-08  2.522607E-08  3.230611E-08  1.550693E-08  8.141139E-08  2.775685E-08
 2.261676E-01  1.524540E-08  6.533745E-09  3.121678E-08  1.814929E-08  1.451943E-09  3.115562E-08  1.090447E-08  1.246225E-08  2.336671E-08  2.969552E-08  1.425385E-08  7.483271E-08  2.685955E-08
 2.541343E-01  1.394102E-08  5.974722E-09  2.854590E-08  1.659645E-08  1.327716E-09  2.884175E-08  1.009461E-08  1.153670E-08  2.163131E-08  2.727648E-08  1.309271E-08  6.873673E-08  2.598035E-08
 2.855592E-01  1.274529E-08  5.462265E-09  2.609749E-08  1.517296E-08  1.213837E-09  2.668253E-08  9.338885E-09  1.067301E-08  2.001190E-08  2.503575E-08  1.201716E-08  6.309010E-08  2.511831E-08
 3.208700E-01  1.164912E-08  4.992482E-09  2.385297E-08  1.386800E-08  1.109440E-09  2.466810E-08  8.633834E-09  9.867239E-09  1.850107E-08  2.296107E-08  1.102131E-08  5.786190E-08  2.427252E-08
 3.605471E-01  1.064422E-08  4.561809E-09  2.179531E-08  1.267169E-08  1.013735E-09  2.278929E-08  7.976251E-09  9.115715E-09  1.709197E-08  2.104106E-08  1.009971E-08  5.302348E-08  2.344212E-08
 4.051305E-01  9.722964E-09  4.166984E-09  1.990893E-08  1.157496E-08  9.259965E-10  2.103758E-08  7.363151E-09  8.415030E-09  1.577818E-08  1.926516E-08  9.247279E-09  4.854821E-08  2.262629E-08
 4.552268E-01  8.878381E-09  3.805020E-09  1.817954E-08  1.056950E-08  8.455601E-10  1.940503E-08  6.791759E-09  7.762011E-09  1.455377E-08  1.762355E-08  8.459306E-09  4.441135E-08  2.182426E-08
 5.115178E-01  8.104092E-09  3.473182E-09  1.659409E-08  9.647728E-09  7.718183E-10  1.788425E-08  6.259488E-09  7.153700E-09  1.341319E-08  1.610709E-08  7.731405E-09  4.058988E-08  2.103534E-08
 5.747694E-01  7.394254E-09  3.168966E-09  1.514061E-08  8.802683E-09  7.042146E-10  1.646835E-08  5.763924E-09  6.587342E-09  1.235127E-08  1.470727E-08  7.059489E-09  3.706232E-08  2.025890E-08
 6.458424E-01  6.743520E-09  2.890080E-09  1.380816E-08  8.028000E-09  6.422400E-10  1.515090E-08  5.302815E-09  6.060360E-09  1.136317E-08  1.341613E-08  6.439743E-09  3.380865E-08  1.949439E-08
 7.257040E-01  6.146998E-09  2.634428E-09  1.258671E-08  7.317855E-09  5.854284E-10  1.392586E-08  4.874052E-09  5.570345E-09  1.044440E-08  1.222626E-08  5.868604E-09  3.081017E-08  1.874136E-08
 8.154407E-01  5.600209E-09  2.400089E-09  1.146709E-08  6.666915E-09  5.333532E-10  1.278760E-08  4.475660E-09  5.115040E-09  9.590701E-09  1.113070E-08  5.342736E-09  2.804936E-08  1.799944E-08
 9.162739E-01  5.099056E-09  2.185310E-09  1.044092E-08  6.070304E-09  4.856243E-10  1.173082E-08  4.105786E-09  4.692327E-09  8.798113E-09  1.012295E-08  4.859016E-09  2.550983E-08  1.726837E-08
 1.029576E+00  4.639790E-09  1.988481E-09  9.500522E-09  5.523560E-09  4.418848E-10  1.075053E-08  3.762685E-09  4.300212E-09  8.062897E-09  9.196904E-09  4.414514E-09  2.317620E-08  1.654802E-08
 1.156888E+00  4.218982E-09  1.808135E-09  8.638868E-09  5.022598E-09  4.018078E-10  9.842044E-09  3.444716E-09  3.936818E-09  7.381533E-09  8.346836E-09  4.006481E-09  2.103403E-08  1.583833E-08
 1.299942E+00  3.833494E-09  1.642926E-09  7.849536E-09  4.563683E-09  3.650947E-10  9.000931E-09  3.150326E-09  3.600372E-09  6.750698E-09  7.567365E-09  3.632335E-09  1.906976E-08  1.513940E-08
 1.460686E+00  3.480454E-09  1.491623E-09  7.126644E-09  4.143398E-09  3.314718E-10  8.223002E-09  2.878051E-09  3.289201E-09  6.167251E-09  6.853433E-09  3.289648E-09  1.727065E-08  1.445143E-08
