* first attempt at a decribing the Iter sub-divertor - 23/02/2011, from Excel file divertor_space_v7.xlsx
6.9370813	-3.7464992																						
6.8280102	-3.6858674																						
6.8304342	-3.3802861																						
6.5856297	-3.3205026																						
6.5856297	-3.3205026																						
6.5420010	-3.4263656																						
6.5032202	-3.4675947																						
6.2438733	-3.5912830																						
6.1774571	-3.5956878																						
6.1323782	-3.6470637																						
6.0063400	-3.7028445																						
5.9627120	-3.7295221																						
5.9312025	-3.7586252																						
5.9069641	-3.8022799																						
5.8924217	-3.8483593																						
5.8877252	-4.2921819																						
5.8426106	-4.3628060																						
5.8828773	-4.4595241																						
6.1000733	-4.3360783																						
{CASSETTE HOLE}																				
5.8828773	-4.4595241																						
5.8513677	-4.5468335																						
5.8150109	-4.5953385																						
5.7519918	-4.6583950																						
5.6477687	-4.6947739																						
5.3365574	-4.7505569																						
5.2756159	-4.7020453																						
5.1935527	-4.7360053																						
4.9766222	-4.6614289																						
5.4356911	-4.9865342																						
5.7292137	-4.9373016																						
5.8285896	-4.9057730																						
5.9231183	-4.8499923																						
5.9885614	-4.7869358																						
6.0985962	-4.6608205																						
6.1000733	-4.3360783																						
5.8828773	-4.4595241																						
{VESSEL PORT}																					
6.6463763	-3.2565994																						
6.9445040	-3.0189241																						
7.0200000	-2.9534000																						
7.6982411	-2.9534391																						
7.9000000	-2.9534391																						
7.9000000	-5.0900923																						
5.2056719	-5.1070693																						
5.0263105	-5.1022191																						
4.7718108	-5.0609892																						
4.5779062	-5.0027837																						
4.3840024	-4.9106240																						
4.1755547	-4.7699594																						
3.9864981	-4.6001917																						
3.8309446	-4.4037524																						
3.7000591	-4.1660772																						
3.6128024	-3.9090008																						
3.5764449	-3.7271071																						
3.5643257	-3.5427878																						
3.5639784	-2.9599604																						
3.5639784	-2.5108420																						
3.5639784	-2.4358417																						
3.5914943	-2.4358417																						
3.5914943	-2.5091215																						
4.0369061	-2.5125625																						
{OUTER VESSEL}																						
7.6982411	-2.9534391																						
7.5625077	-3.2759974																						
7.2304465	-3.9526428																						
7.1286043	-4.0884582																						
7.0267620	-4.2242737																						
6.8500998	-4.4157052																						
6.6144685	-4.6074698																						
6.3842072	-4.7626859																						
6.1414892	-4.8912214																						
5.7873856	-5.0149097																						
5.4092717	-5.0900923																						
5.2056719	-5.1070693																						
