# AUG16Fluids FromSolPSToSteve.py generated @ Monday, 07. January 2013 09:19
# parallel velocity (up) (m.s-1)
   ix   iy      x           y           z01           z02           z03           z04           z05           z06           z07           z08           z09           z10           z11           z12           z13           z14           z15           z16
   11    6  1.3762E+00 -9.9425E-01 -3.453506E+03 -3.269415E+03 -3.434398E+03 -3.452864E+03 -3.463994E+03 -3.468382E+03 -3.470977E+03 -3.438233E+03 -3.469380E+03 -3.287420E+03 -3.425124E+03 -3.441839E+03 -3.460398E+03 -3.466288E+03 -3.469479E+03 -3.471198E+03
   12    6  1.3995E+00 -9.8631E-01 -2.749062E+03 -2.584543E+03 -2.716528E+03 -2.732852E+03 -2.741045E+03 -2.744729E+03 -2.746867E+03 -2.721538E+03 -2.743805E+03 -2.616218E+03 -2.709916E+03 -2.726811E+03 -2.738641E+03 -2.743206E+03 -2.745760E+03 -2.747277E+03
   13    6  1.4223E+00 -9.8357E-01 -2.369499E+03 -2.216166E+03 -2.322954E+03 -2.327630E+03 -2.329628E+03 -2.330140E+03 -2.330190E+03 -2.355628E+03 -2.340916E+03 -2.263267E+03 -2.317693E+03 -2.324081E+03 -2.328331E+03 -2.329404E+03 -2.329712E+03 -2.329870E+03
   14    6  1.4707E+00 -7.0979E-01  1.303739E+04  1.398628E+04  1.394341E+04  1.382378E+04  1.361110E+04  1.525119E+04  1.634869E+04  1.118876E+04  1.405881E+04  1.019756E+05  8.196322E+04  6.614043E+04  1.827763E+04  1.560344E+04  1.621246E+04  1.674895E+04
   15    6  1.4243E+00 -6.8515E-01  1.318476E+04  1.183907E+04  1.176146E+04  1.152080E+04  1.103778E+04  1.373924E+04  1.517918E+04  1.147525E+04  1.374885E+04  1.417417E+05  9.846491E+04  7.138673E+04  1.626032E+04  1.401878E+04  1.496893E+04  1.559139E+04
   16    6  1.3452E+00 -6.1481E-01  1.354492E+04  6.741425E+03  6.616222E+03  6.234014E+03  5.447188E+03  1.030846E+04  1.249294E+04  8.117929E+03  1.316344E+04 -1.681776E+04 -2.380162E+04 -1.494250E+04  1.215206E+04  1.041761E+04  1.209374E+04  1.289908E+04
   17    6  1.2654E+00 -4.9994E-01  1.400778E+04  1.160020E+03  1.021077E+03  5.808413E+02 -3.543065E+02  6.749737E+03  1.009818E+04  3.421603E+03  1.276142E+04 -9.621765E+03 -1.469519E+04 -2.287730E+04  7.232441E+03  6.557042E+03  9.360238E+03  1.079437E+04
   18    6  1.1982E+00 -3.5328E-01  1.429702E+04 -2.525790E+03 -2.673068E+03 -3.135476E+03 -4.121276E+03  3.021018E+03  7.007794E+03 -8.519867E+02  1.236882E+04 -9.556467E+03 -1.315011E+04 -2.099818E+04  5.145674E+02  2.381238E+03  5.849059E+03  7.749659E+03
   19    6  1.1513E+00 -1.8303E-01  1.448636E+04 -3.524791E+03 -3.666159E+03 -4.112159E+03 -5.070659E+03  8.398068E+02  3.787457E+03 -1.123775E+03  1.212515E+04 -8.752586E+03 -1.053520E+04 -1.723850E+04 -4.142109E+03  4.996889E+01  2.559894E+03  3.581440E+03
   20    6  1.1321E+00  4.7647E-03  1.460166E+04 -3.490981E+03 -3.619819E+03 -4.038709E+03 -4.951574E+03  3.347583E+02  2.233987E+03 -9.120511E+01  1.207565E+04 -4.779610E+03 -4.692328E+03 -1.028843E+04 -5.302330E+03 -4.386212E+02  1.310535E+03  1.091037E+03
   21    6  1.1479E+00  2.0251E-01  1.462155E+04 -2.540297E+03 -2.637573E+03 -2.968735E+03 -3.716001E+03  6.578010E+02  2.042125E+03  7.111150E+02  1.220611E+04  8.831841E+03  3.048200E+03 -5.118820E+03 -5.445299E+03 -1.248661E+02  1.267734E+03  6.883558E+02
   22    6  1.2044E+00  3.9934E-01  1.445436E+04  2.290325E+02  1.713124E+02 -6.792524E+00 -4.255824E+02  2.369133E+03  2.941291E+03  1.560900E+03  1.247172E+04 -2.989408E+03 -1.940974E+03 -3.764262E+03 -5.356983E+03  1.598640E+03  2.405164E+03  1.539154E+03
   23    6  1.3058E+00  5.7703E-01  1.388236E+04  4.723797E+03  4.684768E+03  4.593856E+03  4.387425E+03  5.771340E+03  5.685716E+03  1.423490E+03  1.274516E+04 -1.220211E+04 -6.442171E+03 -4.620134E+03 -5.608083E+03  5.047886E+03  5.501014E+03  4.750252E+03
   24    6  1.4507E+00  7.0117E-01  1.309678E+04  1.016384E+04  1.011858E+04  9.979178E+03  9.697846E+03  9.794594E+03  9.175418E+03 -1.727045E+03  1.318597E+04  5.195732E+02 -8.540105E+03 -1.657851E+04 -6.481141E+03  9.078772E+03  9.224825E+03  8.535100E+03
   25    6  1.6270E+00  7.3105E-01  1.346820E+04  1.646625E+04  1.656425E+04  1.643297E+04  1.603439E+04  1.479953E+04  1.357911E+04 -8.277112E+03  1.507571E+04 -7.076047E+02 -9.297376E+03 -1.518905E+04 -5.212055E+03  1.405442E+04  1.375267E+04  1.290538E+04
   26    6  1.8071E+00  6.5873E-01  1.413949E+04  2.293973E+04  2.388852E+04  2.411996E+04  2.387007E+04  2.100506E+04  1.936838E+04 -7.288283E+03  1.721088E+04 -8.478122E+01 -4.760314E+03 -8.489596E+03 -9.335673E+02  2.039696E+04  1.968335E+04  1.895311E+04
   27    6  1.9598E+00  5.1481E-01  1.433424E+04  2.683523E+04  2.967907E+04  3.041194E+04  3.071360E+04  2.618080E+04  2.446022E+04 -4.684966E+03  1.831844E+04 -3.443955E+03 -3.855673E+03 -3.210072E+03  5.613716E+03  2.622284E+04  2.505581E+04  2.496637E+04
   28    6  2.0644E+00  3.3165E-01  1.432525E+04  2.921637E+04  3.248465E+04  3.337207E+04  3.418402E+04  2.866214E+04  2.675429E+04 -2.051665E+03  1.877566E+04 -3.650887E+01 -1.118635E+03  1.091294E+03  1.223184E+04  2.932090E+04  2.750891E+04  2.750003E+04
   29    6  2.1112E+00  1.3095E-01  1.430729E+04  3.158363E+04  3.356903E+04  3.450286E+04  3.564824E+04  2.960564E+04  2.749114E+04  7.358173E+02  1.894819E+04  1.242395E+03  5.199567E+02  4.462443E+03  1.812883E+04  3.064840E+04  2.831315E+04  2.813578E+04
   30    6  2.0992E+00 -6.7976E-02  1.431063E+04  3.224350E+04  3.378317E+04  3.475017E+04  3.607786E+04  2.975925E+04  2.752062E+04  3.359564E+03  1.894335E+04  1.261420E+03  1.758387E+03  7.387189E+03  2.328435E+04  3.102106E+04  2.838078E+04  2.807518E+04
   31    6  2.0388E+00 -2.4931E-01  1.430309E+04  3.209651E+04  3.341761E+04  3.440692E+04  3.588534E+04  2.932148E+04  2.695623E+04  5.232807E+03  1.876265E+04  1.591585E+03  3.279412E+03  1.076520E+04  2.795052E+04  3.083160E+04  2.786473E+04  2.731174E+04
   32    6  1.9462E+00 -4.0456E-01  1.425183E+04  3.088661E+04  3.185007E+04  3.283397E+04  3.452747E+04  2.777867E+04  2.551817E+04  6.468261E+03  1.837517E+04  7.742961E+02  5.223493E+03  1.506806E+04  3.198747E+04  2.961038E+04  2.632273E+04  2.560041E+04
   33    6  1.8365E+00 -5.3106E-01  1.415299E+04  2.787049E+04  2.844096E+04  2.936862E+04  3.118113E+04  2.531963E+04  2.378093E+04  6.534002E+03  1.779148E+04  3.149473E+03  9.510421E+03  2.254741E+04  3.466213E+04  2.704187E+04  2.430192E+04  2.389989E+04
   34    6  1.7212E+00 -6.2752E-01  1.400717E+04  2.362269E+04  2.394375E+04  2.473326E+04  2.635755E+04  2.255815E+04  2.199181E+04  3.614207E+03  1.699190E+04  9.754492E+03  1.930978E+04  3.377116E+04  3.428838E+04  2.381133E+04  2.223277E+04  2.231363E+04
   35    6  1.6114E+00 -6.8923E-01  1.374153E+04  1.912819E+04  1.929450E+04  1.981210E+04  2.089427E+04  1.939156E+04  1.956963E+04  2.034240E+03  1.586126E+04 -2.354593E+03  6.962218E+03  3.377743E+04  2.724502E+04  2.012692E+04  1.962355E+04  1.996992E+04
   36    6  1.5263E+00 -7.1244E-01  1.334458E+04  1.612111E+04  1.618188E+04  1.638601E+04  1.682864E+04  1.679415E+04  1.715521E+04  7.118288E+03  1.487028E+04  2.917383E+04  3.060407E+04  4.546547E+04  2.116300E+04  1.727711E+04  1.718340E+04  1.734261E+04
   37    6  1.4866E+00 -7.1334E-01  1.307313E+04  1.511334E+04  1.510921E+04  1.512408E+04  1.519626E+04  1.599640E+04  1.670528E+04  9.530302E+03  1.436191E+04  5.300928E+04  5.048194E+04  5.360945E+04  1.956790E+04  1.641197E+04  1.665970E+04  1.697899E+04
   38    6  1.4446E+00 -9.8786E-01 -2.058535E+03 -1.837942E+03 -1.954888E+03 -1.959127E+03 -1.960710E+03 -1.960380E+03 -1.959646E+03 -2.025405E+03 -1.986589E+03 -1.830072E+03 -1.946236E+03 -1.952895E+03 -1.958417E+03 -1.959196E+03 -1.959022E+03 -1.958658E+03
   39    6  1.4681E+00 -1.0010E+00 -7.328932E+02 -4.118822E+02 -5.681122E+02 -5.802766E+02 -5.800635E+02 -5.764088E+02 -5.730259E+02 -6.766358E+02 -6.282928E+02 -3.284933E+02 -5.527813E+02 -5.691681E+02 -5.767576E+02 -5.752458E+02 -5.727449E+02 -5.704553E+02
   40    6  1.4920E+00 -1.0211E+00  1.617681E+03  1.867776E+03  1.978547E+03  1.932197E+03  1.918037E+03  1.916181E+03  1.917176E+03  1.796028E+03  1.842047E+03  2.144585E+03  2.011116E+03  1.956374E+03  1.927140E+03  1.920626E+03  1.919530E+03  1.919876E+03
   41    6  1.5133E+00 -1.0430E+00  4.196943E+03  4.477525E+03  4.911329E+03  4.779656E+03  4.727136E+03  4.708943E+03  4.701610E+03  4.643764E+03  4.615106E+03  4.826767E+03  4.972025E+03  4.831046E+03  4.749485E+03  4.721259E+03  4.709391E+03  4.703355E+03
   42    6  1.5315E+00 -1.0636E+00  7.019685E+03  7.172205E+03  8.058653E+03  7.827286E+03  7.719876E+03  7.675626E+03  7.653457E+03  7.758603E+03  7.597847E+03  7.226600E+03  8.122502E+03  7.908994E+03  7.759273E+03  7.698831E+03  7.669374E+03  7.652030E+03
   43    6  1.5469E+00 -1.0818E+00  1.006634E+04  9.518246E+03  1.120271E+04  1.090570E+04  1.074617E+04  1.067360E+04  1.063396E+04  1.096170E+04  1.065883E+04  9.241638E+03  1.124086E+04  1.100461E+04  1.079894E+04  1.070651E+04  1.065770E+04  1.062744E+04
   44    6  1.5601E+00 -1.0975E+00  1.332352E+04  1.127084E+04  1.433830E+04  1.405859E+04  1.387943E+04  1.379299E+04  1.374340E+04  1.426112E+04  1.388567E+04  1.089911E+04  1.432724E+04  1.414894E+04  1.393082E+04  1.382589E+04  1.376756E+04  1.373053E+04
   45    6  1.5714E+00 -1.1114E+00  1.641196E+04  1.227391E+04  1.721618E+04  1.710789E+04  1.697409E+04  1.691327E+04  1.687740E+04  1.720369E+04  1.700031E+04  1.215419E+04  1.718040E+04  1.718287E+04  1.701556E+04  1.693722E+04  1.689430E+04  1.686671E+04
   46    6  1.5813E+00 -1.1237E+00  1.890279E+04  1.270326E+04  1.961183E+04  1.967205E+04  1.955131E+04  1.948851E+04  1.944739E+04  1.979672E+04  1.965585E+04  1.308484E+04  1.954807E+04  1.973878E+04  1.959321E+04  1.951246E+04  1.946413E+04  1.943231E+04
   47    6  1.5902E+00 -1.1349E+00  2.184482E+04  1.278557E+04  2.186684E+04  2.223869E+04  2.220316E+04  2.218154E+04  2.216294E+04  2.237832E+04  2.235913E+04  1.379533E+04  2.188876E+04  2.236193E+04  2.229158E+04  2.223601E+04  2.220110E+04  2.217837E+04
   48    6  1.5985E+00 -1.1452E+00  2.531573E+04  1.277233E+04  2.360203E+04  2.468513E+04  2.498652E+04  2.510606E+04  2.516914E+04  2.528543E+04  2.546017E+04  1.377498E+04  2.406703E+04  2.512103E+04  2.527622E+04  2.530241E+04  2.530078E+04  2.529389E+04
   49    6  1.6066E+00 -1.1553E+00  2.943778E+04  1.351047E+04  2.319592E+04  2.204013E+04  2.072818E+04  1.977992E+04  1.913059E+04  2.832978E+04  2.509889E+04  1.301980E+04  2.416488E+04  2.314515E+04  2.167171E+04  2.056219E+04  1.977637E+04  1.920834E+04
   50    6  1.6106E+00 -1.1605E+00  3.000537E+04  1.119715E+04  1.137555E+04  1.161877E+04  1.149812E+04  1.118233E+04  1.118232E+04  1.878856E+04  1.878856E+04  2.279640E+04  2.279640E+04  2.279640E+04  2.279640E+04  2.279640E+04  2.279640E+04  2.279640E+04
    1    7  1.2573E+00 -1.0604E+00 -9.524392E+03  2.403783E-08  2.403783E-08  2.403783E-08  2.403783E-08  2.403783E-08  2.403783E-08 -4.542233E+02 -4.542233E+02 -6.457129E+03 -6.457129E+03 -6.457129E+03 -6.457129E+03 -6.457129E+03 -6.457129E+03 -6.457129E+03
    2    7  1.2608E+00 -1.0580E+00 -1.392896E+04 -1.218642E+04 -1.299260E+04 -1.267451E+04 -1.250143E+04 -1.240568E+04 -1.240513E+04 -1.415340E+04 -1.297650E+04 -1.206850E+04 -1.302007E+04 -1.270833E+04 -1.252671E+04 -1.242039E+04 -1.243551E+04 -1.238165E+04
    3    7  1.2680E+00 -1.0531E+00 -1.221941E+04 -9.887239E+03 -1.207390E+04 -1.200625E+04 -1.195921E+04 -1.193902E+04 -1.200745E+04 -1.234712E+04 -1.208165E+04 -1.083568E+04 -1.215465E+04 -1.205740E+04 -1.198002E+04 -1.194386E+04 -1.205481E+04 -1.202987E+04
    4    7  1.2758E+00 -1.0478E+00 -1.191353E+04 -9.807168E+03 -1.165953E+04 -1.162729E+04 -1.159675E+04 -1.158331E+04 -1.163655E+04 -1.207353E+04 -1.176646E+04 -1.028901E+04 -1.165829E+04 -1.163883E+04 -1.159607E+04 -1.157546E+04 -1.166984E+04 -1.165197E+04
    5    7  1.2846E+00 -1.0419E+00 -1.103399E+04 -9.190778E+03 -1.075476E+04 -1.078379E+04 -1.078503E+04 -1.078907E+04 -1.084564E+04 -1.102275E+04 -1.089143E+04 -9.427169E+03 -1.074268E+04 -1.078821E+04 -1.077927E+04 -1.077842E+04 -1.087192E+04 -1.086383E+04
    6    7  1.2947E+00 -1.0353E+00 -9.636105E+03 -8.437034E+03 -9.428952E+03 -9.437923E+03 -9.431180E+03 -9.428433E+03 -9.458332E+03 -9.651635E+03 -9.524699E+03 -8.227916E+03 -9.416097E+03 -9.440935E+03 -9.427732E+03 -9.422524E+03 -9.474949E+03 -9.467897E+03
    7    7  1.3064E+00 -1.0277E+00 -8.334396E+03 -7.457571E+03 -8.138502E+03 -8.171893E+03 -8.174106E+03 -8.175172E+03 -8.208376E+03 -8.290418E+03 -8.244668E+03 -7.186442E+03 -8.122944E+03 -8.174369E+03 -8.170123E+03 -8.169176E+03 -8.225609E+03 -8.221316E+03
    8    7  1.3201E+00 -1.0188E+00 -6.578330E+03 -6.048990E+03 -6.410013E+03 -6.441629E+03 -6.447996E+03 -6.451378E+03 -6.475917E+03 -6.516137E+03 -6.495228E+03 -5.798124E+03 -6.398264E+03 -6.443624E+03 -6.444089E+03 -6.446505E+03 -6.487911E+03 -6.486599E+03
    9    7  1.3364E+00 -1.0087E+00 -4.688308E+03 -4.429435E+03 -4.570589E+03 -4.589624E+03 -4.593978E+03 -4.595695E+03 -4.606376E+03 -4.640267E+03 -4.625204E+03 -4.245049E+03 -4.561607E+03 -4.589355E+03 -4.591221E+03 -4.593048E+03 -4.611881E+03 -4.611553E+03
   10    7  1.3554E+00 -9.9752E-01 -2.832919E+03 -2.670861E+03 -2.763876E+03 -2.767914E+03 -2.768796E+03 -2.767980E+03 -2.765065E+03 -2.810660E+03 -2.789645E+03 -2.642371E+03 -2.755842E+03 -2.762441E+03 -2.767038E+03 -2.767334E+03 -2.763506E+03 -2.762942E+03
   11    7  1.3773E+00 -9.8598E-01 -1.557848E+03 -1.471746E+03 -1.523542E+03 -1.514877E+03 -1.511820E+03 -1.509541E+03 -1.505983E+03 -1.554688E+03 -1.524657E+03 -1.542764E+03 -1.518099E+03 -1.509587E+03 -1.511438E+03 -1.509755E+03 -1.504780E+03 -1.503815E+03
   12    7  1.4008E+00 -9.7660E-01 -1.317302E+03 -1.175433E+03 -1.270284E+03 -1.256256E+03 -1.250245E+03 -1.246621E+03 -1.244028E+03 -1.317559E+03 -1.267877E+03 -1.309208E+03 -1.265678E+03 -1.253110E+03 -1.250377E+03 -1.247005E+03 -1.244319E+03 -1.242771E+03
   13    7  1.4238E+00 -9.7271E-01 -1.370005E+03 -1.144954E+03 -1.297656E+03 -1.285035E+03 -1.277417E+03 -1.272575E+03 -1.269219E+03 -1.369513E+03 -1.304363E+03 -1.281994E+03 -1.293617E+03 -1.284623E+03 -1.277624E+03 -1.273030E+03 -1.269833E+03 -1.267530E+03
   14    7  1.4585E+00 -7.5175E-01  1.020322E+04  9.508876E+03  9.507695E+03  9.559633E+03  9.644987E+03  1.509428E+04  1.760245E+04  8.315182E+03  1.197596E+04  7.258774E+04  7.404159E+04  5.745761E+04  1.643947E+04  1.474373E+04  1.729913E+04  1.844581E+04
   15    7  1.4049E+00 -7.1764E-01  1.061373E+04  6.299948E+03  6.202047E+03  6.090668E+03  5.839509E+03  1.152455E+04  1.367697E+04  8.450829E+03  1.126363E+04  5.233268E+04  5.125300E+04  3.133707E+04  1.247366E+04  1.101079E+04  1.334236E+04  1.396229E+04
   16    7  1.3245E+00 -6.3369E-01  1.112999E+04  2.898240E+03  6.341144E+02  3.427978E+02 -2.871053E+02  6.181042E+03  8.346787E+03  7.020176E+03  1.017615E+04  9.303260E+03 -8.232250E+03 -1.628445E+04  6.123588E+03  5.288204E+03  7.872999E+03  8.085803E+03
   17    7  1.2478E+00 -5.0998E-01  1.140842E+04 -2.379690E+03 -3.471762E+03 -3.889095E+03 -4.778318E+03  7.037929E+02  2.592003E+03  8.526011E+02  9.161020E+03 -3.853907E+03 -7.998036E+03 -1.552541E+04 -1.509788E+03 -6.127025E+02  1.885622E+03  1.515516E+03
   18    7  1.1833E+00 -3.5877E-01  1.153657E+04 -3.773479E+03 -4.670260E+03 -5.153700E+03 -6.156423E+03 -3.227892E+03 -3.534584E+03 -1.271282E+03  8.408319E+03 -5.258592E+03 -7.603243E+03 -1.418079E+04 -6.546077E+03 -4.262185E+03 -4.002384E+03 -5.806379E+03
   19    7  1.1378E+00 -1.8561E-01  1.162401E+04 -3.845910E+03 -4.730782E+03 -5.222825E+03 -6.237887E+03 -4.160465E+03 -5.533511E+03 -1.523213E+03  8.062033E+03 -3.559017E+03 -5.811775E+03 -1.178667E+04 -7.366465E+03 -4.942376E+03 -5.587243E+03 -7.837914E+03
   20    7  1.1192E+00  4.5861E-03  1.169926E+04 -3.506856E+03 -4.236667E+03 -4.712114E+03 -5.696430E+03 -4.120231E+03 -5.667282E+03 -1.179265E+03  8.048606E+03 -3.632374E+03 -4.003521E+03 -8.692820E+03 -7.292747E+03 -4.830488E+03 -5.646959E+03 -7.900870E+03
   21    7  1.1350E+00  2.0484E-01  1.175621E+04 -2.086171E+03 -2.564555E+03 -2.941478E+03 -3.725908E+03 -3.125553E+03 -4.829506E+03 -9.004661E+02  8.325441E+03  2.465446E+02 -2.142136E+03 -5.994837E+03 -6.399489E+03 -3.663865E+03 -4.732368E+03 -6.743632E+03
   22    7  1.1909E+00  4.0510E-01  1.175412E+04  1.263085E+03  1.077812E+03  8.901966E+02  4.959061E+02  2.342852E+02 -1.068878E+03 -2.521647E+02  8.938572E+03  1.302701E+02 -1.268597E+03 -3.898607E+03 -4.304155E+03  8.168807E+01 -7.615314E+02 -1.717381E+03
   23    7  1.2921E+00  5.8889E-01  1.157257E+04  5.548283E+03  5.527921E+03  5.488042E+03  5.335278E+03  4.830016E+03  4.038296E+03 -6.485038E+02  9.910399E+03 -5.707630E+03 -6.198947E+02 -2.726512E+03 -2.381432E+03  4.747865E+03  4.329862E+03  3.994335E+03
   24    7  1.4419E+00  7.2139E-01  1.128023E+04  1.006853E+04  1.025580E+04  1.031207E+04  1.008941E+04  8.949503E+03  8.010182E+03 -2.884749E+03  1.146798E+04  4.787698E+03 -3.237889E+02 -5.892220E+03 -9.913445E+02  8.824125E+03  8.241777E+03  7.886501E+03
   25    7  1.6284E+00  7.5205E-01  1.173230E+04  1.300275E+04  1.480404E+04  1.558008E+04  1.530203E+04  1.312176E+04  1.165207E+04 -6.630459E+03  1.410706E+04  5.010006E+03 -1.313389E+03 -5.709756E+03  1.270244E+03  1.296234E+04  1.183802E+04  1.112261E+04
   26    7  1.8151E+00  6.7213E-01  1.210609E+04  8.082894E+03  1.673589E+04  2.122629E+04  2.165849E+04  1.815291E+04  1.640430E+04 -5.140389E+03  1.610722E+04  9.959396E+02 -1.649198E+03 -2.989802E+03  4.967867E+03  1.815773E+04  1.657457E+04  1.574596E+04
   27    7  1.9687E+00  5.2202E-01  1.207841E+04 -9.498086E+03  1.638408E+04  2.441499E+04  2.612909E+04  2.220038E+04  2.127705E+04 -3.141108E+03  1.685222E+04 -1.189103E+03 -1.358591E+03  2.085966E+02  9.938952E+03  2.268437E+04  2.145010E+04  2.139381E+04
   28    7  2.0734E+00  3.3520E-01  1.195726E+04 -2.600177E+04  1.570726E+04  2.534660E+04  2.764692E+04  2.422435E+04  2.435188E+04 -1.149320E+03  1.708196E+04  1.305329E+03  4.046771E+02  3.161894E+03  1.471612E+04  2.499227E+04  2.447598E+04  2.526835E+04
   29    7  2.1200E+00  1.3170E-01  1.187636E+04 -3.482520E+04  1.557818E+04  2.543758E+04  2.795233E+04  2.515811E+04  2.602578E+04  7.276970E+02  1.713662E+04  1.359548E+03  1.197480E+03  5.462845E+03  1.883626E+04  2.600661E+04  2.607225E+04  2.733153E+04
   30    7  2.1077E+00 -6.9649E-02  1.182815E+04 -4.258588E+04  1.587960E+04  2.507134E+04  2.777423E+04  2.548759E+04  2.673193E+04  2.001343E+03  1.708820E+04  8.322172E+02  1.813748E+03  7.438185E+03  2.230636E+04  2.632878E+04  2.671278E+04  2.809813E+04
   31    7  2.0471E+00 -2.5317E-01  1.176811E+04 -4.524183E+04  1.636931E+04  2.403954E+04  2.693087E+04  2.548197E+04  2.690341E+04  3.360685E+03  1.692131E+04  5.482215E+02  2.826649E+03  9.822450E+03  2.547786E+04  2.629742E+04  2.685179E+04  2.825228E+04
   32    7  1.9547E+00 -4.1079E-01  1.167303E+04 -4.268213E+04  1.656228E+04  2.237160E+04  2.521892E+04  2.514736E+04  2.677037E+04  3.888926E+03  1.662039E+04  1.336817E+03  4.249608E+03  1.233540E+04  2.778422E+04  2.586357E+04  2.669852E+04  2.808750E+04
   33    7  1.8459E+00 -5.4069E-01  1.153727E+04 -3.349193E+04  1.659623E+04  2.046749E+04  2.304564E+04  2.438695E+04  2.623929E+04  3.461361E+03  1.617295E+04  1.729407E+03  6.400647E+03  1.636575E+04  2.900878E+04  2.488777E+04  2.613406E+04  2.748578E+04
   34    7  1.7319E+00 -6.4318E-01  1.135651E+04 -1.562449E+04  1.636117E+04  1.857943E+04  2.079386E+04  2.325108E+04  2.528422E+04  1.379040E+03  1.554864E+04  7.784928E+03  1.068994E+04  2.091708E+04  2.866005E+04  2.351959E+04  2.514403E+04  2.647757E+04
   35    7  1.6217E+00 -7.1585E-01  1.107975E+04  1.543855E+04  1.536827E+04  1.642291E+04  1.811002E+04  2.140787E+04  2.344117E+04 -1.868844E+03  1.461117E+04 -1.917943E+03  4.923269E+03  2.149721E+04  2.500105E+04  2.148836E+04  2.329941E+04  2.449338E+04
   36    7  1.5289E+00 -7.5109E-01  1.060642E+04  1.352785E+04  1.351875E+04  1.405743E+04  1.507545E+04  1.893520E+04  2.077026E+04  3.092119E+03  1.344746E+04  7.958233E+03  1.020942E+04  2.893286E+04  2.084802E+04  1.891827E+04  2.067422E+04  2.152668E+04
   37    7  1.4808E+00 -7.5705E-01  1.023843E+04  1.170592E+04  1.169111E+04  1.194579E+04  1.243419E+04  1.723332E+04  1.944809E+04  6.844430E+03  1.264866E+04  5.411215E+04  4.536536E+04  4.065836E+04  1.884058E+04  1.705666E+04  1.925695E+04  2.024229E+04
   38    7  1.4463E+00 -9.7741E-01 -7.701487E+02 -5.018730E+02 -6.400362E+02 -6.404116E+02 -6.367938E+02 -6.334908E+02 -6.307665E+02 -7.261064E+02 -6.703195E+02 -5.470348E+02 -6.331274E+02 -6.384793E+02 -6.356459E+02 -6.331260E+02 -6.309139E+02 -6.290144E+02
   39    7  1.4701E+00 -9.9259E-01  4.919364E+02  9.204944E+02  7.350744E+02  7.075497E+02  7.048730E+02  7.068280E+02  7.095166E+02  6.166449E+02  6.523239E+02  9.013023E+02  7.464662E+02  7.172070E+02  7.092651E+02  7.087302E+02  7.102663E+02  7.121007E+02
   40    7  1.4939E+00 -1.0147E+00  2.892793E+03  3.041846E+03  3.334288E+03  3.247094E+03  3.223619E+03  3.216207E+03  3.214213E+03  3.158139E+03  3.153756E+03  3.017941E+03  3.332454E+03  3.265397E+03  3.234594E+03  3.222256E+03  3.217809E+03  3.216220E+03
   41    7  1.5147E+00 -1.0378E+00  5.789381E+03  5.736152E+03  6.484956E+03  6.316789E+03  6.263557E+03  6.242569E+03  6.233650E+03  6.236899E+03  6.183441E+03  5.544586E+03  6.444162E+03  6.344091E+03  6.281864E+03  6.253608E+03  6.240596E+03  6.234119E+03
   42    7  1.5324E+00 -1.0590E+00  9.153658E+03  8.671866E+03  9.989903E+03  9.777674E+03  9.700813E+03  9.668922E+03  9.654197E+03  9.684099E+03  9.634710E+03  7.693496E+03  9.849651E+03  9.809088E+03  9.722340E+03  9.682666E+03  9.663037E+03  9.652534E+03
   43    7  1.5476E+00 -1.0775E+00  1.265925E+04  1.106158E+04  1.340417E+04  1.322304E+04  1.313863E+04  1.310267E+04  1.308580E+04  1.310186E+04  1.311211E+04  9.474554E+03  1.311797E+04  1.324196E+04  1.315408E+04  1.311421E+04  1.309315E+04  1.308167E+04
   44    7  1.5606E+00 -1.0935E+00  1.587513E+04  1.225821E+04  1.637180E+04  1.626768E+04  1.616303E+04  1.611053E+04  1.608194E+04  1.624900E+04  1.626165E+04  1.062971E+04  1.590091E+04  1.626297E+04  1.616860E+04  1.611906E+04  1.608825E+04  1.606881E+04
   45    7  1.5718E+00 -1.1077E+00  1.884418E+04  1.266554E+04  1.889799E+04  1.901605E+04  1.893751E+04  1.889535E+04  1.887188E+04  1.892001E+04  1.913397E+04  1.140900E+04  1.827399E+04  1.896443E+04  1.891932E+04  1.889082E+04  1.886927E+04  1.885424E+04
   46    7  1.5816E+00 -1.1202E+00  2.159173E+04  1.244606E+04  2.106959E+04  2.152965E+04  2.148604E+04  2.144902E+04  2.142379E+04  2.144831E+04  2.181254E+04  1.164220E+04  2.034327E+04  2.142117E+04  2.144308E+04  2.143281E+04  2.141496E+04  2.139872E+04
   47    7  1.5906E+00 -1.1315E+00  2.554118E+04  1.177222E+04  2.327651E+04  2.435442E+04  2.441611E+04  2.439073E+04  2.435203E+04  2.461843E+04  2.521465E+04  1.141341E+04  2.246989E+04  2.413479E+04  2.431244E+04  2.434074E+04  2.432289E+04  2.429505E+04
   48    7  1.5989E+00 -1.1421E+00  3.063319E+04  1.033612E+04  2.478885E+04  2.712331E+04  2.775910E+04  2.803300E+04  2.814554E+04  2.822846E+04  2.973436E+04  1.014024E+04  2.393526E+04  2.670563E+04  2.747909E+04  2.782154E+04  2.797696E+04  2.804802E+04
   49    7  1.6070E+00 -1.1525E+00  3.501075E+04  8.977016E+03  2.395297E+04  2.575758E+04  2.638066E+04  2.672351E+04  2.690893E+04  3.141980E+04  3.263268E+04  7.932763E+03  2.466900E+04  2.726131E+04  2.787518E+04  2.795826E+04  2.799185E+04  2.799925E+04
