    2    /FE+23 PHOTON EMISSIVITY COEFFICIENTS/
   192.3 A  24  24 /FILMEM = w02#fe23/TYPE = EXCIT    /INDM = T/ISEL =    1
 4.44E-13 4.45E-13 4.45E-13 4.44E-13 4.44E-13 4.44E-13 4.44E-13 4.45E-13
 4.46E-13 4.47E-13 4.49E-13 4.50E-13 4.51E-13 4.51E-13 4.52E-13 4.52E-13
 3.60E-14 6.25E-14 8.86E-14 1.11E-13 1.23E-13 1.34E-13 1.42E-13 1.45E-13
 1.45E-13 1.42E-13 1.40E-13 1.37E-13 1.35E-13 1.34E-13 1.34E-13 1.35E-13
 1.36E-13 1.37E-13 1.39E-13 1.40E-13 1.41E-13 1.43E-13 1.44E-13 1.45E-13
 1.08E-14 1.88E-14 2.66E-14 3.33E-14 3.68E-14 4.02E-14 4.25E-14 4.25E-14
 4.07E-14 3.73E-14 3.48E-14 3.20E-14 3.00E-14 2.94E-14 2.92E-14 2.94E-14
 2.97E-14 3.05E-14 3.16E-14 3.25E-14 3.35E-14 3.46E-14 3.54E-14 3.65E-14
 3.60E-15 6.25E-15 8.86E-15 1.11E-14 1.23E-14 1.34E-14 1.40E-14 1.36E-14
 1.21E-14 9.83E-15 8.45E-15 7.09E-15 6.16E-15 5.85E-15 5.71E-15 5.69E-15
 5.75E-15 5.92E-15 6.24E-15 6.50E-15 6.82E-15 7.24E-15 7.56E-15 8.02E-15
 1.08E-15 1.88E-15 2.66E-15 3.33E-15 3.68E-15 4.02E-15 4.16E-15 3.88E-15
 3.15E-15 2.23E-15 1.75E-15 1.33E-15 1.06E-15 9.67E-16 9.12E-16 8.84E-16
 8.80E-16 8.91E-16 9.25E-16 9.59E-16 1.00E-15 1.07E-15 1.12E-15 1.19E-15
 3.60E-16 6.25E-16 8.86E-16 1.11E-15 1.23E-15 1.34E-15 1.38E-15 1.26E-15
 9.69E-16 6.35E-16 4.74E-16 3.38E-16 2.54E-16 2.24E-16 2.05E-16 1.93E-16
 1.88E-16 1.85E-16 1.87E-16 1.90E-16 1.95E-16 2.02E-16 2.09E-16 2.19E-16
 1.08E-16 1.88E-16 2.66E-16 3.33E-16 3.68E-16 4.01E-16 4.13E-16 3.73E-16
 2.80E-16 1.77E-16 1.29E-16 8.90E-17 6.42E-17 5.55E-17 4.96E-17 4.55E-17
 4.36E-17 4.21E-17 4.12E-17 4.11E-17 4.13E-17 4.18E-17 4.24E-17 4.33E-17
   254.7 A  24  24 /FILMEM = w02#fe23/TYPE = EXCIT    /INDM = T/ISEL =    2
 4.59E+10 4.59E+11 4.59E+12 4.59E+13 4.59E+14 4.59E+15 1.38E+16 4.59E+16
 1.38E+17 4.59E+17 1.38E+18 4.59E+18 1.38E+19 4.59E+19 1.38E+20 4.59E+20
 1.38E+21 4.59E+21 1.38E+22 4.59E+22 1.38E+23 4.59E+23 1.38E+24 4.59E+24
 2.48E+01 3.47E+01 4.96E+01 7.44E+01 9.93E+01 1.49E+02 2.48E+02 3.47E+02
 4.96E+02 7.44E+02 9.93E+02 1.49E+03 2.48E+03 3.47E+03 4.96E+03 7.44E+03
 9.93E+03 1.49E+04 2.48E+04 3.47E+04 4.96E+04 7.44E+04 9.93E+04 1.49E+05
 1.83E-10 2.72E-10 3.50E-10 4.03E-10 4.19E-10 4.16E-10 3.87E-10 3.61E-10
 3.32E-10 2.99E-10 2.76E-10 2.46E-10 2.12E-10 1.92E-10 1.71E-10 1.49E-10
 1.35E-10 1.17E-10 9.64E-11 8.47E-11 7.36E-11 6.26E-11 5.58E-11 4.74E-11
 1.83E-10 2.72E-10 3.50E-10 4.03E-10 4.19E-10 4.16E-10 3.87E-10 3.61E-10
 3.32E-10 2.99E-10 2.76E-10 2.46E-10 2.12E-10 1.92E-10 1.71E-10 1.49E-10
 1.35E-10 1.17E-10 9.64E-11 8.47E-11 7.36E-11 6.26E-11 5.58E-11 4.74E-11
 1.83E-10 2.72E-10 3.50E-10 4.03E-10 4.19E-10 4.16E-10 3.87E-10 3.61E-10
 3.32E-10 2.99E-10 2.76E-10 2.46E-10 2.12E-10 1.92E-10 1.71E-10 1.49E-10
 1.35E-10 1.17E-10 9.64E-11 8.47E-11 7.36E-11 6.26E-11 5.58E-11 4.74E-11
 1.83E-10 2.72E-10 3.50E-10 4.03E-10 4.19E-10 4.16E-10 3.87E-10 3.61E-10
 3.32E-10 2.99E-10 2.76E-10 2.46E-10 2.12E-10 1.92E-10 1.71E-10 1.49E-10
 1.35E-10 1.17E-10 9.64E-11 8.47E-11 7.36E-11 6.26E-11 5.58E-11 4.74E-11
 1.83E-10 2.72E-10 3.50E-10 4.03E-10 4.18E-10 4.16E-10 3.87E-10 3.61E-10
 3.32E-10 2.99E-10 2.76E-10 2.46E-10 2.12E-10 1.92E-10 1.71E-10 1.49E-10
 1.35E-10 1.17E-10 9.64E-11 8.47E-11 7.36E-11 6.26E-11 5.58E-11 4.74E-11
 1.82E-10 2.71E-10 3.48E-10 4.02E-10 4.17E-10 4.14E-10 3.86E-10 3.60E-10
 3.31E-10 2.98E-10 2.76E-10 2.46E-10 2.12E-10 1.92E-10 1.71E-10 1.49E-10
 1.35E-10 1.17E-10 9.63E-11 8.46E-11 7.36E-11 6.26E-11 5.58E-11 4.74E-11
 1.81E-10 2.69E-10 3.46E-10 3.98E-10 4.14E-10 4.11E-10 3.83E-10 3.58E-10
 3.30E-10 2.97E-10 2.74E-10 2.45E-10 2.11E-10 1.91E-10 1.71E-10 1.49E-10
 1.35E-10 1.16E-10 9.62E-11 8.45E-11 7.35E-11 6.25E-11 5.57E-11 4.74E-11
 1.76E-10 2.62E-10 3.36E-10 3.88E-10 4.04E-10 4.02E-10 3.75E-10 3.51E-10
 3.24E-10 2.92E-10 2.71E-10 2.42E-10 2.09E-10 1.89E-10 1.69E-10 1.48E-10
 1.34E-10 1.16E-10 9.57E-11 8.42E-11 7.32E-11 6.23E-11 5.56E-11 4.73E-11
 1.63E-10 2.43E-10 3.13E-10 3.61E-10 3.76E-10 3.76E-10 3.54E-10 3.33E-10
 3.08E-10 2.80E-10 2.60E-10 2.33E-10 2.03E-10 1.84E-10 1.65E-10 1.45E-10
 1.31E-10 1.14E-10 9.44E-11 8.31E-11 7.24E-11 6.18E-11 5.51E-11 4.69E-11
 1.30E-10 1.94E-10 2.50E-10 2.90E-10 3.04E-10 3.07E-10 2.94E-10 2.80E-10
 2.63E-10 2.43E-10 2.28E-10 2.08E-10 1.83E-10 1.68E-10 1.52E-10 1.34E-10
 1.23E-10 1.07E-10 9.00E-11 7.97E-11 6.98E-11 5.99E-11 5.36E-11 4.58E-11
 8.16E-11 1.22E-10 1.57E-10 1.83E-10 1.93E-10 1.98E-10 1.96E-10 1.91E-10
 1.84E-10 1.75E-10 1.67E-10 1.57E-10 1.43E-10 1.34E-10 1.24E-10 1.12E-10
 1.04E-10 9.25E-11 7.93E-11 7.12E-11 6.32E-11 5.49E-11 4.96E-11 4.29E-11
 3.54E-11 5.25E-11 6.67E-11 7.72E-11 8.17E-11 8.52E-11 8.68E-11 8.68E-11
 8.62E-11 8.50E-11 8.38E-11 8.18E-11 7.86E-11 7.61E-11 7.31E-11 6.91E-11
 6.60E-11 6.15E-11 5.55E-11 5.15E-11 4.72E-11 4.25E-11 3.92E-11 3.49E-11
 1.35E-11 1.98E-11 2.48E-11 2.84E-11 2.99E-11 3.12E-11 3.21E-11 3.24E-11
 3.26E-11 3.27E-11 3.28E-11 3.27E-11 3.26E-11 3.24E-11 3.21E-11 3.15E-11
 3.10E-11 3.02E-11 2.89E-11 2.79E-11 2.67E-11 2.52E-11 2.41E-11 2.25E-11
 4.26E-12 6.19E-12 7.69E-12 8.72E-12 9.16E-12 9.52E-12 9.77E-12 9.86E-12
 9.93E-12 9.99E-12 1.00E-11 1.01E-11 1.01E-11 1.02E-11 1.02E-11 1.02E-11
 1.02E-11 1.02E-11 1.01E-11 1.01E-11 9.96E-12 9.82E-12 9.70E-12 9.49E-12
 1.44E-12 2.09E-12 2.59E-12 2.92E-12 3.06E-12 3.18E-12 3.25E-12 3.28E-12
 3.30E-12 3.31E-12 3.32E-12 3.33E-12 3.35E-12 3.35E-12 3.36E-12 3.37E-12
 3.38E-12 3.38E-12 3.39E-12 3.39E-12 3.40E-12 3.40E-12 3.39E-12 3.39E-12
 4.34E-13 6.29E-13 7.78E-13 8.78E-13 9.19E-13 9.53E-13 9.75E-13 9.82E-13
 9.87E-13 9.90E-13 9.91E-13 9.93E-13 9.94E-13 9.95E-13 9.97E-13 9.98E-13
 9.99E-13 1.00E-12 1.00E-12 1.00E-12 1.01E-12 1.01E-12 1.01E-12 1.01E-12
 1.45E-13 2.10E-13 2.60E-13 2.93E-13 3.07E-13 3.18E-13 3.25E-13 3.27E-13
 3.28E-13 3.29E-13 3.29E-13 3.28E-13 3.28E-13 3.28E-13 3.29E-13 3.29E-13
 3.29E-13 3.30E-13 3.31E-13 3.31E-13 3.31E-13 3.32E-13 3.32E-13 3.33E-13
 4.35E-14 6.30E-14 7.79E-14 8.79E-14 9.20E-14 9.53E-14 9.74E-14 9.79E-14
 9.78E-14 9.73E-14 9.68E-14 9.61E-14 9.57E-14 9.56E-14 9.56E-14 9.58E-14
 9.60E-14 9.63E-14 9.67E-14 9.70E-14 9.73E-14 9.77E-14 9.79E-14 9.82E-14
 1.45E-14 2.10E-14 2.60E-14 2.93E-14 3.07E-14 3.18E-14 3.24E-14 3.24E-14
 3.19E-14 3.11E-14 3.04E-14 2.96E-14 2.90E-14 2.89E-14 2.88E-14 2.90E-14
 2.91E-14 2.94E-14 2.98E-14 3.01E-14 3.04E-14 3.08E-14 3.10E-14 3.13E-14
 4.35E-15 6.31E-15 7.79E-15 8.79E-15 9.20E-15 9.53E-15 9.66E-15 9.48E-15
 8.97E-15 8.14E-15 7.56E-15 6.93E-15 6.46E-15 6.32E-15 6.28E-15 6.32E-15
 6.40E-15 6.55E-15 6.80E-15 6.99E-15 7.21E-15 7.46E-15 7.64E-15 7.88E-15
 1.45E-15 2.10E-15 2.60E-15 2.93E-15 3.07E-15 3.18E-15 3.19E-15 3.03E-15
 2.66E-15 2.14E-15 1.84E-15 1.53E-15 1.33E-15 1.26E-15 1.23E-15 1.22E-15
 1.24E-15 1.27E-15 1.34E-15 1.40E-15 1.47E-15 1.56E-15 1.63E-15 1.73E-15
 4.35E-16 6.31E-16 7.79E-16 8.79E-16 9.20E-16 9.52E-16 9.46E-16 8.66E-16
 6.94E-16 4.87E-16 3.81E-16 2.87E-16 2.28E-16 2.08E-16 1.96E-16 1.90E-16
 1.89E-16 1.91E-16 1.99E-16 2.06E-16 2.16E-16 2.30E-16 2.41E-16 2.58E-16
 1.45E-16 2.10E-16 2.60E-16 2.93E-16 3.07E-16 3.17E-16 3.14E-16 2.81E-16
 2.13E-16 1.38E-16 1.03E-16 7.30E-17 5.45E-17 4.81E-17 4.39E-17 4.13E-17
 4.03E-17 3.97E-17 4.00E-17 4.07E-17 4.18E-17 4.34E-17 4.48E-17 4.71E-17
 4.35E-17 6.31E-17 7.79E-17 8.79E-17 9.20E-17 9.52E-17 9.38E-17 8.32E-17
 6.16E-17 3.85E-17 2.79E-17 1.92E-17 1.38E-17 1.19E-17 1.06E-17 9.73E-18
 9.33E-18 9.00E-18 8.81E-18 8.79E-18 8.84E-18 8.95E-18 9.07E-18 9.28E-18
C-----------------------------------------------------------------------
C
C  PHOTON EMISSIVITY COEFFICIENTS:
C
C 
C  INFORMATION
C  -----------
C 
C  NUCLEAR CHARGE = 26
C  ION CHARGE +1  = 24
C 
C  SPECIFIC ION FILE  : lilike_adw02#fe23.dat
C  EXPANSION FILE     :
C 
C  No ionisation data has been included
C
C  OPTIONS  : LNORM=T  LPSEL=F  LZSEL=F  LIOSEL=T
C             LHSEL=F  LRSEL=F  LISEL=F  LNSEL =T
C
C
C   Configuration           (2s+1)l(w-1/2)          Energy (cm**-1)
C     1   1s2 2s               (2)0( 0.5)              0.0
C     2   1s2 2p               (2)1( 0.5)         392591.0
C     3   1s2 2p               (2)1( 1.5)         520041.0
C     4   1s2 3s               (2)0( 0.5)        9276233.0
C     5   1s2 3p               (2)1( 0.5)        9384701.0
C     6   1s2 3p               (2)1( 1.5)        9421775.0
C     7   1s2 3d               (2)2( 1.5)        9465645.0
C     8   1s2 3d               (2)2( 2.5)        9477659.0
C     9   1s2 4s               (2)0( 0.5)       12469633.0
C    10   1s2 4p               (2)1( 0.5)       12514165.0
C    11   1s2 4p               (2)1( 1.5)       12529499.0
C    12   1s2 4d               (2)2( 1.5)       12547676.0
C    13   1s2 4d               (2)2( 2.5)       12552712.0
C    14   1s2 4f               (2)3( 2.5)       12553725.0
C    15   1s2 4f               (2)3( 3.5)       12556254.0
C    16   1s2 5s               (2)0( 0.5)       13935076.0
C    17   1s2 5p               (2)1( 0.5)       13957516.0
C    18   1s2 5p               (2)1( 1.5)       13965161.0
C    19   1s2 5d               (2)2( 1.5)       13974391.0
C    20   1s2 5d               (2)2( 2.5)       13976940.0
C    21   1s2 5f               (2)3( 2.5)       13977510.0
C    22   1s2 5f               (2)3( 3.5)       13978798.0
C    23   1s2 5g               (2)4( 3.5)       13978807.0
C    24   1s2 5g               (2)4( 4.5)       13979582.0
C    25   1s 2s2               (2)0( 0.5)       53340361.0
C    26   1s 2s 2p             (4)1( 0.5)       53424558.0
C    27   1s 2s 2p             (4)1( 1.5)       53463805.0
C    28   1s 2s 2p             (4)1( 2.5)       53556402.0
C    29   1s 2s 2p             (2)1( 0.5)       53757894.0
C    30   1s 2s 2p             (2)1( 1.5)       53834716.0
C    31   1s 2p2               (4)1( 0.5)       53887348.0
C    32   1s 2s 2p             (2)1( 0.5)       53944268.0
C    33   1s 2p2               (4)1( 1.5)       53952318.0
C    34   1s 2s 2p             (2)1( 1.5)       53971799.0
C    35   1s 2p2               (4)1( 2.5)       54012029.0
C    36   1s 2p2               (2)2( 1.5)       54158507.0
C    37   1s 2p2               (2)1( 0.5)       54176130.0
C    38   1s 2p2               (2)2( 2.5)       54214464.0
C    39   1s 2p2               (2)1( 1.5)       54318829.0
C    40   1s 2p2               (2)0( 0.5)       54477694.0
C    41   1s 2s 3s             (4)0( 1.5)       62771029.0
C    42   1s 2s 3s             (2)0( 0.5)       62875176.0
C    43   1s 2s 3p             (4)1( 0.5)       62904925.0
C    44   1s 2s 3p             (4)1( 1.5)       62909691.0
C    45   1s 2s 3p             (4)1( 2.5)       62939526.0
C    46   1s 2s 3p             (2)1( 1.5)       62948313.0
C    47   1s 2s 3p             (2)1( 0.5)       62948620.0
C    48   1s 2s 3d             (4)2( 0.5)       63013086.0
C    49   1s 2s 3d             (4)2( 1.5)       63017787.0
C    50   1s 2s 3d             (4)2( 2.5)       63024766.0
C    51   1s 2s 3d             (4)2( 3.5)       63033814.0
C    52   1s 2s 3s             (2)0( 0.5)       63049311.0
C    53   1s 2p 3s             (4)1( 0.5)       63062311.0
C    54   1s 2s 3d             (2)2( 2.5)       63078693.0
C    55   1s 2s 3d             (2)2( 1.5)       63079025.0
C    56   1s 2p 3s             (4)1( 1.5)       63092804.0
C    57   1s 2p 3p             (4)2( 0.5)       63127195.0
C    58   1s 2s 3p             (2)1( 0.5)       63139931.0
C    59   1s 2p 3p             (4)2( 1.5)       63149474.0
C    60   1s 2s 3p             (2)1( 1.5)       63180908.0
C    61   1s 2p 3s             (2)1( 0.5)       63186455.0
C    62   1s 2p 3s             (4)1( 2.5)       63189368.0
C    63   1s 2p 3p             (2)1( 1.5)       63200485.0
C    64   1s 2p 3p             (4)2( 2.5)       63204102.0
C    65   1s 2p 3p             (2)1( 0.5)       63227382.0
C    66   1s 2p 3d             (4)3( 1.5)       63239033.0
C    67   1s 2p 3p             (4)1( 0.5)       63240244.0
C    68   1s 2p 3d             (4)3( 2.5)       63260674.0
C    69   1s 2p 3p             (2)2( 1.5)       63262489.0
C    70   1s 2s 3d             (2)2( 1.5)       63284479.0
C    71   1s 2p 3s             (2)1( 1.5)       63291578.0
C    72   1s 2p 3p             (4)2( 3.5)       63293872.0
C    73   1s 2s 3d             (2)2( 2.5)       63295099.0
C    74   1s 2p 3d             (4)2( 2.5)       63296305.0
C    75   1s 2p 3d             (4)3( 3.5)       63300201.0
C    76   1s 2p 3p             (4)1( 1.5)       63308107.0
C    77   1s 2p 3d             (2)2( 1.5)       63310395.0
C    78   1s 2p 3p             (4)1( 2.5)       63328067.0
C    79   1s 2p 3p             (4)0( 1.5)       63330282.0
C    80   1s 2p 3d             (4)2( 0.5)       63330931.0
C    81   1s 2p 3d             (4)2( 1.5)       63333578.0
C    82   1s 2p 3d             (2)3( 2.5)       63338027.0
C    83   1s 2p 3s             (2)1( 1.5)       63366419.0
C    84   1s 2p 3s             (2)1( 0.5)       63373635.0
C    85   1s 2p 3d             (4)3( 4.5)       63381734.0
C    86   1s 2p 3p             (2)2( 2.5)       63393367.0
C    87   1s 2p 3d             (2)2( 2.5)       63404825.0
C    88   1s 2p 3p             (2)0( 0.5)       63410080.0
C    89   1s 2p 3d             (4)2( 3.5)       63418196.0
C    90   1s 2p 3d             (4)1( 1.5)       63436822.0
C    91   1s 2p 3d             (4)1( 2.5)       63438795.0
C    92   1s 2p 3d             (4)1( 0.5)       63441940.0
C    93   1s 2p 3d             (2)3( 3.5)       63460851.0
C    94   1s 2p 3d             (2)1( 1.5)       63464788.0
C    95   1s 2p 3p             (2)1( 0.5)       63466583.0
C    96   1s 2p 3p             (2)2( 1.5)       63467480.0
C    97   1s 2p 3p             (2)2( 2.5)       63483507.0
C    98   1s 2p 3d             (2)1( 0.5)       63509612.0
C    99   1s 2p 3p             (2)1( 1.5)       63511442.0
C   100   1s 2p 3p             (2)0( 0.5)       63556628.0
C   101   1s 2p 3d             (2)2( 1.5)       63560944.0
C   102   1s 2p 3d             (2)2( 2.5)       63567070.0
C   103   1s 2p 3d             (2)3( 3.5)       63583690.0
C   104   1s 2p 3d             (2)3( 2.5)       63606248.0
C   105   1s 2p 3d             (2)1( 0.5)       63609588.0
C   106   1s 2p 3d             (2)1( 1.5)       63633724.0
C
C
C
C  ISEL  WAVELENGTH       TRANSITION               TYPE   METASTABLE  IMET NMET  IP
C  ----  ----------  ----------------------------  -----  ----------- ---- ----  --
C   1.     192.29      3(2)1( 1.5)-   1(2)0( 0.5)  EXCIT                T    1
C   2.     254.72      2(2)1( 0.5)-   1(2)0( 0.5)  EXCIT                T    1
C
C  CODE     : ADAS208
C  PRODUCER : Martin O'Mullane              
C  DATE     : 02/08/07
C
C-------------------------------------------------------------------------------
C
C  This file is intended to provide PEC data for elements not yet
C  in the GCR framework. There may be a large variability in data
C  quality between ionisation stages of the same element. The adf04
C  file will indicate the source/quality of the fundamental data.
C  
C  Note that this file was not produced as part of the GCR Project. 
C  No recombination or projection data is used - only the low
C  levels (in the adf04 file) have been included in the collisional-
C  radiative calculation.
C
C  Check the adf15/pec96#<el>/ directories to see if more complete
C  data is available for this ionisation stage.
C
C-------------------------------------------------------------------------------
