    2    /FE+23 PHOTON EMISSIVITY COEFFICIENTS/
   192.3 A  24  24 /FILMEM = w02#fe23/TYPE = EXCIT    /INDM = T/ISEL =    1
 4.59E+10 4.59E+11 4.59E+12 4.59E+13 4.59E+14 4.59E+15 1.38E+16 4.59E+16
 1.38E+17 4.59E+17 1.38E+18 4.59E+18 1.38E+19 4.59E+19 1.38E+20 4.59E+20
 1.38E+21 4.59E+21 1.38E+22 4.59E+22 1.38E+23 4.59E+23 1.38E+24 4.59E+24
 2.48E+01 3.47E+01 4.96E+01 7.44E+01 9.93E+01 1.49E+02 2.48E+02 3.47E+02
 4.96E+02 7.44E+02 9.93E+02 1.49E+03 2.48E+03 3.47E+03 4.96E+03 7.44E+03
 9.93E+03 1.49E+04 2.48E+04 3.47E+04 4.96E+04 7.44E+04 9.93E+04 1.49E+05
 1.91E-10 3.42E-10 5.06E-10 6.50E-10 7.14E-10 7.51E-10 7.30E-10 6.91E-10
 6.39E-10 5.76E-10 5.32E-10 4.74E-10 4.06E-10 3.65E-10 3.25E-10 2.83E-10
 2.56E-10 2.21E-10 1.83E-10 1.61E-10 1.40E-10 1.20E-10 1.07E-10 9.07E-11
 1.91E-10 3.42E-10 5.06E-10 6.50E-10 7.14E-10 7.51E-10 7.30E-10 6.91E-10
 6.39E-10 5.76E-10 5.32E-10 4.74E-10 4.06E-10 3.65E-10 3.25E-10 2.83E-10
 2.56E-10 2.21E-10 1.83E-10 1.61E-10 1.40E-10 1.20E-10 1.07E-10 9.07E-11
 1.91E-10 3.42E-10 5.06E-10 6.50E-10 7.14E-10 7.51E-10 7.30E-10 6.91E-10
 6.39E-10 5.76E-10 5.32E-10 4.74E-10 4.06E-10 3.65E-10 3.25E-10 2.83E-10
 2.56E-10 2.21E-10 1.83E-10 1.61E-10 1.40E-10 1.20E-10 1.07E-10 9.07E-11
 1.91E-10 3.42E-10 5.06E-10 6.50E-10 7.14E-10 7.51E-10 7.30E-10 6.91E-10
 6.39E-10 5.76E-10 5.32E-10 4.74E-10 4.06E-10 3.65E-10 3.25E-10 2.83E-10
 2.56E-10 2.21E-10 1.83E-10 1.61E-10 1.40E-10 1.20E-10 1.07E-10 9.07E-11
 1.91E-10 3.42E-10 5.05E-10 6.50E-10 7.14E-10 7.51E-10 7.30E-10 6.91E-10
 6.39E-10 5.76E-10 5.32E-10 4.73E-10 4.06E-10 3.65E-10 3.25E-10 2.83E-10
 2.56E-10 2.21E-10 1.83E-10 1.61E-10 1.40E-10 1.20E-10 1.07E-10 9.07E-11
 1.91E-10 3.41E-10 5.04E-10 6.49E-10 7.12E-10 7.49E-10 7.29E-10 6.90E-10
 6.38E-10 5.75E-10 5.32E-10 4.73E-10 4.05E-10 3.65E-10 3.25E-10 2.83E-10
 2.56E-10 2.21E-10 1.83E-10 1.61E-10 1.40E-10 1.20E-10 1.07E-10 9.07E-11
 1.90E-10 3.40E-10 5.02E-10 6.46E-10 7.09E-10 7.46E-10 7.25E-10 6.87E-10
 6.36E-10 5.74E-10 5.30E-10 4.72E-10 4.04E-10 3.64E-10 3.24E-10 2.82E-10
 2.55E-10 2.21E-10 1.83E-10 1.61E-10 1.40E-10 1.19E-10 1.07E-10 9.07E-11
 1.87E-10 3.35E-10 4.94E-10 6.35E-10 6.97E-10 7.34E-10 7.15E-10 6.77E-10
 6.28E-10 5.67E-10 5.24E-10 4.67E-10 4.01E-10 3.61E-10 3.22E-10 2.81E-10
 2.54E-10 2.20E-10 1.82E-10 1.60E-10 1.40E-10 1.19E-10 1.06E-10 9.05E-11
 1.81E-10 3.22E-10 4.74E-10 6.07E-10 6.66E-10 7.02E-10 6.86E-10 6.52E-10
 6.06E-10 5.49E-10 5.09E-10 4.55E-10 3.92E-10 3.54E-10 3.16E-10 2.76E-10
 2.51E-10 2.17E-10 1.80E-10 1.59E-10 1.39E-10 1.18E-10 1.06E-10 9.00E-11
 1.61E-10 2.85E-10 4.15E-10 5.28E-10 5.78E-10 6.11E-10 6.03E-10 5.78E-10
 5.42E-10 4.96E-10 4.63E-10 4.18E-10 3.64E-10 3.31E-10 2.97E-10 2.62E-10
 2.39E-10 2.08E-10 1.74E-10 1.54E-10 1.35E-10 1.16E-10 1.04E-10 8.84E-11
 1.24E-10 2.16E-10 3.10E-10 3.90E-10 4.27E-10 4.54E-10 4.55E-10 4.42E-10
 4.21E-10 3.93E-10 3.72E-10 3.42E-10 3.04E-10 2.80E-10 2.56E-10 2.29E-10
 2.11E-10 1.87E-10 1.59E-10 1.42E-10 1.25E-10 1.09E-10 9.78E-11 8.43E-11
 6.85E-11 1.19E-10 1.69E-10 2.11E-10 2.31E-10 2.47E-10 2.54E-10 2.51E-10
 2.45E-10 2.35E-10 2.27E-10 2.15E-10 1.98E-10 1.87E-10 1.75E-10 1.62E-10
 1.52E-10 1.39E-10 1.22E-10 1.12E-10 1.01E-10 9.01E-11 8.25E-11 7.25E-11
 3.02E-11 5.23E-11 7.41E-11 9.26E-11 1.02E-10 1.10E-10 1.15E-10 1.16E-10
 1.15E-10 1.14E-10 1.12E-10 1.08E-10 1.04E-10 1.00E-10 9.65E-11 9.18E-11
 8.84E-11 8.33E-11 7.67E-11 7.22E-11 6.74E-11 6.19E-11 5.81E-11 5.28E-11
 1.02E-11 1.77E-11 2.51E-11 3.14E-11 3.46E-11 3.77E-11 3.99E-11 4.07E-11
 4.11E-11 4.11E-11 4.10E-11 4.06E-11 4.00E-11 3.95E-11 3.88E-11 3.79E-11
 3.73E-11 3.62E-11 3.48E-11 3.37E-11 3.25E-11 3.10E-11 2.99E-11 2.83E-11
 3.53E-12 6.13E-12 8.69E-12 1.09E-11 1.20E-11 1.31E-11 1.39E-11 1.43E-11
 1.45E-11 1.46E-11 1.46E-11 1.47E-11 1.46E-11 1.45E-11 1.45E-11 1.43E-11
 1.42E-11 1.41E-11 1.38E-11 1.37E-11 1.34E-11 1.31E-11 1.29E-11 1.26E-11
 1.07E-12 1.86E-12 2.64E-12 3.31E-12 3.65E-12 3.99E-12 4.26E-12 4.36E-12
 4.43E-12 4.48E-12 4.51E-12 4.52E-12 4.53E-12 4.53E-12 4.53E-12 4.52E-12
 4.51E-12 4.50E-12 4.47E-12 4.45E-12 4.43E-12 4.39E-12 4.37E-12 4.32E-12
 3.59E-13 6.24E-13 8.84E-13 1.11E-12 1.22E-12 1.34E-12 1.43E-12 1.46E-12
 1.49E-12 1.50E-12 1.51E-12 1.51E-12 1.52E-12 1.52E-12 1.52E-12 1.52E-12
 1.52E-12 1.52E-12 1.52E-12 1.52E-12 1.51E-12 1.51E-12 1.51E-12 1.50E-12
 1.08E-13 1.87E-13 2.66E-13 3.33E-13 3.68E-13 4.02E-13 4.28E-13 4.38E-13
