{NUMBER OF COLUMNS}  5 
*
* Data from text file psi2.txt supplied via email by Aaro on 22/07.2010
*
*     psin         Jsat          Te        Ti     s-s_sep  
*               (A m-2)         (eV)      (eV)
{DATA LIST} 
    0.9790     6.31e+03      5.0000     5.5000   -0.078
    0.9832     7.01e+03      5.5000     5.5000   -0.058
    0.9869     8.15e+03      5.5000     5.5000   -0.043
    0.9901     9.50e+03      5.5000     5.5000   -0.031
    0.9929     1.20e+04      5.5000     5.5000   -0.022
    0.9952     1.76e+04      5.5000     5.5000   -0.014
    0.9971     2.51e+04      5.7000     5.7000   -0.009
    0.9985     5.99e+04      6.3000     6.3000   -0.004
    0.9995     1.51e+05      8.7000     8.7000   -0.001
    1.0014     1.08e+06     46.0000    46.0000    0.004
    1.0043     7.16e+05     25.7000    25.7000    0.012
    1.0072     4.21e+05     19.4000    19.4000    0.019
    1.0103     2.54e+05     15.3000    15.3000    0.027
    1.0135     2.00e+05     12.0000    12.0000    0.034
    1.0168     1.50e+05     10.0000    10.0000    0.043
    1.0203     1.00e+05      8.0000     8.0000    0.052
    1.0240     8.00e+04      7.0000     7.0000    0.061
    1.0279     7.00e+04      6.5000     6.5000    0.070
    1.0319     5.60e+04      6.0000     6.0000    0.079
    1.0361     5.10e+04      5.5000     5.5000    0.088
    1.0402     4.30e+04      5.0000     5.0000    0.096
{END}
