    7   24   30    1    7     /NITROGEN           /GCR PROJECT      
 -13.00476 -13.03673 -13.07257 -13.12406 -13.16467 -13.20617 -13.26405 -13.31144
 -13.36263 -13.43575 -13.49477 -13.55700 -13.64598 -13.71683 -13.78784 -13.88276
 -13.95434 -14.02400 -14.11513 -14.16092 -14.17951 -14.32408 -14.27141 -13.97038
 -13.25800 -13.28946 -13.32457 -13.37505 -13.41485 -13.45538 -13.51250 -13.55917
 -13.60859 -13.67950 -13.73715 -13.79748 -13.88337 -13.95086 -14.01693 -14.10509
 -14.17168 -14.23560 -14.31873 -14.35900 -14.37287 -14.51090 -14.45552 -14.15449
 -13.59077 -13.62223 -13.65734 -13.70783 -13.74762 -13.78816 -13.84528 -13.89194
 -13.94137 -14.01228 -14.06993 -14.13026 -14.21614 -14.28364 -14.34970 -14.43786
 -14.50445 -14.56838 -14.65150 -14.69178 -14.70565 -14.84367 -14.78829 -14.48726
 -13.80996 -13.84142 -13.87653 -13.92702 -13.96681 -14.00735 -14.06447 -14.11114
 -14.16056 -14.23147 -14.28912 -14.34945 -14.43533 -14.50283 -14.56889 -14.65705
 -14.72364 -14.78757 -14.87069 -14.91097 -14.92484 -15.06286 -15.00748 -14.70645
 -14.04231 -14.07377 -14.10889 -14.15937 -14.19916 -14.23970 -14.29682 -14.34349
 -14.39291 -14.46382 -14.52147 -14.58180 -14.66768 -14.73518 -14.80125 -14.88941
 -14.95600 -15.01992 -15.10304 -15.14332 -15.15719 -15.29521 -15.23983 -14.93880
 -14.30645 -14.33791 -14.37302 -14.42351 -14.46330 -14.50384 -14.56096 -14.60763
 -14.65705 -14.72796 -14.78561 -14.84594 -14.93182 -14.99932 -15.06538 -15.15354
 -15.22013 -15.28406 -15.36718 -15.40746 -15.42133 -15.55935 -15.50397 -15.20294
 -14.49386 -14.52532 -14.56043 -14.61092 -14.65071 -14.69125 -14.74837 -14.79503
 -14.84446 -14.91537 -14.97302 -15.03335 -15.11923 -15.18673 -15.25279 -15.34095
 -15.40754 -15.47147 -15.55459 -15.59487 -15.60874 -15.74676 -15.69138 -15.39035
 -14.75800 -14.78946 -14.82457 -14.87505 -14.91485 -14.95538 -15.01250 -15.05917
 -15.10859 -15.17950 -15.23715 -15.29748 -15.38337 -15.45086 -15.51693 -15.60509
 -15.67168 -15.73560 -15.81873 -15.85900 -15.87287 -16.01090 -15.95552 -15.65449
 -15.09077 -15.12223 -15.15734 -15.20783 -15.24762 -15.28816 -15.34528 -15.39194
 -15.44137 -15.51228 -15.56993 -15.63026 -15.71614 -15.78364 -15.84970 -15.93786
 -16.00445 -16.06838 -16.15150 -16.19178 -16.20565 -16.34367 -16.28829 -15.98726
 -15.30996 -15.34142 -15.37653 -15.42702 -15.46681 -15.50735 -15.56447 -15.61114
 -15.66056 -15.73147 -15.78912 -15.84945 -15.93533 -16.00283 -16.06889 -16.15705
 -16.22364 -16.28757 -16.37069 -16.41097 -16.42484 -16.56286 -16.50748 -16.20645
 -15.54231 -15.57377 -15.60889 -15.65937 -15.69916 -15.73970 -15.79682 -15.84349
 -15.89291 -15.96382 -16.02147 -16.08180 -16.16768 -16.23518 -16.30125 -16.38941
 -16.45600 -16.51992 -16.60304 -16.64332 -16.65719 -16.79521 -16.73983 -16.43880
 -15.80645 -15.83791 -15.87302 -15.92351 -15.96330 -16.00384 -16.06096 -16.10763
 -16.15705 -16.22796 -16.28561 -16.34594 -16.43182 -16.49932 -16.56538 -16.65354
 -16.72013 -16.78406 -16.86718 -16.90746 -16.92133 -17.05935 -17.00397 -16.70294
---------------------/ IPRT= 2  / IGRD= 1  /--------/ Z1= 1   / DATE= 04/11/99
 -13.69606 -13.69603 -13.69603 -13.69600 -13.69590 -13.69567 -13.69456 -13.69203
 -13.68657 -13.67141 -13.64952 -13.61448 -13.54799 -13.48634 -13.41973 -13.32675
 -13.25060 -13.16342 -13.00946 -12.84791 -12.63083 -12.20927 -11.86564 -11.56461
 -13.79247 -13.79246 -13.79235 -13.79289 -13.79300 -13.79161 -13.78961 -13.78705
 -13.78075 -13.76437 -13.74149 -13.70491 -13.63782 -13.57753 -13.51384 -13.43068
 -13.36853 -13.30251 -13.19369 -13.08029 -12.92027 -12.57483 -12.25851 -11.95748
 -13.92300 -13.92306 -13.92329 -13.92205 -13.92089 -13.92129 -13.92002 -13.91570
 -13.90812 -13.88971 -13.86473 -13.82620 -13.75736 -13.69722 -13.63642 -13.56542
 -13.52153 -13.48413 -13.43751 -13.38973 -13.30780 -13.08431 -12.81780 -12.51677
 -14.01461 -14.01468 -14.01499 -14.01354 -14.01164 -14.01090 -14.00998 -14.00650
 -13.99807 -13.97814 -13.95217 -13.91215 -13.84314 -13.78538 -13.72899 -13.66684
 -13.63489 -13.61877 -13.62120 -13.62228 -13.59407 -13.46761 -13.24540 -12.94437
 -14.11198 -14.11195 -14.11179 -14.11180 -14.11168 -14.11079 -14.10789 -14.10354
 -14.09574 -14.07451 -14.04679 -14.00777 -13.94216 -13.88726 -13.83453 -13.78253
 -13.76541 -13.77311 -13.82747 -13.87723 -13.90271 -13.91175 -13.76085 -13.45982
 -14.21630 -14.21623 -14.21571 -14.21528 -14.21506 -14.21423 -14.21151 -14.20705
 -14.19871 -14.17725 -14.14997 -14.11174 -14.04875 -13.99735 -13.94972 -13.91121
 -13.91175 -13.94503 -14.05039 -14.14356 -14.21614 -14.38455 -14.32481 -14.02378
 -14.26201 -14.26195 -14.26158 -14.26149 -14.26132 -14.26010 -14.25733 -14.25319
 -14.24492 -14.22409 -14.19793 -14.16126 -14.10206 -14.05469 -14.01155 -13.98192
 -13.99288 -14.04051 -14.17135 -14.28483 -14.37863 -14.61456 -14.59301 -14.29198
 -14.27487 -14.27490 -14.27504 -14.27469 -14.27405 -14.27342 -14.27127 -14.26729
 -14.25983 -14.24090 -14.21741 -14.18524 -14.13313 -14.09248 -14.05857 -14.04209
 -14.06556 -14.13151 -14.29085 -14.42446 -14.54100 -14.85964 -14.88588 -14.58485
 -14.26898 -14.26900 -14.26907 -14.26863 -14.26809 -14.26780 -14.26626 -14.26295
 -14.25672 -14.24114 -14.22161 -14.19447 -14.15123 -14.11872 -14.09383 -14.09355
 -14.13196 -14.21310 -14.39487 -14.54548 -14.68100 -15.06833 -15.13429 -14.83326
 -14.29549 -14.29549 -14.29550 -14.29543 -14.29512 -14.29442 -14.29275 -14.28994
 -14.28429 -14.27015 -14.25230 -14.22705 -14.18657 -14.15676 -14.13563 -14.14193
 -14.18619 -14.27354 -14.46392 -14.62117 -14.76525 -15.18110 -15.26302 -14.96199
 -14.36143 -14.36144 -14.36145 -14.36135 -14.36094 -14.36001 -14.35811 -14.35565
 -14.35109 -14.33815 -14.32105 -14.29717 -14.25895 -14.23104 -14.21229 -14.22302
 -14.27109 -14.36197 -14.55856 -14.72164 -14.87255 -15.30790 -15.40041 -15.09938
 -14.48219 -14.48220 -14.48222 -14.48209 -14.48171 -14.48097 -14.47933 -14.47707
 -14.47286 -14.46113 -14.44542 -14.42296 -14.38668 -14.36056 -14.34414 -14.35817
 -14.40889 -14.50279 -14.70329 -14.87038 -15.02846 -15.48042 -15.58087 -15.27984
 -14.59323 -14.59324 -14.59327 -14.59309 -14.59264 -14.59195 -14.59096 -14.58906
 -14.58446 -14.57288 -14.55845 -14.53780 -14.50311 -14.47769 -14.46234 -14.47739
 -14.52864 -14.62355 -14.82550 -14.99458 -15.15689 -15.61705 -15.72099 -15.41996
 -14.77892 -14.77897 -14.77915 -14.77807 -14.77698 -14.77716 -14.77680 -14.77453
 -14.76998 -14.75910 -14.74547 -14.72595 -14.69411 -14.67055 -14.65503 -14.67025
 -14.72167 -14.81494 -15.01762 -15.19022 -15.35626 -15.82220 -15.92863 -15.62760
 -15.04136 -15.04137 -15.04146 -15.04143 -15.04134 -15.04129 -15.04003 -15.03768
 -15.03392 -15.02469 -15.01234 -14.99402 -14.96400 -14.94165 -14.92653 -14.94049
 -14.98927 -15.07857 -15.27741 -15.44908 -15.61573 -16.08847 -16.19915 -15.89812
 -15.22850 -15.22846 -15.22821 -15.22775 -15.22751 -15.22738 -15.22629 -15.22457
 -15.22202 -15.21406 -15.20262 -15.18587 -15.15634 -15.13347 -15.11849 -15.12976
 -15.17426 -15.25986 -15.45546 -15.62538 -15.79049 -16.26437 -16.37650 -16.07547
 -15.44361 -15.44354 -15.44304 -15.44269 -15.44289 -15.44312 -15.44226 -15.44049
 -15.43778 -15.43046 -15.41979 -15.40327 -15.37497 -15.35294 -15.33669 -15.34420
 -15.38488 -15.46561 -15.65384 -15.81994 -15.98486 -16.45810 -16.56914 -16.26811
 -15.70438 -15.70439 -15.70446 -15.70443 -15.70445 -15.70465 -15.70369 -15.70222
 -15.70056 -15.69345 -15.68268 -15.66759 -15.64014 -15.61771 -15.60152 -15.60565
 -15.64012 -15.71311 -15.89246 -16.05386 -16.21537 -16.68633 -16.79703 -16.49600
 -15.89472 -15.89472 -15.89471 -15.89466 -15.89470 -15.89477 -15.89357 -15.89211
 -15.89088 -15.88442 -15.87425 -15.86014 -15.83371 -15.81088 -15.79258 -15.79184
 -15.82093 -15.88691 -16.05739 -16.21370 -16.37145 -16.83871 -16.94818 -16.64715
 -16.16098 -16.16098 -16.16097 -16.16101 -16.16098 -16.16072 -16.16006 -16.15897
 -16.15669 -16.15040 -16.14130 -16.12695 -16.10190 -16.07996 -16.05876 -16.05345
 -16.07996 -16.14256 -16.30714 -16.45950 -16.61531 -17.07992 -17.18797 -16.88694
 -16.49375 -16.49375 -16.49374 -16.49379 -16.49375 -16.49349 -16.49284 -16.49174
 -16.48946 -16.48318 -16.47408 -16.45972 -16.43467 -16.41273 -16.39154 -16.38622
 -16.41273 -16.47533 -16.63991 -16.79227 -16.94809 -17.41270 -17.52074 -17.21971
 -16.71295 -16.71294 -16.71293 -16.71298 -16.71294 -16.71268 -16.71203 -16.71094
 -16.70866 -16.70237 -16.69327 -16.67891 -16.65386 -16.63192 -16.61073 -16.60541
 -16.63192 -16.69452 -16.85910 -17.01147 -17.16728 -17.63189 -17.73993 -17.43890
 -16.94530 -16.94530 -16.94529 -16.94533 -16.94530 -16.94504 -16.94438 -16.94329
 -16.94101 -16.93472 -16.92562 -16.91126 -16.88621 -16.86427 -16.84308 -16.83776
 -16.86427 -16.92688 -17.09145 -17.24382 -17.39963 -17.86424 -17.97229 -17.67126
 -17.20944 -17.20943 -17.20942 -17.20947 -17.20943 -17.20917 -17.20852 -17.20743
 -17.20515 -17.19886 -17.18976 -17.17540 -17.15035 -17.12841 -17.10722 -17.10190
 -17.12841 -17.19101 -17.35559 -17.50796 -17.66377 -18.12838 -18.23642 -17.93539
 -17.39684 -17.39684 -17.39683 -17.39688 -17.39684 -17.39658 -17.39593 -17.39483
 -17.39255 -17.38627 -17.37717 -17.36281 -17.33776 -17.31582 -17.29463 -17.28931
 -17.31582 -17.37842 -17.54300 -17.69536 -17.85118 -18.31579 -18.42383 -18.12280
 -17.66098 -17.66098 -17.66097 -17.66101 -17.66098 -17.66072 -17.66006 -17.65897
 -17.65669 -17.65040 -17.64130 -17.62695 -17.60190 -17.57996 -17.55876 -17.55345
 -17.57996 -17.64256 -17.80714 -17.95950 -18.11531 -18.57992 -18.68797 -18.38694
 -17.99375 -17.99375 -17.99374 -17.99379 -17.99375 -17.99349 -17.99284 -17.99174
 -17.98946 -17.98318 -17.97408 -17.95972 -17.93467 -17.91273 -17.89154 -17.88622
 -17.91273 -17.97533 -18.13991 -18.29227 -18.44809 -18.91270 -19.02074 -18.71971
 -18.21295 -18.21294 -18.21293 -18.21298 -18.21294 -18.21268 -18.21203 -18.21094
 -18.20866 -18.20237 -18.19327 -18.17891 -18.15386 -18.13192 -18.11073 -18.10541
 -18.13192 -18.19452 -18.35910 -18.51147 -18.66728 -19.13189 -19.23993 -18.93890
 -18.44530 -18.44530 -18.44529 -18.44533 -18.44530 -18.44504 -18.44438 -18.44329
 -18.44101 -18.43472 -18.42562 -18.41126 -18.38621 -18.36427 -18.34308 -18.33776
 -18.36427 -18.42688 -18.59145 -18.74382 -18.89963 -19.36424 -19.47229 -19.17126
 -18.70944 -18.70943 -18.70942 -18.70947 -18.70943 -18.70917 -18.70852 -18.70743
 -18.70515 -18.69886 -18.68976 -18.67540 -18.65035 -18.62841 -18.60722 -18.60190
 -18.62841 -18.69101 -18.85559 -19.00796 -19.16377 -19.62838 -19.73642 -19.43539
---------------------/ IPRT= 3  / IGRD= 1  /--------/ Z1= 1   / DATE= 04/11/99
 -11.99721 -11.99723 -11.99732 -11.99719 -11.99713 -11.99718 -11.99398 -11.98909
 -11.98296 -11.96412 -11.93643 -11.89530 -11.82120 -11.75856 -11.70072 -11.63426
 -11.58890 -11.54497 -11.49154 -11.44084 -11.37918 -11.40196 -11.29528 -10.99425
 -12.11924 -12.11924 -12.11922 -12.11912 -12.11859 -12.11723 -12.11449 -12.11032
 -12.10179 -12.07922 -12.04902 -12.00431 -11.92893 -11.86775 -11.81092 -11.75111
 -11.71773 -11.69148 -11.66683 -11.63866 -11.59862 -11.65563 -11.56388 -11.26285
 -12.28557 -12.28558 -12.28563 -12.28534 -12.28473 -12.28376 -12.28066 -12.27559
 -12.26625 -12.24090 -12.20771 -12.16097 -12.08430 -12.02357 -11.96975 -11.92198
 -11.90522 -11.90256 -11.92573 -11.94250 -11.94803 -12.07314 -12.00968 -11.70865
 -12.40583 -12.40585 -12.40591 -12.40554 -12.40481 -12.40371 -12.40017 -12.39471
 -12.38517 -12.35896 -12.32485 -12.27777 -12.20254 -12.14457 -12.09514 -12.05798
 -12.05461 -12.07203 -12.13974 -12.19817 -12.24353 -12.43741 -12.40569 -12.10466
 -12.54211 -12.54214 -12.54227 -12.54154 -12.54034 -12.53903 -12.53567 -12.53020
 -12.52019 -12.49378 -12.45981 -12.41273 -12.33997 -12.28602 -12.24152 -12.21455
 -12.22574 -12.26760 -12.38290 -12.48153 -12.56589 -12.83891 -12.84635 -12.54532
 -12.70849 -12.70851 -12.70857 -12.70823 -12.70755 -12.70650 -12.70339 -12.69797
 -12.68763 -12.66110 -12.62783 -12.58239 -12.51314 -12.46304 -12.42403 -12.40954
 -12.43666 -12.50195 -12.65870 -12.79073 -12.90823 -13.25912 -13.30713 -13.00610
 -12.83871 -12.83868 -12.83856 -12.83905 -12.83906 -12.83736 -12.83341 -12.82810
 -12.81807 -12.79257 -12.76062 -12.71681 -12.65013 -12.60261 -12.56729 -12.56083
 -12.59774 -12.67667 -12.85443 -13.00239 -13.13699 -13.52841 -13.59729 -13.29626
 -13.03430 -13.03430 -13.03432 -13.03450 -13.03402 -13.03208 -13.02813 -13.02286
 -13.01296 -12.98901 -12.95906 -12.91722 -12.85553 -12.81274 -12.78117 -12.78409
 -12.83250 -12.92478 -13.12463 -13.29027 -13.44168 -13.87274 -13.96244 -13.66141
 -13.26401 -13.26397 -13.26373 -13.26353 -13.26317 -13.26198 -13.25894 -13.25425
 -13.24522 -13.22159 -13.19219 -13.15298 -13.09585 -13.05705 -13.03078 -13.04133
 -13.09695 -13.19958 -13.41544 -13.59329 -13.75801 -14.21886 -14.32354 -14.02251
 -13.39889 -13.39874 -13.39781 -13.39757 -13.39764 -13.39614 -13.39281 -13.38828
 -13.37933 -13.35613 -13.32707 -13.28765 -13.23060 -13.19322 -13.16980 -13.18281
 -13.23935 -13.34397 -13.56297 -13.74447 -13.91599 -14.38959 -14.49965 -14.19862
 -13.53941 -13.53932 -13.53876 -13.53830 -13.53788 -13.53649 -13.53340 -13.52881
 -13.51967 -13.49564 -13.46561 -13.42533 -13.36751 -13.32947 -13.30478 -13.31500
 -13.36838 -13.46918 -13.68589 -13.86857 -14.04306 -14.52473 -14.63888 -14.33785
 -13.69582 -13.69589 -13.69620 -13.69492 -13.69354 -13.69346 -13.69038 -13.68411
 -13.67450 -13.65015 -13.61886 -13.57621 -13.51453 -13.47330 -13.44457 -13.44467
 -13.48691 -13.57635 -13.78456 -13.96587 -14.14038 -14.62545 -14.74185 -14.44082
 -13.79311 -13.79315 -13.79328 -13.79237 -13.79148 -13.79136 -13.78816 -13.78189
 -13.77209 -13.74784 -13.71612 -13.67154 -13.60767 -13.56518 -13.53365 -13.52501
 -13.55799 -13.63900 -13.83976 -14.01892 -14.19413 -14.68277 -14.80089 -14.49986
 -13.91204 -13.91204 -13.91201 -13.91245 -13.91222 -13.91024 -13.90706 -13.90298
 -13.89377 -13.86804 -13.83585 -13.79315 -13.73003 -13.68537 -13.65056 -13.63444
 -13.65920 -13.73102 -13.92233 -14.09861 -14.27503 -14.76831 -14.88839 -14.58736
 -14.05713 -14.05719 -14.05706 -14.05657 -14.05605 -14.05533 -14.05250 -14.04764
 -14.03884 -14.01488 -13.98348 -13.94005 -13.87567 -13.82923 -13.78997 -13.76477
 -13.77982 -13.83902 -14.01702 -14.18815 -14.36224 -14.85555 -14.97622 -14.67519
 -14.15877 -14.15853 -14.15827 -14.15795 -14.15757 -14.15676 -14.15411 -14.14960
 -14.14109 -14.11859 -14.08801 -14.04330 -13.97621 -13.92772 -13.88550 -13.85174
 -13.85678 -13.90498 -14.07005 -14.23437 -14.40495 -14.89738 -15.01834 -14.71731
 -14.27500 -14.27470 -14.27478 -14.27454 -14.27399 -14.27341 -14.27134 -14.26722
 -14.25909 -14.23766 -14.20912 -14.16748 -14.10019 -14.04882 -14.00465 -13.96467
 -13.96049 -13.99716 -14.14821 -14.30502 -14.47097 -14.96020 -15.08039 -14.77936
 -14.42716 -14.42722 -14.42731 -14.42676 -14.42592 -14.42518 -14.42369 -14.42043
 -14.41322 -14.39498 -14.36998 -14.33125 -14.26653 -14.21612 -14.17177 -14.12810
 -14.11808 -14.14679 -14.28580 -14.43499 -14.59673 -15.08238 -15.20119 -14.90016
 -14.51831 -14.51832 -14.51839 -14.51801 -14.51752 -14.51716 -14.51546 -14.51233
 -14.50679 -14.49127 -14.46875 -14.43382 -14.37307 -14.32394 -14.27997 -14.23534
 -14.22192 -14.24352 -14.37136 -14.51367 -14.67095 -15.15156 -15.26830 -14.96727
 -14.72407 -14.72408 -14.72411 -14.72398 -14.72408 -14.72447 -14.72228 -14.71859
 -14.71415 -14.70001 -14.67869 -14.64657 -14.58831 -14.53948 -14.49581 -14.45069
 -14.43518 -14.45270 -14.57383 -14.71138 -14.86496 -15.34252 -15.45850 -15.15747
 -15.05684 -15.05685 -15.05688 -15.05675 -15.05685 -15.05725 -15.05505 -15.05137
 -15.04692 -15.03279 -15.01146 -14.97934 -14.92108 -14.87226 -14.82859 -14.78347
 -14.76795 -14.78547 -14.90660 -15.04416 -15.19773 -15.67529 -15.79127 -15.49024
 -15.27604 -15.27604 -15.27607 -15.27594 -15.27604 -15.27644 -15.27424 -15.27056
 -15.26611 -15.25198 -15.23065 -15.19854 -15.14028 -15.09145 -15.04778 -15.00266
 -14.98714 -15.00466 -15.12579 -15.26335 -15.41692 -15.89448 -16.01047 -15.70944
 -15.50839 -15.50840 -15.50842 -15.50830 -15.50840 -15.50879 -15.50660 -15.50291
 -15.49847 -15.48433 -15.46301 -15.43089 -15.37263 -15.32380 -15.28013 -15.23501
 -15.21950 -15.23702 -15.35815 -15.49570 -15.64928 -16.12683 -16.24282 -15.94179
 -15.77253 -15.77253 -15.77256 -15.77243 -15.77253 -15.77293 -15.77073 -15.76705
 -15.76260 -15.74847 -15.72714 -15.69503 -15.63676 -15.58794 -15.54427 -15.49915
 -15.48363 -15.50115 -15.62228 -15.75984 -15.91341 -16.39097 -16.50696 -16.20593
 -15.95993 -15.95994 -15.95997 -15.95984 -15.95994 -15.96034 -15.95814 -15.95446
 -15.95001 -15.93588 -15.91455 -15.88243 -15.82417 -15.77535 -15.73168 -15.68656
 -15.67104 -15.68856 -15.80969 -15.94725 -16.10082 -16.57838 -16.69436 -16.39333
 -16.22407 -16.22408 -16.22411 -16.22398 -16.22408 -16.22447 -16.22228 -16.21859
 -16.21415 -16.20001 -16.17869 -16.14657 -16.08831 -16.03948 -15.99581 -15.95069
 -15.93518 -15.95270 -16.07383 -16.21138 -16.36496 -16.84252 -16.95850 -16.65747
 -16.55684 -16.55685 -16.55688 -16.55675 -16.55685 -16.55725 -16.55505 -16.55137
 -16.54692 -16.53279 -16.51146 -16.47934 -16.42108 -16.37226 -16.32859 -16.28347
 -16.26795 -16.28547 -16.40660 -16.54416 -16.69773 -17.17529 -17.29127 -16.99024
 -16.77604 -16.77604 -16.77607 -16.77594 -16.77604 -16.77644 -16.77424 -16.77056
 -16.76611 -16.75198 -16.73065 -16.69854 -16.64028 -16.59145 -16.54778 -16.50266
 -16.48714 -16.50466 -16.62579 -16.76335 -16.91692 -17.39448 -17.51047 -17.20944
 -17.00839 -17.00840 -17.00842 -17.00830 -17.00840 -17.00879 -17.00660 -17.00291
 -16.99847 -16.98433 -16.96301 -16.93089 -16.87263 -16.82380 -16.78013 -16.73501
 -16.71950 -16.73702 -16.85815 -16.99570 -17.14928 -17.62683 -17.74282 -17.44179
 -17.27253 -17.27253 -17.27256 -17.27243 -17.27253 -17.27293 -17.27073 -17.26705
 -17.26260 -17.24847 -17.22714 -17.19503 -17.13676 -17.08794 -17.04427 -16.99915
 -16.98363 -17.00115 -17.12228 -17.25984 -17.41341 -17.89097 -18.00696 -17.70593
---------------------/ IPRT= 4  / IGRD= 1  /--------/ Z1= 1   / DATE= 04/11/99
 -11.35406 -11.35405 -11.35407 -11.35410 -11.35409 -11.35403 -11.35410 -11.35403
 -11.35355 -11.35320 -11.35332 -11.35343 -11.35334 -11.35309 -11.35273 -11.35196
 -11.35029 -11.34727 -11.34515 -11.33053 -11.29628 -11.30505 -11.17836 -10.87733
 -11.50883 -11.50884 -11.50883 -11.50882 -11.50882 -11.50884 -11.50883 -11.50884
