    9    /C +3 PHOTON EMISSIVITY COEFFICIENTS/
  1550.8 A  11   8 /FILMEM = JL1990C /TYPE = EXCIT    /INDM = 1/ISEL =    1
 1.25E-25 3.51E-17 3.04E-12 1.06E-10 5.09E-10 1.01E-09 1.08E-09 9.87E-10
   312.4 A  11   8 /FILMEM = JL1990C /TYPE = EXCIT    /INDM = 1/ISEL =    4
 1.00E+11 5.00E+11 1.00E+12 5.00E+12 1.00E+13 5.00E+13 1.00E+14 5.00E+14
 1.00E+15 5.00E+15 1.00E+16
 1.00E+00 2.00E+00 5.00E+00 1.00E+01 2.00E+01 5.00E+01 1.00E+02 2.00E+02
 3.19E-26 9.43E-18 9.22E-13 3.69E-11 2.13E-10 5.74E-10 7.91E-10 9.29E-10
 3.20E-26 9.44E-18 9.23E-13 3.69E-11 2.13E-10 5.74E-10 7.91E-10 9.29E-10
 3.20E-26 9.45E-18 9.23E-13 3.69E-11 2.13E-10 5.74E-10 7.91E-10 9.29E-10
 3.26E-26 9.56E-18 9.30E-13 3.71E-11 2.14E-10 5.75E-10 7.92E-10 9.29E-10
 3.32E-26 9.70E-18 9.39E-13 3.73E-11 2.15E-10 5.77E-10 7.93E-10 9.30E-10
 3.84E-26 1.08E-17 1.01E-12 3.92E-11 2.22E-10 5.88E-10 8.03E-10 9.37E-10
 4.46E-26 1.21E-17 1.09E-12 4.15E-11 2.31E-10 6.02E-10 8.15E-10 9.46E-10
 8.57E-26 2.13E-17 1.69E-12 5.85E-11 3.00E-10 7.11E-10 9.09E-10 1.01E-09
 1.22E-25 3.02E-17 2.31E-12 7.71E-11 3.77E-10 8.36E-10 1.02E-09 1.09E-09
 2.24E-25 6.01E-17 4.91E-12 1.65E-10 7.77E-10 1.54E-09 1.68E-09 1.59E-09
 2.50E-25 7.03E-17 6.08E-12 2.12E-10 1.02E-09 2.03E-09 2.17E-09 1.99E-09
   419.5 A  11   8 /FILMEM = JL1990C /TYPE = EXCIT    /INDM = 1/ISEL =    5
 1.00E+11 5.00E+11 1.00E+12 5.00E+12 1.00E+13 5.00E+13 1.00E+14 5.00E+14
 1.00E+15 5.00E+15 1.00E+16
 1.00E+00 2.00E+00 5.00E+00 1.00E+01 2.00E+01 5.00E+01 1.00E+02 2.00E+02
 2.58E-25 2.60E-17 1.30E-12 3.98E-11 1.88E-10 3.82E-10 4.06E-10 3.55E-10
 2.58E-25 2.60E-17 1.30E-12 3.98E-11 1.88E-10 3.82E-10 4.06E-10 3.55E-10
 2.58E-25 2.60E-17 1.30E-12 3.98E-11 1.88E-10 3.82E-10 4.06E-10 3.55E-10
 2.58E-25 2.60E-17 1.30E-12 3.98E-11 1.89E-10 3.82E-10 4.06E-10 3.55E-10
 2.58E-25 2.61E-17 1.30E-12 3.99E-11 1.89E-10 3.82E-10 4.06E-10 3.55E-10
 2.62E-25 2.63E-17 1.31E-12 4.01E-11 1.89E-10 3.84E-10 4.07E-10 3.56E-10
 2.66E-25 2.67E-17 1.32E-12 4.03E-11 1.90E-10 3.85E-10 4.09E-10 3.57E-10
 2.95E-25 2.89E-17 1.40E-12 4.22E-11 1.97E-10 3.97E-10 4.20E-10 3.67E-10
 3.20E-25 3.11E-17 1.48E-12 4.42E-11 2.05E-10 4.11E-10 4.34E-10 3.79E-10
 3.87E-25 3.80E-17 1.81E-12 5.35E-11 2.46E-10 4.87E-10 5.15E-10 4.54E-10
 3.99E-25 4.00E-17 1.95E-12 5.83E-11 2.69E-10 5.38E-10 5.75E-10 5.14E-10
   419.7 A  11   8 /FILMEM = JL1990C /TYPE = EXCIT    /INDM = 1/ISEL =    6
 1.00E+11 5.00E+11 1.00E+12 5.00E+12 1.00E+13 5.00E+13 1.00E+14 5.00E+14
 1.00E+15 5.00E+15 1.00E+16
 1.00E+00 2.00E+00 5.00E+00 1.00E+01 2.00E+01 5.00E+01 1.00E+02 2.00E+02
 5.17E-25 5.22E-17 2.60E-12 7.99E-11 3.78E-10 7.67E-10 8.14E-10 7.12E-10
 5.17E-25 5.22E-17 2.60E-12 7.99E-11 3.78E-10 7.67E-10 8.14E-10 7.12E-10
 5.17E-25 5.22E-17 2.60E-12 7.99E-11 3.78E-10 7.67E-10 8.14E-10 7.12E-10
 5.18E-25 5.23E-17 2.61E-12 8.00E-11 3.78E-10 7.67E-10 8.14E-10 7.12E-10
 5.19E-25 5.23E-17 2.61E-12 8.00E-11 3.79E-10 7.67E-10 8.15E-10 7.12E-10
 5.26E-25 5.29E-17 2.63E-12 8.04E-11 3.80E-10 7.70E-10 8.17E-10 7.14E-10
 5.35E-25 5.35E-17 2.65E-12 8.09E-11 3.82E-10 7.73E-10 8.20E-10 7.17E-10
 5.93E-25 5.80E-17 2.80E-12 8.46E-11 3.96E-10 7.97E-10 8.44E-10 7.37E-10
 6.43E-25 6.24E-17 2.97E-12 8.87E-11 4.12E-10 8.24E-10 8.71E-10 7.61E-10
 7.77E-25 7.64E-17 3.63E-12 1.07E-10 4.93E-10 9.77E-10 1.03E-09 9.11E-10
 8.00E-25 8.03E-17 3.91E-12 1.17E-10 5.41E-10 1.08E-09 1.15E-09 1.03E-09
   384.0 A  11   8 /FILMEM = JL1990C /TYPE = EXCIT    /INDM = 1/ISEL =    7
 1.00E+11 5.00E+11 1.00E+12 5.00E+12 1.00E+13 5.00E+13 1.00E+14 5.00E+14
 1.00E+15 5.00E+15 1.00E+16
 1.00E+00 2.00E+00 5.00E+00 1.00E+01 2.00E+01 5.00E+01 1.00E+02 2.00E+02
 2.12E-26 8.43E-18 9.63E-13 3.95E-11 2.21E-10 5.30E-10 6.36E-10 6.22E-10
 2.12E-26 8.44E-18 9.64E-13 3.96E-11 2.21E-10 5.31E-10 6.36E-10 6.22E-10
 2.13E-26 8.45E-18 9.65E-13 3.96E-11 2.21E-10 5.31E-10 6.36E-10 6.22E-10
 2.17E-26 8.58E-18 9.75E-13 3.99E-11 2.23E-10 5.33E-10 6.39E-10 6.24E-10
 2.23E-26 8.74E-18 9.87E-13 4.03E-11 2.24E-10 5.36E-10 6.42E-10 6.27E-10
 2.67E-26 1.00E-17 1.08E-12 4.32E-11 2.37E-10 5.61E-10 6.67E-10 6.50E-10
 3.19E-26 1.15E-17 1.20E-12 4.68E-11 2.53E-10 5.91E-10 6.99E-10 6.78E-10
 6.65E-26 2.21E-17 2.04E-12 7.35E-11 3.74E-10 8.23E-10 9.43E-10 8.95E-10
 9.72E-26 3.23E-17 2.92E-12 1.03E-10 5.09E-10 1.09E-09 1.23E-09 1.15E-09
 1.86E-25 6.72E-17 6.63E-12 2.41E-10 1.21E-09 2.60E-09 2.93E-09 2.76E-09
 2.11E-25 7.98E-17 8.34E-12 3.16E-10 1.64E-09 3.65E-09 4.22E-09 4.06E-09
   384.2 A  11   8 /FILMEM = JL1990C /TYPE = EXCIT    /INDM = 1/ISEL =    8
 1.00E+11 5.00E+11 1.00E+12 5.00E+12 1.00E+13 5.00E+13 1.00E+14 5.00E+14
 1.00E+15 5.00E+15 1.00E+16
 1.00E+00 2.00E+00 5.00E+00 1.00E+01 2.00E+01 5.00E+01 1.00E+02 2.00E+02
 4.24E-27 1.69E-18 1.93E-13 7.91E-12 4.42E-11 1.06E-10 1.27E-10 1.24E-10
 4.25E-27 1.69E-18 1.93E-13 7.91E-12 4.43E-11 1.06E-10 1.27E-10 1.24E-10
 4.26E-27 1.69E-18 1.93E-13 7.92E-12 4.43E-11 1.06E-10 1.27E-10 1.24E-10
 4.35E-27 1.72E-18 1.95E-13 7.98E-12 4.45E-11 1.07E-10 1.28E-10 1.25E-10
 4.46E-27 1.75E-18 1.97E-13 8.05E-12 4.49E-11 1.07E-10 1.28E-10 1.25E-10
 5.33E-27 2.00E-18 2.16E-13 8.64E-12 4.74E-11 1.12E-10 1.33E-10 1.30E-10
 6.38E-27 2.30E-18 2.39E-13 9.35E-12 5.06E-11 1.18E-10 1.40E-10 1.36E-10
 1.33E-26 4.42E-18 4.08E-13 1.47E-11 7.48E-11 1.65E-10 1.89E-10 1.79E-10
 1.94E-26 6.46E-18 5.85E-13 2.05E-11 1.02E-10 2.18E-10 2.46E-10 2.30E-10
 3.71E-26 1.34E-17 1.33E-12 4.82E-11 2.42E-10 5.20E-10 5.87E-10 5.52E-10
 4.23E-26 1.60E-17 1.67E-12 6.32E-11 3.29E-10 7.30E-10 8.43E-10 8.13E-10
   384.2 A  11   8 /FILMEM = JL1990C /TYPE = EXCIT    /INDM = 1/ISEL =    9
 1.00E+11 5.00E+11 1.00E+12 5.00E+12 1.00E+13 5.00E+13 1.00E+14 5.00E+14
 1.00E+15 5.00E+15 1.00E+16
 1.00E+00 2.00E+00 5.00E+00 1.00E+01 2.00E+01 5.00E+01 1.00E+02 2.00E+02
 5.08E-26 2.02E-17 2.31E-12 9.46E-11 5.31E-10 1.27E-09 1.52E-09 1.49E-09
 5.09E-26 2.02E-17 2.31E-12 9.46E-11 5.31E-10 1.27E-09 1.53E-09 1.49E-09
 5.10E-26 2.03E-17 2.31E-12 9.47E-11 5.31E-10 1.27E-09 1.53E-09 1.49E-09
 5.18E-26 2.05E-17 2.33E-12 9.52E-11 5.34E-10 1.28E-09 1.53E-09 1.50E-09
 5.28E-26 2.08E-17 2.35E-12 9.59E-11 5.37E-10 1.28E-09 1.54E-09 1.50E-09
 6.06E-26 2.30E-17 2.52E-12 1.01E-10 5.60E-10 1.33E-09 1.58E-09 1.54E-09
 6.99E-26 2.58E-17 2.73E-12 1.08E-10 5.88E-10 1.38E-09 1.64E-09 1.60E-09
 1.32E-25 4.47E-17 4.24E-12 1.56E-10 8.05E-10 1.80E-09 2.08E-09 1.99E-09
 1.87E-25 6.30E-17 5.83E-12 2.08E-10 1.05E-09 2.28E-09 2.60E-09 2.46E-09
 3.45E-25 1.26E-16 1.25E-11 4.57E-10 2.31E-09 5.01E-09 5.69E-09 5.37E-09
 3.91E-25 1.48E-16 1.56E-11 5.92E-10 3.09E-09 6.91E-09 8.01E-09 7.74E-09
C-----------------------------------------------------------------------
C
C  PHOTON EMISSIVITY COEFFICIENTS:
C
C  SOURCE SPECIFIC ION   FILE:/JETSHP.LILIKE.DATA(JL1990C)
C  SOURCE IONIS. COEFFT. FILE:/JETSHP.IONELEC.DATA(SZD#C)
C  META. ION. COEFF. SELECTOR:  4(1)
C  POPULATION PROCESSING CODE:  ADAS208
C
C  ISEL  WAVELENGTH      TRANSITION            TYPE    METASTABLE  IMET  NMET
C  ----  ----------  ------------------------  -----  ------------ ----  ----
C   1.    1550.8     2(2)1( 0.5)- 1(2)0( 0.5)  EXCIT   1(2)0( 0.5)   1     1
C   2.    1548.2     3(2)1( 1.5)- 1(2)0( 0.5)  EXCIT   1(2)0( 0.5)   1     1
C   3.     312.5     5(2)1( 0.5)- 1(2)0( 0.5)  EXCIT   1(2)0( 0.5)   1     1
C   4.     312.4     6(2)1( 1.5)- 1(2)0( 0.5)  EXCIT   1(2)0( 0.5)   1     1
C   5.     419.5     4(3)0( 0.5)- 2(2)1( 0.5)  EXCIT   1(2)0( 0.5)   1     1
C   6.     419.7     4(3)0( 0.5)- 3(2)1( 1.5)  EXCIT   1(2)0( 0.5)   1     1
C   7.     384.0     7(2)2( 1.5)- 2(2)1( 0.5)  EXCIT   1(2)0( 0.5)   1     1
C   8.     384.2     7(2)2( 1.5)- 3(2)1( 1.5)  EXCIT   1(2)0( 0.5)   1     1
C   9.     384.2     8(2)2( 2.5)- 3(2)1( 1.5)  EXCIT   1(2)0( 0.5)   1     1
C
C   NOTES:  PROCESSED 10/02/92
C
C-------------------------------------------------------------------------------
 
C---------------------------------------------------------------------------------
C ADAS ADF15 DATA - SCCS info: @(#)$Header: /home/adascvs/adas/adf15/ionelec/ionelec_pec#c3.dat,v 2.1 2004/07/07 00:24:13 whitefor Exp $ Date $Date: 2004/07/07 00:24:13 $
C---------------------------------------------------------------------------------
