    9    /C +3 PHOTON EMISSIVITY COEFFICIENTS/
  1550.8 A  11   8 /FILMEM = JL1990C /TYPE = EXCIT    /INDM = 1/ISEL =    1
 1.00E+11 5.00E+11 1.00E+12 5.00E+12 1.00E+13 5.00E+13 1.00E+14 5.00E+14
 1.00E+15 5.00E+15 1.00E+16
 1.00E+00 2.00E+00 5.00E+00 1.00E+01 2.00E+01 5.00E+01 1.00E+02 2.00E+02
 4.21E-11 1.65E-09 1.18E-08 1.93E-08 2.21E-08 2.08E-08 1.84E-08 1.56E-08
 4.21E-11 1.65E-09 1.18E-08 1.93E-08 2.21E-08 2.08E-08 1.84E-08 1.56E-08
 4.21E-11 1.65E-09 1.18E-08 1.93E-08 2.21E-08 2.08E-08 1.84E-08 1.56E-08
 4.20E-11 1.64E-09 1.18E-08 1.93E-08 2.21E-08 2.08E-08 1.84E-08 1.56E-08
 4.19E-11 1.64E-09 1.17E-08 1.93E-08 2.21E-08 2.08E-08 1.84E-08 1.56E-08
 4.12E-11 1.62E-09 1.16E-08 1.92E-08 2.20E-08 2.08E-08 1.83E-08 1.56E-08
 4.02E-11 1.59E-09 1.15E-08 1.90E-08 2.18E-08 2.07E-08 1.82E-08 1.55E-08
 3.41E-11 1.41E-09 1.06E-08 1.79E-08 2.08E-08 1.99E-08 1.77E-08 1.51E-08
 2.86E-11 1.23E-09 9.64E-09 1.66E-08 1.96E-08 1.90E-08 1.71E-08 1.47E-08
 1.25E-11 6.10E-10 5.60E-09 1.06E-08 1.35E-08 1.41E-08 1.32E-08 1.19E-08
 7.35E-12 3.75E-10 3.67E-09 7.34E-09 9.75E-09 1.07E-08 1.03E-08 9.57E-09
  1548.2 A  11   8 /FILMEM = JL1990C /TYPE = EXCIT    /INDM = 1/ISEL =    2
 1.00E+11 5.00E+11 1.00E+12 5.00E+12 1.00E+13 5.00E+13 1.00E+14 5.00E+14
 1.00E+15 5.00E+15 1.00E+16
 1.00E+00 2.00E+00 5.00E+00 1.00E+01 2.00E+01 5.00E+01 1.00E+02 2.00E+02
 8.35E-11 3.27E-09 2.35E-08 3.86E-08 4.43E-08 4.20E-08 3.71E-08 3.17E-08
 8.34E-11 3.27E-09 2.35E-08 3.86E-08 4.43E-08 4.20E-08 3.71E-08 3.17E-08
 8.34E-11 3.27E-09 2.35E-08 3.86E-08 4.43E-08 4.20E-08 3.71E-08 3.17E-08
 8.33E-11 3.26E-09 2.35E-08 3.86E-08 4.42E-08 4.19E-08 3.71E-08 3.16E-08
 8.31E-11 3.26E-09 2.34E-08 3.85E-08 4.42E-08 4.19E-08 3.71E-08 3.16E-08
 8.15E-11 3.21E-09 2.32E-08 3.83E-08 4.40E-08 4.18E-08 3.70E-08 3.16E-08
 7.97E-11 3.16E-09 2.30E-08 3.80E-08 4.37E-08 4.16E-08 3.68E-08 3.15E-08
 6.75E-11 2.80E-09 2.12E-08 3.57E-08 4.16E-08 4.01E-08 3.57E-08 3.07E-08
 5.67E-11 2.44E-09 1.93E-08 3.32E-08 3.93E-08 3.83E-08 3.45E-08 2.98E-08
 2.48E-11 1.21E-09 1.12E-08 2.13E-08 2.71E-08 2.84E-08 2.68E-08 2.41E-08
 1.46E-11 7.46E-10 7.34E-09 1.47E-08 1.96E-08 2.15E-08 2.09E-08 1.94E-08
   312.5 A  11   8 /FILMEM = JL1990C /TYPE = EXCIT    /INDM = 1/ISEL =    3
 1.00E+11 5.00E+11 1.00E+12 5.00E+12 1.00E+13 5.00E+13 1.00E+14 5.00E+14
 1.00E+15 5.00E+15 1.00E+16
 1.00E+00 2.00E+00 5.00E+00 1.00E+01 2.00E+01 5.00E+01 1.00E+02 2.00E+02
 1.59E-26 4.73E-18 4.62E-13 1.85E-11 1.07E-10 2.87E-10 3.95E-10 4.64E-10
 1.59E-26 4.73E-18 4.62E-13 1.85E-11 1.07E-10 2.87E-10 3.96E-10 4.64E-10
 1.60E-26 4.74E-18 4.62E-13 1.85E-11 1.07E-10 2.87E-10 3.96E-10 4.64E-10
 1.62E-26 4.80E-18 4.66E-13 1.86E-11 1.07E-10 2.87E-10 3.96E-10 4.64E-10
 1.66E-26 4.87E-18 4.70E-13 1.87E-11 1.07E-10 2.88E-10 3.97E-10 4.65E-10
 1.92E-26 5.41E-18 5.04E-13 1.96E-11 1.11E-10 2.94E-10 4.02E-10 4.68E-10
 2.23E-26 6.08E-18 5.45E-13 2.08E-11 1.16E-10 3.01E-10 4.08E-10 4.72E-10
 4.28E-26 1.07E-17 8.44E-13 2.93E-11 1.50E-10 3.55E-10 4.54E-10 5.05E-10
 6.10E-26 1.51E-17 1.16E-12 3.86E-11 1.89E-10 4.17E-10 5.09E-10 5.45E-10
 1.12E-25 3.01E-17 2.45E-12 8.24E-11 3.88E-10 7.68E-10 8.34E-10 7.89E-10
