   20    /BE+0 PHOTON EMISSIVITY COEFFICIENTS/
8254.1 A    10   8 /FILMEM = WJD91#BE/TYPE = EXCIT    /INDM  = 1/ISEL=    1
 0.00D+00 0.00D+00 0.00D+00 0.00D+00 0.00D+00 0.00D+00 0.00D+00 0.00D+00
2650.6 A    10   8 /FILMEM = WJD91#BE/TYPE = EXCIT    /INDM  = 2/ISEL=   14
 1.00D+11 2.00D+11 5.00D+11 1.00D+12 2.00D+12 5.00D+12 1.00D+13 2.00D+13
 5.00D+13 1.00D+14
 2.00D+00 5.00D+00 1.00D+01 1.50D+01 2.00D+01 3.00D+01 5.00D+01 8.00D+01
 3.03D-09 2.36D-08 5.99D-08 8.29D-08 9.84D-08 1.17D-07 1.28D-07 1.23D-07
 3.03D-09 2.36D-08 5.99D-08 8.29D-08 9.84D-08 1.17D-07 1.28D-07 1.23D-07
 3.03D-09 2.36D-08 5.99D-08 8.29D-08 9.84D-08 1.17D-07 1.28D-07 1.23D-07
 3.03D-09 2.36D-08 5.99D-08 8.29D-08 9.84D-08 1.17D-07 1.27D-07 1.23D-07
 3.03D-09 2.36D-08 5.98D-08 8.29D-08 9.83D-08 1.17D-07 1.27D-07 1.23D-07
 3.03D-09 2.36D-08 5.98D-08 8.28D-08 9.83D-08 1.17D-07 1.27D-07 1.23D-07
 3.03D-09 2.36D-08 5.97D-08 8.27D-08 9.81D-08 1.17D-07 1.27D-07 1.23D-07
 3.03D-09 2.36D-08 5.96D-08 8.25D-08 9.78D-08 1.16D-07 1.27D-07 1.22D-07
 3.02D-09 2.35D-08 5.92D-08 8.19D-08 9.70D-08 1.15D-07 1.26D-07 1.21D-07
 3.01D-09 2.33D-08 5.86D-08 8.08D-08 9.57D-08 1.13D-07 1.24D-07 1.19D-07
2494.6 A    10   8 /FILMEM = WJD91#BE/TYPE = EXCIT    /INDM  = 1/ISEL=   15
 1.00D+11 2.00D+11 5.00D+11 1.00D+12 2.00D+12 5.00D+12 1.00D+13 2.00D+13
 5.00D+13 1.00D+14
 2.00D+00 5.00D+00 1.00D+01 1.50D+01 2.00D+01 3.00D+01 5.00D+01 8.00D+01
 6.05D-10 2.81D-09 3.12D-09 2.65D-09 2.28D-09 1.75D-09 9.82D-10 4.37D-10
 6.10D-10 2.84D-09 3.17D-09 2.70D-09 2.33D-09 1.79D-09 1.00D-09 4.45D-10
 6.22D-10 2.92D-09 3.28D-09 2.81D-09 2.44D-09 1.88D-09 1.05D-09 4.64D-10
 6.35D-10 3.00D-09 3.40D-09 2.94D-09 2.56D-09 1.98D-09 1.11D-09 4.87D-10
 6.50D-10 3.07D-09 3.51D-09 3.05D-09 2.67D-09 2.08D-09 1.17D-09 5.11D-10
 6.57D-10 3.07D-09 3.52D-09 3.07D-09 2.70D-09 2.12D-09 1.20D-09 5.27D-10
 6.40D-10 2.94D-09 3.34D-09 2.91D-09 2.56D-09 2.02D-09 1.15D-09 5.10D-10
 5.92D-10 2.62D-09 2.93D-09 2.54D-09 2.23D-09 1.76D-09 1.02D-09 4.56D-10
 4.71D-10 1.94D-09 2.10D-09 1.80D-09 1.57D-09 1.24D-09 7.26D-10 3.33D-10
 3.49D-10 1.34D-09 1.41D-09 1.20D-09 1.05D-09 8.28D-10 4.88D-10 2.28D-10
2494.6 A    10   8 /FILMEM = WJD91#BE/TYPE = EXCIT    /INDM  = 2/ISEL=   16
 1.00D+11 2.00D+11 5.00D+11 1.00D+12 2.00D+12 5.00D+12 1.00D+13 2.00D+13
 5.00D+13 1.00D+14
 2.00D+00 5.00D+00 1.00D+01 1.50D+01 2.00D+01 3.00D+01 5.00D+01 8.00D+01
 1.26D-09 1.12D-08 2.62D-08 3.44D-08 3.99D-08 4.73D-08 5.24D-08 5.11D-08
 1.26D-09 1.12D-08 2.62D-08 3.45D-08 4.00D-08 4.75D-08 5.25D-08 5.12D-08
 1.30D-09 1.15D-08 2.67D-08 3.50D-08 4.06D-08 4.80D-08 5.30D-08 5.16D-08
 1.36D-09 1.18D-08 2.72D-08 3.56D-08 4.12D-08 4.86D-08 5.35D-08 5.20D-08
 1.44D-09 1.21D-08 2.76D-08 3.60D-08 4.16D-08 4.88D-08 5.36D-08 5.21D-08
 1.54D-09 1.21D-08 2.71D-08 3.51D-08 4.04D-08 4.73D-08 5.19D-08 5.05D-08
 1.57D-09 1.16D-08 2.53D-08 3.26D-08 3.74D-08 4.38D-08 4.81D-08 4.71D-08
 1.52D-09 1.03D-08 2.20D-08 2.81D-08 3.22D-08 3.76D-08 4.16D-08 4.11D-08
 1.30D-09 7.60D-09 1.56D-08 1.97D-08 2.24D-08 2.61D-08 2.92D-08 2.94D-08
 1.01D-09 5.25D-09 1.05D-08 1.31D-08 1.48D-08 1.73D-08 1.95D-08 1.98D-08
2351.0 A    10   8 /FILMEM = WJD91#BE/TYPE = EXCIT    /INDM  = 1/ISEL=   17
 1.00D+11 2.00D+11 5.00D+11 1.00D+12 2.00D+12 5.00D+12 1.00D+13 2.00D+13
 5.00D+13 1.00D+14
 2.00D+00 5.00D+00 1.00D+01 1.50D+01 2.00D+01 3.00D+01 5.00D+01 8.00D+01
 6.04D-13 3.12D-12 4.34D-12 4.94D-12 5.07D-12 4.47D-12 2.57D-12 1.06D-12
 1.13D-12 5.70D-12 7.87D-12 8.94D-12 9.18D-12 8.11D-12 4.69D-12 1.95D-12
 2.37D-12 1.13D-11 1.52D-11 1.72D-11 1.77D-11 1.57D-11 9.20D-12 3.92D-12
 3.72D-12 1.66D-11 2.16D-11 2.41D-11 2.47D-11 2.20D-11 1.31D-11 5.74D-12
 5.10D-12 2.10D-11 2.60D-11 2.85D-11 2.90D-11 2.57D-11 1.56D-11 7.06D-12
 6.21D-12 2.29D-11 2.63D-11 2.78D-11 2.77D-11 2.43D-11 1.50D-11 7.00D-12
 6.32D-12 2.17D-11 2.35D-11 2.40D-11 2.35D-11 2.03D-11 1.24D-11 5.91D-12
 5.90D-12 1.90D-11 1.95D-11 1.92D-11 1.85D-11 1.56D-11 9.53D-12 4.57D-12
 4.70D-12 1.38D-11 1.32D-11 1.26D-11 1.18D-11 9.85D-12 5.98D-12 2.90D-12
 3.48D-12 9.43D-12 8.71D-12 8.14D-12 7.57D-12 6.24D-12 3.79D-12 1.86D-12
2351.0 A    10   8 /FILMEM = WJD91#BE/TYPE = EXCIT    /INDM  = 2/ISEL=   18
