    3   16   25    1    3     /LITHIUM            /GCR PROJECT      
--------------------------------------------------------------------------------
   8.00000   8.69897   9.00000   9.69897  10.00000  10.69897  11.00000  11.69897
  12.00000  12.69897  13.00000  13.69897  14.00000  14.69897  15.00000  15.69897
  -0.69877  -0.52268  -0.30083  -0.15470   0.00020   0.47732   0.69917   0.84530
   1.00020   1.30123   1.47732   1.60226   1.69917   1.77835   1.84530   1.95444
   2.00020   2.47732   2.69917   2.84530   3.00020   3.47732   3.69917   3.84530
   4.00020
---------------------/ IGRD= 1  / IPRT= 1  /--------/ Z1= 1   / DATE= 11/11/02
 -16.89830 -16.67160 -16.57607 -16.35159 -16.25241 -16.00720 -15.89392 -15.61223
 -15.48881 -15.25045 -15.18518 -15.08704 -15.04183 -14.89912 -14.83100 -14.64485
 -13.95864 -13.74759 -13.65794 -13.44925 -13.35750 -13.13540 -13.03479 -12.79307
 -12.69156 -12.50822 -12.45367 -12.29863 -12.18776 -11.89635 -11.80074 -11.58322
 -11.46013 -11.31484 -11.24704 -11.08060 -11.00499 -10.82050 -10.73565 -10.53528
 -10.45525 -10.30231 -10.23312  -9.93633  -9.74002  -9.35675  -9.26242  -9.05811
 -10.24798 -10.15907 -10.11426  -9.99432  -9.93649  -9.78836  -9.71811  -9.54881
  -9.47982  -9.33129  -9.24665  -8.88768  -8.67990  -8.32601  -8.24802  -8.08134
  -9.26347  -9.21292  -9.18547  -9.10764  -9.06829  -8.96003  -8.90624  -8.77161
  -8.71337  -8.56900  -8.47336  -8.08798  -7.89214  -7.59280  -7.53198  -7.40285
  -7.66362  -7.64706  -7.63838  -7.60868  -7.59182  -7.54429  -7.51814  -7.44457
  -7.40660  -7.27004  -7.16123  -6.81040  -6.67943  -6.52226  -6.49418  -6.43297
  -7.37169  -7.35779  -7.34974  -7.32581  -7.31203  -7.26998  -7.24645  -7.17955
  -7.14372  -6.99599  -6.87918  -6.53907  -6.42760  -6.30270  -6.27961  -6.22735
  -7.25375  -7.24171  -7.23414  -7.21190  -7.19900  -7.15854  -7.13624  -7.07121
  -7.03483  -6.88270  -6.76382  -6.43687  -6.33745  -6.22861  -6.20795  -6.15981
  -7.17110  -7.15983  -7.15287  -7.13146  -7.11902  -7.08047  -7.05845  -6.99368
  -6.95795  -6.80334  -6.68433  -6.37687  -6.28786  -6.19137  -6.17224  -6.12606
  -7.08878  -7.07812  -7.07217  -7.05226  -7.04062  -7.00451  -6.98377  -6.92301
  -6.88752  -6.73103  -6.61193  -6.30692  -6.22234  -6.13282  -6.11458  -6.06917
  -7.07198  -7.06242  -7.05643  -7.03765  -7.02654  -6.99125  -6.97076  -6.91087
  -6.87697  -6.72525  -6.60551  -6.29515  -6.20838  -6.11857  -6.09978  -6.05254
  -7.07092  -7.06188  -7.05616  -7.03783  -7.02698  -6.99184  -6.97108  -6.91394
  -6.87970  -6.73222  -6.61160  -6.28684  -6.19543  -6.10159  -6.08291  -6.03629
  -7.07525  -7.06642  -7.06112  -7.04324  -7.03259  -6.99829  -6.97829  -6.92155
  -6.88760  -6.74393  -6.62485  -6.29573  -6.20186  -6.10550  -6.08660  -6.03973
  -7.08185  -7.07314  -7.06815  -7.05063  -7.04022  -7.00696  -6.98775  -6.93053
  -6.89777  -6.75756  -6.64079  -6.31166  -6.21649  -6.11832  -6.09908  -6.05159
  -7.08944  -7.08093  -7.07604  -7.05872  -7.04859  -7.01614  -6.99703  -6.93985
  -6.90878  -6.77179  -6.65682  -6.32650  -6.22999  -6.12971  -6.11021  -6.06233
  -7.10554  -7.09733  -7.09247  -7.07557  -7.06584  -7.03442  -7.01519  -6.95844
  -6.92931  -6.79922  -6.68711  -6.35370  -6.25419  -6.14961  -6.12957  -6.08091
  -7.11355  -7.10540  -7.10058  -7.08400  -7.07436  -7.04326  -7.02421  -6.96751
  -6.93833  -6.81187  -6.70115  -6.36693  -6.26587  -6.15937  -6.13901  -6.08980
  -7.21517  -7.20741  -7.20377  -7.19043  -7.18191  -7.15525  -7.13888  -7.08791
  -7.06087  -6.95849  -6.86676  -6.53447  -6.41434  -6.28320  -6.25925  -6.20484
  -7.26465  -7.25667  -7.25411  -7.24227  -7.23471  -7.21145  -7.19667  -7.14869
  -7.12285  -7.03116  -6.94965  -6.61972  -6.49120  -6.34581  -6.32008  -6.26372
