# ITER#1525 (F57 ref-20-NF-C0, tau=0.3e-6, ntime=150)  - 68.9 ms
# parallel velocity (up) (m.s-1)
   ix   iy      x           y           z01           z02           z03           z04           z05           z06           z07           z08           z09
    1    1  4.1805E+03 -3.8836E+03 -1.196801E+03 -1.178739E+03 -1.187157E+03 -1.158656E+03 -1.180969E+03 -1.185612E+03 -1.187328E+03 -1.187924E+03 -1.188298E+03
    2    1  4.1824E+03 -3.8828E+03 -7.364095E+02 -6.982380E+02 -7.163661E+02 -6.589311E+02 -7.046776E+02 -7.140047E+02 -7.175128E+02 -7.186945E+02 -7.194681E+02
    3    1  4.1844E+03 -3.8820E+03 -4.925321E+02 -4.701542E+02 -4.812379E+02 -4.489731E+02 -4.752302E+02 -4.804440E+02 -4.824422E+02 -4.831041E+02 -4.835557E+02
    4    1  4.1869E+03 -3.8810E+03  2.382156E+01  1.640603E+01  2.051370E+01  8.795171E+00  1.816710E+01  2.020388E+01  2.098209E+01  2.128813E+01  2.148183E+01
    5    1  4.1905E+03 -3.8796E+03 -5.961537E+02 -6.097775E+02 -6.019577E+02 -6.236523E+02 -6.061459E+02 -6.024221E+02 -6.010033E+02 -6.004404E+02 -6.000871E+02
    6    1  4.1960E+03 -3.8775E+03 -5.946469E+02 -6.020622E+02 -5.972409E+02 -6.108629E+02 -5.998004E+02 -5.975014E+02 -5.966565E+02 -5.962834E+02 -5.960628E+02
    7    1  4.2042E+03 -3.8742E+03 -1.657596E+02 -1.724770E+02 -1.671361E+02 -1.846374E+02 -1.697734E+02 -1.673704E+02 -1.665826E+02 -1.662170E+02 -1.660098E+02
    8    1  4.2161E+03 -3.8696E+03 -1.121203E+03 -1.100600E+03 -1.112286E+03 -1.081606E+03 -1.105822E+03 -1.111485E+03 -1.113500E+03 -1.114443E+03 -1.114958E+03
    9    1  4.2326E+03 -3.8631E+03 -2.355246E+03 -2.193990E+03 -2.294292E+03 -2.109927E+03 -2.233603E+03 -2.286574E+03 -2.307398E+03 -2.317094E+03 -2.322334E+03
   10    1  4.2548E+03 -3.8546E+03 -2.765714E+03 -2.541730E+03 -2.678358E+03 -2.443400E+03 -2.594428E+03 -2.667357E+03 -2.697513E+03 -2.711949E+03 -2.719846E+03
   11    1  4.2836E+03 -3.8436E+03 -2.914749E+03 -2.701077E+03 -2.857265E+03 -2.574207E+03 -2.766826E+03 -2.846188E+03 -2.869811E+03 -2.878309E+03 -2.881939E+03
   12    1  4.3204E+03 -3.8299E+03 -2.743341E+03 -2.584981E+03 -2.700658E+03 -2.480714E+03 -2.636610E+03 -2.693907E+03 -2.714256E+03 -2.722034E+03 -2.725126E+03
   13    1  4.3667E+03 -3.8129E+03 -2.036597E+03 -2.244783E+03 -2.095963E+03 -2.303451E+03 -2.198254E+03 -2.111165E+03 -2.085531E+03 -2.076847E+03 -2.072125E+03
   14    1  4.4249E+03 -3.7925E+03 -2.024063E+03 -2.305234E+03 -2.157884E+03 -2.341922E+03 -2.275544E+03 -2.180709E+03 -2.127731E+03 -2.100265E+03 -2.084475E+03
   15    1  4.4971E+03 -3.7686E+03 -3.096088E+03 -3.059598E+03 -3.064258E+03 -2.960113E+03 -3.083605E+03 -3.076642E+03 -3.065825E+03 -3.059165E+03 -3.058489E+03
   16    1  4.5842E+03 -3.7423E+03 -2.351154E+03 -2.652031E+03 -2.545258E+03 -2.547116E+03 -2.652020E+03 -2.574441E+03 -2.529394E+03 -2.491721E+03 -2.453080E+03
   17    1  4.6845E+03 -3.7170E+03 -1.089300E+03 -1.336712E+03 -1.446162E+03 -1.220165E+03 -1.459336E+03 -1.474810E+03 -1.495633E+03 -1.500180E+03 -1.485694E+03
   18    1  4.7929E+03 -3.6989E+03 -2.396337E+03 -7.165701E+02 -1.037372E+03 -5.985953E+02 -9.031969E+02 -1.027451E+03 -1.109501E+03 -1.187074E+03 -1.235118E+03
   19    1  4.8964E+03 -3.6959E+03 -2.032319E+03 -2.855645E+02 -5.759889E+02 -3.340964E+02 -5.076452E+02 -5.179764E+02 -5.395314E+02 -5.599967E+02 -5.749587E+02
   20    1  4.9755E+03 -3.7077E+03 -9.723646E+02  2.243700E+02 -1.581486E+02 -1.840549E+02 -1.860039E+02 -1.461170E+02 -1.606277E+02 -1.476109E+02 -1.487275E+02
