* number of heading lines in this data file : 15
* 
* BM 3D coordinates extracted from CASTEM
* Post-proc in Matlab : only reading CASTEM raw data (for checking) and write concatenate ascii files - no modifications of X,Y,Z coordinates
* Date CASTEM calculations : 15/03/2011
* Date Matlab post-processing data : 15/03/2011
* Files can be found in : C:\CASTEM_FW.BM coordinates for Steve. march. 2011 (bis) -  whole column - def
* Modif compared to latest version : - 
* 
* FIRST WALL GEOMETRY:
* Reference design November 2009 - slightly adjusted in January 2010 (CATIA skeleton post-Blanket CDR)
* higher spatial resolution than the one used for previous DIVIMP grid (2010)
* 
* DATA
* nºnode  nºelem  X(m)    Y(m)    Z(m) 
240.000  60.000   8.299   0.030   1.544
241.000  61.000   8.300   0.030   1.494
242.000  61.000   8.294   0.030   1.543
243.000  61.000   8.299   0.030   1.544
244.000  61.000   8.305   0.030   1.494
245.000  62.000   8.306   0.030   1.444
246.000  62.000   8.300   0.030   1.494
247.000  62.000   8.305   0.030   1.494
248.000  62.000   8.311   0.030   1.445
249.000  63.000   8.312   0.030   1.395
250.000  63.000   8.306   0.030   1.444
251.000  63.000   8.311   0.030   1.445
252.000  63.000   8.317   0.030   1.396
253.000  64.000   8.318   0.030   1.346
254.000  64.000   8.312   0.030   1.395
255.000  64.000   8.317   0.030   1.396
256.000  64.000   8.322   0.030   1.346
257.000  65.000   8.323   0.030   1.296
258.000  65.000   8.318   0.030   1.346
259.000  65.000   8.322   0.030   1.346
260.000  65.000   8.328   0.030   1.297
261.000  66.000   8.329   0.030   1.247
262.000  66.000   8.323   0.030   1.296
263.000  66.000   8.328   0.030   1.297
264.000  66.000   8.334   0.030   1.248
265.000  67.000   8.335   0.030   1.198
266.000  67.000   8.329   0.030   1.247
267.000  67.000   8.334   0.030   1.248
268.000  67.000   8.340   0.030   1.198
269.000  68.000   8.341   0.030   1.148
270.000  68.000   8.335   0.030   1.198
271.000  68.000   8.340   0.030   1.198
272.000  68.000   8.346   0.030   1.149
273.000  69.000   8.382   0.597   1.203
274.000  69.000   8.388   0.597   1.154
275.000  69.000   8.398   0.597   1.155
276.000  69.000   8.392   0.597   1.204
277.000  70.000   8.376   0.597   1.253
278.000  70.000   8.382   0.597   1.203
279.000  70.000   8.392   0.597   1.204
280.000  70.000   8.386   0.597   1.254
281.000  71.000   8.370   0.597   1.302
282.000  71.000   8.376   0.597   1.253
283.000  71.000   8.386   0.597   1.254
284.000  71.000   8.380   0.597   1.303
285.000  72.000   8.365   0.597   1.351
286.000  72.000   8.370   0.597   1.302
287.000  72.000   8.380   0.597   1.303
288.000  72.000   8.375   0.597   1.353
289.000  73.000   8.359   0.597   1.401
290.000  73.000   8.365   0.597   1.351
291.000  73.000   8.375   0.597   1.353
292.000  73.000   8.369   0.597   1.402
293.000  74.000   8.353   0.597   1.450
294.000  74.000   8.359   0.597   1.401
295.000  74.000   8.369   0.597   1.402
296.000  74.000   8.363   0.597   1.451
297.000  75.000   8.347   0.597   1.499
298.000  75.000   8.353   0.597   1.450
299.000  75.000   8.363   0.597   1.451
300.000  75.000   8.357   0.597   1.501
301.000  76.000   8.341   0.597   1.549
302.000  76.000   8.347   0.597   1.499
303.000  76.000   8.357   0.597   1.501
304.000  76.000   8.351   0.597   1.550
305.000  77.000   8.335   0.597   1.598
306.000  77.000   8.341   0.597   1.549
307.000  77.000   8.351   0.597   1.550
308.000  77.000   8.345   0.597   1.599
309.000  78.000   8.330   0.597   1.648
310.000  78.000   8.335   0.597   1.598
311.000  78.000   8.345   0.597   1.599
312.000  78.000   8.339   0.597   1.649
313.000  79.000   8.328   0.597   1.657
314.000  79.000   8.330   0.597   1.648
315.000  79.000   8.339   0.597   1.649
316.000  79.000   8.338   0.597   1.659
317.000  80.000   8.309   0.587   1.655
318.000  80.000   8.328   0.597   1.657
319.000  80.000   8.338   0.597   1.659
320.000  80.000   8.319   0.587   1.656
321.000  81.000   8.286   0.534   1.652
322.000  81.000   8.309   0.587   1.655
323.000  81.000   8.319   0.587   1.656
324.000  81.000   8.296   0.534   1.654
325.000  82.000   8.277   0.481   1.651
326.000  82.000   8.286   0.534   1.652
327.000  82.000   8.296   0.534   1.654
328.000  82.000   8.287   0.481   1.653
329.000  83.000   8.272   0.428   1.651
330.000  83.000   8.277   0.481   1.651
331.000  83.000   8.287   0.481   1.653
332.000  83.000   8.282   0.428   1.652
333.000  84.000   8.268   0.375   1.650
334.000  84.000   8.272   0.428   1.651
335.000  84.000   8.282   0.428   1.652
336.000  84.000   8.278   0.375   1.652
337.000  85.000   8.265   0.323   1.650
338.000  85.000   8.268   0.375   1.650
339.000  85.000   8.278   0.375   1.652
340.000  85.000   8.275   0.323   1.651
341.000  86.000   8.263   0.270   1.650
342.000  86.000   8.265   0.323   1.650
343.000  86.000   8.275   0.323   1.651
344.000  86.000   8.273   0.270   1.651
345.000  87.000   8.261   0.217   1.649
346.000  87.000   8.263   0.270   1.650
347.000  87.000   8.273   0.270   1.651
348.000  87.000   8.271   0.217   1.651
349.000  88.000   8.264   0.158   1.650
350.000  88.000   8.261   0.217   1.649
351.000  88.000   8.271   0.217   1.651
352.000  88.000   8.274   0.158   1.651
353.000  89.000   8.267   0.099   1.650
354.000  89.000   8.264   0.158   1.650
355.000  89.000   8.274   0.158   1.651
356.000  89.000   8.277   0.099   1.651
357.000  90.000   8.271   0.040   1.651
358.000  90.000   8.267   0.099   1.650
359.000  90.000   8.277   0.099   1.651
360.000  90.000   8.281   0.040   1.652
361.000  91.000   8.271   0.030   1.651
362.000  91.000   8.271   0.040   1.651
363.000  91.000   8.281   0.040   1.652
364.000  91.000   8.281   0.030   1.652
365.000  92.000   8.273   0.030   1.641
366.000  92.000   8.271   0.030   1.651
367.000  92.000   8.281   0.030   1.652
368.000  92.000   8.282   0.030   1.642
369.000  93.000   8.278   0.030   1.591
370.000  93.000   8.273   0.030   1.641
371.000  93.000   8.282   0.030   1.642
372.000  93.000   8.288   0.030   1.593
373.000  94.000   8.284   0.030   1.542
374.000  94.000   8.278   0.030   1.591
375.000  94.000   8.288   0.030   1.593
376.000  94.000   8.294   0.030   1.543
377.000  95.000   8.290   0.030   1.493
378.000  95.000   8.284   0.030   1.542
379.000  95.000   8.294   0.030   1.543
380.000  95.000   8.300   0.030   1.494
381.000  96.000   8.296   0.030   1.443
382.000  96.000   8.290   0.030   1.493
383.000  96.000   8.300   0.030   1.494
384.000  96.000   8.306   0.030   1.444
385.000  97.000   8.302   0.030   1.394
386.000  97.000   8.296   0.030   1.443
387.000  97.000   8.306   0.030   1.444
388.000  97.000   8.312   0.030   1.395
389.000  98.000   8.308   0.030   1.345
390.000  98.000   8.302   0.030   1.394
391.000  98.000   8.312   0.030   1.395
392.000  98.000   8.318   0.030   1.346
393.000  99.000   8.313   0.030   1.295
394.000  99.000   8.308   0.030   1.345
395.000  99.000   8.318   0.030   1.346
396.000  99.000   8.323   0.030   1.296
397.000 100.000   8.319   0.030   1.246
398.000 100.000   8.313   0.030   1.295
399.000 100.000   8.323   0.030   1.296
400.000 100.000   8.329   0.030   1.247
401.000 101.000   8.325   0.030   1.196
402.000 101.000   8.319   0.030   1.246
403.000 101.000   8.329   0.030   1.247
404.000 101.000   8.335   0.030   1.198
405.000 102.000   8.331   0.030   1.147
406.000 102.000   8.325   0.030   1.196
407.000 102.000   8.335   0.030   1.198
408.000 102.000   8.341   0.030   1.148
409.000 103.000   8.293   0.534   1.593
410.000 103.000   8.316   0.587   1.596
411.000 103.000   8.310   0.587   1.645
412.000 103.000   8.287   0.534   1.642
413.000 104.000   8.284   0.481   1.592
414.000 104.000   8.293   0.534   1.593
415.000 104.000   8.287   0.534   1.642
416.000 104.000   8.278   0.481   1.641
417.000 105.000   8.279   0.428   1.591
418.000 105.000   8.284   0.481   1.592
419.000 105.000   8.278   0.481   1.641
420.000 105.000   8.273   0.428   1.641
421.000 106.000   8.275   0.375   1.591
422.000 106.000   8.279   0.428   1.591
423.000 106.000   8.273   0.428   1.641
424.000 106.000   8.270   0.375   1.640
425.000 107.000   8.273   0.323   1.591
426.000 107.000   8.275   0.375   1.591
427.000 107.000   8.270   0.375   1.640
428.000 107.000   8.267   0.323   1.640
429.000 108.000   8.270   0.270   1.590
430.000 108.000   8.273   0.323   1.591
431.000 108.000   8.267   0.323   1.640
432.000 108.000   8.264   0.270   1.640
433.000 109.000   8.268   0.217   1.590
434.000 109.000   8.270   0.270   1.590
435.000 109.000   8.264   0.270   1.640
436.000 109.000   8.262   0.217   1.640
437.000 110.000   8.271   0.158   1.591
438.000 110.000   8.268   0.217   1.590
439.000 110.000   8.262   0.217   1.640
440.000 110.000   8.265   0.158   1.640
441.000 111.000   8.274   0.099   1.591
442.000 111.000   8.271   0.158   1.591
443.000 111.000   8.265   0.158   1.640
444.000 111.000   8.268   0.099   1.640
445.000 112.000   8.278   0.040   1.591
446.000 112.000   8.274   0.099   1.591
447.000 112.000   8.268   0.099   1.640
448.000 112.000   8.272   0.040   1.641
449.000 113.000   8.298   0.534   1.544
450.000 113.000   8.322   0.587   1.546
451.000 113.000   8.316   0.587   1.596
452.000 113.000   8.293   0.534   1.593
453.000 114.000   8.290   0.481   1.543
454.000 114.000   8.298   0.534   1.544
455.000 114.000   8.293   0.534   1.593
456.000 114.000   8.284   0.481   1.592
457.000 115.000   8.285   0.428   1.542
458.000 115.000   8.290   0.481   1.543
459.000 115.000   8.284   0.481   1.592
460.000 115.000   8.279   0.428   1.591
461.000 116.000   8.281   0.375   1.542
462.000 116.000   8.285   0.428   1.542
463.000 116.000   8.279   0.428   1.591
464.000 116.000   8.275   0.375   1.591
465.000 117.000   8.278   0.323   1.541
466.000 117.000   8.281   0.375   1.542
467.000 117.000   8.275   0.375   1.591
468.000 117.000   8.273   0.323   1.591
469.000 118.000   8.276   0.270   1.541
470.000 118.000   8.278   0.323   1.541
471.000 118.000   8.273   0.323   1.591
472.000 118.000   8.270   0.270   1.590
473.000 119.000   8.274   0.217   1.541
474.000 119.000   8.276   0.270   1.541
475.000 119.000   8.270   0.270   1.590
476.000 119.000   8.268   0.217   1.590
477.000 120.000   8.277   0.158   1.541
478.000 120.000   8.274   0.217   1.541
479.000 120.000   8.268   0.217   1.590
480.000 120.000   8.271   0.158   1.591
481.000 121.000   8.280   0.099   1.542
482.000 121.000   8.277   0.158   1.541
483.000 121.000   8.271   0.158   1.591
484.000 121.000   8.274   0.099   1.591
485.000 122.000   8.283   0.040   1.542
486.000 122.000   8.280   0.099   1.542
487.000 122.000   8.274   0.099   1.591
488.000 122.000   8.278   0.040   1.591
489.000 123.000   8.304   0.534   1.494
490.000 123.000   8.327   0.587   1.497
491.000 123.000   8.322   0.587   1.546
492.000 123.000   8.298   0.534   1.544
493.000 124.000   8.296   0.481   1.493
494.000 124.000   8.304   0.534   1.494
495.000 124.000   8.298   0.534   1.544
496.000 124.000   8.290   0.481   1.543
497.000 125.000   8.291   0.428   1.493
498.000 125.000   8.296   0.481   1.493
499.000 125.000   8.290   0.481   1.543
500.000 125.000   8.285   0.428   1.542
501.000 126.000   8.287   0.375   1.492
502.000 126.000   8.291   0.428   1.493
503.000 126.000   8.285   0.428   1.542
504.000 126.000   8.281   0.375   1.542
505.000 127.000   8.284   0.323   1.492
506.000 127.000   8.287   0.375   1.492
507.000 127.000   8.281   0.375   1.542
508.000 127.000   8.278   0.323   1.541
509.000 128.000   8.282   0.270   1.492
510.000 128.000   8.284   0.323   1.492
511.000 128.000   8.278   0.323   1.541
512.000 128.000   8.276   0.270   1.541
513.000 129.000   8.280   0.217   1.491
514.000 129.000   8.282   0.270   1.492
515.000 129.000   8.276   0.270   1.541
516.000 129.000   8.274   0.217   1.541
517.000 130.000   8.282   0.158   1.492
518.000 130.000   8.280   0.217   1.491
519.000 130.000   8.274   0.217   1.541
520.000 130.000   8.277   0.158   1.541
521.000 131.000   8.286   0.099   1.492
522.000 131.000   8.282   0.158   1.492
523.000 131.000   8.277   0.158   1.541
524.000 131.000   8.280   0.099   1.542
525.000 132.000   8.289   0.040   1.493
526.000 132.000   8.286   0.099   1.492
527.000 132.000   8.280   0.099   1.542
528.000 132.000   8.283   0.040   1.542
529.000 133.000   8.310   0.534   1.445
530.000 133.000   8.333   0.587   1.448
531.000 133.000   8.327   0.587   1.497
532.000 133.000   8.304   0.534   1.494
533.000 134.000   8.302   0.481   1.444
534.000 134.000   8.310   0.534   1.445
535.000 134.000   8.304   0.534   1.494
536.000 134.000   8.296   0.481   1.493
537.000 135.000   8.297   0.428   1.443
538.000 135.000   8.302   0.481   1.444
539.000 135.000   8.296   0.481   1.493
540.000 135.000   8.291   0.428   1.493
541.000 136.000   8.293   0.375   1.443
542.000 136.000   8.297   0.428   1.443
543.000 136.000   8.291   0.428   1.493
544.000 136.000   8.287   0.375   1.492
545.000 137.000   8.290   0.323   1.443
546.000 137.000   8.293   0.375   1.443
547.000 137.000   8.287   0.375   1.492
548.000 137.000   8.284   0.323   1.492
549.000 138.000   8.288   0.270   1.442
550.000 138.000   8.290   0.323   1.443
551.000 138.000   8.284   0.323   1.492
552.000 138.000   8.282   0.270   1.492
553.000 139.000   8.286   0.217   1.442
554.000 139.000   8.288   0.270   1.442
555.000 139.000   8.282   0.270   1.492
556.000 139.000   8.280   0.217   1.491
557.000 140.000   8.288   0.158   1.442
558.000 140.000   8.286   0.217   1.442
559.000 140.000   8.280   0.217   1.491
560.000 140.000   8.282   0.158   1.492
561.000 141.000   8.291   0.099   1.443
562.000 141.000   8.288   0.158   1.442
563.000 141.000   8.282   0.158   1.492
564.000 141.000   8.286   0.099   1.492
565.000 142.000   8.295   0.040   1.443
566.000 142.000   8.291   0.099   1.443
567.000 142.000   8.286   0.099   1.492
568.000 142.000   8.289   0.040   1.493
569.000 143.000   8.316   0.534   1.396
570.000 143.000   8.339   0.587   1.398
571.000 143.000   8.333   0.587   1.448
572.000 143.000   8.310   0.534   1.445
573.000 144.000   8.308   0.481   1.395
574.000 144.000   8.316   0.534   1.396
575.000 144.000   8.310   0.534   1.445
576.000 144.000   8.302   0.481   1.444
577.000 145.000   8.302   0.428   1.394
578.000 145.000   8.308   0.481   1.395
579.000 145.000   8.302   0.481   1.444
580.000 145.000   8.297   0.428   1.443
581.000 146.000   8.299   0.375   1.394
582.000 146.000   8.302   0.428   1.394
583.000 146.000   8.297   0.428   1.443
584.000 146.000   8.293   0.375   1.443
585.000 147.000   8.296   0.323   1.393
586.000 147.000   8.299   0.375   1.394
587.000 147.000   8.293   0.375   1.443
588.000 147.000   8.290   0.323   1.443
589.000 148.000   8.293   0.270   1.393
590.000 148.000   8.296   0.323   1.393
591.000 148.000   8.290   0.323   1.443
592.000 148.000   8.288   0.270   1.442
593.000 149.000   8.291   0.217   1.393
594.000 149.000   8.293   0.270   1.393
595.000 149.000   8.288   0.270   1.442
596.000 149.000   8.286   0.217   1.442
597.000 150.000   8.294   0.158   1.393
598.000 150.000   8.291   0.217   1.393
599.000 150.000   8.286   0.217   1.442
600.000 150.000   8.288   0.158   1.442
601.000 151.000   8.297   0.099   1.393
602.000 151.000   8.294   0.158   1.393
603.000 151.000   8.288   0.158   1.442
604.000 151.000   8.291   0.099   1.443
605.000 152.000   8.301   0.040   1.394
606.000 152.000   8.297   0.099   1.393
607.000 152.000   8.291   0.099   1.443
608.000 152.000   8.295   0.040   1.443
609.000 153.000   8.322   0.534   1.346
610.000 153.000   8.345   0.587   1.349
611.000 153.000   8.339   0.587   1.398
612.000 153.000   8.316   0.534   1.396
613.000 154.000   8.313   0.481   1.345
614.000 154.000   8.322   0.534   1.346
615.000 154.000   8.316   0.534   1.396
616.000 154.000   8.308   0.481   1.395
617.000 155.000   8.308   0.428   1.345
618.000 155.000   8.313   0.481   1.345
619.000 155.000   8.308   0.481   1.395
620.000 155.000   8.302   0.428   1.394
621.000 156.000   8.305   0.375   1.344
622.000 156.000   8.308   0.428   1.345
623.000 156.000   8.302   0.428   1.394
624.000 156.000   8.299   0.375   1.394
625.000 157.000   8.302   0.323   1.344
626.000 157.000   8.305   0.375   1.344
627.000 157.000   8.299   0.375   1.394
628.000 157.000   8.296   0.323   1.393
629.000 158.000   8.299   0.270   1.344
630.000 158.000   8.302   0.323   1.344
631.000 158.000   8.296   0.323   1.393
632.000 158.000   8.293   0.270   1.393
633.000 159.000   8.297   0.217   1.343
634.000 159.000   8.299   0.270   1.344
635.000 159.000   8.293   0.270   1.393
636.000 159.000   8.291   0.217   1.393
637.000 160.000   8.300   0.158   1.344
638.000 160.000   8.297   0.217   1.343
639.000 160.000   8.291   0.217   1.393
640.000 160.000   8.294   0.158   1.393
641.000 161.000   8.303   0.099   1.344
642.000 161.000   8.300   0.158   1.344
643.000 161.000   8.294   0.158   1.393
644.000 161.000   8.297   0.099   1.393
645.000 162.000   8.307   0.040   1.345
646.000 162.000   8.303   0.099   1.344
647.000 162.000   8.297   0.099   1.393
648.000 162.000   8.301   0.040   1.394
649.000 163.000   8.328   0.534   1.297
650.000 163.000   8.351   0.587   1.300
651.000 163.000   8.345   0.587   1.349
652.000 163.000   8.322   0.534   1.346
653.000 164.000   8.319   0.481   1.296
654.000 164.000   8.328   0.534   1.297
655.000 164.000   8.322   0.534   1.346
656.000 164.000   8.313   0.481   1.345
657.000 165.000   8.314   0.428   1.295
658.000 165.000   8.319   0.481   1.296
659.000 165.000   8.313   0.481   1.345
660.000 165.000   8.308   0.428   1.345
661.000 166.000   8.310   0.375   1.295
662.000 166.000   8.314   0.428   1.295
