    2   26   48    1    2     /HELIUM             /ABELS-VAN MAANEN 1985   ADF11
  -7.15896  -7.15896  -7.15896  -7.15896  -7.15896  -7.15896  -7.15896  -7.15896
  -7.15896  -7.15896
  -7.10897  -7.10897  -7.10897  -7.10897  -7.10897  -7.10897  -7.10897  -7.10897
  -7.10897  -7.10897  -7.10897  -7.10897  -7.10897  -7.10897  -7.10897  -7.10897
  -7.10897  -7.10897  -7.10897  -7.10897  -7.10897  -7.10897  -7.10897  -7.10897
  -7.10897  -7.10897
  -7.05899  -7.05899  -7.05899  -7.05899  -7.05899  -7.05899  -7.05899  -7.05899
  -7.05899  -7.05899  -7.05899  -7.05899  -7.05899  -7.05899  -7.05899  -7.05899
  -7.05899  -7.05899  -7.05899  -7.05899  -7.05899  -7.05899  -7.05899  -7.05899
  -7.05899  -7.05899
  -7.00900  -7.00900  -7.00900  -7.00900  -7.00900  -7.00900  -7.00900  -7.00900
  -7.00900  -7.00900  -7.00900  -7.00900  -7.00900  -7.00900  -7.00900  -7.00900
  -7.00900  -7.00900  -7.00900  -7.00900  -7.00900  -7.00900  -7.00900  -7.00900
  -7.00900  -7.00900
  -6.95901  -6.95901  -6.95901  -6.95901  -6.95901  -6.95901  -6.95901  -6.95901
  -6.95901  -6.95901  -6.95901  -6.95901  -6.95901  -6.95901  -6.95901  -6.95901
  -6.95901  -6.95901  -6.95901  -6.95901  -6.95901  -6.95901  -6.95901  -6.95901
  -6.95901  -6.95901
  -6.90902  -6.90902  -6.90902  -6.90902  -6.90902  -6.90902  -6.90902  -6.90902
  -6.90902  -6.90902  -6.90902  -6.90902  -6.90902  -6.90902  -6.90902  -6.90902
  -6.90902  -6.90902  -6.90902  -6.90902  -6.90902  -6.90902  -6.90902  -6.90902
  -6.90902  -6.90902
  -6.85903  -6.85903  -6.85903  -6.85903  -6.85903  -6.85903  -6.85903  -6.85903
  -6.85903  -6.85903  -6.85903  -6.85903  -6.85903  -6.85903  -6.85903  -6.85903
  -6.85903  -6.85903  -6.85903  -6.85903  -6.85903  -6.85903  -6.85903  -6.85903
  -6.85903  -6.85903
  -6.80904  -6.80904  -6.80904  -6.80904  -6.80904  -6.80904  -6.80904  -6.80904
  -6.80904  -6.80904  -6.80904  -6.80904  -6.80904  -6.80904  -6.80904  -6.80904
  -6.80904  -6.80904  -6.80904  -6.80904  -6.80904  -6.80904  -6.80904  -6.80904
  -6.80904  -6.80904
  -6.75905  -6.75905  -6.75905  -6.75905  -6.75905  -6.75905  -6.75905  -6.75905
  -6.75905  -6.75905  -6.75905  -6.75905  -6.75905  -6.75905  -6.75905  -6.75905
  -6.75905  -6.75905  -6.75905  -6.75905  -6.75905  -6.75905  -6.75905  -6.75905
  -6.75905  -6.75905
  -6.70906  -6.70906  -6.70906  -6.70906  -6.70906  -6.70906  -6.70906  -6.70906
  -6.70906  -6.70906  -6.70906  -6.70906  -6.70906  -6.70906  -6.70906  -6.70906
  -6.70906  -6.70906  -6.70906  -6.70906  -6.70906  -6.70906  -6.70906  -6.70906
  -6.70906  -6.70906
  -6.65907  -6.65907  -6.65907  -6.65907  -6.65907  -6.65907  -6.65907  -6.65907
  -6.65907  -6.65907  -6.65907  -6.65907  -6.65907  -6.65907  -6.65907  -6.65907
  -6.65907  -6.65907  -6.65907  -6.65907  -6.65907  -6.65907  -6.65907  -6.65907
  -6.65907  -6.65907
  -6.60908  -6.60908  -6.60908  -6.60908  -6.60908  -6.60908  -6.60908  -6.60908
  -6.60908  -6.60908  -6.60908  -6.60908  -6.60908  -6.60908  -6.60908  -6.60908
  -6.60908  -6.60908  -6.60908  -6.60908  -6.60908  -6.60908  -6.60908  -6.60908
  -6.60908  -6.60908
  -6.55909  -6.55909  -6.55909  -6.55909  -6.55909  -6.55909  -6.55909  -6.55909
  -6.55909  -6.55909  -6.55909  -6.55909  -6.55909  -6.55909  -6.55909  -6.55909
  -6.55909  -6.55909  -6.55909  -6.55909  -6.55909  -6.55909  -6.55909  -6.55909
  -6.55909  -6.55909
 
C---------------------------------------------------------------------------------
C ADAS ADF11 DATA - SCCS info: @(#)$Header: /home/adascvs/adas/adf11/ccd89/ccd89_he.dat,v 2.1 2004/07/07 00:03:04 whitefor Exp $ Date $Date: 2004/07/07 00:03:04 $
C---------------------------------------------------------------------------------
