    4   24   25    1    4     /BERYLLIUM          /GCR PROJECT      
--------------------------------------------------------------------------------
    2    1    2    1    1                                                       
--------------------------------------------------------------------------------
   4.00000   4.47712   5.00000   5.47712   6.00000   6.47712   7.00000   7.47712
   8.00000   8.47712   9.00000   9.47712  10.00000  10.47712  11.00000  11.47712
  12.00000  12.47712  13.00000  13.47712  14.00000  14.47712  15.00000  15.47712
  -0.69877  -0.52268  -0.30083  -0.15470   0.07938   0.30123   0.47732   0.65341
   0.84530   1.04159   1.25547   1.44736   1.65341   1.84530   2.00020   2.23065
   2.43157   2.63367   2.82628   3.02139   3.21690   3.39814   3.60766   3.79954
   4.00020
---------------------/ IPRT= 1  / IGRD= 0  /--------/ Z1= 1   / DATE= 23/02/06
 -29.99620 -29.99608 -29.99362 -29.98984 -29.98674 -29.98375 -29.97765 -29.97313
 -29.85136 -29.85140 -29.85136 -29.85135 -29.85136 -29.85135 -29.85136 -29.85146
 -29.85157 -29.85157 -29.85163 -29.85152 -29.85172 -29.85167 -29.85182 -29.85176
 -29.85214 -29.85210 -29.85220 -29.85206 -29.85544 -29.85598 -29.85919 -29.86028
 -29.44160 -29.44204 -29.44213 -29.44212 -29.44210 -29.44207 -29.44227 -29.44289
 -29.44374 -29.44419 -29.44417 -29.44437 -29.44576 -29.44642 -29.44631 -29.44652
 -29.44753 -29.44811 -29.44820 -29.44998 -29.45289 -29.45547 -29.45861 -29.46392
 -29.13024 -29.13030 -29.13051 -29.13065 -29.13085 -29.13130 -29.13190 -29.13226
 -29.13267 -29.13338 -29.13382 -29.13433 -29.13530 -29.13600 -29.13639 -29.13709
 -29.13737 -29.13795 -29.13883 -29.14090 -29.14380 -29.14689 -29.15157 -29.15590
 -29.02513 -29.02522 -29.02518 -29.02527 -29.02556 -29.02592 -29.02643 -29.02706
 -29.02781 -29.02834 -29.02874 -29.02964 -29.03016 -29.03102 -29.03162 -29.03205
 -29.03255 -29.03294 -29.03418 -29.03591 -29.03895 -29.04266 -29.04738 -29.05194
 -29.03406 -29.03417 -29.03412 -29.03419 -29.03449 -29.03493 -29.03544 -29.03580
 -29.03634 -29.03726 -29.03784 -29.03828 -29.03919 -29.03975 -29.04063 -29.04120
 -29.04167 -29.04207 -29.04334 -29.04516 -29.04793 -29.05123 -29.05596 -29.06067
 -29.13969 -29.13964 -29.13965 -29.13987 -29.14023 -29.14051 -29.14083 -29.14129
 -29.14196 -29.14260 -29.14322 -29.14380 -29.14443 -29.14502 -29.14566 -29.14627
 -29.14687 -29.14752 -29.14806 -29.14959 -29.15257 -29.15552 -29.16038 -29.16447
 -29.26929 -29.26941 -29.26929 -29.26917 -29.26919 -29.26940 -29.26994 -29.27074
 -29.27141 -29.27133 -29.27209 -29.27263 -29.27344 -29.27411 -29.27431 -29.27476
 -29.27573 -29.27576 -29.27634 -29.27751 -29.28003 -29.28310 -29.28674 -29.29053
 -29.38712 -29.38744 -29.38793 -29.38801 -29.38781 -29.38779 -29.38810 -29.38870
 -29.38932 -29.38944 -29.38954 -29.39020 -29.39082 -29.39063 -29.39190 -29.39186
 -29.39214 -29.39217 -29.39323 -29.39430 -29.39555 -29.39713 -29.40100 -29.40381
 -29.45718 -29.45711 -29.45720 -29.45771 -29.45837 -29.45855 -29.45845 -29.45852
 -29.45858 -29.45842 -29.45947 -29.45983 -29.45977 -29.45981 -29.45974 -29.46085
 -29.46111 -29.46106 -29.46101 -29.46209 -29.46344 -29.46467 -29.46597 -29.46841
 -29.47382 -29.47384 -29.47385 -29.47380 -29.47375 -29.47383 -29.47381 -29.47346
 -29.47356 -29.47491 -29.47512 -29.47505 -29.47508 -29.47507 -29.47510 -29.47502
 -29.47503 -29.47489 -29.47616 -29.47643 -29.47615 -29.47724 -29.47861 -29.48000
 -29.47837 -29.47895 -29.47936 -29.47840 -29.47682 -29.47645 -29.47659 -29.47598
 -29.47661 -29.48019 -29.47826 -29.47827 -29.47862 -29.47836 -29.47936 -29.47709
 -29.47646 -29.47614 -29.47990 -29.47923 -29.47667 -29.47716 -29.47992 -29.48013
 -29.48259 -29.48369 -29.48446 -29.48267 -29.47967 -29.47888 -29.47916 -29.47832
 -29.47943 -29.48509 -29.48117 -29.48126 -29.48190 -29.48142 -29.48332 -29.47901
 -29.47778 -29.47729 -29.48337 -29.48183 -29.47715 -29.47708 -29.48113 -29.48026
 -29.48747 -29.48916 -29.49036 -29.48760 -29.48296 -29.48169 -29.48214 -29.48103
 -29.48270 -29.49075 -29.48453 -29.48472 -29.48570 -29.48495 -29.48788 -29.48123
 -29.47931 -29.47863 -29.48739 -29.48484 -29.47770 -29.47699 -29.48254 -29.48040
 -29.49194 -29.49417 -29.49577 -29.49212 -29.48597 -29.48426 -29.48487 -29.48351
 -29.48569 -29.49594 -29.48761 -29.48788 -29.48917 -29.48818 -29.49207 -29.48326
 -29.48071 -29.47985 -29.49107 -29.48759 -29.47821 -29.47692 -29.48382 -29.48053
 -29.49662 -29.49942 -29.50142 -29.49684 -29.48913 -29.48695 -29.48772 -29.48610
 -29.48882 -29.50136 -29.49083 -29.49119 -29.49281 -29.49157 -29.49644 -29.48538
 -29.48217 -29.48113 -29.49491 -29.49047 -29.47874 -29.47683 -29.48517 -29.48067
---------------------/ IPRT= 2  / IGRD= 0  /--------/ Z1= 2   / DATE= 23/02/06
 -29.07951 -28.82328 -28.59218 -28.37263 -28.09409 -27.79409 -27.39622 -26.95486
 -26.40913 -25.89124 -25.31947 -24.79608 -24.23024 -23.72533 -23.19081 -22.71433
 -22.19989 -21.73037 -21.21711 -20.74479 -20.22526 -19.74721 -19.22375 -18.74487
 -30.19387 -30.22877 -30.25829 -30.28404 -30.29785 -30.27729 -30.20358 -30.08237
 -29.90659 -29.73005 -29.52489 -29.31792 -29.05422 -28.74179 -28.30684 -27.84146
 -27.29789 -26.79300 -26.23864 -25.74134 -25.20911 -24.73256 -24.21463 -23.74119
 -30.16226 -30.15977 -30.15737 -30.15516 -30.15309 -30.15215 -30.15284 -30.15543
 -30.15914 -30.16151 -30.16184 -30.15866 -30.14747 -30.12871 -30.09569 -30.05056
 -29.98024 -29.88815 -29.73513 -29.51409 -29.15830 -28.75117 -28.25421 -27.78551
 -30.23594 -30.23534 -30.23479 -30.23415 -30.23319 -30.23209 -30.23082 -30.22976
 -30.22822 -30.22578 -30.22137 -30.21552 -30.20605 -30.19573 -30.18159 -30.16249
 -30.13326 -30.09888 -30.05175 -29.99994 -29.91177 -29.79069 -29.58809 -29.31950
 -30.34186 -30.34183 -30.34149 -30.34149 -30.34150 -30.34087 -30.33938 -30.33747
 -30.33470 -30.33139 -30.32709 -30.32281 -30.31658 -30.31205 -30.30667 -30.30000
 -30.28822 -30.27134 -30.24615 -30.21232 -30.16167 -30.10221 -30.03091 -29.96126
 -30.43062 -30.43036 -30.42992 -30.42952 -30.42918 -30.42899 -30.42875 -30.42828
 -30.42750 -30.42661 -30.42514 -30.42379 -30.42070 -30.41712 -30.41277 -30.40596
 -30.39681 -30.38501 -30.37021 -30.35341 -30.32828 -30.29716 -30.25359 -30.20134
 -30.49350 -30.49370 -30.49387 -30.49366 -30.49331 -30.49333 -30.49340 -30.49290
 -30.49201 -30.49140 -30.49029 -30.48886 -30.48736 -30.48509 -30.48203 -30.47925
 -30.47403 -30.46634 -30.45632 -30.44480 -30.42779 -30.40731 -30.37846 -30.34537
 -30.54688 -30.54633 -30.54552 -30.54528 -30.54549 -30.54568 -30.54560 -30.54515
 -30.54497 -30.54560 -30.54405 -30.54344 -30.54176 -30.54160 -30.54039 -30.53706
 -30.53335 -30.52954 -30.52298 -30.51586 -30.50521 -30.49246 -30.47475 -30.45387
 -30.58956 -30.58958 -30.58962 -30.58967 -30.58966 -30.58953 -30.58956 -30.59002
 -30.58990 -30.58822 -30.58791 -30.58796 -30.58810 -30.58677 -30.58477 -30.58491
 -30.58207 -30.58036 -30.57596 -30.57275 -30.56581 -30.55809 -30.54819 -30.53582
 -30.61493 -30.61491 -30.61487 -30.61485 -30.61485 -30.61487 -30.61487 -30.61481
 -30.61483 -30.61505 -30.61499 -30.61516 -30.61352 -30.61303 -30.61352 -30.61181
 -30.61188 -30.61040 -30.60902 -30.60596 -30.60283 -30.59864 -30.59239 -30.58671
 -30.61910 -30.61910 -30.61911 -30.61911 -30.61911 -30.61911 -30.61911 -30.61912
 -30.61912 -30.61908 -30.61910 -30.61904 -30.61933 -30.61780 -30.61740 -30.61733
 -30.61743 -30.61594 -30.61581 -30.61446 -30.61270 -30.61123 -30.60815 -30.60500
 -30.60047 -30.60047 -30.60047 -30.60046 -30.60047 -30.60047 -30.60047 -30.60046
 -30.60046 -30.60048 -30.60048 -30.60048 -30.60042 -30.60060 -30.60083 -30.59963
 -30.59931 -30.59962 -30.59907 -30.59783 -30.59799 -30.59658 -30.59548 -30.59407
 -30.56018 -30.56018 -30.56018 -30.56018 -30.56018 -30.56018 -30.56018 -30.56018
 -30.56018 -30.56017 -30.56018 -30.56017 -30.56019 -30.56015 -30.56011 -30.56030
 -30.56032 -30.56034 -30.55974 -30.55970 -30.55995 -30.55829 -30.55795 -30.55802
 -30.50805 -30.50805 -30.50805 -30.50805 -30.50805 -30.50805 -30.50805 -30.50805
 -30.50805 -30.50805 -30.50805 -30.50805 -30.50805 -30.50805 -30.50805 -30.50805
 -30.50805 -30.50805 -30.50804 -30.50804 -30.50805 -30.50805 -30.50824 -30.50694
 -30.45847 -30.45847 -30.45847 -30.45847 -30.45847 -30.45847 -30.45847 -30.45847
 -30.45847 -30.45847 -30.45847 -30.45847 -30.45847 -30.45847 -30.45847 -30.45848
 -30.45848 -30.45848 -30.45847 -30.45847 -30.45846 -30.45850 -30.45850 -30.45849
 -30.37288 -30.37288 -30.37288 -30.37288 -30.37288 -30.37288 -30.37288 -30.37288
 -30.37288 -30.37288 -30.37288 -30.37288 -30.37288 -30.37288 -30.37288 -30.37288
 -30.37288 -30.37288 -30.37288 -30.37288 -30.37288 -30.37288 -30.37287 -30.37289
 -30.29360 -30.29360 -30.29360 -30.29360 -30.29360 -30.29360 -30.29360 -30.29360
 -30.29360 -30.29360 -30.29360 -30.29360 -30.29360 -30.29360 -30.29360 -30.29360
 -30.29360 -30.29360 -30.29360 -30.29360 -30.29360 -30.29359 -30.29360 -30.29359
 -30.21154 -30.21154 -30.21154 -30.21154 -30.21154 -30.21154 -30.21154 -30.21154
 -30.21154 -30.21154 -30.21154 -30.21154 -30.21154 -30.21154 -30.21154 -30.21154
 -30.21154 -30.21154 -30.21154 -30.21154 -30.21154 -30.21154 -30.21154 -30.21154
 -30.13243 -30.13243 -30.13243 -30.13243 -30.13243 -30.13243 -30.13243 -30.13243
 -30.13243 -30.13243 -30.13243 -30.13243 -30.13243 -30.13243 -30.13243 -30.13243
 -30.13243 -30.13243 -30.13243 -30.13243 -30.13243 -30.13243 -30.13243 -30.13243
 -30.05076 -30.05076 -30.05076 -30.05076 -30.05076 -30.05076 -30.05076 -30.05076
 -30.05076 -30.05076 -30.05076 -30.05076 -30.05076 -30.05076 -30.05076 -30.05076
 -30.05076 -30.05076 -30.05076 -30.05076 -30.05076 -30.05076 -30.05076 -30.05076
 -29.96890 -29.96890 -29.96890 -29.96890 -29.96890 -29.96890 -29.96890 -29.96890
