   54   26   48    1   54     /                   /                        ADF11
 -------------------------------------------------------------------------------
  10.00000  10.20000  10.40000  10.60000  10.80000  11.00000  11.20000  11.40000
  11.60000  11.80000  12.00000  12.20000  12.40000  12.60000  12.80000  13.00000
  13.20000  13.40000  13.60000  13.80000  14.00000  14.20000  14.40000  14.60000
  14.80000  15.00000
    .00000    .09998    .19996    .29993    .39991    .49989    .59987    .69985
    .79982    .89980    .99978   1.09976   1.19974   1.29972   1.39969   1.49967
   1.59965   1.69963   1.79961   1.89958   1.99956   2.09954   2.19952   2.29950
   2.39947   2.49945   2.59943   2.69941   2.79939   2.89936   2.99934   3.09932
   3.19930   3.29928   3.39925   3.49923   3.59921   3.69919   3.79917   3.89915
   3.99912   4.09910   4.19908   4.29906   4.39904   4.49901   4.59899   4.69897
 --------------------/ IGRD= 1  / IPRT= 0  /        / Z1= 1   / DATE= 26.01.98
 -29.24509 -29.24509 -29.24509 -29.24509 -29.24509 -29.24509 -29.24509 -29.24509
 -29.24509 -29.24509 -29.24509 -29.24509 -29.24509 -29.24509 -29.24509 -29.24509
 -29.24509 -29.24509 -29.24509 -29.24509 -29.24509 -29.24509 -29.24509 -29.24509
 -29.24509 -29.24509
 -28.32804 -28.32804 -28.32804 -28.32804 -28.32804 -28.32804 -28.32804 -28.32804
 -28.32804 -28.32804 -28.32804 -28.32804 -28.32804 -28.32804 -28.32804 -28.32804
 -28.32804 -28.32804 -28.32804 -28.32804 -28.32804 -28.32804 -28.32804 -28.32804
 -28.32804 -28.32804
 -27.60967 -27.60967 -27.60967 -27.60967 -27.60967 -27.60967 -27.60967 -27.60967
 -27.60967 -27.60967 -27.60967 -27.60967 -27.60967 -27.60967 -27.60967 -27.60967
 -27.60967 -27.60967 -27.60967 -27.60967 -27.60967 -27.60967 -27.60967 -27.60967
 -27.60967 -27.60967
 -27.04919 -27.04919 -27.04919 -27.04919 -27.04919 -27.04919 -27.04919 -27.04919
 -27.04919 -27.04919 -27.04919 -27.04919 -27.04919 -27.04919 -27.04919 -27.04919
 -27.04919 -27.04919 -27.04919 -27.04919 -27.04919 -27.04919 -27.04919 -27.04919
 -27.04919 -27.04919
 -26.61419 -26.61419 -26.61419 -26.61419 -26.61419 -26.61419 -26.61419 -26.61419
 -26.61419 -26.61419 -26.61419 -26.61419 -26.61419 -26.61419 -26.61419 -26.61419
 -26.61419 -26.61419 -26.61419 -26.61419 -26.61419 -26.61419 -26.61419 -26.61419
 -26.61419 -26.61419
 -26.27889 -26.27889 -26.27889 -26.27889 -26.27889 -26.27889 -26.27889 -26.27889
 -26.27889 -26.27889 -26.27889 -26.27889 -26.27889 -26.27889 -26.27889 -26.27889
 -26.27889 -26.27889 -26.27889 -26.27889 -26.27889 -26.27889 -26.27889 -26.27889
 -26.27889 -26.27889
 -26.02280 -26.02280 -26.02280 -26.02280 -26.02280 -26.02280 -26.02280 -26.02280
 -26.02280 -26.02280 -26.02280 -26.02280 -26.02280 -26.02280 -26.02280 -26.02280
 -26.02280 -26.02280 -26.02280 -26.02280 -26.02280 -26.02280 -26.02280 -26.02280
 -26.02280 -26.02280
 -25.82964 -25.82964 -25.82964 -25.82964 -25.82964 -25.82964 -25.82964 -25.82964
 -25.82964 -25.82964 -25.82964 -25.82964 -25.82964 -25.82964 -25.82964 -25.82964
 -25.82964 -25.82964 -25.82964 -25.82964 -25.82964 -25.82964 -25.82964 -25.82964
 -25.82964 -25.82964
 -25.68646 -25.68646 -25.68646 -25.68646 -25.68646 -25.68646 -25.68646 -25.68646
 -25.68646 -25.68646 -25.68646 -25.68646 -25.68646 -25.68646 -25.68646 -25.68646
 -25.68646 -25.68646 -25.68646 -25.68646 -25.68646 -25.68646 -25.68646 -25.68646
 -25.68646 -25.68646
 -25.58301 -25.58301 -25.58301 -25.58301 -25.58301 -25.58301 -25.58301 -25.58301
 -25.58301 -25.58301 -25.58301 -25.58301 -25.58301 -25.58301 -25.58301 -25.58301
 -25.58301 -25.58301 -25.58301 -25.58301 -25.58301 -25.58301 -25.58301 -25.58301
 -25.58301 -25.58301
 -25.51111 -25.51111 -25.51111 -25.51111 -25.51111 -25.51111 -25.51111 -25.51111
 -25.51111 -25.51111 -25.51111 -25.51111 -25.51111 -25.51111 -25.51111 -25.51111
 -25.51111 -25.51111 -25.51111 -25.51111 -25.51111 -25.51111 -25.51111 -25.51111
 -25.51111 -25.51111
 -25.46427 -25.46427 -25.46427 -25.46427 -25.46427 -25.46427 -25.46427 -25.46427
 -25.46427 -25.46427 -25.46427 -25.46427 -25.46427 -25.46427 -25.46427 -25.46427
 -25.46427 -25.46427 -25.46427 -25.46427 -25.46427 -25.46427 -25.46427 -25.46427
 -25.46427 -25.46427
 -25.43733 -25.43733 -25.43733 -25.43733 -25.43733 -25.43733 -25.43733 -25.43733
 -25.43733 -25.43733 -25.43733 -25.43733 -25.43733 -25.43733 -25.43733 -25.43733
 -25.43733 -25.43733 -25.43733 -25.43733 -25.43733 -25.43733 -25.43733 -25.43733
 -25.43733 -25.43733
 -25.42622 -25.42622 -25.42622 -25.42622 -25.42622 -25.42622 -25.42622 -25.42622
 -25.42622 -25.42622 -25.42622 -25.42622 -25.42622 -25.42622 -25.42622 -25.42622
 -25.42622 -25.42622 -25.42622 -25.42622 -25.42622 -25.42622 -25.42622 -25.42622
 -25.42622 -25.42622
 -25.42767 -25.42767 -25.42767 -25.42767 -25.42767 -25.42767 -25.42767 -25.42767
 -25.42767 -25.42767 -25.42767 -25.42767 -25.42767 -25.42767 -25.42767 -25.42767
 -25.42767 -25.42767 -25.42767 -25.42767 -25.42767 -25.42767 -25.42767 -25.42767
 -25.42767 -25.42767
 -25.43910 -25.43910 -25.43910 -25.43910 -25.43910 -25.43910 -25.43910 -25.43910
 -25.43910 -25.43910 -25.43910 -25.43910 -25.43910 -25.43910 -25.43910 -25.43910
 -25.43910 -25.43910 -25.43910 -25.43910 -25.43910 -25.43910 -25.43910 -25.43910
 -25.43910 -25.43910
 -25.45846 -25.45846 -25.45846 -25.45846 -25.45846 -25.45846 -25.45846 -25.45846
 -25.45846 -25.45846 -25.45846 -25.45846 -25.45846 -25.45846 -25.45846 -25.45846
 -25.45846 -25.45846 -25.45846 -25.45846 -25.45846 -25.45846 -25.45846 -25.45846
 -25.45846 -25.45846
 -25.48412 -25.48412 -25.48412 -25.48412 -25.48412 -25.48412 -25.48412 -25.48412
 -25.48412 -25.48412 -25.48412 -25.48412 -25.48412 -25.48412 -25.48412 -25.48412
 -25.48412 -25.48412 -25.48412 -25.48412 -25.48412 -25.48412 -25.48412 -25.48412
 -25.48412 -25.48412
 -25.51478 -25.51478 -25.51478 -25.51478 -25.51478 -25.51478 -25.51478 -25.51478
 -25.51478 -25.51478 -25.51478 -25.51478 -25.51478 -25.51478 -25.51478 -25.51478
 -25.51478 -25.51478 -25.51478 -25.51478 -25.51478 -25.51478 -25.51478 -25.51478
 -25.51478 -25.51478
 -25.54942 -25.54942 -25.54942 -25.54942 -25.54942 -25.54942 -25.54942 -25.54942
 -25.54942 -25.54942 -25.54942 -25.54942 -25.54942 -25.54942 -25.54942 -25.54942
 -25.54942 -25.54942 -25.54942 -25.54942 -25.54942 -25.54942 -25.54942 -25.54942
 -25.54942 -25.54942
 -25.58721 -25.58721 -25.58721 -25.58721 -25.58721 -25.58721 -25.58721 -25.58721
 -25.58721 -25.58721 -25.58721 -25.58721 -25.58721 -25.58721 -25.58721 -25.58721
 -25.58721 -25.58721 -25.58721 -25.58721 -25.58721 -25.58721 -25.58721 -25.58721
 -25.58721 -25.58721
 -25.62751 -25.62751 -25.62751 -25.62751 -25.62751 -25.62751 -25.62751 -25.62751
 -25.62751 -25.62751 -25.62751 -25.62751 -25.62751 -25.62751 -25.62751 -25.62751
 -25.62751 -25.62751 -25.62751 -25.62751 -25.62751 -25.62751 -25.62751 -25.62751
 -25.62751 -25.62751
 -25.66980 -25.66980 -25.66980 -25.66980 -25.66980 -25.66980 -25.66980 -25.66980
 -25.66980 -25.66980 -25.66980 -25.66980 -25.66980 -25.66980 -25.66980 -25.66980
 -25.66980 -25.66980 -25.66980 -25.66980 -25.66980 -25.66980 -25.66980 -25.66980
 -25.66980 -25.66980
 -25.71368 -25.71368 -25.71368 -25.71368 -25.71368 -25.71368 -25.71368 -25.71368
 -25.71368 -25.71368 -25.71368 -25.71368 -25.71368 -25.71368 -25.71368 -25.71368
 -25.71368 -25.71368 -25.71368 -25.71368 -25.71368 -25.71368 -25.71368 -25.71368
 -25.71368 -25.71368
 -25.75881 -25.75881 -25.75881 -25.75881 -25.75881 -25.75881 -25.75881 -25.75881
 -25.75881 -25.75881 -25.75881 -25.75881 -25.75881 -25.75881 -25.75881 -25.75881
 -25.75881 -25.75881 -25.75881 -25.75881 -25.75881 -25.75881 -25.75881 -25.75881
 -25.75881 -25.75881
 -25.80494 -25.80494 -25.80494 -25.80494 -25.80494 -25.80494 -25.80494 -25.80494
 -25.80494 -25.80494 -25.80494 -25.80494 -25.80494 -25.80494 -25.80494 -25.80494
 -25.80494 -25.80494 -25.80494 -25.80494 -25.80494 -25.80494 -25.80494 -25.80494
 -25.80494 -25.80494
 -25.85187 -25.85187 -25.85187 -25.85187 -25.85187 -25.85187 -25.85187 -25.85187
 -25.85187 -25.85187 -25.85187 -25.85187 -25.85187 -25.85187 -25.85187 -25.85187
 -25.85187 -25.85187 -25.85187 -25.85187 -25.85187 -25.85187 -25.85187 -25.85187
 -25.85187 -25.85187
 -25.89942 -25.89942 -25.89942 -25.89942 -25.89942 -25.89942 -25.89942 -25.89942
 -25.89942 -25.89942 -25.89942 -25.89942 -25.89942 -25.89942 -25.89942 -25.89942
 -25.89942 -25.89942 -25.89942 -25.89942 -25.89942 -25.89942 -25.89942 -25.89942
 -25.89942 -25.89942
 -25.94748 -25.94748 -25.94748 -25.94748 -25.94748 -25.94748 -25.94748 -25.94748
 -25.94748 -25.94748 -25.94748 -25.94748 -25.94748 -25.94748 -25.94748 -25.94748
 -25.94748 -25.94748 -25.94748 -25.94748 -25.94748 -25.94748 -25.94748 -25.94748
 -25.94748 -25.94748
 -25.99593 -25.99593 -25.99593 -25.99593 -25.99593 -25.99593 -25.99593 -25.99593
 -25.99593 -25.99593 -25.99593 -25.99593 -25.99593 -25.99593 -25.99593 -25.99593
 -25.99593 -25.99593 -25.99593 -25.99593 -25.99593 -25.99593 -25.99593 -25.99593
 -25.99593 -25.99593
 -26.04470 -26.04470 -26.04470 -26.04470 -26.04470 -26.04470 -26.04470 -26.04470
 -26.04470 -26.04470 -26.04470 -26.04470 -26.04470 -26.04470 -26.04470 -26.04470
 -26.04470 -26.04470 -26.04470 -26.04470 -26.04470 -26.04470 -26.04470 -26.04470
 -26.04470 -26.04470
 -26.09372 -26.09372 -26.09372 -26.09372 -26.09372 -26.09372 -26.09372 -26.09372
 -26.09372 -26.09372 -26.09372 -26.09372 -26.09372 -26.09372 -26.09372 -26.09372
 -26.09372 -26.09372 -26.09372 -26.09372 -26.09372 -26.09372 -26.09372 -26.09372
 -26.09372 -26.09372
 -26.14294 -26.14294 -26.14294 -26.14294 -26.14294 -26.14294 -26.14294 -26.14294
 -26.14294 -26.14294 -26.14294 -26.14294 -26.14294 -26.14294 -26.14294 -26.14294
 -26.14294 -26.14294 -26.14294 -26.14294 -26.14294 -26.14294 -26.14294 -26.14294
 -26.14294 -26.14294
 -26.19232 -26.19232 -26.19232 -26.19232 -26.19232 -26.19232 -26.19232 -26.19232
 -26.19232 -26.19232 -26.19232 -26.19232 -26.19232 -26.19232 -26.19232 -26.19232
 -26.19232 -26.19232 -26.19232 -26.19232 -26.19232 -26.19232 -26.19232 -26.19232
 -26.19232 -26.19232
 -26.24182 -26.24182 -26.24182 -26.24182 -26.24182 -26.24182 -26.24182 -26.24182
 -26.24182 -26.24182 -26.24182 -26.24182 -26.24182 -26.24182 -26.24182 -26.24182
 -26.24182 -26.24182 -26.24182 -26.24182 -26.24182 -26.24182 -26.24182 -26.24182
 -26.24182 -26.24182
 -26.29142 -26.29142 -26.29142 -26.29142 -26.29142 -26.29142 -26.29142 -26.29142
 -26.29142 -26.29142 -26.29142 -26.29142 -26.29142 -26.29142 -26.29142 -26.29142
 -26.29142 -26.29142 -26.29142 -26.29142 -26.29142 -26.29142 -26.29142 -26.29142
 -26.29142 -26.29142
 -26.34110 -26.34110 -26.34110 -26.34110 -26.34110 -26.34110 -26.34110 -26.34110
 -26.34110 -26.34110 -26.34110 -26.34110 -26.34110 -26.34110 -26.34110 -26.34110
 -26.34110 -26.34110 -26.34110 -26.34110 -26.34110 -26.34110 -26.34110 -26.34110
 -26.34110 -26.34110
 -26.39085 -26.39085 -26.39085 -26.39085 -26.39085 -26.39085 -26.39085 -26.39085
 -26.39085 -26.39085 -26.39085 -26.39085 -26.39085 -26.39085 -26.39085 -26.39085
 -26.39085 -26.39085 -26.39085 -26.39085 -26.39085 -26.39085 -26.39085 -26.39085
 -26.39085 -26.39085
 -26.44064 -26.44064 -26.44064 -26.44064 -26.44064 -26.44064 -26.44064 -26.44064
 -26.44064 -26.44064 -26.44064 -26.44064 -26.44064 -26.44064 -26.44064 -26.44064
 -26.44064 -26.44064 -26.44064 -26.44064 -26.44064 -26.44064 -26.44064 -26.44064
 -26.44064 -26.44064
 -26.49048 -26.49048 -26.49048 -26.49048 -26.49048 -26.49048 -26.49048 -26.49048
 -26.49048 -26.49048 -26.49048 -26.49048 -26.49048 -26.49048 -26.49048 -26.49048
 -26.49048 -26.49048 -26.49048 -26.49048 -26.49048 -26.49048 -26.49048 -26.49048
 -26.49048 -26.49048
 -26.54035 -26.54035 -26.54035 -26.54035 -26.54035 -26.54035 -26.54035 -26.54035
 -26.54035 -26.54035 -26.54035 -26.54035 -26.54035 -26.54035 -26.54035 -26.54035
 -26.54035 -26.54035 -26.54035 -26.54035 -26.54035 -26.54035 -26.54035 -26.54035
 -26.54035 -26.54035
 -26.59024 -26.59024 -26.59024 -26.59024 -26.59024 -26.59024 -26.59024 -26.59024
 -26.59024 -26.59024 -26.59024 -26.59024 -26.59024 -26.59024 -26.59024 -26.59024
 -26.59024 -26.59024 -26.59024 -26.59024 -26.59024 -26.59024 -26.59024 -26.59024
 -26.59024 -26.59024
 -26.64015 -26.64015 -26.64015 -26.64015 -26.64015 -26.64015 -26.64015 -26.64015
 -26.64015 -26.64015 -26.64015 -26.64015 -26.64015 -26.64015 -26.64015 -26.64015
 -26.64015 -26.64015 -26.64015 -26.64015 -26.64015 -26.64015 -26.64015 -26.64015
 -26.64015 -26.64015
 -26.69008 -26.69008 -26.69008 -26.69008 -26.69008 -26.69008 -26.69008 -26.69008
 -26.69008 -26.69008 -26.69008 -26.69008 -26.69008 -26.69008 -26.69008 -26.69008
 -26.69008 -26.69008 -26.69008 -26.69008 -26.69008 -26.69008 -26.69008 -26.69008
 -26.69008 -26.69008
 -26.74002 -26.74002 -26.74002 -26.74002 -26.74002 -26.74002 -26.74002 -26.74002
 -26.74002 -26.74002 -26.74002 -26.74002 -26.74002 -26.74002 -26.74002 -26.74002
 -26.74002 -26.74002 -26.74002 -26.74002 -26.74002 -26.74002 -26.74002 -26.74002
 -26.74002 -26.74002
 -26.78997 -26.78997 -26.78997 -26.78997 -26.78997 -26.78997 -26.78997 -26.78997
 -26.78997 -26.78997 -26.78997 -26.78997 -26.78997 -26.78997 -26.78997 -26.78997
 -26.78997 -26.78997 -26.78997 -26.78997 -26.78997 -26.78997 -26.78997 -26.78997
 -26.78997 -26.78997
 -26.83993 -26.83993 -26.83993 -26.83993 -26.83993 -26.83993 -26.83993 -26.83993
 -26.83993 -26.83993 -26.83993 -26.83993 -26.83993 -26.83993 -26.83993 -26.83993
 -26.83993 -26.83993 -26.83993 -26.83993 -26.83993 -26.83993 -26.83993 -26.83993
 -26.83993 -26.83993
 -26.88989 -26.88989 -26.88989 -26.88989 -26.88989 -26.88989 -26.88989 -26.88989
 -26.88989 -26.88989 -26.88989 -26.88989 -26.88989 -26.88989 -26.88989 -26.88989
 -26.88989 -26.88989 -26.88989 -26.88989 -26.88989 -26.88989 -26.88989 -26.88989
 -26.88989 -26.88989
 --------------------/ IGRD= 1  / IPRT= 0  /        / Z1= 2   / DATE= 26.01.98
 -29.82153 -29.82153 -29.82153 -29.82153 -29.82153 -29.82153 -29.82153 -29.82153
 -29.82153 -29.82153 -29.82153 -29.82153 -29.82153 -29.82153 -29.82153 -29.82153
 -29.82153 -29.82153 -29.82153 -29.82153 -29.82153 -29.82153 -29.82153 -29.82153
 -29.82153 -29.82153
 -28.60187 -28.60187 -28.60187 -28.60187 -28.60187 -28.60187 -28.60187 -28.60187
 -28.60187 -28.60187 -28.60187 -28.60187 -28.60187 -28.60187 -28.60187 -28.60187
 -28.60187 -28.60187 -28.60187 -28.60187 -28.60187 -28.60187 -28.60187 -28.60187
 -28.60187 -28.60187
 -27.62105 -27.62105 -27.62105 -27.62105 -27.62105 -27.62105 -27.62105 -27.62105
 -27.62105 -27.62105 -27.62105 -27.62105 -27.62105 -27.62105 -27.62105 -27.62105
 -27.62105 -27.62105 -27.62105 -27.62105 -27.62105 -27.62105 -27.62105 -27.62105
 -27.62105 -27.62105
 -26.83854 -26.83854 -26.83854 -26.83854 -26.83854 -26.83854 -26.83854 -26.83854
 -26.83854 -26.83854 -26.83854 -26.83854 -26.83854 -26.83854 -26.83854 -26.83854
 -26.83854 -26.83854 -26.83854 -26.83854 -26.83854 -26.83854 -26.83854 -26.83854
 -26.83854 -26.83854
 -26.21897 -26.21897 -26.21897 -26.21897 -26.21897 -26.21897 -26.21897 -26.21897
 -26.21897 -26.21897 -26.21897 -26.21897 -26.21897 -26.21897 -26.21897 -26.21897
 -26.21897 -26.21897 -26.21897 -26.21897 -26.21897 -26.21897 -26.21897 -26.21897
 -26.21897 -26.21897
 -25.73211 -25.73211 -25.73211 -25.73211 -25.73211 -25.73211 -25.73211 -25.73211
 -25.73211 -25.73211 -25.73211 -25.73211 -25.73211 -25.73211 -25.73211 -25.73211
 -25.73211 -25.73211 -25.73211 -25.73211 -25.73211 -25.73211 -25.73211 -25.73211
 -25.73211 -25.73211
 -25.35264 -25.35264 -25.35264 -25.35264 -25.35264 -25.35264 -25.35264 -25.35264
 -25.35264 -25.35264 -25.35264 -25.35264 -25.35264 -25.35264 -25.35264 -25.35264
 -25.35264 -25.35264 -25.35264 -25.35264 -25.35264 -25.35264 -25.35264 -25.35264
 -25.35264 -25.35264
 -25.05967 -25.05967 -25.05967 -25.05967 -25.05967 -25.05967 -25.05967 -25.05967
 -25.05967 -25.05967 -25.05967 -25.05967 -25.05967 -25.05967 -25.05967 -25.05967
 -25.05967 -25.05967 -25.05967 -25.05967 -25.05967 -25.05967 -25.05967 -25.05967
 -25.05967 -25.05967
 -24.83611 -24.83611 -24.83611 -24.83611 -24.83611 -24.83611 -24.83611 -24.83611
 -24.83611 -24.83611 -24.83611 -24.83611 -24.83611 -24.83611 -24.83611 -24.83611
 -24.83611 -24.83611 -24.83611 -24.83611 -24.83611 -24.83611 -24.83611 -24.83611
 -24.83611 -24.83611
 -24.66812 -24.66812 -24.66812 -24.66812 -24.66812 -24.66812 -24.66812 -24.66812
 -24.66812 -24.66812 -24.66812 -24.66812 -24.66812 -24.66812 -24.66812 -24.66812
 -24.66812 -24.66812 -24.66812 -24.66812 -24.66812 -24.66812 -24.66812 -24.66812
 -24.66812 -24.66812
 -24.54453 -24.54453 -24.54453 -24.54453 -24.54453 -24.54453 -24.54453 -24.54453
 -24.54453 -24.54453 -24.54453 -24.54453 -24.54453 -24.54453 -24.54453 -24.54453
 -24.54453 -24.54453 -24.54453 -24.54453 -24.54453 -24.54453 -24.54453 -24.54453
 -24.54453 -24.54453
 -24.45638 -24.45638 -24.45638 -24.45638 -24.45638 -24.45638 -24.45638 -24.45638
 -24.45638 -24.45638 -24.45638 -24.45638 -24.45638 -24.45638 -24.45638 -24.45638
 -24.45638 -24.45638 -24.45638 -24.45638 -24.45638 -24.45638 -24.45638 -24.45638
 -24.45638 -24.45638
 -24.39648 -24.39648 -24.39648 -24.39648 -24.39648 -24.39648 -24.39648 -24.39648
 -24.39648 -24.39648 -24.39648 -24.39648 -24.39648 -24.39648 -24.39648 -24.39648
 -24.39648 -24.39648 -24.39648 -24.39648 -24.39648 -24.39648 -24.39648 -24.39648
 -24.39648 -24.39648
 -24.35907 -24.35907 -24.35907 -24.35907 -24.35907 -24.35907 -24.35907 -24.35907
 -24.35907 -24.35907 -24.35907 -24.35907 -24.35907 -24.35907 -24.35907 -24.35907
 -24.35907 -24.35907 -24.35907 -24.35907 -24.35907 -24.35907 -24.35907 -24.35907
 -24.35907 -24.35907
 -24.33957 -24.33957 -24.33957 -24.33957 -24.33957 -24.33957 -24.33957 -24.33957
 -24.33957 -24.33957 -24.33957 -24.33957 -24.33957 -24.33957 -24.33957 -24.33957
 -24.33957 -24.33957 -24.33957 -24.33957 -24.33957 -24.33957 -24.33957 -24.33957
 -24.33957 -24.33957
 -24.33432 -24.33432 -24.33432 -24.33432 -24.33432 -24.33432 -24.33432 -24.33432
 -24.33432 -24.33432 -24.33432 -24.33432 -24.33432 -24.33432 -24.33432 -24.33432
 -24.33432 -24.33432 -24.33432 -24.33432 -24.33432 -24.33432 -24.33432 -24.33432
 -24.33432 -24.33432
 -24.34041 -24.34041 -24.34041 -24.34041 -24.34041 -24.34041 -24.34041 -24.34041
 -24.34041 -24.34041 -24.34041 -24.34041 -24.34041 -24.34041 -24.34041 -24.34041
 -24.34041 -24.34041 -24.34041 -24.34041 -24.34041 -24.34041 -24.34041 -24.34041
 -24.34041 -24.34041
 -24.35551 -24.35551 -24.35551 -24.35551 -24.35551 -24.35551 -24.35551 -24.35551
 -24.35551 -24.35551 -24.35551 -24.35551 -24.35551 -24.35551 -24.35551 -24.35551
 -24.35551 -24.35551 -24.35551 -24.35551 -24.35551 -24.35551 -24.35551 -24.35551
 -24.35551 -24.35551
 -24.37777 -24.37777 -24.37777 -24.37777 -24.37777 -24.37777 -24.37777 -24.37777
 -24.37777 -24.37777 -24.37777 -24.37777 -24.37777 -24.37777 -24.37777 -24.37777
 -24.37777 -24.37777 -24.37777 -24.37777 -24.37777 -24.37777 -24.37777 -24.37777
 -24.37777 -24.37777
 -24.40573 -24.40573 -24.40573 -24.40573 -24.40573 -24.40573 -24.40573 -24.40573
 -24.40573 -24.40573 -24.40573 -24.40573 -24.40573 -24.40573 -24.40573 -24.40573
 -24.40573 -24.40573 -24.40573 -24.40573 -24.40573 -24.40573 -24.40573 -24.40573
 -24.40573 -24.40573
 -24.43821 -24.43821 -24.43821 -24.43821 -24.43821 -24.43821 -24.43821 -24.43821
 -24.43821 -24.43821 -24.43821 -24.43821 -24.43821 -24.43821 -24.43821 -24.43821
 -24.43821 -24.43821 -24.43821 -24.43821 -24.43821 -24.43821 -24.43821 -24.43821
 -24.43821 -24.43821
 -24.47430 -24.47430 -24.47430 -24.47430 -24.47430 -24.47430 -24.47430 -24.47430
 -24.47430 -24.47430 -24.47430 -24.47430 -24.47430 -24.47430 -24.47430 -24.47430
 -24.47430 -24.47430 -24.47430 -24.47430 -24.47430 -24.47430 -24.47430 -24.47430
 -24.47430 -24.47430
 -24.51324 -24.51324 -24.51324 -24.51324 -24.51324 -24.51324 -24.51324 -24.51324
