    1   26   35    1    1     /HYDROGEN           /DICKSON ET AL 1992
--------------------------------------------------------------------------------
  10.00000  10.20003  10.40002  10.59999  10.80003  11.00000  11.20003  11.40002
  11.59999  11.80003  12.00000  12.20003  12.40002  12.59999  12.80003  13.00000
  13.20003  13.40002  13.59999  13.80003  14.00000  14.20003  14.40002  14.59999
  14.80003  15.00000
   0.00000   0.10001   0.20000   0.30000   0.40000   0.50000   0.60000   0.70000
   0.80000   0.90000   1.00000   1.10001   1.20000   1.30000   1.40000   1.50000
   1.60000   1.70000   1.80000   1.90000   2.00000   2.20000   2.40000   2.60000
   2.80000   3.00000   3.20000   3.40000   3.60000   3.80000   4.00000   4.20000
   4.40000   4.60000   4.70000
---------------------/ IPRT= 1  / IGRD= 1  /--------/ Z1= 1   / DATE= 08/02/93
 -12.36606 -12.35946 -12.35161 -12.34235 -12.33147 -12.31880 -12.30415 -12.28734
 -12.26818 -12.24649 -12.22208 -12.19475 -12.16422 -12.13021 -12.09241 -12.05054
 -12.00423 -11.95291 -11.89595 -11.83267 -11.76247 -11.68509 -11.60193 -11.51479
 -11.42544 -11.33571
 -12.45170 -12.44645 -12.44019 -12.43276 -12.42401 -12.41380 -12.40196 -12.38835
 -12.37280 -12.35517 -12.33531 -12.31305 -12.28822 -12.26063 -12.23009 -12.19642
 -12.15934 -12.11814 -12.07205 -12.02023 -11.96192 -11.89674 -11.82617 -11.75209
 -11.67636 -11.60092
 -12.53669 -12.53267 -12.52785 -12.52209 -12.51528 -12.50729 -12.49799 -12.48727
 -12.47499 -12.46103 -12.44526 -12.42757 -12.40787 -12.38605 -12.36203 -12.33571
 -12.30687 -12.27476 -12.23847 -12.19710 -12.14977 -12.09603 -12.03733 -11.97557
 -11.91261 -11.85040
 -12.62071 -12.61774 -12.61414 -12.60979 -12.60460 -12.59847 -12.59130 -12.58298
 -12.57342 -12.56250 -12.55015 -12.53625 -12.52079 -12.50373 -12.48506 -12.46476
 -12.44265 -12.41797 -12.38984 -12.35732 -12.31955 -12.27602 -12.22809 -12.17749
 -12.12599 -12.07536
 -12.70387 -12.70175 -12.69912 -12.69589 -12.69199 -12.68734 -12.68184 -12.67543
 -12.66802 -12.65952 -12.64985 -12.63895 -12.62682 -12.61349 -12.59897 -12.58331
 -12.56635 -12.54744 -12.52574 -12.50041 -12.47064 -12.43598 -12.39754 -12.35682
 -12.31530 -12.27449
 -12.78661 -12.78513 -12.78325 -12.78089 -12.77800 -12.77449 -12.77031 -12.76539
 -12.75966 -12.75305 -12.74550 -12.73695 -12.72744 -12.71701 -12.70570 -12.69357
 -12.68053 -12.66602 -12.64933 -12.62977 -12.60665 -12.57957 -12.54939 -12.51729
 -12.48440 -12.45191
 -12.86935 -12.86835 -12.86702 -12.86531 -12.86318 -12.86056 -12.85739 -12.85364
 -12.84923 -12.84412 -12.83825 -12.83158 -12.82416 -12.81602 -12.80723 -12.79783
 -12.78778 -12.77664 -12.76386 -12.74891 -12.73126 -12.71057 -12.68746 -12.66276
 -12.63727 -12.61185
 -12.95257 -12.95187 -12.95092 -12.94969 -12.94812 -12.94617 -12.94381 -12.94098
 -12.93765 -12.93377 -12.92930 -12.92420 -12.91852 -12.91229 -12.90556 -12.89838
 -12.89071 -12.88224 -12.87258 -12.86135 -12.84815 -12.83276 -12.81555 -12.79708
 -12.77787 -12.75848
 -13.03686 -13.03635 -13.03566 -13.03477 -13.03364 -13.03224 -13.03054 -13.02851
 -13.02611 -13.02332 -13.02010 -13.01644 -13.01234 -13.00783 -13.00294 -12.99769
 -12.99205 -12.98581 -12.97871 -12.97048 -12.96085 -12.94967 -12.93717 -12.92370
 -12.90958 -12.89517
 -13.12296 -13.12258 -13.12210 -13.12150 -13.12076 -13.11986 -13.11878 -13.11752
 -13.11604 -13.11433 -13.11237 -13.11015 -13.10766 -13.10488 -13.10180 -13.09842
 -13.09468 -13.09045 -13.08552 -13.07971 -13.07284 -13.06478 -13.05571 -13.04587
 -13.03549 -13.02482
 -13.21151 -13.21128 -13.21101 -13.21072 -13.21039 -13.21002 -13.20962 -13.20918
 -13.20871 -13.20819 -13.20763 -13.20702 -13.20630 -13.20542 -13.20431 -13.20292
 -13.20117 -13.19889 -13.19593 -13.19210 -13.18724 -13.18123 -13.17427 -13.16661
 -13.15848 -13.15015
 -13.30247 -13.30238 -13.30234 -13.30236 -13.30245 -13.30263 -13.30292 -13.30334
 -13.30389 -13.30461 -13.30550 -13.30656 -13.30769 -13.30878 -13.30970 -13.31035
 -13.31058 -13.31020 -13.30900 -13.30679 -13.30335 -13.29858 -13.29271 -13.28610
 -13.27908 -13.27200
 -13.39521 -13.39525 -13.39539 -13.39567 -13.39611 -13.39676 -13.39765 -13.39881
 -13.40027 -13.40207 -13.40424 -13.40678 -13.40955 -13.41238 -13.41510 -13.41754
 -13.41952 -13.42079 -13.42109 -13.42018 -13.41780 -13.41381 -13.40857 -13.40252
 -13.39615 -13.38991
 -13.48925 -13.48934 -13.48959 -13.49002 -13.49069 -13.49165 -13.49294 -13.49460
 -13.49668 -13.49923 -13.50229 -13.50587 -13.50980 -13.51388 -13.51789 -13.52164
 -13.52489 -13.52739 -13.52884 -13.52896 -13.52748 -13.52423 -13.51965 -13.51430
 -13.50875 -13.50355
 -13.58472 -13.58481 -13.58507 -13.58556 -13.58633 -13.58743 -13.58891 -13.59083
 -13.59323 -13.59618 -13.59972 -13.60387 -13.60844 -13.61321 -13.61797 -13.62250
 -13.62656 -13.62988 -13.63215 -13.63310 -13.63242 -13.62997 -13.62625 -13.62186
 -13.61745 -13.61364
 -13.68224 -13.68230 -13.68255 -13.68303 -13.68381 -13.68494 -13.68647 -13.68847
 -13.69098 -13.69406 -13.69776 -13.70211 -13.70692 -13.71198 -13.71709 -13.72202
 -13.72655 -13.73040 -13.73327 -13.73487 -13.73491 -13.73325 -13.73042 -13.72710
 -13.72397 -13.72172
 -13.78244 -13.78249 -13.78272 -13.78319 -13.78394 -13.78505 -13.78655 -13.78851
 -13.79099 -13.79402 -13.79768 -13.80197 -13.80675 -13.81183 -13.81701 -13.82211
 -13.82692 -13.83115 -13.83450 -13.83665 -13.83731 -13.83633 -13.83430 -13.83195
 -13.83004 -13.82932
 -13.88593 -13.88601 -13.88626 -13.88674 -13.88749 -13.88856 -13.89002 -13.89191
 -13.89428 -13.89719 -13.90068 -13.90479 -13.90938 -13.91431 -13.91944 -13.92461
 -13.92964 -13.93423 -13.93802 -13.94067 -13.94183 -13.94136 -13.93989 -13.93827
 -13.93734 -13.93792
 -13.99284 -13.99299 -13.99329 -13.99380 -13.99456 -13.99562 -13.99702 -13.99883
 -14.00107 -14.00381 -14.00708 -14.01092 -14.01525 -14.01997 -14.02497 -14.03017
 -14.03541 -14.04034 -14.04454 -14.04763 -14.04918 -14.04903 -14.04790 -14.04676
 -14.04655 -14.04823
 -14.10302 -14.10324 -14.10359 -14.10413 -14.10490 -14.10593 -14.10727 -14.10897
 -14.11108 -14.11362 -14.11666 -14.12021 -14.12424 -14.12870 -14.13354 -14.13872
 -14.14411 -14.14931 -14.15386 -14.15729 -14.15912 -14.15916 -14.15822 -14.15739
 -14.15778 -14.16045
 -14.21627 -14.21653 -14.21690 -14.21744 -14.21818 -14.21916 -14.22043 -14.22201
 -14.22396 -14.22632 -14.22912 -14.23239 -14.23614 -14.24035 -14.24502 -14.25013
 -14.25559 -14.26096 -14.26572 -14.26937 -14.27136 -14.27149 -14.27067 -14.27013
 -14.27108 -14.27475
 -14.44898 -14.44922 -14.44955 -14.45003 -14.45068 -14.45154 -14.45265 -14.45406
 -14.45579 -14.45789 -14.46039 -14.46333 -14.46674 -14.47066 -14.47513 -14.48016
 -14.48570 -14.49126 -14.49626 -14.50011 -14.50223 -14.50237 -14.50167 -14.50161
 -14.50367 -14.50933
 -14.68485 -14.68503 -14.68533 -14.68577 -14.68641 -14.68727 -14.68841 -14.68985
 -14.69163 -14.69381 -14.69641 -14.69948 -14.70306 -14.70720 -14.71195 -14.71735
 -14.72334 -14.72937 -14.73479 -14.73893 -14.74114 -14.74117 -14.74038 -14.74057
 -14.74350 -14.75097
 -14.92797 -14.92816 -14.92846 -14.92892 -14.92958 -14.93048 -14.93166 -14.93316
 -14.93501 -14.93725 -14.93993 -14.94309 -14.94680 -14.95112 -14.95614 -14.96191
 -14.96840 -14.97495 -14.98084 -14.98528 -14.98753 -14.98731 -14.98625 -14.98645
 -14.99004 -14.99912
 -15.18558 -15.18584 -15.18620 -15.18667 -15.18729 -15.18810 -15.18912 -15.19038
 -15.19192 -15.19376 -15.19595 -15.19852 -15.20160 -15.20535 -15.20991 -15.21542
 -15.22187 -15.22855 -15.23457 -15.23908 -15.24118 -15.24056 -15.23910 -15.23922
 -15.24337 -15.25396
 -15.45502 -15.45535 -15.45572 -15.45615 -15.45668 -15.45730 -15.45806 -15.45897
 -15.46005 -15.46132 -15.46281 -15.46458 -15.46680 -15.46973 -15.47358 -15.47859
 -15.48478 -15.49138 -15.49742 -15.50192 -15.50390 -15.50301 -15.50132 -15.50153
 -15.50636 -15.51849
 -15.72588 -15.72621 -15.72655 -15.72693 -15.72736 -15.72785 -15.72842 -15.72910
 -15.72988 -15.73080 -15.73186 -15.73313 -15.73484 -15.73727 -15.74071 -15.74542
 -15.75148 -15.75805 -15.76411 -15.76862 -15.77053 -15.76948 -15.76773 -15.76822
 -15.77388 -15.78764
 -15.98674 -15.98711 -15.98749 -15.98789 -15.98832 -15.98879 -15.98931 -15.98991
 -15.99058 -15.99135 -15.99222 -15.99326 -15.99471 -15.99687 -16.00006 -16.00456
 -16.01045 -16.01687 -16.02274 -16.02697 -16.02849 -16.02691 -16.02476 -16.02525
 -16.03161 -16.04705
 -16.25964 -16.26006 -16.26049 -16.26093 -16.26140 -16.26190 -16.26245 -16.26305
 -16.26371 -16.26445 -16.26527 -16.26624 -16.26761 -16.26968 -16.27275 -16.27713
 -16.28290 -16.28917 -16.29484 -16.29880 -16.29993 -16.29790 -16.29535 -16.29572
 -16.30241 -16.31884
 -16.55887 -16.55929 -16.55972 -16.56016 -16.56063 -16.56113 -16.56168 -16.56228
 -16.56294 -16.56368 -16.56451 -16.56547 -16.56684 -16.56890 -16.57197 -16.57636
 -16.58212 -16.58838 -16.59404 -16.59799 -16.59912 -16.59707 -16.59451 -16.59487
 -16.60157 -16.61803
 -16.85887 -16.85929 -16.85972 -16.86016 -16.86063 -16.86113 -16.86168 -16.86228
 -16.86295 -16.86369 -16.86451 -16.86548 -16.86684 -16.86891 -16.87198 -16.87636
 -16.88212 -16.88839 -16.89405 -16.89800 -16.89912 -16.89707 -16.89451 -16.89487
 -16.90157 -16.91803
 -17.15887 -17.15929 -17.15972 -17.16016 -17.16063 -17.16113 -17.16168 -17.16228
 -17.16294 -17.16368 -17.16451 -17.16547 -17.16684 -17.16890 -17.17197 -17.17636
 -17.18212 -17.18838 -17.19404 -17.19799 -17.19912 -17.19707 -17.19451 -17.19487
 -17.20157 -17.21803
 -17.45887 -17.45929 -17.45972 -17.46016 -17.46063 -17.46113 -17.46168 -17.46228
 -17.46295 -17.46369 -17.46451 -17.46548 -17.46684 -17.46891 -17.47198 -17.47636
 -17.48212 -17.48839 -17.49405 -17.49800 -17.49912 -17.49707 -17.49452 -17.49487
 -17.50157 -17.51803
 -17.75886 -17.75929 -17.75971 -17.76016 -17.76062 -17.76113 -17.76167 -17.76228
 -17.76294 -17.76368 -17.76450 -17.76547 -17.76683 -17.76890 -17.77197 -17.77635
 -17.78212 -17.78838 -17.79404 -17.79799 -17.79912 -17.79707 -17.79451 -17.79487
 -17.80157 -17.81802
 -17.90887 -17.90929 -17.90972 -17.91016 -17.91063 -17.91113 -17.91168 -17.91228
 -17.91295 -17.91369 -17.91451 -17.91548 -17.91684 -17.91891 -17.92198 -17.92636
 -17.93212 -17.93839 -17.94405 -17.94800 -17.94912 -17.94707 -17.94452 -17.94488
 -17.95157 -17.96803
--------------------------------------------------------------------------------
C
C     RECOMBINATION RATE COEFFICIENTS IN UNITS OF CM**3 S-1
C     -----------------------------------------------------
C
C     DATA CALCULATED WITH <ADAS20T> WITH PROJECTION
C     OF HIGH LEVEL COUPLINGS AND IONISATION FROM EXCITED STATES
C
C     IONISATION RATE COEFFICIENT FROM THE GROUND STATE TAKEN FROM
C     BELL ET AL. (STORED IN IONELEC.DATA)
C
C     IONISATION RATE COEFFICIENTS FROM EXCITED STATES
C     EVALUATED WITH ECIP
C
C     HIGH LEVEL COUPLINGS EVALUATED WITH <MAINBNS> USING
C     PERCIVAL-RICHARDS EXCITATION RATE COEFFICIENTS
C
C     LOW LEVEL DATA FROM WJD92L#H AND WJD92H#H
C
C     LOW LEVEL RECOMBINATION RATE COEFFICIENTS CALCULATED WITH
C     <ADASRRC> AND STORED IN THE COPDAT FILES
C
C     DATA WAS EXTRACTED FROM ISOELECTRONIC MASTER FILES
C     USING CODE <WJD404U>
C
C
C           WILLIAM J. DICKSON   08/02/93
--------------------------------------------------------------------------------
 
C---------------------------------------------------------------------------------
C ADAS ADF11 DATA - SCCS info: @(#)$Header: /home/adascvs/adas/adf11/acd93/acd93_h.dat,v 2.1 2004/07/07 00:01:48 whitefor Exp $ Date $Date: 2004/07/07 00:01:48 $
C---------------------------------------------------------------------------------
