
   65   129
 $r
 nr= 65
   1.68693E+00  1.72385E+00  1.76077E+00  1.79769E+00  1.83462E+00  1.87154E+00
   1.90846E+00  1.94539E+00  1.98231E+00  2.01923E+00  2.05616E+00  2.09308E+00
   2.13000E+00  2.16692E+00  2.20385E+00  2.24077E+00  2.27769E+00  2.31462E+00
   2.35154E+00  2.38846E+00  2.42539E+00  2.46231E+00  2.49923E+00  2.53615E+00
   2.57308E+00  2.61000E+00  2.64692E+00  2.68385E+00  2.72077E+00  2.75769E+00
   2.79462E+00  2.83154E+00  2.86846E+00  2.90538E+00  2.94231E+00  2.97923E+00
   3.01615E+00  3.05308E+00  3.09000E+00  3.12692E+00  3.16385E+00  3.20077E+00
   3.23769E+00  3.27461E+00  3.31154E+00  3.34846E+00  3.38538E+00  3.42231E+00
   3.45923E+00  3.49615E+00  3.53308E+00  3.57000E+00  3.60692E+00  3.64384E+00
   3.68077E+00  3.71769E+00  3.75461E+00  3.79154E+00  3.82846E+00  3.86538E+00
   3.90231E+00  3.93923E+00  3.97615E+00  4.01307E+00  4.05000E+00
 $z
 nz=129
  -1.86860E+00 -1.83721E+00 -1.80581E+00 -1.77441E+00 -1.74302E+00 -1.71162E+00
  -1.68023E+00 -1.64883E+00 -1.61744E+00 -1.58604E+00 -1.55465E+00 -1.52325E+00
  -1.49186E+00 -1.46046E+00 -1.42907E+00 -1.39767E+00 -1.36628E+00 -1.33488E+00
  -1.30349E+00 -1.27209E+00 -1.24069E+00 -1.20930E+00 -1.17790E+00 -1.14651E+00
  -1.11511E+00 -1.08372E+00 -1.05232E+00 -1.02093E+00 -9.89533E-01 -9.58137E-01
  -9.26742E-01 -8.95347E-01 -8.63952E-01 -8.32556E-01 -8.01161E-01 -7.69766E-01
  -7.38370E-01 -7.06975E-01 -6.75580E-01 -6.44184E-01 -6.12789E-01 -5.81394E-01
  -5.49999E-01 -5.18603E-01 -4.87208E-01 -4.55813E-01 -4.24418E-01 -3.93022E-01
  -3.61627E-01 -3.30232E-01 -2.98836E-01 -2.67441E-01 -2.36046E-01 -2.04650E-01
  -1.73255E-01 -1.41860E-01 -1.10465E-01 -7.90694E-02 -4.76741E-02 -1.62788E-02
   1.51165E-02  4.65118E-02  7.79071E-02  1.09302E-01  1.40698E-01  1.72093E-01
   2.03488E-01  2.34884E-01  2.66279E-01  2.97674E-01  3.29069E-01  3.60465E-01
   3.91860E-01  4.23255E-01  4.54650E-01  4.86046E-01  5.17441E-01  5.48836E-01
   5.80232E-01  6.11627E-01  6.43022E-01  6.74418E-01  7.05813E-01  7.37208E-01
   7.68603E-01  7.99999E-01  8.31394E-01  8.62789E-01  8.94184E-01  9.25580E-01
   9.56975E-01  9.88370E-01  1.01977E+00  1.05116E+00  1.08256E+00  1.11395E+00
   1.14535E+00  1.17674E+00  1.20814E+00  1.23953E+00  1.27093E+00  1.30232E+00
   1.33372E+00  1.36511E+00  1.39651E+00  1.42790E+00  1.45930E+00  1.49069E+00
   1.52209E+00  1.55349E+00  1.58488E+00  1.61628E+00  1.64767E+00  1.67907E+00
   1.71046E+00  1.74186E+00  1.77325E+00  1.80465E+00  1.83604E+00  1.86744E+00
   1.89883E+00  1.93023E+00  1.96162E+00  1.99302E+00  2.02441E+00  2.05581E+00
   2.08721E+00  2.11860E+00  2.15000E+00

 $psi
   1.82391E+00  1.75360E+00  1.68221E+00  1.60929E+00  1.53438E+00  1.45708E+00
   1.37748E+00  1.29610E+00  1.21348E+00  1.13015E+00  1.04666E+00  9.62302E-01
   8.73452E-01  7.76015E-01  6.65903E-01  5.39024E-01  3.92318E-01  2.31676E-01
   6.75970E-02 -8.93824E-02 -2.28725E-01 -3.40008E-01 -4.19750E-01 -4.75218E-01
  -5.14609E-01 -5.46115E-01 -5.77933E-01 -6.15215E-01 -6.47484E-01 -6.59254E-01
  -6.35036E-01 -5.59341E-01 -4.17356E-01 -2.09828E-01  4.69373E-02  3.35958E-01
   6.40253E-01  9.42842E-01  1.23099E+00  1.50521E+00  1.76859E+00  2.02422E+00
   2.27519E+00  2.52445E+00  2.77338E+00  3.02236E+00  3.27173E+00  3.52183E+00
   3.77302E+00  4.02559E+00  4.27968E+00  4.53545E+00  4.79302E+00  5.05256E+00
   5.31417E+00  5.57787E+00  5.84361E+00  6.11133E+00  6.38099E+00  6.65254E+00
   6.92595E+00  7.20119E+00  7.47824E+00  7.75706E+00  8.03763E+00  1.85663E+00
   1.78409E+00  1.71021E+00  1.63467E+00  1.55719E+00  1.47748E+00  1.39562E+00
   1.31193E+00  1.22672E+00  1.14035E+00  1.05314E+00  9.64568E-01  8.72073E-01
   7.72767E-01  6.63768E-01  5.42192E-01  4.05931E-01  2.59635E-01  1.11430E-01
  -3.05275E-02 -1.58083E-01 -2.63164E-01 -3.42713E-01 -4.01444E-01 -4.44740E-01
  -4.77984E-01 -5.06558E-01 -5.33671E-01 -5.51350E-01 -5.48043E-01 -5.12192E-01
  -4.32243E-01 -2.97154E-01 -1.07718E-01  1.23440E-01  3.83178E-01  6.58355E-01
   9.35832E-01  1.20561E+00  1.46747E+00  1.72311E+00  1.97423E+00  2.22251E+00
   2.46958E+00  2.71636E+00  2.96329E+00  3.21079E+00  3.45930E+00  3.70926E+00
   3.96098E+00  4.21460E+00  4.47020E+00  4.72790E+00  4.98779E+00  5.24996E+00
   5.51441E+00  5.78112E+00  6.05006E+00  6.32122E+00  6.59455E+00  6.87004E+00
   7.14767E+00  7.42741E+00  7.70924E+00  7.99314E+00  1.88972E+00  1.81483E+00
   1.73840E+00  1.66025E+00  1.58021E+00  1.49812E+00  1.41400E+00  1.32805E+00
   1.24046E+00  1.15142E+00  1.06114E+00  9.69233E-01  8.74001E-01  7.73519E-01
   6.65870E-01  5.49134E-01  4.21964E-01  2.88000E-01  1.53451E-01  2.45443E-02
  -9.24915E-02 -1.91486E-01 -2.69756E-01 -3.30025E-01 -3.75479E-01 -4.09305E-01
  -4.34692E-01 -4.53340E-01 -4.59307E-01 -4.44203E-01 -3.99636E-01 -3.17214E-01
  -1.88930E-01 -1.55837E-02  1.93214E-01  4.27470E-01  6.77191E-01  9.32383E-01
   1.18530E+00  1.43520E+00  1.68271E+00  1.92845E+00  2.17304E+00  2.41710E+00
   2.66115E+00  2.90565E+00  3.15105E+00  3.39782E+00  3.64642E+00  3.89717E+00
   4.15017E+00  4.40550E+00  4.66320E+00  4.92336E+00  5.18603E+00  5.45121E+00
   5.71890E+00  5.98909E+00  6.26175E+00  6.53688E+00  6.81446E+00  7.09448E+00
   7.37693E+00  7.66177E+00  7.94900E+00  1.92307E+00  1.84570E+00  1.76667E+00
   1.68592E+00  1.60333E+00  1.51884E+00  1.43247E+00  1.34432E+00  1.25450E+00
   1.16313E+00  1.07032E+00  9.75832E-01  8.78628E-01  7.77539E-01  6.71394E-01
   5.59024E-01  4.39674E-01  3.16181E-01  1.93237E-01  7.55456E-02 -3.21865E-02
  -1.25293E-01 -2.01418E-01 -2.61788E-01 -3.07939E-01 -3.41404E-01 -3.63719E-01
  -3.75464E-01 -3.72302E-01 -3.48323E-01 -2.97618E-01 -2.14275E-01 -9.26627E-02
   6.64415E-02  2.55849E-01  4.68095E-01  6.95711E-01  9.31232E-01  1.16874E+00
   1.40713E+00  1.64625E+00  1.88593E+00  2.12601E+00  2.36637E+00  2.60722E+00
   2.84898E+00  3.09210E+00  3.33701E+00  3.58415E+00  3.83383E+00  4.08612E+00
   4.34106E+00  4.59869E+00  4.85906E+00  5.12219E+00  5.38809E+00  5.65677E+00
   5.92820E+00  6.20239E+00  6.47934E+00  6.75903E+00  7.04145E+00  7.32659E+00
   7.61445E+00  7.90500E+00  1.95658E+00  1.87660E+00  1.79493E+00  1.71155E+00
   1.62643E+00  1.53954E+00  1.45090E+00  1.36059E+00  1.26867E+00  1.17524E+00
   1.08035E+00  9.83896E-01  8.85348E-01  7.84093E-01  6.79526E-01  5.71040E-01
   4.58321E-01  3.43587E-01  2.30364E-01  1.22189E-01  2.25952E-02 -6.49038E-02
  -1.38237E-01 -1.97563E-01 -2.43236E-01 -2.75606E-01 -2.95026E-01 -3.01285E-01
  -2.91284E-01 -2.60995E-01 -2.06391E-01 -1.23446E-01 -8.33057E-03  1.38226E-01
   3.10935E-01  5.04311E-01  7.12868E-01  9.31120E-01  1.15459E+00  1.38198E+00
   1.61258E+00  1.84570E+00  2.08064E+00  2.31676E+00  2.55403E+00  2.79282E+00
   3.03351E+00  3.27648E+00  3.52210E+00  3.77064E+00  4.02215E+00  4.27663E+00
   4.53413E+00  4.79465E+00  5.05823E+00  5.32485E+00  5.59451E+00  5.86722E+00
   6.14297E+00  6.42174E+00  6.70354E+00  6.98837E+00  7.27621E+00  7.56707E+00
   7.86094E+00  1.99012E+00  1.90742E+00  1.82306E+00  1.73705E+00  1.64938E+00
   1.56007E+00  1.46915E+00  1.37670E+00  1.28279E+00  1.18749E+00  1.09088E+00
   9.92962E-01  8.93551E-01  7.92449E-01  6.89452E-01  5.84357E-01  4.77163E-01
   3.69628E-01  2.64412E-01  1.64186E-01  7.16171E-02 -1.06378E-02 -8.07513E-02
  -1.38178E-01 -1.82485E-01 -2.13235E-01 -2.29996E-01 -2.32046E-01 -2.17201E-01
  -1.82807E-01 -1.26207E-01 -4.47482E-02  6.40874E-02  1.99637E-01  3.58061E-01
   5.35379E-01  7.27613E-01  9.30784E-01  1.14154E+00  1.35847E+00  1.58057E+00
   1.80679E+00  2.03613E+00  2.26762E+00  2.50105E+00  2.73671E+00  2.97489E+00
   3.21587E+00  3.45993E+00  3.70729E+00  3.95796E+00  4.21195E+00  4.46927E+00
   4.72993E+00  4.99394E+00  5.26128E+00  5.53196E+00  5.80596E+00  6.08327E+00
   6.36389E+00  6.64782E+00  6.93505E+00  7.22559E+00  7.51944E+00  7.81662E+00
   2.02358E+00  1.93807E+00  1.85096E+00  1.76229E+00  1.67206E+00  1.58031E+00
   1.48709E+00  1.39251E+00  1.29667E+00  1.19966E+00  1.10160E+00  1.00256E+00
   9.02632E-01  8.01874E-01  7.00357E-01  5.98150E-01  4.95460E-01  3.93713E-01
   2.94957E-01  2.01249E-01  1.14643E-01  3.71861E-02 -2.95007E-02 -8.44626E-02
  -1.26801E-01 -1.55618E-01 -1.70014E-01 -1.68988E-01 -1.51003E-01 -1.14349E-01
  -5.73181E-02  2.17978E-02  1.24612E-01  2.50544E-01  3.96816E-01  5.60558E-01
   7.38898E-01  9.28965E-01  1.12824E+00  1.33534E+00  1.54907E+00  1.76825E+00
   1.99171E+00  2.21832E+00  2.44776E+00  2.68020E+00  2.91581E+00  3.15478E+00
   3.39729E+00  3.64344E+00  3.89327E+00  4.14675E+00  4.40389E+00  4.66468E+00
   4.92913E+00  5.19721E+00  5.46891E+00  5.74422E+00  6.02312E+00  6.30560E+00
   6.59166E+00  6.88129E+00  7.17453E+00  7.47137E+00  7.77183E+00  2.05685E+00
   1.96844E+00  1.87853E+00  1.78716E+00  1.69435E+00  1.60013E+00  1.50458E+00
   1.40787E+00  1.31012E+00  1.21150E+00  1.11214E+00  1.01223E+00  9.11982E-01
   8.11636E-01  7.11428E-01  6.11595E-01  5.12471E-01  4.15252E-01  3.21578E-01
   2.33091E-01  1.51435E-01  7.82489E-02  1.49762E-02 -3.72442E-02 -7.72999E-02
  -1.04078E-01 -1.16467E-01 -1.13354E-01 -9.36365E-02 -5.62111E-02  2.40582E-05
   7.61710E-02  1.73265E-01  2.90813E-01  4.26791E-01  5.79108E-01  7.45675E-01
   9.24401E-01  1.11338E+00  1.31130E+00  1.51694E+00  1.72911E+00  1.94659E+00
   2.16823E+00  2.39362E+00  2.62282E+00  2.85588E+00  3.09286E+00  3.33382E+00
   3.57879E+00  3.82778E+00  4.08076E+00  4.33773E+00  4.59867E+00  4.86358E+00
   5.13242E+00  5.40517E+00  5.68182E+00  5.96233E+00  6.24668E+00  6.53487E+00
   6.82692E+00  7.12283E+00  7.42264E+00  7.72636E+00  2.08982E+00  1.99842E+00
   1.90566E+00  1.81155E+00  1.71612E+00  1.61939E+00  1.52149E+00  1.42262E+00
   1.32297E+00  1.22277E+00  1.12220E+00  1.02150E+00  9.20993E-01  8.21001E-01
   7.21851E-01  6.23868E-01  5.27454E-01  4.33655E-01  3.43851E-01  2.59425E-01
   1.81758E-01  1.12231E-01  5.21409E-02  2.64810E-03 -3.50964E-02 -5.99421E-02
  -7.07385E-02 -6.63864E-02 -4.60513E-02 -8.98332E-03  4.55674E-02  1.18351E-01
   2.10068E-01  3.20314E-01  4.47574E-01  5.90289E-01  7.46895E-01  9.15832E-01
   1.09563E+00  1.28508E+00  1.48306E+00  1.68840E+00  1.89999E+00  2.11671E+00
   2.33811E+00  2.56412E+00  2.79467E+00  3.02971E+00  3.26917E+00  3.51301E+00
   3.76121E+00  4.01373E+00  4.27057E+00  4.53170E+00  4.79709E+00  5.06672E+00
   5.34056E+00  5.61856E+00  5.90070E+00  6.18694E+00  6.47727E+00  6.77172E+00
   7.07031E+00  7.37308E+00  7.68003E+00  2.12238E+00  2.02792E+00  1.93224E+00
   1.83534E+00  1.73725E+00  1.63798E+00  1.53768E+00  1.43662E+00  1.33504E+00
   1.23322E+00  1.13141E+00  1.02991E+00  9.29058E-01  8.29238E-01  7.30811E-01
   6.34145E-01  5.39668E-01  4.48331E-01  3.61355E-01  2.79961E-01  2.05374E-01
   1.38815E-01  8.14544E-02  3.43857E-02 -1.30579E-03 -2.45343E-02 -3.42142E-02
  -2.93265E-02 -9.19553E-03  2.67447E-02  7.90598E-02  1.48316E-01  2.35041E-01
   3.38913E-01  4.58756E-01  5.93359E-01  7.41510E-01  9.01996E-01  1.07365E+00
   1.25541E+00  1.44626E+00  1.64517E+00  1.85112E+00  2.06312E+00  2.28069E+00
