# ITER#1512 (F57 ref-20-NF-C0, tau=0.45e-6, ntime=150)  - 81.4 ms
# electron temperature (eV)
   ix   iy      x           y           z01
    1    1  4.1805E+03 -3.8836E+03  1.305605E-01
    2    1  4.1824E+03 -3.8828E+03  2.225460E-01
    3    1  4.1844E+03 -3.8820E+03  2.176839E-01
    4    1  4.1869E+03 -3.8810E+03  2.493885E-01
    5    1  4.1905E+03 -3.8796E+03  2.808145E-01
    6    1  4.1960E+03 -3.8775E+03  3.312414E-01
    7    1  4.2042E+03 -3.8742E+03  3.821928E-01
    8    1  4.2161E+03 -3.8696E+03  5.618016E-01
    9    1  4.2326E+03 -3.8631E+03  7.305262E-01
   10    1  4.2548E+03 -3.8546E+03  8.813348E-01
   11    1  4.2836E+03 -3.8436E+03  8.888489E-01
   12    1  4.3204E+03 -3.8299E+03  8.849712E-01
   13    1  4.3667E+03 -3.8129E+03  9.170391E-01
   14    1  4.4249E+03 -3.7925E+03  9.422162E-01
   15    1  4.4971E+03 -3.7686E+03  8.631982E-01
   16    1  4.5842E+03 -3.7423E+03  6.730352E-01
   17    1  4.6845E+03 -3.7170E+03  5.835528E-01
   18    1  4.7929E+03 -3.6989E+03  6.285216E-01
   19    1  4.8964E+03 -3.6959E+03  8.098537E-01
   20    1  4.9755E+03 -3.7077E+03  8.933878E-01
   21    1  5.4416E+03 -2.6135E+03  1.966622E+03
   22    1  5.3527E+03 -2.5513E+03  1.966627E+03
   23    1  5.1855E+03 -2.3739E+03  1.966637E+03
   24    1  5.0190E+03 -2.1003E+03  1.966647E+03
   25    1  4.8749E+03 -1.7821E+03  1.966656E+03
   26    1  4.7513E+03 -1.4488E+03  1.966662E+03
   27    1  4.6451E+03 -1.1082E+03  1.966667E+03
   28    1  4.5555E+03 -7.6268E+02  1.966670E+03
   29    1  4.4819E+03 -4.1310E+02  1.966673E+03
   30    1  4.4237E+03 -6.0661E+01  1.966674E+03
   31    1  4.3824E+03  2.9378E+02  1.966675E+03
   32    1  4.3589E+03  6.5012E+02  1.966674E+03
   33    1  4.3515E+03  1.0072E+03  1.966673E+03
   34    1  4.3605E+03  1.3634E+03  1.966671E+03
   35    1  4.3879E+03  1.7170E+03  1.966668E+03
   36    1  4.4377E+03  2.0654E+03  1.966664E+03
   37    1  4.5125E+03  2.4051E+03  1.966659E+03
   38    1  4.6154E+03  2.7294E+03  1.966652E+03
   39    1  4.7504E+03  3.0251E+03  1.966644E+03
   40    1  4.9164E+03  3.2727E+03  1.966635E+03
   41    1  5.1052E+03  3.4555E+03  1.966626E+03
   42    1  5.3135E+03  3.5722E+03  1.966617E+03
   43    1  5.5546E+03  3.6286E+03  1.966608E+03
   44    1  5.8345E+03  3.6189E+03  1.966599E+03
   45    1  6.1357E+03  3.5401E+03  1.966591E+03
   46    1  6.4361E+03  3.4023E+03  1.966584E+03
   47    1  6.7223E+03  3.2179E+03  1.966577E+03
   48    1  6.9892E+03  2.9969E+03  1.966572E+03
   49    1  7.2338E+03  2.7476E+03  1.966567E+03
   50    1  7.4516E+03  2.4737E+03  1.966564E+03
   51    1  7.6402E+03  2.1775E+03  1.966561E+03
   52    1  7.7989E+03  1.8632E+03  1.966558E+03
   53    1  7.9254E+03  1.5344E+03  1.966556E+03
   54    1  8.0173E+03  1.1942E+03  1.966555E+03
   55    1  8.0748E+03  8.4620E+02  1.966554E+03
   56    1  8.0955E+03  4.9507E+02  1.966554E+03
   57    1  8.0760E+03  1.4422E+02  1.966555E+03
   58    1  8.0182E+03 -2.0275E+02  1.966556E+03
   59    1  7.9235E+03 -5.4071E+02  1.966558E+03
   60    1  7.7913E+03 -8.6495E+02  1.966560E+03
   61    1  7.6233E+03 -1.1723E+03  1.966563E+03
   62    1  7.4231E+03 -1.4604E+03  1.966567E+03
   63    1  7.1956E+03 -1.7276E+03  1.966571E+03
   64    1  6.9444E+03 -1.9711E+03  1.966576E+03
   65    1  6.6712E+03 -2.1892E+03  1.966582E+03
   66    1  6.3795E+03 -2.3804E+03  1.966589E+03
   67    1  6.0760E+03 -2.5349E+03  1.966597E+03
   68    1  5.7833E+03 -2.6271E+03  1.966607E+03
   69    1  5.5581E+03 -2.6394E+03  1.966616E+03
   70    1  5.4620E+03 -2.6219E+03  1.966621E+03
   71    1  5.0368E+03 -3.7322E+03  9.749154E-01
   72    1  5.1093E+03 -3.7836E+03  1.014958E+00
   73    1  5.1911E+03 -3.8676E+03  9.712241E-01
   74    1  5.2648E+03 -3.9669E+03  8.500812E-01
   75    1  5.3274E+03 -4.0657E+03  8.422094E-01
   76    1  5.3798E+03 -4.1563E+03  9.376270E-01
   77    1  5.4222E+03 -4.2339E+03  9.906871E-01
   78    1  5.4554E+03 -4.2970E+03  1.068056E+00
   79    1  5.4810E+03 -4.3470E+03  1.121658E+00
   80    1  5.5007E+03 -4.3864E+03  1.222000E+00
   81    1  5.5159E+03 -4.4170E+03  1.164032E+00
   82    1  5.5274E+03 -4.4405E+03  1.098583E+00
   83    1  5.5359E+03 -4.4580E+03  8.760606E-01
   84    1  5.5420E+03 -4.4706E+03  7.525056E-01
   85    1  5.5461E+03 -4.4792E+03  6.317677E-01
   86    1  5.5488E+03 -4.4849E+03  5.440097E-01
   87    1  5.5506E+03 -4.4886E+03  4.684607E-01
   88    1  5.5519E+03 -4.4913E+03  4.268823E-01
   89    1  5.5529E+03 -4.4933E+03  3.998736E-01
   90    1  5.5538E+03 -4.4953E+03  3.453423E-01
    1    2  4.1850E+03 -3.8745E+03  1.974805E-01
    2    2  4.1868E+03 -3.8737E+03  2.480925E-01
    3    2  4.1888E+03 -3.8729E+03  2.628593E-01
    4    2  4.1914E+03 -3.8719E+03  3.141911E-01
    5    2  4.1950E+03 -3.8705E+03  3.456984E-01
    6    2  4.2004E+03 -3.8683E+03  4.223581E-01
    7    2  4.2086E+03 -3.8650E+03  5.393174E-01
    8    2  4.2205E+03 -3.8603E+03  7.179955E-01
    9    2  4.2371E+03 -3.8538E+03  8.583250E-01
   10    2  4.2593E+03 -3.8451E+03  9.156478E-01
   11    2  4.2881E+03 -3.8339E+03  9.505057E-01
   12    2  4.3249E+03 -3.8199E+03  9.734850E-01
   13    2  4.3713E+03 -3.8027E+03  9.966798E-01
   14    2  4.4294E+03 -3.7818E+03  1.029372E+00
   15    2  4.5014E+03 -3.7573E+03  9.468755E-01
   16    2  4.5880E+03 -3.7302E+03  7.739794E-01
   17    2  4.6877E+03 -3.7037E+03  7.265493E-01
   18    2  4.7961E+03 -3.6836E+03  8.428188E-01
   19    2  4.9013E+03 -3.6785E+03  9.716098E-01
   20    2  4.9818E+03 -3.6895E+03  1.034036E+00
   21    2  5.4113E+03 -2.6783E+03  1.783267E+03
   22    2  5.3141E+03 -2.6035E+03  1.783268E+03
   23    2  5.1453E+03 -2.4055E+03  1.783270E+03
   24    2  4.9856E+03 -2.1177E+03  1.783271E+03
   25    2  4.8477E+03 -1.7931E+03  1.783272E+03
   26    2  4.7279E+03 -1.4566E+03  1.783273E+03
   27    2  4.6244E+03 -1.1141E+03  1.783274E+03
   28    2  4.5365E+03 -7.6712E+02  1.783274E+03
   29    2  4.4641E+03 -4.1644E+02  1.783275E+03
   30    2  4.4064E+03 -6.3096E+01  1.783275E+03
   31    2  4.3652E+03  2.9222E+02  1.783275E+03
   32    2  4.3417E+03  6.4937E+02  1.783275E+03
   33    2  4.3337E+03  1.0072E+03  1.783275E+03
   34    2  4.3416E+03  1.3644E+03  1.783274E+03
   35    2  4.3675E+03  1.7192E+03  1.783274E+03
   36    2  4.4152E+03  2.0694E+03  1.783273E+03
   37    2  4.4876E+03  2.4118E+03  1.783273E+03
   38    2  4.5875E+03  2.7401E+03  1.783272E+03
   39    2  4.7198E+03  3.0422E+03  1.783270E+03
   40    2  4.8855E+03  3.2988E+03  1.783269E+03
   41    2  5.0789E+03  3.4912E+03  1.783267E+03
   42    2  5.2971E+03  3.6143E+03  1.783266E+03
   43    2  5.5501E+03  3.6704E+03  1.783264E+03
   44    2  5.8394E+03  3.6545E+03  1.783263E+03
   45    2  6.1456E+03  3.5681E+03  1.783262E+03
   46    2  6.4480E+03  3.4241E+03  1.783261E+03
   47    2  6.7347E+03  3.2349E+03  1.783260E+03
   48    2  7.0016E+03  3.0104E+03  1.783260E+03
   49    2  7.2462E+03  2.7585E+03  1.783259E+03
   50    2  7.4639E+03  2.4825E+03  1.783259E+03
   51    2  7.6523E+03  2.1844E+03  1.783259E+03
   52    2  7.8110E+03  1.8685E+03  1.783259E+03
   53    2  7.9375E+03  1.5384E+03  1.783258E+03
   54    2  8.0294E+03  1.1968E+03  1.783258E+03
   55    2  8.0870E+03  8.4756E+02  1.783258E+03
   56    2  8.1079E+03  4.9508E+02  1.783258E+03
   57    2  8.0884E+03  1.4286E+02  1.783259E+03
   58    2  8.0306E+03 -2.0553E+02  1.783259E+03
   59    2  7.9361E+03 -5.4503E+02  1.783259E+03
   60    2  7.8038E+03 -8.7092E+02  1.783259E+03
   61    2  7.6358E+03 -1.1800E+03  1.783259E+03
   62    2  7.4355E+03 -1.4700E+03  1.783260E+03
   63    2  7.2082E+03 -1.7395E+03  1.783260E+03
   64    2  6.9574E+03 -1.9858E+03  1.783261E+03
   65    2  6.6846E+03 -2.2077E+03  1.783261E+03
   66    2  6.3937E+03 -2.4047E+03  1.783262E+03
   67    2  6.0901E+03 -2.5695E+03  1.783263E+03
   68    2  5.7913E+03 -2.6785E+03  1.783265E+03
   69    2  5.5486E+03 -2.7044E+03  1.783266E+03
   70    2  5.4379E+03 -2.6895E+03  1.783267E+03
   71    2  5.0436E+03 -3.7142E+03  1.104426E+00
   72    2  5.1166E+03 -3.7678E+03  1.106391E+00
   73    2  5.1977E+03 -3.8547E+03  1.081431E+00
   74    2  5.2696E+03 -3.9551E+03  9.497475E-01
   75    2  5.3305E+03 -4.0538E+03  9.446332E-01
   76    2  5.3816E+03 -4.1440E+03  1.023679E+00
   77    2  5.4232E+03 -4.2214E+03  1.084236E+00
   78    2  5.4560E+03 -4.2846E+03  1.131335E+00
   79    2  5.4814E+03 -4.3349E+03  1.166973E+00
   80    2  5.5010E+03 -4.3744E+03  1.258601E+00
   81    2  5.5161E+03 -4.4052E+03  1.303966E+00
   82    2  5.5275E+03 -4.4288E+03  1.146834E+00
   83    2  5.5360E+03 -4.4464E+03  1.082160E+00
   84    2  5.5420E+03 -4.4590E+03  9.147346E-01
   85    2  5.5461E+03 -4.4677E+03  7.685657E-01
   86    2  5.5488E+03 -4.4734E+03  6.976796E-01
   87    2  5.5506E+03 -4.4771E+03  6.244134E-01
   88    2  5.5519E+03 -4.4798E+03  5.596229E-01
   89    2  5.5529E+03 -4.4818E+03  5.016365E-01
   90    2  5.5538E+03 -4.4838E+03  4.121040E-01
    1    3  4.1893E+03 -3.8655E+03  2.504487E-01
    2    3  4.1912E+03 -3.8647E+03  2.894228E-01
    3    3  4.1932E+03 -3.8639E+03  3.497179E-01
    4    3  4.1957E+03 -3.8629E+03  4.015547E-01
    5    3  4.1993E+03 -3.8614E+03  4.618386E-01
    6    3  4.2048E+03 -3.8592E+03  5.380711E-01
    7    3  4.2130E+03 -3.8559E+03  6.741089E-01
    8    3  4.2250E+03 -3.8511E+03  8.224425E-01
    9    3  4.2415E+03 -3.8445E+03  9.655654E-01
   10    3  4.2637E+03 -3.8357E+03  9.985364E-01
   11    3  4.2926E+03 -3.8244E+03  1.021105E+00
   12    3  4.3294E+03 -3.8101E+03  1.035677E+00
   13    3  4.3758E+03 -3.7925E+03  1.082550E+00
   14    3  4.4339E+03 -3.7712E+03  1.120850E+00
   15    3  4.5056E+03 -3.7461E+03  1.020892E+00
   16    3  4.5916E+03 -3.7182E+03  8.500170E-01
   17    3  4.6904E+03 -3.6904E+03  7.895292E-01
   18    3  4.7988E+03 -3.6682E+03  8.527047E-01
   19    3  4.9058E+03 -3.6608E+03  1.098817E+00
   20    3  4.9882E+03 -3.6704E+03  1.174167E+00
   21    3  5.3781E+03 -2.7440E+03  1.597252E+03
   22    3  5.2724E+03 -2.6541E+03  1.597253E+03
   23    3  5.1044E+03 -2.4345E+03  1.597255E+03
   24    3  4.9526E+03 -2.1336E+03  1.597256E+03
   25    3  4.8209E+03 -1.8034E+03  1.597257E+03
   26    3  4.7051E+03 -1.4641E+03  1.597258E+03
   27    3  4.6042E+03 -1.1197E+03  1.597259E+03
   28    3  4.5178E+03 -7.7138E+02  1.597260E+03
   29    3  4.4465E+03 -4.1968E+02  1.597260E+03
   30    3  4.3893E+03 -6.5464E+01  1.597261E+03
   31    3  4.3484E+03  2.9069E+02  1.597261E+03
   32    3  4.3247E+03  6.4862E+02  1.597261E+03
   33    3  4.3161E+03  1.0072E+03  1.597261E+03
   34    3  4.3231E+03  1.3653E+03  1.597261E+03
   35    3  4.3474E+03  1.7213E+03  1.597260E+03
   36    3  4.3931E+03  2.0732E+03  1.597260E+03
   37    3  4.4630E+03  2.4181E+03  1.597259E+03
   38    3  4.5600E+03  2.7503E+03  1.597258E+03
   39    3  4.6895E+03  3.0586E+03  1.597257E+03
   40    3  4.8547E+03  3.3241E+03  1.597255E+03
   41    3  5.0526E+03  3.5264E+03  1.597253E+03
   42    3  5.2811E+03  3.6559E+03  1.597252E+03
   43    3  5.5464E+03  3.7110E+03  1.597251E+03
   44    3  5.8449E+03  3.6888E+03  1.597249E+03
   45    3  6.1557E+03  3.5950E+03  1.597249E+03
   46    3  6.4598E+03  3.4450E+03  1.597248E+03
   47    3  6.7469E+03  3.2513E+03  1.597247E+03
   48    3  7.0137E+03  3.0235E+03  1.597247E+03
   49    3  7.2582E+03  2.7691E+03  1.597247E+03
   50    3  7.4758E+03  2.4910E+03  1.597247E+03
   51    3  7.6641E+03  2.1911E+03  1.597247E+03
   52    3  7.8228E+03  1.8737E+03  1.597246E+03
   53    3  7.9493E+03  1.5423E+03  1.597246E+03
   54    3  8.0412E+03  1.1994E+03  1.597246E+03
   55    3  8.0988E+03  8.4888E+02  1.597246E+03
   56    3  8.1200E+03  4.9511E+02  1.597246E+03
   57    3  8.1004E+03  1.4153E+02  1.597246E+03
   58    3  8.0428E+03 -2.0822E+02  1.597246E+03
   59    3  7.9484E+03 -5.4922E+02  1.597247E+03
   60    3  7.8161E+03 -8.7671E+02  1.597247E+03
   61    3  7.6479E+03 -1.1875E+03  1.597247E+03
   62    3  7.4477E+03 -1.4793E+03  1.597247E+03
   63    3  7.2206E+03 -1.7509E+03  1.597247E+03
   64    3  6.9701E+03 -2.0000E+03  1.597247E+03
   65    3  6.6978E+03 -2.2253E+03  1.597248E+03
   66    3  6.4078E+03 -2.4277E+03  1.597248E+03
   67    3  6.1048E+03 -2.6019E+03  1.597249E+03
