1410.074633	795.8406972
1404.944331	809.9360865
1399.814029	824.0314758
1394.683727	838.1268652
1389.553424	852.2222545
1384.423122	866.3176438
1379.29282	880.4130331
1374.162518	894.5084224
1369.032216	908.6038117
1363.901914	922.699201
1358.771611	936.7945903
1353.641309	950.8899796
1348.511007	964.985369
1343.380705	979.0807583
1338.250403	993.1761476

1812.574672	966.0579163
1810.325162	975.801617
1808.075651	985.5453176
1805.826141	995.2890183
1803.801581	1004.058349
1800.877218	1016.72516
1797.952854	1029.391971
1796.828099	1034.263821
1794.578588	1044.007522
1792.329078	1053.751222
1790.079567	1063.494923
1787.830056	1073.238623
1785.805497	1082.007954
1782.993609	1094.18758
1780.069245	1106.854391
1778.832014	1112.213426
1776.582504	1121.957127
1774.332993	1131.700827
1772.083483	1141.444528
1769.833972	1151.188229

1410.074633	-793.4606972
1404.944331	-807.5560865
1399.814029	-821.6514758
1394.683727	-835.7468652
1389.553424	-849.8422545
1384.423122	-863.9376438
1379.29282	-878.0330331
1374.162518	-892.1284224
1369.032216	-906.2238117
1363.901914	-920.319201
1358.771611	-934.4145903
1353.641309	-948.5099796
1348.511007	-962.605369
1343.380705	-976.7007583
1338.250403	-990.7961476

1812.574672	-963.4879163
1810.325162	-973.231617
1808.075651	-982.9753176
1805.826141	-992.7190183
1803.801581	-1001.488349
1800.877218	-1014.15516
1797.952854	-1026.821971
1796.828099	-1031.693821
1794.578588	-1041.437522
1792.329078	-1051.181222
1790.079567	-1060.924923
1787.830056	-1070.668623
1785.805497	-1079.437954
1782.993609	-1091.61758
1780.069245	-1104.284391
1778.832014	-1109.643426
1776.582504	-1119.387127
1774.332993	-1129.130827
1772.083483	-1138.874528
1769.833972	-1148.618229


