* number of heading lines in this data file : 15
* 
* BM 3D coordinates extracted from CASTEM
* Post-proc in Matlab : only reading CASTEM raw data (for checking) and write concatenate ascii files - no modifications of X,Y,Z coordinates
* Date CASTEM calculations : 15/03/2011
* Date Matlab post-processing data : 15/03/2011
* Files can be found in : C:\CASTEM_FW.BM coordinates for Steve. march. 2011 (bis) -  whole column - def
* Modif compared to latest version : - 
* 
* FIRST WALL GEOMETRY:
* Reference design November 2009 - slightly adjusted in January 2010 (CATIA skeleton post-Blanket CDR)
* higher spatial resolution than the one used for previous DIVIMP grid (2010)
* 
* DATA
* nºnode  nºelem  X(m)    Y(m)    Z(m) 
  1.000   1.000   6.838   0.542  -2.663
  2.000   1.000   6.789   0.542  -2.701
  3.000   1.000   6.792   0.542  -2.705
  4.000   1.000   6.842   0.542  -2.667
  5.000   2.000   6.888   0.542  -2.624
  6.000   2.000   6.838   0.542  -2.663
  7.000   2.000   6.842   0.542  -2.667
  8.000   2.000   6.891   0.542  -2.628
  9.000   3.000   6.937   0.542  -2.586
 10.000   3.000   6.888   0.542  -2.624
 11.000   3.000   6.891   0.542  -2.628
 12.000   3.000   6.940   0.542  -2.590
 13.000   4.000   6.986   0.542  -2.548
 14.000   4.000   6.937   0.542  -2.586
 15.000   4.000   6.940   0.542  -2.590
 16.000   4.000   6.989   0.542  -2.552
 17.000   5.000   7.035   0.542  -2.510
 18.000   5.000   6.986   0.542  -2.548
 19.000   5.000   6.989   0.542  -2.552
 20.000   5.000   7.038   0.542  -2.514
 21.000   6.000   7.084   0.542  -2.472
 22.000   6.000   7.035   0.542  -2.510
 23.000   6.000   7.038   0.542  -2.514
 24.000   6.000   7.087   0.542  -2.476
 25.000   7.000   7.133   0.542  -2.434
 26.000   7.000   7.084   0.542  -2.472
 27.000   7.000   7.087   0.542  -2.476
 28.000   7.000   7.137   0.542  -2.438
 29.000   8.000   7.183   0.542  -2.395
 30.000   8.000   7.133   0.542  -2.434
 31.000   8.000   7.137   0.542  -2.438
 32.000   8.000   7.186   0.542  -2.399
 33.000   9.000   7.232   0.542  -2.357
 34.000   9.000   7.183   0.542  -2.395
 35.000   9.000   7.186   0.542  -2.399
 36.000   9.000   7.235   0.542  -2.361
 37.000  10.000   7.281   0.542  -2.319
 38.000  10.000   7.232   0.542  -2.357
 39.000  10.000   7.235   0.542  -2.361
 40.000  10.000   7.284   0.542  -2.323
 41.000  11.000   7.289   0.542  -2.313
 42.000  11.000   7.281   0.542  -2.319
 43.000  11.000   7.284   0.542  -2.323
 44.000  11.000   7.292   0.542  -2.317
 45.000  12.000   7.287   0.532  -2.310
 46.000  12.000   7.289   0.542  -2.313
 47.000  12.000   7.292   0.542  -2.317
 48.000  12.000   7.290   0.532  -2.314
 49.000  13.000   7.279   0.483  -2.299
 50.000  13.000   7.287   0.532  -2.310
 51.000  13.000   7.290   0.532  -2.314
 52.000  13.000   7.282   0.483  -2.303
 53.000  14.000   7.274   0.434  -2.293
 54.000  14.000   7.279   0.483  -2.299
 55.000  14.000   7.282   0.483  -2.303
 56.000  14.000   7.277   0.434  -2.297
 57.000  15.000   7.270   0.384  -2.289
 58.000  15.000   7.274   0.434  -2.293
 59.000  15.000   7.277   0.434  -2.297
 60.000  15.000   7.274   0.384  -2.293
 61.000  16.000   7.268   0.335  -2.286
 62.000  16.000   7.270   0.384  -2.289
 63.000  16.000   7.274   0.384  -2.293
 64.000  16.000   7.271   0.335  -2.290
 65.000  17.000   7.266   0.286  -2.283
 66.000  17.000   7.268   0.335  -2.286
 67.000  17.000   7.271   0.335  -2.290
 68.000  17.000   7.269   0.286  -2.287
 69.000  18.000   7.270   0.237  -2.288
 70.000  18.000   7.266   0.286  -2.283
 71.000  18.000   7.269   0.286  -2.287
 72.000  18.000   7.273   0.237  -2.292
 73.000  19.000   7.274   0.188  -2.294
 74.000  19.000   7.270   0.237  -2.288
 75.000  19.000   7.273   0.237  -2.292
 76.000  19.000   7.277   0.188  -2.298
 77.000  20.000   7.280   0.138  -2.301
 78.000  20.000   7.274   0.188  -2.294
 79.000  20.000   7.277   0.188  -2.298
 80.000  20.000   7.283   0.138  -2.305
 81.000  21.000   7.287   0.089  -2.310
 82.000  21.000   7.280   0.138  -2.301
 83.000  21.000   7.283   0.138  -2.305
 84.000  21.000   7.290   0.089  -2.314
 85.000  22.000   7.297   0.040  -2.323
 86.000  22.000   7.287   0.089  -2.310
 87.000  22.000   7.290   0.089  -2.314
 88.000  22.000   7.300   0.040  -2.327
 89.000  23.000   7.300   0.030  -2.326
 90.000  23.000   7.297   0.040  -2.323
 91.000  23.000   7.300   0.040  -2.327
 92.000  23.000   7.303   0.030  -2.330
 93.000  24.000   7.292   0.030  -2.333
 94.000  24.000   7.300   0.030  -2.326
 95.000  24.000   7.303   0.030  -2.330
 96.000  24.000   7.295   0.030  -2.337
 97.000  25.000   7.242   0.030  -2.371
 98.000  25.000   7.292   0.030  -2.333
 99.000  25.000   7.295   0.030  -2.337
100.000  25.000   7.245   0.030  -2.375
101.000  26.000   7.193   0.030  -2.409
102.000  26.000   7.242   0.030  -2.371
103.000  26.000   7.245   0.030  -2.375
104.000  26.000   7.196   0.030  -2.413
105.000  27.000   7.144   0.030  -2.447
106.000  27.000   7.193   0.030  -2.409
107.000  27.000   7.196   0.030  -2.413
108.000  27.000   7.147   0.030  -2.451
109.000  28.000   7.095   0.030  -2.485
110.000  28.000   7.144   0.030  -2.447
111.000  28.000   7.147   0.030  -2.451
112.000  28.000   7.098   0.030  -2.489
113.000  29.000   7.046   0.030  -2.523
114.000  29.000   7.095   0.030  -2.485
115.000  29.000   7.098   0.030  -2.489
116.000  29.000   7.049   0.030  -2.527
117.000  30.000   6.997   0.030  -2.562
118.000  30.000   7.046   0.030  -2.523
119.000  30.000   7.049   0.030  -2.527
120.000  30.000   7.000   0.030  -2.566
121.000  31.000   6.947   0.030  -2.600
122.000  31.000   6.997   0.030  -2.562
123.000  31.000   7.000   0.030  -2.566
124.000  31.000   6.950   0.030  -2.604
125.000  32.000   6.898   0.030  -2.638
126.000  32.000   6.947   0.030  -2.600
127.000  32.000   6.950   0.030  -2.604
128.000  32.000   6.901   0.030  -2.642
129.000  33.000   6.849   0.030  -2.676
130.000  33.000   6.898   0.030  -2.638
131.000  33.000   6.901   0.030  -2.642
132.000  33.000   6.852   0.030  -2.680
133.000  34.000   6.800   0.030  -2.714
134.000  34.000   6.849   0.030  -2.676
135.000  34.000   6.852   0.030  -2.680
136.000  34.000   6.803   0.030  -2.718
137.000  35.000   6.835   0.542  -2.659
138.000  35.000   6.786   0.542  -2.697
139.000  35.000   6.789   0.542  -2.701
140.000  35.000   6.838   0.542  -2.663
141.000  36.000   6.885   0.542  -2.620
142.000  36.000   6.835   0.542  -2.659
143.000  36.000   6.838   0.542  -2.663
144.000  36.000   6.888   0.542  -2.624
145.000  37.000   6.934   0.542  -2.582
146.000  37.000   6.885   0.542  -2.620
147.000  37.000   6.888   0.542  -2.624
148.000  37.000   6.937   0.542  -2.586
149.000  38.000   6.983   0.542  -2.544
150.000  38.000   6.934   0.542  -2.582
151.000  38.000   6.937   0.542  -2.586
152.000  38.000   6.986   0.542  -2.548
153.000  39.000   7.032   0.542  -2.506
154.000  39.000   6.983   0.542  -2.544
155.000  39.000   6.986   0.542  -2.548
156.000  39.000   7.035   0.542  -2.510
157.000  40.000   7.081   0.542  -2.468
158.000  40.000   7.032   0.542  -2.506
159.000  40.000   7.035   0.542  -2.510
160.000  40.000   7.084   0.542  -2.472
161.000  41.000   7.130   0.542  -2.430
162.000  41.000   7.081   0.542  -2.468
163.000  41.000   7.084   0.542  -2.472
164.000  41.000   7.133   0.542  -2.434
165.000  42.000   7.180   0.542  -2.392
166.000  42.000   7.130   0.542  -2.430
167.000  42.000   7.133   0.542  -2.434
168.000  42.000   7.183   0.542  -2.395
169.000  43.000   7.229   0.542  -2.353
170.000  43.000   7.180   0.542  -2.392
171.000  43.000   7.183   0.542  -2.395
172.000  43.000   7.232   0.542  -2.357
173.000  44.000   7.278   0.542  -2.315
174.000  44.000   7.229   0.542  -2.353
175.000  44.000   7.232   0.542  -2.357
176.000  44.000   7.281   0.542  -2.319
177.000  45.000   7.286   0.542  -2.309
178.000  45.000   7.278   0.542  -2.315
179.000  45.000   7.281   0.542  -2.319
180.000  45.000   7.289   0.542  -2.313
181.000  46.000   7.283   0.532  -2.306
182.000  46.000   7.286   0.542  -2.309
183.000  46.000   7.289   0.542  -2.313
184.000  46.000   7.287   0.532  -2.310
185.000  47.000   7.275   0.483  -2.296
186.000  47.000   7.283   0.532  -2.306
187.000  47.000   7.287   0.532  -2.310
188.000  47.000   7.279   0.483  -2.299
189.000  48.000   7.271   0.434  -2.289
190.000  48.000   7.275   0.483  -2.296
191.000  48.000   7.279   0.483  -2.299
192.000  48.000   7.274   0.434  -2.293
193.000  49.000   7.267   0.384  -2.285
194.000  49.000   7.271   0.434  -2.289
195.000  49.000   7.274   0.434  -2.293
196.000  49.000   7.270   0.384  -2.289
197.000  50.000   7.265   0.335  -2.282
198.000  50.000   7.267   0.384  -2.285
199.000  50.000   7.270   0.384  -2.289
200.000  50.000   7.268   0.335  -2.286
201.000  51.000   7.263   0.286  -2.279
202.000  51.000   7.265   0.335  -2.282
203.000  51.000   7.268   0.335  -2.286
204.000  51.000   7.266   0.286  -2.283
205.000  52.000   7.267   0.237  -2.285
206.000  52.000   7.263   0.286  -2.279
207.000  52.000   7.266   0.286  -2.283
208.000  52.000   7.270   0.237  -2.288
209.000  53.000   7.271   0.188  -2.290
210.000  53.000   7.267   0.237  -2.285
211.000  53.000   7.270   0.237  -2.288
212.000  53.000   7.274   0.188  -2.294
213.000  54.000   7.277   0.138  -2.297
214.000  54.000   7.271   0.188  -2.290
215.000  54.000   7.274   0.188  -2.294
216.000  54.000   7.280   0.138  -2.301
217.000  55.000   7.284   0.089  -2.306
218.000  55.000   7.277   0.138  -2.297
219.000  55.000   7.280   0.138  -2.301
220.000  55.000   7.287   0.089  -2.310
221.000  56.000   7.293   0.040  -2.319
222.000  56.000   7.284   0.089  -2.306
223.000  56.000   7.287   0.089  -2.310
224.000  56.000   7.297   0.040  -2.323
225.000  57.000   7.296   0.030  -2.322
226.000  57.000   7.293   0.040  -2.319
227.000  57.000   7.297   0.040  -2.323
228.000  57.000   7.300   0.030  -2.326
229.000  58.000   7.289   0.030  -2.329
230.000  58.000   7.296   0.030  -2.322
231.000  58.000   7.300   0.030  -2.326
232.000  58.000   7.292   0.030  -2.333
233.000  59.000   7.239   0.030  -2.367
234.000  59.000   7.289   0.030  -2.329
235.000  59.000   7.292   0.030  -2.333
236.000  59.000   7.242   0.030  -2.371
237.000  60.000   7.190   0.030  -2.405
238.000  60.000   7.239   0.030  -2.367
239.000  60.000   7.242   0.030  -2.371
240.000  60.000   7.193   0.030  -2.409
241.000  61.000   7.141   0.030  -2.443
242.000  61.000   7.190   0.030  -2.405
243.000  61.000   7.193   0.030  -2.409
244.000  61.000   7.144   0.030  -2.447
245.000  62.000   7.092   0.030  -2.481
246.000  62.000   7.141   0.030  -2.443
247.000  62.000   7.144   0.030  -2.447
248.000  62.000   7.095   0.030  -2.485
249.000  63.000   7.043   0.030  -2.519
250.000  63.000   7.092   0.030  -2.481
251.000  63.000   7.095   0.030  -2.485
252.000  63.000   7.046   0.030  -2.523
253.000  64.000   6.994   0.030  -2.558
254.000  64.000   7.043   0.030  -2.519
255.000  64.000   7.046   0.030  -2.523
256.000  64.000   6.997   0.030  -2.562
257.000  65.000   6.944   0.030  -2.596
258.000  65.000   6.994   0.030  -2.558
259.000  65.000   6.997   0.030  -2.562
260.000  65.000   6.947   0.030  -2.600
261.000  66.000   6.895   0.030  -2.634
262.000  66.000   6.944   0.030  -2.596
263.000  66.000   6.947   0.030  -2.600
264.000  66.000   6.898   0.030  -2.638
265.000  67.000   6.846   0.030  -2.672
266.000  67.000   6.895   0.030  -2.634
267.000  67.000   6.898   0.030  -2.638
268.000  67.000   6.849   0.030  -2.676
269.000  68.000   6.797   0.030  -2.710
270.000  68.000   6.846   0.030  -2.672
271.000  68.000   6.849   0.030  -2.676
272.000  68.000   6.800   0.030  -2.714
273.000  69.000   6.829   0.542  -2.651
274.000  69.000   6.780   0.542  -2.689
275.000  69.000   6.786   0.542  -2.697
276.000  69.000   6.835   0.542  -2.659
277.000  70.000   6.878   0.542  -2.613
278.000  70.000   6.829   0.542  -2.651
279.000  70.000   6.835   0.542  -2.659
280.000  70.000   6.885   0.542  -2.620
281.000  71.000   6.928   0.542  -2.574
282.000  71.000   6.878   0.542  -2.613
283.000  71.000   6.885   0.542  -2.620
284.000  71.000   6.934   0.542  -2.582
285.000  72.000   6.977   0.542  -2.536
286.000  72.000   6.928   0.542  -2.574
287.000  72.000   6.934   0.542  -2.582
288.000  72.000   6.983   0.542  -2.544
289.000  73.000   7.026   0.542  -2.498
290.000  73.000   6.977   0.542  -2.536
291.000  73.000   6.983   0.542  -2.544
292.000  73.000   7.032   0.542  -2.506
293.000  74.000   7.075   0.542  -2.460
294.000  74.000   7.026   0.542  -2.498
295.000  74.000   7.032   0.542  -2.506
296.000  74.000   7.081   0.542  -2.468
297.000  75.000   7.124   0.542  -2.422
298.000  75.000   7.075   0.542  -2.460
299.000  75.000   7.081   0.542  -2.468
300.000  75.000   7.130   0.542  -2.430
301.000  76.000   7.173   0.542  -2.384
302.000  76.000   7.124   0.542  -2.422
303.000  76.000   7.130   0.542  -2.430
304.000  76.000   7.180   0.542  -2.392
305.000  77.000   7.223   0.542  -2.345
306.000  77.000   7.173   0.542  -2.384
307.000  77.000   7.180   0.542  -2.392
308.000  77.000   7.229   0.542  -2.353
309.000  78.000   7.272   0.542  -2.307
310.000  78.000   7.223   0.542  -2.345
311.000  78.000   7.229   0.542  -2.353
312.000  78.000   7.278   0.542  -2.315
313.000  79.000   7.280   0.542  -2.301
314.000  79.000   7.272   0.542  -2.307
315.000  79.000   7.278   0.542  -2.315
316.000  79.000   7.286   0.542  -2.309
317.000  80.000   7.277   0.532  -2.298
318.000  80.000   7.280   0.542  -2.301
319.000  80.000   7.286   0.542  -2.309
320.000  80.000   7.283   0.532  -2.306
321.000  81.000   7.269   0.483  -2.288
322.000  81.000   7.277   0.532  -2.298
323.000  81.000   7.283   0.532  -2.306
324.000  81.000   7.275   0.483  -2.296
325.000  82.000   7.265   0.434  -2.281
326.000  82.000   7.269   0.483  -2.288
327.000  82.000   7.275   0.483  -2.296
328.000  82.000   7.271   0.434  -2.289
329.000  83.000   7.261   0.384  -2.277
330.000  83.000   7.265   0.434  -2.281
331.000  83.000   7.271   0.434  -2.289
332.000  83.000   7.267   0.384  -2.285
333.000  84.000   7.259   0.335  -2.274
334.000  84.000   7.261   0.384  -2.277
335.000  84.000   7.267   0.384  -2.285
336.000  84.000   7.265   0.335  -2.282
337.000  85.000   7.257   0.286  -2.271
338.000  85.000   7.259   0.335  -2.274
339.000  85.000   7.265   0.335  -2.282
340.000  85.000   7.263   0.286  -2.279
341.000  86.000   7.261   0.237  -2.277
342.000  86.000   7.257   0.286  -2.271
343.000  86.000   7.263   0.286  -2.279
344.000  86.000   7.267   0.237  -2.285
345.000  87.000   7.265   0.188  -2.282
346.000  87.000   7.261   0.237  -2.277
347.000  87.000   7.267   0.237  -2.285
348.000  87.000   7.271   0.188  -2.290
349.000  88.000   7.271   0.138  -2.289
350.000  88.000   7.265   0.188  -2.282
351.000  88.000   7.271   0.188  -2.290
352.000  88.000   7.277   0.138  -2.297
353.000  89.000   7.277   0.089  -2.298
354.000  89.000   7.271   0.138  -2.289
355.000  89.000   7.277   0.138  -2.297
356.000  89.000   7.284   0.089  -2.306
357.000  90.000   7.287   0.040  -2.311
358.000  90.000   7.277   0.089  -2.298
359.000  90.000   7.284   0.089  -2.306
360.000  90.000   7.293   0.040  -2.319
361.000  91.000   7.290   0.030  -2.315
362.000  91.000   7.287   0.040  -2.311
363.000  91.000   7.293   0.040  -2.319
364.000  91.000   7.296   0.030  -2.322
365.000  92.000   7.282   0.030  -2.321
366.000  92.000   7.290   0.030  -2.315
367.000  92.000   7.296   0.030  -2.322
368.000  92.000   7.289   0.030  -2.329
369.000  93.000   7.233   0.030  -2.359
370.000  93.000   7.282   0.030  -2.321
371.000  93.000   7.289   0.030  -2.329
372.000  93.000   7.239   0.030  -2.367
373.000  94.000   7.184   0.030  -2.397
374.000  94.000   7.233   0.030  -2.359
375.000  94.000   7.239   0.030  -2.367
376.000  94.000   7.190   0.030  -2.405
377.000  95.000   7.135   0.030  -2.435
378.000  95.000   7.184   0.030  -2.397
379.000  95.000   7.190   0.030  -2.405
380.000  95.000   7.141   0.030  -2.443
381.000  96.000   7.086   0.030  -2.473
382.000  96.000   7.135   0.030  -2.435
383.000  96.000   7.141   0.030  -2.443
384.000  96.000   7.092   0.030  -2.481
385.000  97.000   7.037   0.030  -2.512
386.000  97.000   7.086   0.030  -2.473
387.000  97.000   7.092   0.030  -2.481
388.000  97.000   7.043   0.030  -2.519
389.000  98.000   6.987   0.030  -2.550
390.000  98.000   7.037   0.030  -2.512
391.000  98.000   7.043   0.030  -2.519
392.000  98.000   6.994   0.030  -2.558
393.000  99.000   6.938   0.030  -2.588
394.000  99.000   6.987   0.030  -2.550
395.000  99.000   6.994   0.030  -2.558
396.000  99.000   6.944   0.030  -2.596
397.000 100.000   6.889   0.030  -2.626
398.000 100.000   6.938   0.030  -2.588
399.000 100.000   6.944   0.030  -2.596
400.000 100.000   6.895   0.030  -2.634
401.000 101.000   6.840   0.030  -2.664
402.000 101.000   6.889   0.030  -2.626
403.000 101.000   6.895   0.030  -2.634
404.000 101.000   6.846   0.030  -2.672
405.000 102.000   6.791   0.030  -2.703
406.000 102.000   6.840   0.030  -2.664
407.000 102.000   6.846   0.030  -2.672
408.000 102.000   6.797   0.030  -2.710
409.000 103.000   7.212   0.483  -2.332
