* number of heading lines in this data file : 15
* 
* BM 3D coordinates extracted from CASTEM
* Post-proc in Matlab : only reading CASTEM raw data (for checking) and write concatenate ascii files - no modifications of X,Y,Z coordinates
* Date CASTEM calculations : 15/03/2011
* Date Matlab post-processing data : 15/03/2011
* Files can be found in : C:\CASTEM_FW.BM coordinates for Steve. march. 2011 (bis) -  whole column - def
* Modif compared to latest version : - 
* 
* FIRST WALL GEOMETRY:
* Reference design November 2009 - slightly adjusted in January 2010 (CATIA skeleton post-Blanket CDR)
* higher spatial resolution than the one used for previous DIVIMP grid (2010)
* 
* DATA
* nºnode  nºelem  X(m)    Y(m)    Z(m) 
  1.000   1.000   7.008   0.564   3.548
  2.000   1.000   7.050   0.564   3.510
  3.000   1.000   7.053   0.564   3.513
  4.000   1.000   7.011   0.564   3.552
  5.000   2.000   6.966   0.564   3.586
  6.000   2.000   7.008   0.564   3.548
  7.000   2.000   7.011   0.564   3.552
  8.000   2.000   6.970   0.564   3.590
  9.000   3.000   6.925   0.564   3.625
 10.000   3.000   6.966   0.564   3.586
 11.000   3.000   6.970   0.564   3.590
 12.000   3.000   6.928   0.564   3.628
 13.000   4.000   6.883   0.564   3.663
 14.000   4.000   6.925   0.564   3.625
 15.000   4.000   6.928   0.564   3.628
 16.000   4.000   6.886   0.564   3.667
 17.000   5.000   6.841   0.564   3.701
 18.000   5.000   6.883   0.564   3.663
 19.000   5.000   6.886   0.564   3.667
 20.000   5.000   6.845   0.564   3.705
 21.000   6.000   6.799   0.564   3.740
 22.000   6.000   6.841   0.564   3.701
 23.000   6.000   6.845   0.564   3.705
 24.000   6.000   6.803   0.564   3.744
 25.000   7.000   6.758   0.564   3.778
 26.000   7.000   6.799   0.564   3.740
 27.000   7.000   6.803   0.564   3.744
 28.000   7.000   6.761   0.564   3.782
 29.000   8.000   6.716   0.564   3.817
 30.000   8.000   6.758   0.564   3.778
 31.000   8.000   6.761   0.564   3.782
 32.000   8.000   6.719   0.564   3.820
 33.000   9.000   6.674   0.564   3.855
 34.000   9.000   6.716   0.564   3.817
 35.000   9.000   6.719   0.564   3.820
 36.000   9.000   6.678   0.564   3.859
 37.000  10.000   6.633   0.564   3.894
 38.000  10.000   6.674   0.564   3.855
 39.000  10.000   6.678   0.564   3.859
 40.000  10.000   6.636   0.564   3.897
 41.000  11.000   6.625   0.564   3.900
 42.000  11.000   6.633   0.564   3.894
 43.000  11.000   6.636   0.564   3.897
 44.000  11.000   6.629   0.564   3.904
 45.000  12.000   6.622   0.554   3.897
 46.000  12.000   6.625   0.564   3.900
 47.000  12.000   6.629   0.564   3.904
 48.000  12.000   6.626   0.554   3.901
 49.000  13.000   6.614   0.503   3.888
 50.000  13.000   6.622   0.554   3.897
 51.000  13.000   6.626   0.554   3.901
 52.000  13.000   6.617   0.503   3.891
 53.000  14.000   6.608   0.451   3.882
 54.000  14.000   6.614   0.503   3.888
 55.000  14.000   6.617   0.503   3.891
 56.000  14.000   6.612   0.451   3.886
 57.000  15.000   6.604   0.400   3.878
 58.000  15.000   6.608   0.451   3.882
 59.000  15.000   6.612   0.451   3.886
 60.000  15.000   6.608   0.400   3.882
 61.000  16.000   6.602   0.348   3.875
 62.000  16.000   6.604   0.400   3.878
 63.000  16.000   6.608   0.400   3.882
 64.000  16.000   6.605   0.348   3.878
 65.000  17.000   6.599   0.297   3.872
 66.000  17.000   6.602   0.348   3.875
 67.000  17.000   6.605   0.348   3.878
 68.000  17.000   6.603   0.297   3.876
 69.000  18.000   6.604   0.246   3.877
 70.000  18.000   6.599   0.297   3.872
 71.000  18.000   6.603   0.297   3.876
 72.000  18.000   6.607   0.246   3.881
 73.000  19.000   6.609   0.194   3.883
 74.000  19.000   6.604   0.246   3.877
 75.000  19.000   6.607   0.246   3.881
 76.000  19.000   6.612   0.194   3.886
 77.000  20.000   6.615   0.143   3.889
 78.000  20.000   6.609   0.194   3.883
 79.000  20.000   6.612   0.194   3.886
 80.000  20.000   6.618   0.143   3.893
 81.000  21.000   6.622   0.091   3.897
 82.000  21.000   6.615   0.143   3.889
 83.000  21.000   6.618   0.143   3.893
 84.000  21.000   6.626   0.091   3.901
 85.000  22.000   6.633   0.040   3.909
 86.000  22.000   6.622   0.091   3.897
 87.000  22.000   6.626   0.091   3.901
 88.000  22.000   6.637   0.040   3.913
 89.000  23.000   6.636   0.030   3.913
 90.000  23.000   6.633   0.040   3.909
 91.000  23.000   6.637   0.040   3.913
 92.000  23.000   6.640   0.030   3.916
 93.000  24.000   6.644   0.030   3.906
 94.000  24.000   6.636   0.030   3.913
 95.000  24.000   6.640   0.030   3.916
 96.000  24.000   6.647   0.030   3.909
 97.000  25.000   6.686   0.030   3.867
 98.000  25.000   6.644   0.030   3.906
 99.000  25.000   6.647   0.030   3.909
100.000  25.000   6.689   0.030   3.871
101.000  26.000   6.727   0.030   3.829
102.000  26.000   6.686   0.030   3.867
103.000  26.000   6.689   0.030   3.871
104.000  26.000   6.731   0.030   3.833
105.000  27.000   6.769   0.030   3.791
106.000  27.000   6.727   0.030   3.829
107.000  27.000   6.731   0.030   3.833
108.000  27.000   6.772   0.030   3.794
109.000  28.000   6.811   0.030   3.752
110.000  28.000   6.769   0.030   3.791
111.000  28.000   6.772   0.030   3.794
112.000  28.000   6.814   0.030   3.756
113.000  29.000   6.852   0.030   3.714
114.000  29.000   6.811   0.030   3.752
115.000  29.000   6.814   0.030   3.756
116.000  29.000   6.856   0.030   3.717
117.000  30.000   6.894   0.030   3.675
118.000  30.000   6.852   0.030   3.714
119.000  30.000   6.856   0.030   3.717
120.000  30.000   6.898   0.030   3.679
121.000  31.000   6.936   0.030   3.637
122.000  31.000   6.894   0.030   3.675
123.000  31.000   6.898   0.030   3.679
124.000  31.000   6.939   0.030   3.641
125.000  32.000   6.978   0.030   3.599
126.000  32.000   6.936   0.030   3.637
127.000  32.000   6.939   0.030   3.641
128.000  32.000   6.981   0.030   3.602
129.000  33.000   7.019   0.030   3.560
130.000  33.000   6.978   0.030   3.599
131.000  33.000   6.981   0.030   3.602
132.000  33.000   7.023   0.030   3.564
133.000  34.000   7.061   0.030   3.522
134.000  34.000   7.019   0.030   3.560
135.000  34.000   7.023   0.030   3.564
