* number of heading lines in this data file : 15
* 
* BM 3D coordinates extracted from CASTEM
* Post-proc in Matlab : only reading CASTEM raw data (for checking) and write concatenate ascii files - no modifications of X,Y,Z coordinates
* Date CASTEM calculations : 15/03/2011
* Date Matlab post-processing data : 15/03/2011
* Files can be found in : C:\CASTEM_FW.BM coordinates for Steve. march. 2011 (bis) -  whole column - def
* Modif compared to latest version : - 
* 
* FIRST WALL GEOMETRY:
* Reference design November 2009 - slightly adjusted in January 2010 (CATIA skeleton post-Blanket CDR)
* higher spatial resolution than the one used for previous DIVIMP grid (2010)
* 
* DATA
* nºnode  nºelem  X(m)    Y(m)    Z(m) 
  1.000   1.000   8.137   0.678   2.091
  2.000   1.000   8.153   0.678   2.059
  3.000   1.000   8.157   0.678   2.061
  4.000   1.000   8.142   0.678   2.093
  5.000   2.000   8.122   0.678   2.123
  6.000   2.000   8.137   0.678   2.091
  7.000   2.000   8.142   0.678   2.093
  8.000   2.000   8.127   0.678   2.126
  9.000   3.000   8.107   0.678   2.156
 10.000   3.000   8.122   0.678   2.123
 11.000   3.000   8.127   0.678   2.126
 12.000   3.000   8.112   0.678   2.158
 13.000   4.000   8.092   0.678   2.188
 14.000   4.000   8.107   0.678   2.156
 15.000   4.000   8.112   0.678   2.158
 16.000   4.000   8.097   0.678   2.190
 17.000   5.000   8.077   0.678   2.220
 18.000   5.000   8.092   0.678   2.188
 19.000   5.000   8.097   0.678   2.190
 20.000   5.000   8.082   0.678   2.223
 21.000   6.000   8.062   0.678   2.253
 22.000   6.000   8.077   0.678   2.220
 23.000   6.000   8.082   0.678   2.223
 24.000   6.000   8.066   0.678   2.255
 25.000   7.000   8.047   0.678   2.285
 26.000   7.000   8.062   0.678   2.253
 27.000   7.000   8.066   0.678   2.255
 28.000   7.000   8.051   0.678   2.287
 29.000   8.000   8.032   0.678   2.318
 30.000   8.000   8.047   0.678   2.285
 31.000   8.000   8.051   0.678   2.287
 32.000   8.000   8.036   0.678   2.320
 33.000   9.000   8.017   0.678   2.350
 34.000   9.000   8.032   0.678   2.318
 35.000   9.000   8.036   0.678   2.320
 36.000   9.000   8.021   0.678   2.352
 37.000  10.000   8.002   0.678   2.382
 38.000  10.000   8.017   0.678   2.350
 39.000  10.000   8.021   0.678   2.352
 40.000  10.000   8.006   0.678   2.384
 41.000  11.000   7.997   0.678   2.391
 42.000  11.000   8.002   0.678   2.382
 43.000  11.000   8.006   0.678   2.384
 44.000  11.000   8.002   0.678   2.393
 45.000  12.000   7.990   0.668   2.388
 46.000  12.000   7.997   0.678   2.391
 47.000  12.000   8.002   0.678   2.393
 48.000  12.000   7.995   0.668   2.390
 49.000  13.000   7.972   0.617   2.380
 50.000  13.000   7.990   0.668   2.388
 51.000  13.000   7.995   0.668   2.390
 52.000  13.000   7.977   0.617   2.382
 53.000  14.000   7.964   0.567   2.376
 54.000  14.000   7.972   0.617   2.380
 55.000  14.000   7.977   0.617   2.382
 56.000  14.000   7.968   0.567   2.378
 57.000  15.000   7.958   0.516   2.373
 58.000  15.000   7.964   0.567   2.376
 59.000  15.000   7.968   0.567   2.378
 60.000  15.000   7.963   0.516   2.375
 61.000  16.000   7.955   0.465   2.371
 62.000  16.000   7.958   0.516   2.373
 63.000  16.000   7.963   0.516   2.375
 64.000  16.000   7.959   0.465   2.373
 65.000  17.000   7.952   0.414   2.370
 66.000  17.000   7.955   0.465   2.371
 67.000  17.000   7.959   0.465   2.373
 68.000  17.000   7.956   0.414   2.372
 69.000  18.000   7.949   0.364   2.369
 70.000  18.000   7.952   0.414   2.370
 71.000  18.000   7.956   0.414   2.372
 72.000  18.000   7.954   0.364   2.371
 73.000  19.000   7.947   0.313   2.368
 74.000  19.000   7.949   0.364   2.369
 75.000  19.000   7.954   0.364   2.371
 76.000  19.000   7.952   0.313   2.370
 77.000  20.000   7.951   0.258   2.370
 78.000  20.000   7.947   0.313   2.368
 79.000  20.000   7.952   0.313   2.370
 80.000  20.000   7.955   0.258   2.372
 81.000  21.000   7.955   0.204   2.372
 82.000  21.000   7.951   0.258   2.370
 83.000  21.000   7.955   0.258   2.372
 84.000  21.000   7.960   0.204   2.374
 85.000  22.000   7.960   0.149   2.374
 86.000  22.000   7.955   0.204   2.372
 87.000  22.000   7.960   0.204   2.374
 88.000  22.000   7.965   0.149   2.376
 89.000  23.000   7.966   0.095   2.377
 90.000  23.000   7.960   0.149   2.374
 91.000  23.000   7.965   0.149   2.376
 92.000  23.000   7.971   0.095   2.379
 93.000  24.000   7.975   0.040   2.381
 94.000  24.000   7.966   0.095   2.377
 95.000  24.000   7.971   0.095   2.379
 96.000  24.000   7.979   0.040   2.383
 97.000  25.000   7.976   0.030   2.382
 98.000  25.000   7.975   0.040   2.381
 99.000  25.000   7.979   0.040   2.383
100.000  25.000   7.981   0.030   2.384
101.000  26.000   7.981   0.030   2.373
102.000  26.000   7.976   0.030   2.382
103.000  26.000   7.981   0.030   2.384
104.000  26.000   7.985   0.030   2.375
105.000  27.000   7.996   0.030   2.340
106.000  27.000   7.981   0.030   2.373
107.000  27.000   7.985   0.030   2.375
108.000  27.000   8.000   0.030   2.342
109.000  28.000   8.011   0.030   2.308
110.000  28.000   7.996   0.030   2.340
111.000  28.000   8.000   0.030   2.342
112.000  28.000   8.015   0.030   2.310
113.000  29.000   8.026   0.030   2.276
114.000  29.000   8.011   0.030   2.308
115.000  29.000   8.015   0.030   2.310
116.000  29.000   8.031   0.030   2.278
117.000  30.000   8.041   0.030   2.243
118.000  30.000   8.026   0.030   2.276
119.000  30.000   8.031   0.030   2.278
120.000  30.000   8.046   0.030   2.245
121.000  31.000   8.056   0.030   2.211
122.000  31.000   8.041   0.030   2.243
123.000  31.000   8.046   0.030   2.245
124.000  31.000   8.061   0.030   2.213
125.000  32.000   8.071   0.030   2.178
126.000  32.000   8.056   0.030   2.211
127.000  32.000   8.061   0.030   2.213
128.000  32.000   8.076   0.030   2.180
129.000  33.000   8.086   0.030   2.146
130.000  33.000   8.071   0.030   2.178
131.000  33.000   8.076   0.030   2.180
132.000  33.000   8.091   0.030   2.148
133.000  34.000   8.102   0.030   2.114
134.000  34.000   8.086   0.030   2.146
135.000  34.000   8.091   0.030   2.148
136.000  34.000   8.106   0.030   2.116
137.000  35.000   8.117   0.030   2.081
138.000  35.000   8.102   0.030   2.114
139.000  35.000   8.106   0.030   2.116
140.000  35.000   8.121   0.030   2.083
141.000  36.000   8.132   0.030   2.049
142.000  36.000   8.117   0.030   2.081
143.000  36.000   8.121   0.030   2.083
144.000  36.000   8.136   0.030   2.051
145.000  37.000   8.133   0.678   2.089
146.000  37.000   8.148   0.678   2.057
147.000  37.000   8.153   0.678   2.059
148.000  37.000   8.137   0.678   2.091
149.000  38.000   8.118   0.678   2.121
150.000  38.000   8.133   0.678   2.089
151.000  38.000   8.137   0.678   2.091
152.000  38.000   8.122   0.678   2.123
153.000  39.000   8.103   0.678   2.154
154.000  39.000   8.118   0.678   2.121
155.000  39.000   8.122   0.678   2.123
156.000  39.000   8.107   0.678   2.156
157.000  40.000   8.088   0.678   2.186
158.000  40.000   8.103   0.678   2.154
159.000  40.000   8.107   0.678   2.156
160.000  40.000   8.092   0.678   2.188
161.000  41.000   8.073   0.678   2.218
162.000  41.000   8.088   0.678   2.186
163.000  41.000   8.092   0.678   2.188
164.000  41.000   8.077   0.678   2.220
165.000  42.000   8.057   0.678   2.251
166.000  42.000   8.073   0.678   2.218
167.000  42.000   8.077   0.678   2.220
168.000  42.000   8.062   0.678   2.253
169.000  43.000   8.042   0.678   2.283
170.000  43.000   8.057   0.678   2.251
171.000  43.000   8.062   0.678   2.253
172.000  43.000   8.047   0.678   2.285
173.000  44.000   8.027   0.678   2.315
174.000  44.000   8.042   0.678   2.283
175.000  44.000   8.047   0.678   2.285
176.000  44.000   8.032   0.678   2.318
177.000  45.000   8.012   0.678   2.348
178.000  45.000   8.027   0.678   2.315
179.000  45.000   8.032   0.678   2.318
180.000  45.000   8.017   0.678   2.350
181.000  46.000   7.997   0.678   2.380
182.000  46.000   8.012   0.678   2.348
183.000  46.000   8.017   0.678   2.350
184.000  46.000   8.002   0.678   2.382
185.000  47.000   7.993   0.678   2.389
186.000  47.000   7.997   0.678   2.380
187.000  47.000   8.002   0.678   2.382
188.000  47.000   7.997   0.678   2.391
189.000  48.000   7.986   0.668   2.386
190.000  48.000   7.993   0.678   2.389
191.000  48.000   7.997   0.678   2.391
192.000  48.000   7.990   0.668   2.388
193.000  49.000   7.968   0.617   2.377
194.000  49.000   7.986   0.668   2.386
195.000  49.000   7.990   0.668   2.388
196.000  49.000   7.972   0.617   2.380
197.000  50.000   7.959   0.567   2.374
198.000  50.000   7.968   0.617   2.377
199.000  50.000   7.972   0.617   2.380
200.000  50.000   7.964   0.567   2.376
201.000  51.000   7.954   0.516   2.371
202.000  51.000   7.959   0.567   2.374
203.000  51.000   7.964   0.567   2.376
204.000  51.000   7.958   0.516   2.373
205.000  52.000   7.950   0.465   2.369
206.000  52.000   7.954   0.516   2.371
207.000  52.000   7.958   0.516   2.373
208.000  52.000   7.955   0.465   2.371
209.000  53.000   7.947   0.414   2.368
210.000  53.000   7.950   0.465   2.369
211.000  53.000   7.955   0.465   2.371
212.000  53.000   7.952   0.414   2.370
213.000  54.000   7.945   0.364   2.367
214.000  54.000   7.947   0.414   2.368
215.000  54.000   7.952   0.414   2.370
216.000  54.000   7.949   0.364   2.369
217.000  55.000   7.942   0.313   2.366
218.000  55.000   7.945   0.364   2.367
219.000  55.000   7.949   0.364   2.369
220.000  55.000   7.947   0.313   2.368
221.000  56.000   7.946   0.258   2.368
222.000  56.000   7.942   0.313   2.366
223.000  56.000   7.947   0.313   2.368
224.000  56.000   7.951   0.258   2.370
225.000  57.000   7.951   0.204   2.369
226.000  57.000   7.946   0.258   2.368
227.000  57.000   7.951   0.258   2.370
228.000  57.000   7.955   0.204   2.372
229.000  58.000   7.956   0.149   2.372
230.000  58.000   7.951   0.204   2.369
231.000  58.000   7.955   0.204   2.372
232.000  58.000   7.960   0.149   2.374
233.000  59.000   7.962   0.095   2.375
234.000  59.000   7.956   0.149   2.372
235.000  59.000   7.960   0.149   2.374
236.000  59.000   7.966   0.095   2.377
237.000  60.000   7.970   0.040   2.379
238.000  60.000   7.962   0.095   2.375
239.000  60.000   7.966   0.095   2.377
240.000  60.000   7.975   0.040   2.381
241.000  61.000   7.972   0.030   2.380
242.000  61.000   7.970   0.040   2.379
243.000  61.000   7.975   0.040   2.381
244.000  61.000   7.976   0.030   2.382
245.000  62.000   7.976   0.030   2.370
246.000  62.000   7.972   0.030   2.380
247.000  62.000   7.976   0.030   2.382
248.000  62.000   7.981   0.030   2.373
249.000  63.000   7.991   0.030   2.338
250.000  63.000   7.976   0.030   2.370
251.000  63.000   7.981   0.030   2.373
252.000  63.000   7.996   0.030   2.340
253.000  64.000   8.006   0.030   2.306
254.000  64.000   7.991   0.030   2.338
255.000  64.000   7.996   0.030   2.340
256.000  64.000   8.011   0.030   2.308
257.000  65.000   8.021   0.030   2.273
258.000  65.000   8.006   0.030   2.306
259.000  65.000   8.011   0.030   2.308
260.000  65.000   8.026   0.030   2.276
261.000  66.000   8.037   0.030   2.241
262.000  66.000   8.021   0.030   2.273
263.000  66.000   8.026   0.030   2.276
264.000  66.000   8.041   0.030   2.243
265.000  67.000   8.052   0.030   2.209
266.000  67.000   8.037   0.030   2.241
267.000  67.000   8.041   0.030   2.243
268.000  67.000   8.056   0.030   2.211
269.000  68.000   8.067   0.030   2.176
270.000  68.000   8.052   0.030   2.209
271.000  68.000   8.056   0.030   2.211
272.000  68.000   8.071   0.030   2.178
273.000  69.000   8.082   0.030   2.144
274.000  69.000   8.067   0.030   2.176
275.000  69.000   8.071   0.030   2.178
276.000  69.000   8.086   0.030   2.146
277.000  70.000   8.097   0.030   2.112
278.000  70.000   8.082   0.030   2.144
279.000  70.000   8.086   0.030   2.146
280.000  70.000   8.102   0.030   2.114
281.000  71.000   8.112   0.030   2.079
282.000  71.000   8.097   0.030   2.112
283.000  71.000   8.102   0.030   2.114
284.000  71.000   8.117   0.030   2.081
285.000  72.000   8.127   0.030   2.047
286.000  72.000   8.112   0.030   2.079
287.000  72.000   8.117   0.030   2.081
288.000  72.000   8.132   0.030   2.049
289.000  73.000   8.124   0.678   2.085
290.000  73.000   8.139   0.678   2.052
291.000  73.000   8.148   0.678   2.057
292.000  73.000   8.133   0.678   2.089
293.000  74.000   8.109   0.678   2.117
294.000  74.000   8.124   0.678   2.085
295.000  74.000   8.133   0.678   2.089
296.000  74.000   8.118   0.678   2.121
297.000  75.000   8.094   0.678   2.150
298.000  75.000   8.109   0.678   2.117
299.000  75.000   8.118   0.678   2.121
300.000  75.000   8.103   0.678   2.154
301.000  76.000   8.079   0.678   2.182
302.000  76.000   8.094   0.678   2.150
303.000  76.000   8.103   0.678   2.154
304.000  76.000   8.088   0.678   2.186
305.000  77.000   8.063   0.678   2.214
306.000  77.000   8.079   0.678   2.182
307.000  77.000   8.088   0.678   2.186
