* Outer target profiles, from i-ref-0004a
{NUMBER OF COLUMNS}  11
*  ir  sol     psin      rho         jsat          ne        Te        Ti          v     M           p
{DATA}   
   40   28  0.98671 -0.01635   3.5699E+03  1.0815E+19    0.1433    0.1422   2.06E+03  0.56  4.0467E+18           
   41   28  0.98828 -0.01443   6.6754E+03  1.7163E+19    0.1595    0.1594   2.43E+03  0.62  7.5848E+18           
   42   28  0.98981 -0.01256   1.2892E+04  3.0720E+19    0.1933    0.1928   2.62E+03  0.61  1.6262E+19           
   43   28  0.99129 -0.01076   2.4687E+04  4.6898E+19    0.2482    0.2460   3.29E+03  0.68  3.3748E+19           
   44   28  0.99271 -0.00904   5.0358E+04  7.8306E+19    0.3249    0.3182   4.01E+03  0.72  7.6703E+19           
   45   28  0.99405 -0.00741   8.9660E+04  1.2068E+20    0.4202    0.4147   4.64E+03  0.73  1.5496E+20           
   46   28  0.99530 -0.00591   1.3864E+05  1.7894E+20    0.4610    0.4528   4.84E+03  0.73  2.5090E+20           
   47   28  0.99645 -0.00470   2.3179E+05  2.7349E+20    0.5230    0.5153   5.29E+03  0.75  4.4377E+20           
   48   28  0.99747 -0.00362   3.6239E+05  4.0349E+20    0.5906    0.5837   5.61E+03  0.75  7.3863E+20           
   49   28  0.99835 -0.00268   5.4529E+05  5.7932E+20    0.6440    0.6366   5.88E+03  0.75  1.1594E+21           
   50   28  0.99910 -0.00189   7.8092E+05  7.7554E+20    0.7098    0.7014   6.29E+03  0.76  1.7342E+21           
   51   28  0.99968 -0.00086   1.0251E+06  1.0303E+21    0.7601    0.7544   6.21E+03  0.73  2.3901E+21 NRS       
   14   28  1.00043  0.00062   1.5607E+06  1.4923E+21    0.8220    0.8154   6.53E+03  0.74  3.7713E+21 IRSEP     
   15   28  1.00169  0.00216   2.9726E+06  2.5048E+21    0.9927    0.9891   7.41E+03  0.76  7.8339E+21           
   16   28  1.00343  0.00426   3.9236E+06  2.4111E+21    1.6662    1.6967   1.02E+04  0.80  1.3303E+22           
   17   28  1.00559  0.00687   2.3752E+06  1.0865E+21    4.7635    4.0172   1.36E+04  0.67  1.3764E+22           
   18   28  1.00813  0.00994   1.2961E+06  4.3085E+20    9.1575    5.6621   1.88E+04  0.70  9.5569E+21           
   19   28  1.01101  0.01342   8.9245E+05  2.5802E+20   10.2836    7.4012   2.16E+04  0.74  7.0743E+21           
   20   28  1.01418  0.01727   6.8188E+05  1.9121E+20    9.6169    7.1107   2.23E+04  0.79  5.1768E+21           
   21   28  1.01761  0.02141   4.7530E+05  1.2461E+20    9.7134    8.1507   2.38E+04  0.81  3.7010E+21           
   22   28  1.02126  0.02582   3.2804E+05  7.8914E+19   10.3241    9.6216   2.59E+04  0.84  2.6834E+21           
   23   28  1.02509  0.03043   2.3298E+05  5.4382E+19    9.7196   10.3374   2.67E+04  0.86  1.9028E+21           
   24   28  1.02901  0.03520   1.5242E+05  3.2281E+19   10.5507   13.3472   2.95E+04  0.87  1.3569E+21           
   25   28  1.03311  0.04007   9.8596E+04  1.9787E+19   10.4379   14.9434   3.11E+04  0.89  9.0191E+20           
   26   28  1.03773  0.04499   6.9020E+04  1.3942E+19    8.6819   15.4133   3.09E+04  0.91  6.1392E+20           
   27   28  1.04180  0.04991   4.3866E+04  8.3865E+18    8.8581   18.4689   3.27E+04  0.90  4.1584E+20           
   28   28  1.04591  0.05481   2.4705E+04  4.4413E+18    9.8147   21.3014   3.47E+04  0.90  2.5000E+20           
   29   28  1.04916  0.05962   1.8977E+04  3.3756E+18   10.0478   22.2631   3.51E+04  0.89  1.9586E+20           
   30   28  1.05278  0.06428   1.3673E+04  2.4693E+18    9.3481   21.1153   3.46E+04  0.90  1.3681E+20           
   31   28  1.05637  0.06872   8.6688E+03  1.5099E+18    9.9939   23.2736   3.58E+04  0.90  9.0721E+19           
   32   28  1.05974  0.07290   6.3011E+03  1.1253E+18    9.3375   22.3050   3.50E+04  0.90  6.4311E+19           
   33   28  1.06287  0.07677   5.0983E+03  9.3665E+17    8.6205   21.3661   3.40E+04  0.90  5.0664E+19           
   34   28  1.06571  0.08029   3.7161E+03  7.1490E+17    7.9911   19.4692   3.24E+04  0.89  3.5346E+19           
   35   28  1.06821  0.08340   2.6125E+03  5.2019E+17    7.6720   17.6124   3.13E+04  0.90  2.3827E+19           
   36   28  1.07033  0.08602   1.5981E+03  3.3502E+17    7.4270   15.0040   2.98E+04  0.91  1.3717E+19           
   37   28  1.07201  0.08812   7.2751E+02  1.6651E+17    7.1895   11.3582   2.73E+04  0.91  5.6743E+18           
{END}
