       2
$structures
Structure 1
     -60
3.290000     -1.152000    
3.199000     -1.209000    
3.194000     -1.214000    
3.060000     -1.298000    
3.011000     -1.335000    
2.963000     -1.335000    
2.907000     -1.383000    
2.888000     -1.423000    
2.886000     -1.476000    
2.890000     -1.498000    
2.900000     -1.510000    
2.884000     -1.582000    
2.881000     -1.619000    
2.898000     -1.682000    
2.987000     -1.746000    
2.946000     -1.745000    
2.870000     -1.713000    
2.814000     -1.708000    
2.814000     -1.686000    
2.700000     -1.651000    
2.576000     -1.614000    
2.555000     -1.649000    
2.550000     -1.667000    
2.522000     -1.703000    
2.524000     -1.710000    
2.437000     -1.711000    
2.364000     -1.738000    
2.315000     -1.739000    
2.406000     -1.690000    
2.418000     -1.649000    
2.421000     -1.602000    
2.398000     -1.516000    
2.408000     -1.504000    
2.413000     -1.474000    
2.413000     -1.429000    
2.405000     -1.386000    
2.360000     -1.334000    
2.295000     -1.334000    
2.294000     -1.320000    
2.200000     -1.244000    
2.139000     -1.097000    
2.081000     -9.580000e-01
1.716188     -5.987503e-01
1.707861     -7.411422e-02
1.682878     4.005566e-01
1.674550     8.752273e-01
1.749498     1.474811    
2.058000     1.603000    
2.119000     1.723000    
2.178000     1.839000    
2.243000     1.894000    
2.381000     1.967000    
2.575000     2.016000    
2.884000     1.976000    
2.975000     1.941000    
3.149000     1.816000    
3.300000     1.711000    
3.398000     1.643000    
3.477000     1.572000    
3.562000     1.495000    
Structure 2
    15
3.640000     1.425000    
3.696189     1.332079    
3.870846     1.082570    
3.892500     0.829000    
3.892500     4.950000e-01
3.892500     2.410000e-01
3.892500     -9.600000e-02
3.892500     -4.980000e-01
3.892500     -7.530000e-01
3.359000     -1.031000    
3.309000     -1.080000    
3.294000     -1.111000    
4.678352     -7.363383e-01
5.000000     0.000000e+00
3.640000     1.425000    
$end
