

         SEPARATRIX SEGMENTS:

 #   nptseg(i)   lg(i)      deltp1(i)   deltpn(i)     dpmin       dpmax
===========================================================================
 1      77      7.4871E+00  5.0000E-02  5.0000E-02  5.0000E-02  1.2374E-01


         RADIAL DISTRIBUTIONS FOR EACH REGION:
  3.89026878E+00  1.71543656E-01  1.40812893E-02  1.42461948E+00 -1.34134249E-01
  3.89104301E+00  1.80755230E-01  1.40768327E-02  1.42634007E+00 -1.25936347E-01
  3.89136005E+00  1.84527318E-01  1.40759843E-02  1.42704334E+00 -1.22585964E-01
  3.89159311E+00  1.87300167E-01  1.40757225E-02  1.42755982E+00 -1.20125558E-01
  3.89178626E+00  1.89598270E-01  1.40757379E-02  1.42798757E+00 -1.18087977E-01
  3.89195515E+00  1.91607704E-01  1.40759239E-02  1.42836135E+00 -1.16307510E-01
  3.89210734E+00  1.93418456E-01  1.40762295E-02  1.42869799E+00 -1.14704019E-01
  3.89224720E+00  1.95082431E-01  1.40766255E-02  1.42900719E+00 -1.13231285E-01
  3.89237746E+00  1.96632227E-01  1.40770937E-02  1.42929504E+00 -1.11860280E-01
  3.89250000E+00  1.98090192E-01  1.40776216E-02  1.42956572E+00 -1.10571104E-01
  3.76341737E+00  9.91471670E-01  2.02590956E-02  1.12972174E+00  4.85774651E-01
  3.76237986E+00  9.93871460E-01  2.02444412E-02  1.12751913E+00  4.87155234E-01
  3.76116693E+00  9.96677006E-01  2.02325337E-02  1.12493701E+00  4.88770150E-01
  3.75964819E+00  1.00018990E+00  2.02255650E-02  1.12169312E+00  4.90793604E-01
  3.75737990E+00  1.00543653E+00  2.02315994E-02  1.11682598E+00  4.93818540E-01
  3.74224108E+00  1.03707524E+00  1.95587747E-02  1.08622026E+00  5.08442686E-01
  3.71093021E+00  1.09811270E+00  1.88760001E-02  1.02332310E+00  5.36653178E-01
  3.67661473E+00  1.16242090E+00  2.02260170E-02  9.54865104E-01  5.61916834E-01
  3.63472665E+00  1.22631721E+00  1.89183173E-02  8.79650508E-01  5.85786524E-01
  3.58937781E+00  1.29141004E+00  1.95918439E-02  8.01093672E-01  6.05436766E-01
  3.53707424E+00  1.35598479E+00  1.95177377E-02  7.18048701E-01  6.21327101E-01
  3.47817048E+00  1.41914164E+00  1.97403668E-02  6.31651792E-01  6.34039921E-01
  3.41238101E+00  1.47960730E+00  1.95338677E-02  5.44111324E-01  6.41733231E-01
  3.33952625E+00  1.53612152E+00  1.99302162E-02  4.55323947E-01  6.45643460E-01
  3.25951857E+00  1.58836537E+00  1.99521838E-02  3.67757268E-01  6.44055808E-01
  3.17080400E+00  1.63202631E+00  2.01111219E-02  2.78316584E-01  6.38921779E-01
  3.07612728E+00  1.66876957E+00  2.02552416E-02  1.92408918E-01  6.29298553E-01
  2.97449550E+00  1.69330883E+00  2.02650753E-02  1.07510654E-01  6.15186202E-01
  2.86750423E+00  1.70507273E+00  2.02667423E-02  2.35658152E-02  5.97880445E-01
  2.75710620E+00  1.70144907E+00  2.02214103E-02 -5.88127133E-02  5.77852211E-01
  2.64677935E+00  1.68128675E+00  2.01637330E-02 -1.38700621E-01  5.55990448E-01
  2.53919853E+00  1.64441486E+00  2.02559622E-02 -2.15993942E-01  5.32857468E-01
  2.43516873E+00  1.59399807E+00  1.97974861E-02 -2.94172311E-01  5.07741659E-01
  2.33888230E+00  1.52840260E+00  1.98910616E-02 -3.68299473E-01  4.82927019E-01
  2.24908499E+00  1.45284229E+00  2.02215871E-02 -4.41814038E-01  4.54584616E-01
  2.16915680E+00  1.36521767E+00  1.98841765E-02 -5.10448868E-01  4.26919149E-01
  2.09675795E+00  1.27045089E+00  2.02457038E-02 -5.75068221E-01  3.96075307E-01
  2.03338964E+00  1.16850558E+00  1.96816876E-02 -6.36061581E-01  3.60738669E-01
  1.97854601E+00  1.06105688E+00  1.90089811E-02 -6.91196464E-01  3.22040056E-01
  1.93067835E+00  9.49334043E-01  1.95215920E-02 -7.39859633E-01  2.78241475E-01
  1.89118413E+00  8.33523059E-01  1.98079818E-02 -7.81756704E-01  2.31017081E-01
  1.86000393E+00  7.14601856E-01  1.99515936E-02 -8.16604753E-01  1.80853139E-01
  1.83658617E+00  5.93171598E-01  2.01228856E-02 -8.42725563E-01  1.28249615E-01
  1.82173140E+00  4.69797233E-01  2.02246576E-02 -8.59932612E-01  7.34640644E-02
  1.81514798E+00  3.45233295E-01  2.02590485E-02 -8.67404521E-01  1.74563839E-02
  1.81669612E+00  2.20107442E-01  2.02321770E-02 -8.64756704E-01 -3.90329999E-02
  1.82652756E+00  9.49743632E-02  2.01524445E-02 -8.52187943E-01 -9.53919879E-02
  1.84503924E+00 -2.94593096E-02  2.00395903E-02 -8.30423657E-01 -1.50623271E-01
  1.87231173E+00 -1.52379784E-01  2.02295340E-02 -7.99995562E-01 -2.03172964E-01
  1.90802349E+00 -2.73319928E-01  1.98305505E-02 -7.61423931E-01 -2.53853906E-01
  1.95275861E+00 -3.91377604E-01  2.00469566E-02 -7.15655570E-01 -2.99377377E-01
  2.00594781E+00 -5.05872709E-01  2.01873996E-02 -6.62314191E-01 -3.40840177E-01
  2.06884999E+00 -6.15102068E-01  1.96677967E-02 -6.03973635E-01 -3.75692593E-01
  2.14043887E+00 -7.18506376E-01  1.90828227E-02 -5.40578646E-01 -4.04921383E-01
  2.22023595E+00 -8.15951909E-01  1.93075923E-02 -4.71312800E-01 -4.27974194E-01
  2.30917467E+00 -9.05260270E-01  2.01134416E-02 -3.96053114E-01 -4.45117995E-01
  2.40799606E+00 -9.84318487E-01  2.01324338E-02 -3.16534652E-01 -4.56484195E-01
  2.51723827E+00 -1.04867285E+00  1.99766072E-02 -2.29398558E-01 -4.66251647E-01
  2.63581055E+00 -1.09634223E+00  2.02073102E-02 -1.34713332E-01 -4.76079761E-01
  2.76256362E+00 -1.11740376E+00  2.02376706E-02 -3.08433259E-02 -4.95245416E-01
  2.88862068E+00 -1.11205794E+00  2.02851371E-02  7.55015522E-02 -5.23622711E-01
  3.00942561E+00 -1.08485839E+00  2.02562528E-02  1.82370753E-01 -5.57397721E-01
  3.11996726E+00 -1.03793175E+00  2.02056658E-02  2.86031159E-01 -5.91285037E-01
  3.22248030E+00 -9.81960895E-01  2.02396306E-02  3.91554988E-01 -6.18574067E-01
  3.31584681E+00 -9.15036011E-01  2.01041403E-02  4.96908226E-01 -6.39740240E-01
  3.40106080E+00 -8.42074694E-01  1.96177506E-02  6.02978619E-01 -6.51391049E-01
  3.47842660E+00 -7.64002640E-01  2.02122017E-02  7.06271608E-01 -6.55083465E-01
  3.54875081E+00 -6.82541918E-01  1.94853811E-02  8.11041087E-01 -6.46527086E-01
  3.61178441E+00 -5.97810578E-01  1.94459503E-02  9.09991674E-01 -6.28833833E-01
  3.66828339E+00 -5.11329118E-01  2.00750150E-02  1.00218854E+00 -6.02897590E-01
  3.71680345E+00 -4.22960979E-01  1.88788940E-02  1.08826913E+00 -5.64452758E-01
  3.76020924E+00 -3.34685040E-01  1.96543830E-02  1.16542997E+00 -5.17092857E-01
  3.79753580E+00 -2.46174517E-01  2.00890780E-02  1.23251483E+00 -4.65071565E-01
  3.82802363E+00 -1.57749617E-01  2.02036079E-02  1.29096492E+00 -4.01967952E-01
  3.85227380E+00 -7.04477375E-02  1.96990863E-02  1.33806125E+00 -3.36245831E-01
  3.87243469E+00  1.51269053E-02  2.01301612E-02  1.37673212E+00 -2.68072589E-01
  3.88620899E+00  9.82896163E-02  2.00715642E-02  1.40520251E+00 -1.96774862E-01
  3.89082430E+00  1.27288950E-01  2.02541132E-02  1.41443539E+00 -1.72439647E-01
  3.89119073E+00  1.31674828E-01  2.02451467E-02  1.41526054E+00 -1.68511961E-01
  3.89144438E+00  1.34710672E-01  2.02393867E-02  1.41583110E+00 -1.65796294E-01
  3.89164950E+00  1.37165698E-01  2.02349959E-02  1.41629214E+00 -1.63601998E-01
  3.89182623E+00  1.39281009E-01  2.02314043E-02  1.41668913E+00 -1.61712637E-01
  3.89198372E+00  1.41165973E-01  2.02283533E-02  1.41704268E+00 -1.60030029E-01
  3.89212716E+00  1.42882797E-01  2.02256970E-02  1.41736454E+00 -1.58498341E-01
  3.89225968E+00  1.44468943E-01  2.02233467E-02  1.41766176E+00 -1.57083942E-01
  3.89238346E+00  1.45950492E-01  2.02212415E-02  1.41793926E+00 -1.55763424E-01
  3.89250000E+00  1.47345309E-01  2.02193390E-02  1.41820040E+00 -1.54520749E-01
  3.75439718E+00  1.02616468E+00  2.72606327E-02  1.09863258E+00  4.97769435E-01
  3.75336557E+00  1.02841092E+00  2.72544962E-02  1.09651066E+00  4.98651751E-01
  3.75218215E+00  1.03098770E+00  2.72520897E-02  1.09407022E+00  4.99662478E-01
  3.75075338E+00  1.03409873E+00  2.72557808E-02  1.09111484E+00  5.00880740E-01
  3.74871351E+00  1.03824703E+00  2.71458689E-02  1.08704346E+00  5.02708764E-01
  3.74405165E+00  1.04733486E+00  2.67785851E-02  1.07790911E+00  5.06993049E-01
  3.71646987E+00  1.10110284E+00  2.61637563E-02  1.02251451E+00  5.31847942E-01
  3.68190839E+00  1.16556433E+00  2.71012593E-02  9.54215352E-01  5.56891295E-01
  3.64043655E+00  1.23015498E+00  2.62269522E-02  8.79184260E-01  5.80164116E-01
  3.59534847E+00  1.29591081E+00  2.69451191E-02  8.01313549E-01  5.98976135E-01
  3.54234457E+00  1.36057551E+00  2.62964232E-02  7.17770302E-01  6.15491364E-01
  3.48358175E+00  1.42456307E+00  2.65246790E-02  6.32014863E-01  6.27529921E-01
  3.41777848E+00  1.48595742E+00  2.66354314E-02  5.44409203E-01  6.34852603E-01
  3.34478520E+00  1.54347142E+00  2.68267381E-02  4.56358582E-01  6.38395445E-01
  3.26417791E+00  1.59652593E+00  2.69558117E-02  3.68591008E-01  6.36564578E-01
  3.17471104E+00  1.64084246E+00  2.72169369E-02  2.79146656E-01  6.31176593E-01
  3.07945333E+00  1.67924126E+00  2.72444595E-02  1.94100177E-01  6.21111988E-01
  2.97649484E+00  1.70463638E+00  2.72663861E-02  1.09284016E-01  6.06739102E-01
  2.86797048E+00  1.71685721E+00  2.72686999E-02  2.55723168E-02  5.89163597E-01
  2.75583049E+00  1.71356980E+00  2.72230130E-02 -5.65417625E-02  5.68882737E-01
  2.64357204E+00  1.69362312E+00  2.71774116E-02 -1.36353423E-01  5.46784110E-01
  2.53432024E+00  1.65619402E+00  2.71754993E-02 -2.13480512E-01  5.23667640E-01
  2.42918766E+00  1.60431124E+00  2.68317619E-02 -2.90857993E-01  4.98866957E-01
  2.33137642E+00  1.53823828E+00  2.70754938E-02 -3.65165291E-01  4.73765856E-01
  2.24178272E+00  1.46036166E+00  2.68830713E-02 -4.37767276E-01  4.47065130E-01
  2.16157067E+00  1.37154356E+00  2.65105497E-02 -5.05922831E-01  4.20269718E-01
  2.08847009E+00  1.27618268E+00  2.71702922E-02 -5.70100631E-01  3.89366917E-01
  2.02441465E+00  1.17355906E+00  2.72471639E-02 -6.30520426E-01  3.53966120E-01
  1.96993396E+00  1.06506053E+00  2.62825822E-02 -6.85149614E-01  3.16515975E-01
  1.92247436E+00  9.52470037E-01  2.63779146E-02 -7.33542289E-01  2.74024154E-01
  1.88279804E+00  8.36044576E-01  2.70540492E-02 -7.74919993E-01  2.27145397E-01
  1.85163132E+00  7.16494744E-01  2.69658028E-02 -8.09532265E-01  1.78154789E-01
  1.82844459E+00  5.94434840E-01  2.71297285E-02 -8.35509868E-01  1.26272821E-01
  1.81375966E+00  4.70481042E-01  2.72272916E-02 -8.52634467E-01  7.23134149E-02
  1.80725851E+00  3.45391095E-01  2.72605861E-02 -8.60056392E-01  1.72142496E-02
  1.80878904E+00  2.19750729E-01  2.72340903E-02 -8.57397152E-01 -3.83481140E-02
  1.81850875E+00  9.40705298E-02  2.71540323E-02 -8.44863255E-01 -9.38229702E-02
  1.83683693E+00 -3.09687577E-02  2.70372749E-02 -8.23203133E-01 -1.48267933E-01
  1.86399289E+00 -1.54523391E-01  2.71288956E-02 -7.93070716E-01 -2.00183944E-01
  1.89984838E+00 -2.76058614E-01  2.67910592E-02 -7.54964496E-01 -2.49787820E-01
  1.94416595E+00 -3.94977742E-01  2.72147880E-02 -7.09444756E-01 -2.94475553E-01
  1.99747661E+00 -5.10250320E-01  2.72191940E-02 -6.56689464E-01 -3.35414041E-01
  2.06022748E+00 -6.20523228E-01  2.69192223E-02 -5.98778113E-01 -3.69516251E-01
  2.13170925E+00 -7.25064023E-01  2.64808296E-02 -5.36103017E-01 -3.97728256E-01
  2.21206071E+00 -8.23315158E-01  2.62883985E-02 -4.67952054E-01 -4.20285044E-01
  2.30131863E+00 -9.13962791E-01  2.69358727E-02 -3.93693938E-01 -4.36586202E-01
  2.40074942E+00 -9.94733597E-01  2.72529186E-02 -3.14591043E-01 -4.46999026E-01
  2.51103522E+00 -1.06120319E+00  2.69814317E-02 -2.28215530E-01 -4.55357791E-01
  2.63204879E+00 -1.10983355E+00  2.72263190E-02 -1.32923031E-01 -4.64632000E-01
  2.76178823E+00 -1.13062010E+00  2.72397230E-02 -2.81434535E-02 -4.84060684E-01
  2.89031045E+00 -1.12452501E+00  2.72871630E-02  7.86601110E-02 -5.13149640E-01
  3.01303955E+00 -1.09599765E+00  2.72569193E-02  1.85805048E-01 -5.47959281E-01
  3.12491630E+00 -1.04803930E+00  2.72112718E-02  2.89736072E-01 -5.82730241E-01
  3.22746123E+00 -9.89797547E-01  2.72222803E-02  3.93960951E-01 -6.11175551E-01
  3.32119053E+00 -9.21808519E-01  2.70024617E-02  4.99203454E-01 -6.32827388E-01
  3.40632875E+00 -8.47711583E-01  2.65789438E-02  6.04393103E-01 -6.45185951E-01
  3.48379935E+00 -7.68949373E-01  2.71148763E-02  7.07603882E-01 -6.49099739E-01
  3.55382368E+00 -6.86587414E-01  2.62427995E-02  8.11569842E-01 -6.41386038E-01
  3.61666425E+00 -6.01213090E-01  2.61236552E-02  9.09838627E-01 -6.24509657E-01
  3.67352594E+00 -5.14472676E-01  2.71338711E-02  1.00224073E+00 -5.98141695E-01
  3.72174359E+00 -4.25521477E-01  2.57120896E-02  1.08760264E+00 -5.60650016E-01
  3.76497587E+00 -3.36862213E-01  2.63494424E-02  1.16419156E+00 -5.14201412E-01
  3.80256849E+00 -2.48104391E-01  2.71532517E-02  1.23106527E+00 -4.62318654E-01
  3.83290055E+00 -1.59268980E-01  2.71082108E-02  1.28911151E+00 -3.99757407E-01
  3.85720336E+00 -7.17182845E-02  2.67076804E-02  1.33600786E+00 -3.34386903E-01
  3.87733135E+00  1.40588179E-02  2.71398920E-02  1.37455493E+00 -2.66614918E-01
  3.88807945E+00  7.95501621E-02  2.70037917E-02  1.39693274E+00 -2.10654772E-01
  3.88920976E+00  8.64375170E-02  2.70242090E-02  1.39922846E+00 -2.04873473E-01
  3.88984094E+00  9.02834376E-02  2.70384860E-02  1.40050564E+00 -2.01653765E-01
  3.89032523E+00  9.32344108E-02  2.70508381E-02  1.40148329E+00 -1.99187458E-01
  3.89073313E+00  9.57198389E-02  2.70621829E-02  1.40230515E+00 -1.97113047E-01
  3.89109202E+00  9.79066761E-02  2.70728766E-02  1.40302709E+00 -1.95289973E-01
  3.89141650E+00  9.98838059E-02  2.70831184E-02  1.40367885E+00 -1.93643437E-01
  3.89171474E+00  1.01701065E-01  2.70930124E-02  1.40427711E+00 -1.92131474E-01
  3.89199244E+00  1.03393185E-01  2.71026389E-02  1.40483349E+00 -1.90724863E-01
  3.89225325E+00  1.04982359E-01  2.71120430E-02  1.40535541E+00 -1.89404913E-01
  3.89250000E+00  1.06485903E-01  2.71212643E-02  1.40584868E+00 -1.88157053E-01
  3.74526611E+00  1.06128420E+00  3.52213198E-02  1.06627992E+00  5.06139201E-01
  3.74420189E+00  1.06334155E+00  3.51503869E-02  1.06419066E+00  5.07110077E-01
  3.74300502E+00  1.06565534E+00  3.50753150E-02  1.06183691E+00  5.08200478E-01
  3.74161077E+00  1.06835071E+00  3.49941395E-02  1.05908954E+00  5.09468718E-01
  3.73987787E+00  1.07170076E+00  3.49026633E-02  1.05566671E+00  5.11042017E-01
  3.73734942E+00  1.07658875E+00  3.47879130E-02  1.05065628E+00  5.13331670E-01
  3.72258769E+00  1.10512617E+00  3.45614447E-02  1.02101940E+00  5.26558970E-01
  3.68793875E+00  1.16911804E+00  3.48850315E-02  9.53529812E-01  5.51197640E-01
  3.64696576E+00  1.23446225E+00  3.44894183E-02  8.78743181E-01  5.73786313E-01
  3.60200368E+00  1.30090906E+00  3.51649727E-02  8.01391087E-01  5.91867763E-01
  3.54855299E+00  1.36596044E+00  3.42182532E-02  7.17465148E-01  6.08682733E-01
  3.48985864E+00  1.43075179E+00  3.42859502E-02  6.32484892E-01  6.20105233E-01
  3.42411655E+00  1.49328617E+00  3.48369444E-02  5.44785883E-01  6.26927237E-01
  3.35097195E+00  1.55201490E+00  3.48335699E-02  4.57554557E-01  6.30021230E-01
  3.26955257E+00  1.60583352E+00  3.49304544E-02  3.69504604E-01  6.28065445E-01
  3.17959700E+00  1.65162652E+00  3.51719326E-02  2.80785155E-01  6.22311322E-01
  3.08332834E+00  1.69113555E+00  3.51929706E-02  1.96011929E-01  6.11833970E-01
  2.97881929E+00  1.71750456E+00  3.52267597E-02  1.11276282E-01  5.97146528E-01
  2.86854514E+00  1.73025034E+00  3.52298871E-02  2.78707406E-02  5.79260132E-01
  2.75444144E+00  1.72737732E+00  3.51841784E-02 -5.38761035E-02  5.58699687E-01
  2.63994748E+00  1.70771880E+00  3.51529584E-02 -1.33571713E-01  5.36335606E-01
  2.52872364E+00  1.66958109E+00  3.49902496E-02 -2.10587761E-01  5.13304716E-01
  2.42225865E+00  1.61621056E+00  3.48672796E-02 -2.87011478E-01  4.88740234E-01
  2.32278181E+00  1.54935566E+00  3.51803403E-02 -3.61472551E-01  4.63508605E-01
  2.23320953E+00  1.46904298E+00  3.45463129E-02 -4.33186166E-01  4.38401506E-01
  2.15193700E+00  1.37953876E+00  3.48105344E-02 -5.00308071E-01  4.11923578E-01
  2.07903012E+00  1.28267493E+00  3.49690209E-02 -5.64567535E-01  3.81801495E-01
  2.01497278E+00  1.17885354E+00  3.49567178E-02 -6.24344653E-01  3.47548975E-01
  1.95979262E+00  1.06972374E+00  3.47717790E-02 -6.78155869E-01  3.10019097E-01
  1.91285143E+00  9.56104213E-01  3.43695752E-02 -7.26229821E-01  2.69059302E-01
  1.87328687E+00  8.38889639E-01  3.51564284E-02 -7.67252189E-01  2.22857823E-01
  1.84208885E+00  7.18630668E-01  3.49412236E-02 -8.01511768E-01  1.75044899E-01
  1.81917615E+00  5.95849192E-01  3.50964230E-02 -8.27316159E-01  1.23989363E-01
  1.80468357E+00  4.71248541E-01  3.51973319E-02 -8.44330865E-01  7.09837536E-02
  1.79814578E+00  3.45570763E-01  3.52212929E-02 -8.51695825E-01  1.69433407E-02
  1.79974989E+00  2.19347375E-01  3.52203218E-02 -8.49003244E-01 -3.75594898E-02
  1.80938361E+00  9.30579438E-02  3.51149890E-02 -8.36541593E-01 -9.20146836E-02
  1.82749243E+00 -3.26673094E-02  3.49944904E-02 -8.15008921E-01 -1.45556758E-01
  1.85453116E+00 -1.56948844E-01  3.49538330E-02 -7.85242818E-01 -1.96762539E-01
  1.89050072E+00 -2.79162394E-01  3.47114069E-02 -7.47652766E-01 -2.45125307E-01
  1.93455907E+00 -3.98963842E-01  3.50647508E-02 -7.02519433E-01 -2.89257698E-01
  1.98795040E+00 -5.15124755E-01  3.50539813E-02 -6.50562870E-01 -3.29105087E-01
  2.05038764E+00 -6.26626487E-01  3.50836843E-02 -5.93009035E-01 -3.62523052E-01
  2.12175341E+00 -7.32479533E-01  3.47969365E-02 -5.31141749E-01 -3.89635946E-01
  2.20249112E+00 -8.31876559E-01  3.43408492E-02 -4.64131549E-01 -4.11443414E-01
  2.29234104E+00 -9.23814109E-01  3.46067125E-02 -3.91089819E-01 -4.27048697E-01
  2.39287727E+00 -1.00581975E+00  3.50277140E-02 -3.11859537E-01 -4.36959297E-01
  2.50380021E+00 -1.07556585E+00  3.49647503E-02 -2.26888590E-01 -4.42994810E-01
  2.62776835E+00 -1.12525637E+00  3.52076736E-02 -1.30786146E-01 -4.51628358E-01
  2.76093255E+00 -1.14687362E+00  3.52021554E-02 -2.50074191E-02 -4.70701702E-01
  2.89234734E+00 -1.13863805E+00  3.52302833E-02  8.22919110E-02 -5.01308128E-01
  3.01721719E+00 -1.10863984E+00  3.52167512E-02  1.89678518E-01 -5.37281520E-01
  3.13068243E+00 -1.05948368E+00  3.51790864E-02  2.93975870E-01 -5.73095841E-01
  3.23306948E+00 -9.98393563E-01  3.51063534E-02  3.96502824E-01 -6.02902366E-01
  3.32732508E+00 -9.29480807E-01  3.48276149E-02  5.01828896E-01 -6.25049487E-01
  3.41243470E+00 -8.54162383E-01  3.45534143E-02  6.06049260E-01 -6.38118465E-01
  3.48994155E+00 -7.74536224E-01  3.49289590E-02  7.09162992E-01 -6.42367360E-01
  3.55970096E+00 -6.91216908E-01  3.40004795E-02  8.12237058E-01 -6.35505547E-01
  3.62248967E+00 -6.05254250E-01  3.40489170E-02  9.09699801E-01 -6.19387372E-01
  3.67944374E+00 -5.18003792E-01  3.51897643E-02  1.00191341E+00 -5.93079110E-01
  3.72763584E+00 -4.28543471E-01  3.38180574E-02  1.08686474E+00 -5.56129784E-01
  3.77051017E+00 -3.39377812E-01  3.40972115E-02  1.16279555E+00 -5.10844277E-01
  3.80829304E+00 -2.50291638E-01  3.51679172E-02  1.22944726E+00 -4.59172587E-01
  3.83844880E+00 -1.60986603E-01  3.49475484E-02  1.28703430E+00 -3.97232029E-01
  3.86281502E+00 -7.31627234E-02  3.46768866E-02  1.33368715E+00 -3.32257788E-01
  3.88282008E+00  1.23058322E-02  3.51201756E-02  1.37189892E+00 -2.65400812E-01
  3.88834389E+00  4.62492517E-02  3.49847366E-02  1.38351420E+00 -2.36418476E-01
  3.88917863E+00  5.13786854E-02  3.49781154E-02  1.38524649E+00 -2.32080095E-01
  3.88976514E+00  5.49827734E-02  3.49756376E-02  1.38646005E+00 -2.29038317E-01
  3.89024202E+00  5.79131577E-02  3.49749459E-02  1.38744456E+00 -2.26569082E-01
  3.89065475E+00  6.04493140E-02  3.49753051E-02  1.38829503E+00 -2.24434896E-01
  3.89102306E+00  6.27125819E-02  3.49763760E-02  1.38905275E+00 -2.22532588E-01
  3.89136013E+00  6.47838477E-02  3.49779763E-02  1.38974517E+00 -2.20793513E-01
  3.89167193E+00  6.66998093E-02  3.49799843E-02  1.39038478E+00 -2.19186410E-01
  3.89196368E+00  6.84926362E-02  3.49823227E-02  1.39098253E+00 -2.17683963E-01
  3.89223891E+00  7.01838576E-02  3.49849356E-02  1.39154573E+00 -2.16267881E-01
  3.89250000E+00  7.17882600E-02  3.49877797E-02  1.39207941E+00 -2.14925585E-01
  3.74926904E+00  1.07061638E+00  4.42023298E-02  1.05949844E+00  5.02767592E-01
  3.74807043E+00  1.07294994E+00  4.41327905E-02  1.05712956E+00  5.03860713E-01
  3.74674397E+00  1.07553241E+00  4.40616946E-02  1.05450293E+00  5.05068579E-01
  3.74522777E+00  1.07848426E+00  4.39879713E-02  1.05149405E+00  5.06446825E-01
  3.74339068E+00  1.08206086E+00  4.39094242E-02  1.04783901E+00  5.08113362E-01
  3.74083336E+00  1.08703966E+00  4.38197471E-02  1.04273396E+00  5.10427043E-01
  3.72946516E+00  1.10917222E+00  4.36981123E-02  1.01979992E+00  5.20624533E-01
  3.69476672E+00  1.17308363E+00  4.36241414E-02  9.52842778E-01  5.44794624E-01
  3.65437035E+00  1.23926319E+00  4.37511051E-02  8.78342941E-01  5.66614297E-01
  3.60899173E+00  1.30610118E+00  4.39138372E-02  8.01080144E-01  5.84558552E-01
  3.55597710E+00  1.37230798E+00  4.35648589E-02  7.17178829E-01  6.00657201E-01
  3.49729145E+00  1.43796239E+00  4.33404756E-02  6.33096384E-01  6.11475854E-01
  3.43134852E+00  1.50148707E+00  4.40203764E-02  5.45248475E-01  6.18080545E-01
  3.35808299E+00  1.56169723E+00  4.38957438E-02  4.58902561E-01  6.20597252E-01
  3.27574627E+00  1.61636595E+00  4.39487826E-02  3.70516123E-01  6.18495386E-01
  3.18538063E+00  1.66408299E+00  4.40559344E-02  2.82939596E-01  6.12360862E-01
  3.08778217E+00  1.70455280E+00  4.41621069E-02  1.98119389E-01  6.01402144E-01
  2.98150727E+00  1.73200767E+00  4.42073386E-02  1.13490512E-01  5.86339623E-01
  2.86925389E+00  1.74535203E+00  4.42114897E-02  3.04853839E-02  5.68097544E-01
  2.75295824E+00  1.74298718E+00  4.41661827E-02 -5.07616931E-02  5.47231616E-01
  2.63589997E+00  1.72371168E+00  4.41516840E-02 -1.30280488E-01  5.24575323E-01
  2.52221245E+00  1.68504687E+00  4.39467786E-02 -2.07184916E-01  5.01453581E-01
  2.41414038E+00  1.63001149E+00  4.40901281E-02 -2.82538695E-01  4.77124234E-01
  2.31347290E+00  1.56122547E+00  4.39107906E-02 -3.57000156E-01  4.52690966E-01
  2.22318867E+00  1.47909429E+00  4.33372049E-02 -4.27991978E-01  4.28459916E-01
  2.14091096E+00  1.38861353E+00  4.41435009E-02 -4.94080001E-01  4.02510030E-01
  2.06832469E+00  1.28991724E+00  4.36729577E-02 -5.58500586E-01  3.73331343E-01
  2.00431205E+00  1.18481090E+00  4.35777636E-02 -6.17510645E-01  3.40349830E-01
  1.94843956E+00  1.07491539E+00  4.41434763E-02 -6.70430684E-01  3.02887866E-01
  1.90189627E+00  9.60175183E-01  4.34000328E-02 -7.18036060E-01  2.63382223E-01
  1.86267602E+00  8.42037495E-01  4.37289157E-02 -7.58925179E-01  2.18716589E-01
  1.83129542E+00  7.21024663E-01  4.39392135E-02 -7.92488605E-01  1.71485407E-01
  1.80866728E+00  5.97431526E-01  4.41177881E-02 -8.18049534E-01  1.21362062E-01
  1.79400897E+00  4.72153134E-01  4.41744636E-02 -8.34979184E-01  6.95783323E-02
  1.78718382E+00  3.45791416E-01  4.42023031E-02 -8.42235917E-01  1.66785779E-02
  1.78879404E+00  2.18851549E-01  4.41786945E-02 -8.39549822E-01 -3.67635320E-02
  1.79888766E+00  9.18980295E-02  4.41936151E-02 -8.27055985E-01 -8.99526042E-02
  1.81692731E+00 -3.45632886E-02  4.39726710E-02 -8.05783565E-01 -1.42457099E-01
  1.84376284E+00 -1.59683095E-01  4.38286781E-02 -7.76400580E-01 -1.92838184E-01
  1.87954307E+00 -2.82770684E-01  4.39461092E-02 -7.39177248E-01 -2.39643245E-01
  1.92370819E+00 -4.03431574E-01  4.38684943E-02 -6.94818224E-01 -2.83372086E-01
  1.97717529E+00 -5.20571978E-01  4.38254012E-02 -6.43789248E-01 -3.22017881E-01
  2.03923906E+00 -6.33432239E-01  4.41929374E-02 -5.86677151E-01 -3.54669495E-01
  2.11046562E+00 -7.40770894E-01  4.40576433E-02 -5.25722235E-01 -3.80609674E-01
  2.19110505E+00 -8.41959070E-01  4.37467192E-02 -4.59757944E-01 -4.01152312E-01
  2.28169900E+00 -9.35385433E-01  4.35374407E-02 -3.88117090E-01 -4.16022400E-01
  2.38300235E+00 -1.01942895E+00  4.41657096E-02 -3.09232609E-01 -4.24814123E-01
  2.49540629E+00 -1.09192873E+00  4.39950736E-02 -2.25406669E-01 -4.29081921E-01
  2.62277326E+00 -1.14290384E+00  4.42009842E-02 -1.28352375E-01 -4.36862618E-01
  2.75985734E+00 -1.16792883E+00  4.41834427E-02 -2.14833109E-02 -4.54166737E-01
  2.89544131E+00 -1.15774979E+00  4.42365894E-02  8.75056574E-02 -4.86582984E-01
  3.02210574E+00 -1.12284045E+00  4.41969654E-02  1.94082415E-01 -5.25332929E-01
