# solpstosteve FromSolPSToSteve.py generated @ Tuesday, 26. May 2015 13:47
# ion temperature (eV)
   ix   iy      x           y           z01
    1    1  2.4167E+00 -1.6211E+00  1.219373E+01
    2    1  2.4173E+00 -1.6206E+00  1.219373E+01
    3    1  2.4189E+00 -1.6195E+00  1.219634E+01
    4    1  2.4209E+00 -1.6180E+00  1.219822E+01
    5    1  2.4234E+00 -1.6163E+00  1.219983E+01
    6    1  2.4263E+00 -1.6143E+00  1.220133E+01
    7    1  2.4296E+00 -1.6120E+00  1.220287E+01
    8    1  2.4334E+00 -1.6096E+00  1.220430E+01
    9    1  2.4375E+00 -1.6069E+00  1.220570E+01
   10    1  2.4421E+00 -1.6041E+00  1.220701E+01
   11    1  2.4471E+00 -1.6012E+00  1.220798E+01
   12    1  2.4524E+00 -1.5981E+00  1.220888E+01
   13    1  2.4582E+00 -1.5950E+00  1.220951E+01
   14    1  2.4643E+00 -1.5920E+00  1.220985E+01
   15    1  2.4707E+00 -1.5890E+00  1.221020E+01
   16    1  2.4774E+00 -1.5861E+00  1.221027E+01
   17    1  2.4842E+00 -1.5834E+00  1.221015E+01
   18    1  2.4911E+00 -1.5809E+00  1.221006E+01
   19    1  2.4979E+00 -1.5787E+00  1.220975E+01
   20    1  2.5046E+00 -1.5768E+00  1.220905E+01
   21    1  2.5112E+00 -1.5753E+00  1.220796E+01
   22    1  2.5175E+00 -1.5740E+00  1.220687E+01
   23    1  2.5237E+00 -1.5730E+00  1.220586E+01
   24    1  2.5298E+00 -1.5723E+00  1.220450E+01
   25    1  2.5358E+00 -1.5719E+00  1.220285E+01
   26    1  2.7042E+00 -7.5334E-01  6.032660E+02
   27    1  2.7008E+00 -7.5243E-01  6.032623E+02
   28    1  2.6972E+00 -7.5144E-01  6.032583E+02
   29    1  2.6930E+00 -7.5024E-01  6.032534E+02
   30    1  2.6854E+00 -7.4793E-01  6.032431E+02
   31    1  2.6663E+00 -7.4135E-01  6.032110E+02
   32    1  2.6306E+00 -7.2638E-01  6.031370E+02
   33    1  2.5784E+00 -6.9789E-01  6.029937E+02
   34    1  2.5119E+00 -6.4933E-01  6.027488E+02
   35    1  2.4372E+00 -5.7588E-01  6.023833E+02
   36    1  2.3613E+00 -4.7586E-01  6.018949E+02
   37    1  2.2908E+00 -3.5071E-01  6.012942E+02
   38    1  2.2312E+00 -2.0403E-01  6.006004E+02
   39    1  2.1862E+00 -3.9829E-02  5.998339E+02
   40    1  2.1589E+00  1.3810E-01  5.990142E+02
   41    1  2.1522E+00  3.2576E-01  5.981621E+02
   42    1  2.1689E+00  5.1821E-01  5.973019E+02
   43    1  2.2111E+00  7.0865E-01  5.964707E+02
   44    1  2.2800E+00  8.8683E-01  5.957229E+02
   45    1  2.3724E+00  1.0387E+00  5.951318E+02
   46    1  2.4780E+00  1.1520E+00  5.947538E+02
   47    1  2.5840E+00  1.2251E+00  5.945787E+02
   48    1  2.6905E+00  1.2674E+00  5.945504E+02
   49    1  2.8125E+00  1.2852E+00  5.946574E+02
   50    1  2.9585E+00  1.2709E+00  5.949409E+02
   51    1  3.1186E+00  1.2132E+00  5.954168E+02
   52    1  3.2744E+00  1.1104E+00  5.960396E+02
   53    1  3.4111E+00  9.6887E-01  5.967496E+02
   54    1  3.5195E+00  7.9836E-01  5.975014E+02
   55    1  3.5949E+00  6.0939E-01  5.982620E+02
   56    1  3.6358E+00  4.1188E-01  5.990075E+02
   57    1  3.6425E+00  2.1453E-01  5.997239E+02
   58    1  3.6173E+00  2.4710E-02  6.003995E+02
   59    1  3.5639E+00 -1.5182E-01  6.010270E+02
   60    1  3.4874E+00 -3.1019E-01  6.015991E+02
   61    1  3.3930E+00 -4.4646E-01  6.021054E+02
   62    1  3.2860E+00 -5.5898E-01  6.025378E+02
   63    1  3.1726E+00 -6.4697E-01  6.028867E+02
   64    1  3.0599E+00 -7.0956E-01  6.031401E+02
   65    1  2.9551E+00 -7.4745E-01  6.032907E+02
   66    1  2.8658E+00 -7.6422E-01  6.033469E+02
   67    1  2.7983E+00 -7.6672E-01  6.033414E+02
   68    1  2.7533E+00 -7.6293E-01  6.033149E+02
   69    1  2.7287E+00 -7.5895E-01  6.032919E+02
   70    1  2.7190E+00 -7.5693E-01  6.032810E+02
   71    1  2.7147E+00 -7.5593E-01  6.032768E+02
   72    1  2.7110E+00 -7.5504E-01  6.032730E+02
   73    1  2.7075E+00 -7.5419E-01  6.032695E+02
   74    1  2.5420E+00 -1.5717E+00  1.220108E+01
   75    1  2.5485E+00 -1.5717E+00  1.219892E+01
   76    1  2.5551E+00 -1.5721E+00  1.219600E+01
   77    1  2.5619E+00 -1.5728E+00  1.219233E+01
   78    1  2.5689E+00 -1.5739E+00  1.218780E+01
   79    1  2.5760E+00 -1.5755E+00  1.218229E+01
   80    1  2.5833E+00 -1.5773E+00  1.217650E+01
   81    1  2.5906E+00 -1.5796E+00  1.216941E+01
   82    1  2.5979E+00 -1.5822E+00  1.216051E+01
   83    1  2.6049E+00 -1.5851E+00  1.215047E+01
   84    1  2.6116E+00 -1.5882E+00  1.213928E+01
   85    1  2.6181E+00 -1.5915E+00  1.212630E+01
   86    1  2.6242E+00 -1.5948E+00  1.210866E+01
   87    1  2.6300E+00 -1.5982E+00  1.208737E+01
   88    1  2.6355E+00 -1.6017E+00  1.207672E+01
   89    1  2.6407E+00 -1.6052E+00  1.206120E+01
   90    1  2.6457E+00 -1.6086E+00  1.204370E+01
   91    1  2.6505E+00 -1.6121E+00  1.202095E+01
   92    1  2.6549E+00 -1.6154E+00  1.199795E+01
   93    1  2.6589E+00 -1.6186E+00  1.196651E+01
   94    1  2.6626E+00 -1.6216E+00  1.193922E+01
   95    1  2.6658E+00 -1.6242E+00  1.190241E+01
   96    1  2.6685E+00 -1.6265E+00  1.182339E+01
   97    1  2.6707E+00 -1.6284E+00  1.177770E+01
   98    1  2.6716E+00 -1.6293E+00  1.177770E+01
    1    2  2.4165E+00 -1.6187E+00  1.219373E+01
    2    2  2.4172E+00 -1.6182E+00  1.219373E+01
    3    2  2.4188E+00 -1.6171E+00  1.219634E+01
    4    2  2.4208E+00 -1.6156E+00  1.219822E+01
    5    2  2.4233E+00 -1.6138E+00  1.219983E+01
    6    2  2.4263E+00 -1.6118E+00  1.220133E+01
    7    2  2.4297E+00 -1.6095E+00  1.220287E+01
    8    2  2.4335E+00 -1.6069E+00  1.220430E+01
    9    2  2.4377E+00 -1.6042E+00  1.220570E+01
   10    2  2.4423E+00 -1.6014E+00  1.220701E+01
   11    2  2.4474E+00 -1.5984E+00  1.220798E+01
   12    2  2.4528E+00 -1.5953E+00  1.220888E+01
   13    2  2.4587E+00 -1.5921E+00  1.220951E+01
   14    2  2.4649E+00 -1.5890E+00  1.220985E+01
   15    2  2.4714E+00 -1.5859E+00  1.221020E+01
   16    2  2.4782E+00 -1.5830E+00  1.221027E+01
   17    2  2.4851E+00 -1.5802E+00  1.221015E+01
   18    2  2.4920E+00 -1.5777E+00  1.221006E+01
   19    2  2.4989E+00 -1.5755E+00  1.220975E+01
   20    2  2.5057E+00 -1.5737E+00  1.220905E+01
   21    2  2.5123E+00 -1.5721E+00  1.220796E+01
   22    2  2.5187E+00 -1.5709E+00  1.220687E+01
   23    2  2.5249E+00 -1.5699E+00  1.220586E+01
   24    2  2.5310E+00 -1.5692E+00  1.220450E+01
   25    2  2.5371E+00 -1.5688E+00  1.220285E+01
   26    2  2.6990E+00 -7.7367E-01  6.032660E+02
   27    2  2.6956E+00 -7.7276E-01  6.032623E+02
   28    2  2.6919E+00 -7.7177E-01  6.032583E+02
   29    2  2.6877E+00 -7.7056E-01  6.032534E+02
   30    2  2.6795E+00 -7.6806E-01  6.032431E+02
   31    2  2.6591E+00 -7.6096E-01  6.032110E+02
   32    2  2.6217E+00 -7.4502E-01  6.031370E+02
   33    2  2.5677E+00 -7.1479E-01  6.029937E+02
   34    2  2.4996E+00 -6.6371E-01  6.027488E+02
   35    2  2.4240E+00 -5.8736E-01  6.023833E+02
   36    2  2.3479E+00 -4.8454E-01  6.018949E+02
   37    2  2.2777E+00 -3.5700E-01  6.012942E+02
   38    2  2.2184E+00 -2.0835E-01  6.006004E+02
   39    2  2.1736E+00 -4.2496E-02  5.998339E+02
   40    2  2.1465E+00  1.3693E-01  5.990142E+02
   41    2  2.1398E+00  3.2605E-01  5.981621E+02
   42    2  2.1561E+00  5.2013E-01  5.973019E+02
   43    2  2.1979E+00  7.1261E-01  5.964707E+02
   44    2  2.2665E+00  8.9349E-01  5.957229E+02
   45    2  2.3591E+00  1.0488E+00  5.951318E+02
   46    2  2.4662E+00  1.1658E+00  5.947538E+02
   47    2  2.5751E+00  1.2419E+00  5.945787E+02
   48    2  2.6855E+00  1.2859E+00  5.945504E+02
   49    2  2.8119E+00  1.3037E+00  5.946574E+02
   50    2  2.9622E+00  1.2875E+00  5.949409E+02
   51    2  3.1254E+00  1.2269E+00  5.954168E+02
   52    2  3.2830E+00  1.1208E+00  5.960396E+02
   53    2  3.4205E+00  9.7633E-01  5.967496E+02
   54    2  3.5293E+00  8.0338E-01  5.975014E+02
   55    2  3.6048E+00  6.1235E-01  5.982620E+02
   56    2  3.6457E+00  4.1306E-01  5.990075E+02
   57    2  3.6524E+00  2.1404E-01  5.997239E+02
   58    2  3.6272E+00  2.2569E-02  6.003995E+02
   59    2  3.5736E+00 -1.5564E-01  6.010270E+02
   60    2  3.4970E+00 -3.1577E-01  6.015991E+02
   61    2  3.4023E+00 -4.5398E-01  6.021054E+02
   62    2  3.2947E+00 -5.6860E-01  6.025378E+02
   63    2  3.1805E+00 -6.5894E-01  6.028867E+02
   64    2  3.0665E+00 -7.2411E-01  6.031401E+02
   65    2  2.9598E+00 -7.6455E-01  6.032907E+02
   66    2  2.8680E+00 -7.8336E-01  6.033469E+02
   67    2  2.7978E+00 -7.8696E-01  6.033414E+02
   68    2  2.7506E+00 -7.8349E-01  6.033149E+02
   69    2  2.7244E+00 -7.7940E-01  6.032919E+02
   70    2  2.7140E+00 -7.7727E-01  6.032810E+02
   71    2  2.7095E+00 -7.7627E-01  6.032768E+02
   72    2  2.7058E+00 -7.7537E-01  6.032730E+02
   73    2  2.7023E+00 -7.7452E-01  6.032695E+02
   74    2  2.5434E+00 -1.5686E+00  1.220108E+01
   75    2  2.5498E+00 -1.5688E+00  1.219892E+01
   76    2  2.5565E+00 -1.5692E+00  1.219600E+01
   77    2  2.5634E+00 -1.5701E+00  1.219233E+01
   78    2  2.5705E+00 -1.5713E+00  1.218780E+01
   79    2  2.5778E+00 -1.5729E+00  1.218229E+01
   80    2  2.5852E+00 -1.5750E+00  1.217650E+01
   81    2  2.5927E+00 -1.5774E+00  1.216941E+01
   82    2  2.6002E+00 -1.5803E+00  1.216051E+01
   83    2  2.6074E+00 -1.5835E+00  1.215047E+01
   84    2  2.6143E+00 -1.5868E+00  1.213928E+01
   85    2  2.6209E+00 -1.5903E+00  1.212630E+01
   86    2  2.6271E+00 -1.5939E+00  1.210866E+01
   87    2  2.6330E+00 -1.5976E+00  1.208737E+01
   88    2  2.6387E+00 -1.6013E+00  1.207672E+01
   89    2  2.6440E+00 -1.6050E+00  1.206120E+01
   90    2  2.6491E+00 -1.6086E+00  1.204370E+01
   91    2  2.6539E+00 -1.6122E+00  1.202095E+01
   92    2  2.6583E+00 -1.6158E+00  1.199795E+01
   93    2  2.6624E+00 -1.6191E+00  1.196651E+01
   94    2  2.6661E+00 -1.6222E+00  1.193922E+01
   95    2  2.6694E+00 -1.6250E+00  1.190241E+01
   96    2  2.6721E+00 -1.6274E+00  1.182339E+01
   97    2  2.6743E+00 -1.6293E+00  1.177770E+01
   98    2  2.6752E+00 -1.6302E+00  1.177770E+01
    1    3  2.4162E+00 -1.6141E+00  1.139283E+01
    2    3  2.4169E+00 -1.6136E+00  1.139283E+01
    3    3  2.4185E+00 -1.6124E+00  1.155823E+01
    4    3  2.4206E+00 -1.6109E+00  1.161924E+01
