# solpstosteve FromSolPSToSteve.py generated @ Tuesday, 26. May 2015 13:47
# electron density (m^-3)
   ix   iy      x           y           z01
    1    1  2.4167E+00 -1.6211E+00  7.924131E+15
    2    1  2.4173E+00 -1.6206E+00  7.924131E+15
    3    1  2.4189E+00 -1.6195E+00  1.091674E+16
    4    1  2.4209E+00 -1.6180E+00  1.404505E+16
    5    1  2.4234E+00 -1.6163E+00  1.720639E+16
    6    1  2.4263E+00 -1.6143E+00  1.896537E+16
    7    1  2.4296E+00 -1.6120E+00  2.150156E+16
    8    1  2.4334E+00 -1.6096E+00  2.438836E+16
    9    1  2.4375E+00 -1.6069E+00  2.594525E+16
   10    1  2.4421E+00 -1.6041E+00  2.843326E+16
   11    1  2.4471E+00 -1.6012E+00  3.125250E+16
   12    1  2.4524E+00 -1.5981E+00  3.374710E+16
   13    1  2.4582E+00 -1.5950E+00  3.611912E+16
   14    1  2.4643E+00 -1.5920E+00  3.676582E+16
   15    1  2.4707E+00 -1.5890E+00  3.805788E+16
   16    1  2.4774E+00 -1.5861E+00  3.945261E+16
   17    1  2.4842E+00 -1.5834E+00  4.037036E+16
   18    1  2.4911E+00 -1.5809E+00  4.143604E+16
   19    1  2.4979E+00 -1.5787E+00  4.214914E+16
   20    1  2.5046E+00 -1.5768E+00  4.230994E+16
   21    1  2.5112E+00 -1.5753E+00  4.213361E+16
   22    1  2.5175E+00 -1.5740E+00  4.193697E+16
   23    1  2.5237E+00 -1.5730E+00  4.183494E+16
   24    1  2.5298E+00 -1.5723E+00  4.171321E+16
   25    1  2.5358E+00 -1.5719E+00  4.150570E+16
   26    1  2.7042E+00 -7.5334E-01  2.083680E+19
   27    1  2.7008E+00 -7.5243E-01  2.083692E+19
   28    1  2.6972E+00 -7.5144E-01  2.083678E+19
   29    1  2.6930E+00 -7.5024E-01  2.083803E+19
   30    1  2.6854E+00 -7.4793E-01  2.083710E+19
   31    1  2.6663E+00 -7.4135E-01  2.083937E+19
   32    1  2.6306E+00 -7.2638E-01  2.083723E+19
   33    1  2.5784E+00 -6.9789E-01  2.083682E+19
   34    1  2.5119E+00 -6.4933E-01  2.083524E+19
   35    1  2.4372E+00 -5.7588E-01  2.083309E+19
   36    1  2.3613E+00 -4.7586E-01  2.083650E+19
   37    1  2.2908E+00 -3.5071E-01  2.084768E+19
   38    1  2.2312E+00 -2.0403E-01  2.086840E+19
   39    1  2.1862E+00 -3.9829E-02  2.089810E+19
   40    1  2.1589E+00  1.3810E-01  2.093477E+19
   41    1  2.1522E+00  3.2576E-01  2.097254E+19
   42    1  2.1689E+00  5.1821E-01  2.100357E+19
   43    1  2.2111E+00  7.0865E-01  2.102267E+19
   44    1  2.2800E+00  8.8683E-01  2.102868E+19
   45    1  2.3724E+00  1.0387E+00  2.102588E+19
   46    1  2.4780E+00  1.1520E+00  2.101849E+19
   47    1  2.5840E+00  1.2251E+00  2.101213E+19
   48    1  2.6905E+00  1.2674E+00  2.100931E+19
   49    1  2.8125E+00  1.2852E+00  2.100765E+19
   50    1  2.9585E+00  1.2709E+00  2.100086E+19
   51    1  3.1186E+00  1.2132E+00  2.098842E+19
   52    1  3.2744E+00  1.1104E+00  2.096967E+19
   53    1  3.4111E+00  9.6887E-01  2.094915E+19
   54    1  3.5195E+00  7.9836E-01  2.092528E+19
   55    1  3.5949E+00  6.0939E-01  2.090664E+19
   56    1  3.6358E+00  4.1188E-01  2.088897E+19
   57    1  3.6425E+00  2.1453E-01  2.087315E+19
   58    1  3.6173E+00  2.4710E-02  2.086072E+19
   59    1  3.5639E+00 -1.5182E-01  2.085118E+19
   60    1  3.4874E+00 -3.1019E-01  2.084289E+19
   61    1  3.3930E+00 -4.4646E-01  2.083645E+19
   62    1  3.2860E+00 -5.5898E-01  2.083344E+19
   63    1  3.1726E+00 -6.4697E-01  2.083090E+19
   64    1  3.0599E+00 -7.0956E-01  2.083123E+19
   65    1  2.9551E+00 -7.4745E-01  2.083174E+19
   66    1  2.8658E+00 -7.6422E-01  2.083178E+19
   67    1  2.7983E+00 -7.6672E-01  2.083323E+19
   68    1  2.7533E+00 -7.6293E-01  2.083664E+19
   69    1  2.7287E+00 -7.5895E-01  2.083391E+19
   70    1  2.7190E+00 -7.5693E-01  2.084023E+19
   71    1  2.7147E+00 -7.5593E-01  2.083665E+19
   72    1  2.7110E+00 -7.5504E-01  2.083655E+19
   73    1  2.7075E+00 -7.5419E-01  2.083676E+19
   74    1  2.5420E+00 -1.5717E+00  4.139200E+16
   75    1  2.5485E+00 -1.5717E+00  4.140640E+16
   76    1  2.5551E+00 -1.5721E+00  4.164625E+16
   77    1  2.5619E+00 -1.5728E+00  4.198297E+16
   78    1  2.5689E+00 -1.5739E+00  4.220770E+16
   79    1  2.5760E+00 -1.5755E+00  4.248892E+16
   80    1  2.5833E+00 -1.5773E+00  4.303308E+16
   81    1  2.5906E+00 -1.5796E+00  4.376293E+16
   82    1  2.5979E+00 -1.5822E+00  4.456349E+16
   83    1  2.6049E+00 -1.5851E+00  4.551419E+16
   84    1  2.6116E+00 -1.5882E+00  4.649437E+16
   85    1  2.6181E+00 -1.5915E+00  4.761259E+16
