    4   24   25    1    4     /BERYLLIUM          /GCR PROJECT      
 -12.80404 -12.72209 -12.54495 -12.31277 -12.03209 -11.79493 -11.56789 -11.38735
 -11.21008 -11.06116 -10.90493 -10.76887 -10.62058 -10.48758 -10.33955 -10.20291
 -13.02090 -13.02066 -13.02042 -13.02051 -13.02043 -13.01934 -13.01608 -13.00926
 -12.98410 -12.92580 -12.78456 -12.58091 -12.31380 -12.07614 -11.84443 -11.66280
 -11.48337 -11.33262 -11.17696 -11.04130 -10.89459 -10.76267 -10.61874 -10.48772
 -13.20441 -13.20445 -13.20446 -13.20428 -13.20386 -13.20321 -13.20160 -13.19767
 -13.18081 -13.14004 -13.03655 -12.86422 -12.61676 -12.38252 -12.14933 -11.96284
 -11.78268 -11.63159 -11.47447 -11.33801 -11.19169 -11.06134 -10.91885 -10.79101
 -13.39972 -13.39977 -13.39974 -13.39947 -13.39889 -13.39814 -13.39699 -13.39484
 -13.38423 -13.35671 -13.28174 -13.14420 -12.92228 -12.69504 -12.46074 -12.27197
 -12.08832 -11.93472 -11.77831 -11.64065 -11.49450 -11.36450 -11.22384 -11.09699
 -13.62027 -13.62024 -13.62025 -13.62038 -13.62037 -13.61988 -13.61897 -13.61772
 -13.61133 -13.59375 -13.54143 -13.43753 -13.24781 -13.03375 -12.80101 -12.60913
 -12.42384 -12.26928 -12.11038 -11.97324 -11.82638 -11.69482 -11.55407 -11.42797
 -13.82793 -13.82795 -13.82795 -13.82785 -13.82786 -13.82821 -13.82827 -13.82686
 -13.82113 -13.80841 -13.77222 -13.69259 -13.53285 -13.33486 -13.10654 -12.91484
 -12.72653 -12.57016 -12.41040 -12.27135 -12.12547 -11.99317 -11.85202 -11.72484
 -14.05806 -14.05806 -14.05806 -14.05808 -14.05807 -14.05800 -14.05776 -14.05711
 -14.05363 -14.04468 -14.01971 -13.96182 -13.83028 -13.65574 -13.43552 -13.24274
 -13.05257 -12.89345 -12.73243 -12.59382 -12.44529 -12.31380 -12.17126 -12.04406
 -14.27947 -14.27945 -14.27945 -14.27952 -14.27950 -14.27922 -14.27875 -14.27830
 -14.27630 -14.27066 -14.25234 -14.20878 -14.10505 -13.94753 -13.74023 -13.54943
 -13.35731 -13.19871 -13.03846 -12.89566 -12.74796 -12.61535 -12.47236 -12.34434
 -14.46282 -14.46281 -14.46281 -14.46283 -14.46283 -14.46276 -14.46274 -14.46275
 -14.46096 -14.45540 -14.44183 -14.40724 -14.32149 -14.18305 -13.98618 -13.79766
 -13.60555 -13.44543 -13.28259 -13.14137 -12.99402 -12.86080 -12.71629 -12.58745
 -14.74226 -14.74227 -14.74227 -14.74222 -14.74224 -14.74241 -14.74237 -14.74160
 -14.74019 -14.73830 -14.72906 -14.70487 -14.63957 -14.52560 -14.34725 -14.16527
 -13.97474 -13.81302 -13.64975 -13.50855 -13.35819 -13.22441 -13.08078 -12.95134
 -14.99298 -14.99300 -14.99300 -14.99289 -14.99292 -14.99331 -14.99321 -14.99162
 -14.98992 -14.98993 -14.98267 -14.96397 -14.91394 -14.82232 -14.66022 -14.48566
 -14.29541 -14.13447 -13.97075 -13.82810 -13.67870 -13.54433 -13.40051 -13.27038
 -15.25005 -15.25004 -15.25005 -15.25005 -15.25005 -15.25002 -15.25003 -15.25010
 -15.24948 -15.24733 -15.24241 -15.22966 -15.19216 -15.11591 -14.97290 -14.80784
 -14.62038 -14.45923 -14.29398 -14.15168 -14.00162 -13.86812 -13.72310 -13.59207
 -15.49955 -15.49954 -15.49954 -15.49956 -15.49955 -15.49950 -15.49951 -15.49972
 -15.49961 -15.49846 -15.49505 -15.48496 -15.45545 -15.39290 -15.26885 -15.11307
 -14.93089 -14.76757 -14.60254 -14.46013 -14.30976 -14.17569 -14.03114 -13.89909
 -15.75850 -15.75849 -15.75849 -15.75854 -15.75853 -15.75836 -15.75840 -15.75901
 -15.75885 -15.75648 -15.75448 -15.74719 -15.72508 -15.67486 -15.56671 -15.42243
 -15.24275 -15.08184 -14.91641 -14.77259 -14.62249 -14.48913 -14.34396 -14.21265
 -16.02000 -16.01998 -16.01999 -16.02005 -16.02003 -16.01980 -16.01986 -16.02070
 -16.02003 -16.01586 -16.01482 -16.01054 -15.99636 -15.95793 -15.86468 -15.73226
 -15.55422 -15.39790 -15.23109 -15.08571 -14.93571 -14.80422 -14.65735 -14.52750
 -16.26243 -16.26241 -16.26241 -16.26249 -16.26247 -16.26218 -16.26225 -16.26329
 -16.26217 -16.25633 -16.25616 -16.25468 -16.24784 -16.22036 -16.14091 -16.01950
 -15.84297 -15.69091 -15.52282 -15.37600 -15.22610 -15.09634 -14.94790 -14.81938
 -16.54267 -16.54264 -16.54265 -16.54275 -16.54272 -16.54235 -16.54245 -16.54373
 -16.54208 -16.53430 -16.53515 -16.53689 -16.53856 -16.52372 -16.46024 -16.35153
 -16.17675 -16.02961 -15.86005 -15.71157 -15.56177 -15.43402 -15.28375 -15.15679
 -16.79933 -16.79930 -16.79930 -16.79942 -16.79939 -16.79895 -16.79907 -16.80057
 -16.79843 -16.78889 -16.79067 -16.79537 -16.80481 -16.80155 -16.75269 -16.65563
 -16.48245 -16.33982 -16.16891 -16.01889 -15.86920 -15.74328 -15.59135 -15.46580
 -17.06772 -17.06769 -17.06770 -17.06783 -17.06780 -17.06729 -17.06742 -17.06915
 -17.06651 -17.05511 -17.05787 -17.06566 -17.08323 -17.09208 -17.05852 -16.97363
 -16.80213 -16.66421 -16.49189 -16.34028 -16.19069 -16.06669 -15.91301 -15.78895
---------------------/ IPRT= 1  / JPRT= 2  /--------/ Z1= 2   / DATE= 23/02/06
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000 -72.00000
C-------------------------------------------------------------------------------
C
C     RATE COEFFICIENTS IN UNITS OF CM**3 S-1 
C     --------------------------------------- 
C
C     INPUT DATA
C         FOR YEAR: 96 AND WITH PREFIX:   
C         FOR be RECOMBINING ION CHARGE(S)  1 TO  4
C
C     CODE     : ADAS404
C     PRODUCER : Martin O'Mullane              
C     DATE     : 23/02/06
C
C-------------------------------------------------------------------------------
