    8   24   30    1    8     /OXYGEN             /GCR PROJECT      
--------------------------------------------------------------------------------
    4    3    4    2    2    1    2    1    1                                   
--------------------------------------------------------------------------------
   7.69897   8.00000   8.30103   8.69897   9.00000   9.30103   9.69897  10.00000
  10.30103  10.69897  11.00000  11.30103  11.69897  12.00000  12.30103  12.69897
  13.00000  13.30103  13.69897  14.00000  14.30103  14.69897  15.00000  15.30103
  -0.69877  -0.52268  -0.30083  -0.15470   0.00020   0.17629   0.30123   0.47732
   0.60226   0.84530   1.00020   1.17629   1.30123   1.47732   1.69917   1.84530
   2.00020   2.17629   2.30123   2.47732   2.69917   2.84530   3.00020   3.17629
   3.30123   3.47732   3.69917   3.84530   4.00020   4.17629
---------------------/ IPRT= 2  / JPRT= 1  /--------/ Z1= 1   / DATE= 26/07/01
 -10.64395 -10.36291 -10.08258  -9.71273  -9.43638  -9.16788  -8.83009  -8.59101
  -8.36883  -8.10324  -7.92357  -7.76099  -7.56898  -7.43832  -7.31791  -7.17124
  -7.06688  -6.96648  -6.84363  -6.74519  -6.63713  -6.57832  -6.43419  -6.13316
 -10.97922 -10.69894 -10.41758 -10.04733  -9.77080  -9.49947  -9.15396  -8.90722
  -8.67689  -8.39990  -8.21247  -8.04446  -7.84701  -7.71324  -7.59132  -7.44418
  -7.33944  -7.23819  -7.11700  -7.02138  -6.91519  -6.86094  -6.71946  -6.41843
 -11.39955 -11.12305 -10.84307 -10.47237 -10.19432  -9.92018  -9.56783  -9.31280
  -9.07166  -8.78061  -8.58360  -8.40619  -8.19920  -8.06096  -7.93607  -7.78676
  -7.68144  -7.58016  -7.45863  -7.36311  -7.25857  -7.20783  -7.06780  -6.76677
 -11.67620 -11.40210 -11.12370 -10.75381 -10.47518 -10.19945  -9.84283  -9.58350
  -9.33778  -9.03708  -8.83144  -8.64775  -8.43477  -8.29293  -8.16534  -8.01300
  -7.90600  -7.80421  -7.68239  -7.58665  -7.48241  -7.43312  -7.29385  -6.99282
 -11.96911 -11.69827 -11.42136 -11.05347 -10.77542 -10.49757 -10.13676  -9.87365
  -9.62252  -9.31311  -9.10034  -8.90936  -8.68785  -8.54061  -8.40830  -8.25213
  -8.14392  -8.04128  -7.91807  -7.82158  -7.71769  -7.66969  -7.53096  -7.22993
 -12.29829 -12.03364 -11.76018 -11.39369 -11.11556 -10.83793 -10.47513 -10.20751
  -9.94974  -9.63189  -9.41259  -9.21293  -8.97993  -8.82604  -8.68920  -8.52897
  -8.41816  -8.31298  -8.18794  -8.09078  -7.98571  -7.93712  -7.79861  -7.49758
 -12.53011 -12.27145 -12.00043 -11.63459 -11.35659 -11.07928 -10.71570 -10.44597
 -10.18487  -9.86053  -9.63537  -9.43004  -9.19008  -9.03158  -8.89105  -8.72742
  -8.61464  -8.50751  -8.38116  -8.28354  -8.17720  -8.12678  -7.98772  -7.68669
 -12.85115 -12.60294 -12.33815 -11.97637 -11.69893 -11.42028 -11.05494 -10.78372
 -10.51909 -10.18628  -9.95326  -9.74069  -9.49180  -9.32648  -9.17909  -9.00867
  -8.89281  -8.78348  -8.65525  -8.55646  -8.44868  -8.39714  -8.25798  -7.95695
 -13.07422 -12.83636 -12.57732 -12.21779 -11.94062 -11.66311 -11.29752 -11.02405
 -10.75657 -10.41956 -10.18252  -9.96449  -9.70691  -9.53576  -9.38478  -9.21029
  -9.09126  -8.97972  -8.85026  -8.75115  -8.64266  -8.58949  -8.44959  -8.14856
 -13.49869 -13.28288 -13.03617 -12.68527 -12.41182 -12.13547 -11.76948 -11.49416
 -11.22242 -10.87753 -10.63216 -10.40261 -10.13034  -9.94990  -9.78995  -9.60527
  -9.48106  -9.36678  -9.23300  -9.13012  -9.01975  -8.96524  -8.82480  -8.52377
 -13.76018 -13.56180 -13.32712 -12.98398 -12.71219 -12.43617 -12.07034 -11.79497
 -11.52225 -11.17302 -10.92229 -10.68672 -10.40615 -10.21881 -10.05127  -9.85929
  -9.73185  -9.61460  -9.47838  -9.37477  -9.26377  -9.20807  -9.06708  -8.76605
 -14.05165 -13.87355 -13.65238 -13.31985 -13.05280 -12.77902 -12.41322 -12.13676
 -11.86268 -11.50930 -11.25389 -11.01339 -10.72267 -10.52657 -10.35301 -10.15360
 -10.02041  -9.89909  -9.75928  -9.65375  -9.54129  -9.48288  -9.34053  -9.03950
 -14.25270 -14.08981 -13.88101 -13.55748 -13.29313 -13.02154 -12.65697 -12.37999
 -12.10491 -11.74964 -11.49146 -11.24620 -10.94855 -10.74745 -10.56876 -10.36381
 -10.22738 -10.10299  -9.96008  -9.85302  -9.73932  -9.68004  -9.53758  -9.23655
 -14.52877 -14.38701 -14.19863 -13.89144 -13.63122 -13.36158 -12.99888 -12.72290
 -12.44778 -12.08948 -11.82668 -11.57555 -11.27026 -11.06299 -10.87652 -10.66195
 -10.52043 -10.39278 -10.24632 -10.13692 -10.02184  -9.96055  -9.81709  -9.51606
 -14.86860 -14.75230 -14.58664 -14.30328 -14.05511 -13.79126 -13.43083 -13.15489
 -12.87896 -12.51824 -12.25216 -11.99590 -11.67981 -11.46266 -11.26722 -11.04257
 -10.89426 -10.76028 -10.60818 -10.49638 -10.37906 -10.31484 -10.17030  -9.86927
 -15.08774 -14.98636 -14.83803 -14.57239 -14.33161 -14.07223 -13.71487 -13.43955
 -13.16299 -12.80102 -12.53342 -12.27414 -11.95214 -11.72951 -11.52797 -11.29526
 -11.14173 -11.00389 -10.84818 -10.73461 -10.61634 -10.55062 -10.40530 -10.10427
 -15.31710 -15.23169 -15.10095 -14.85511 -14.62419 -14.37024 -14.01659 -13.74282
 -13.46671 -13.10328 -12.83327 -12.57089 -12.24385 -12.01582 -11.80688 -11.56527
 -11.40702 -11.26550 -11.10549 -10.98914 -10.86897 -10.80173 -10.65597 -10.35494
 -15.57573 -15.50431 -15.39079 -15.16799 -14.95066 -14.70444 -14.35492 -14.08210
 -13.80631 -13.44270 -13.17155 -12.90635 -12.57259 -12.33827 -12.12345 -11.87381
 -11.70948 -11.56280 -11.39715 -11.27762 -11.15552 -11.08611 -10.93945 -10.63842
 -15.75483 -15.69533 -15.59716 -15.39414 -15.18867 -14.95104 -14.60746 -14.33632
 -14.06152 -13.69794 -13.42554 -13.15808 -12.81990 -12.58114 -12.36087 -12.10304
 -11.93271 -11.78110 -11.61034 -11.48810 -11.36447 -11.29305 -11.14539 -10.84436
 -16.01287 -15.96027 -15.87139 -15.68100 -15.48315 -15.25042 -14.91029 -14.64062
 -14.36693 -14.00315 -13.72963 -13.46116 -13.12105 -12.87951 -12.65505 -12.39194
 -12.21847 -12.06398 -11.89030 -11.76658 -11.64176 -11.56919 -11.42121 -11.12018
 -16.34565 -16.29304 -16.20416 -16.01377 -15.81592 -15.58319 -15.24306 -14.97340
 -14.69970 -14.33592 -14.06241 -13.79394 -13.45383 -13.21228 -12.98782 -12.72472
 -12.55124 -12.39675 -12.22307 -12.09935 -11.97453 -11.90196 -11.75398 -11.45295
 -16.56484 -16.51223 -16.42335 -16.23296 -16.03511 -15.80238 -15.46225 -15.19259
 -14.91889 -14.55512 -14.28160 -14.01313 -13.67302 -13.43147 -13.20701 -12.94391
 -12.77043 -12.61594 -12.44227 -12.31854 -12.19372 -12.12116 -11.97318 -11.67215
 -16.79719 -16.74459 -16.65570 -16.46532 -16.26747 -16.03474 -15.69460 -15.42494
 -15.15125 -14.78747 -14.51395 -14.24548 -13.90537 -13.66382 -13.43937 -13.17626
 -13.00279 -12.84829 -12.67462 -12.55089 -12.42608 -12.35351 -12.20553 -11.90450
 -17.06133 -17.00872 -16.91984 -16.72945 -16.53160 -16.29887 -15.95874 -15.68908
 -15.41538 -15.05161 -14.77809 -14.50962 -14.16951 -13.92796 -13.70350 -13.44040
 -13.26692 -13.11243 -12.93876 -12.81503 -12.69021 -12.61765 -12.46967 -12.16864
 -17.24874 -17.19613 -17.10725 -16.91686 -16.71901 -16.48628 -16.14615 -15.87649
 -15.60279 -15.23901 -14.96550 -14.69703 -14.35692 -14.11537 -13.89091 -13.62781
 -13.45433 -13.29984 -13.12616 -13.00244 -12.87762 -12.80505 -12.65707 -12.35604
 -17.51287 -17.46027 -17.37139 -17.18100 -16.98315 -16.75042 -16.41029 -16.14062
 -15.86693 -15.50315 -15.22963 -14.96116 -14.62105 -14.37951 -14.15505 -13.89194
 -13.71847 -13.56398 -13.39030 -13.26658 -13.14176 -13.06919 -12.92121 -12.62018
 -17.84565 -17.79304 -17.70416 -17.51377 -17.31592 -17.08319 -16.74306 -16.47340
