# ITER#2293 (F57-20MW-H, tau=0.31e-6, ntime=150)  - 52.9 ms
# Atomic density (m^-3)
   ix   iy      x           y           z01
    1    1  4.1805E+00 -3.8836E+00  1.452552E+18
    2    1  4.1824E+00 -3.8828E+00  1.788448E+18
    3    1  4.1844E+00 -3.8820E+00  1.703622E+18
    4    1  4.1869E+00 -3.8810E+00  1.706008E+18
    5    1  4.1905E+00 -3.8796E+00  1.816877E+18
    6    1  4.1960E+00 -3.8775E+00  2.356372E+18
    7    1  4.2042E+00 -3.8742E+00  2.746261E+18
    8    1  4.2161E+00 -3.8696E+00  2.546531E+18
    9    1  4.2326E+00 -3.8631E+00  3.016956E+18
   10    1  4.2548E+00 -3.8546E+00  2.762401E+18
   11    1  4.2836E+00 -3.8436E+00  2.202391E+18
   12    1  4.3204E+00 -3.8299E+00  1.346832E+18
   13    1  4.3667E+00 -3.8129E+00  1.045715E+18
   14    1  4.4249E+00 -3.7925E+00  9.519411E+17
   15    1  4.4971E+00 -3.7686E+00  8.245858E+17
   16    1  4.5842E+00 -3.7423E+00  5.655806E+17
   17    1  4.6845E+00 -3.7170E+00  4.106658E+17
   18    1  4.7929E+00 -3.6989E+00  2.597008E+17
   19    1  4.8964E+00 -3.6959E+00  2.175930E+17
   20    1  4.9755E+00 -3.7077E+00  1.920831E+17
   21    1  5.4416E+00 -2.6135E+00  7.015401E+10
   22    1  5.3527E+00 -2.5513E+00  3.188357E+13
   23    1  5.1855E+00 -2.3739E+00  6.553790E+13
   24    1  5.0190E+00 -2.1003E+00  2.950233E+13
   25    1  4.8749E+00 -1.7821E+00  1.343451E+11
   26    1  4.7513E+00 -1.4488E+00  3.061242E+13
   27    1  4.6451E+00 -1.1082E+00  1.554567E+13
   28    1  4.5555E+00 -7.6268E-01  8.725843E+12
   29    1  4.4819E+00 -4.1310E-01  9.033188E+10
   30    1  4.4237E+00 -6.0661E-02  2.289016E+13
   31    1  4.3824E+00  2.9378E-01  4.469983E+11
   32    1  4.3589E+00  6.5012E-01  2.130715E+13
   33    1  4.3515E+00  1.0072E+00  3.340817E+11
   34    1  4.3605E+00  1.3634E+00  3.034163E+12
   35    1  4.3879E+00  1.7170E+00  1.452635E+11
   36    1  4.4377E+00  2.0654E+00  5.917791E+11
   37    1  4.5125E+00  2.4051E+00  7.268388E+11
   38    1  4.6154E+00  2.7294E+00  8.543402E+11
   39    1  4.7504E+00  3.0251E+00  1.621542E+12
   40    1  4.9164E+00  3.2727E+00  1.840771E+12
   41    1  5.1052E+00  3.4555E+00  5.889652E+12
   42    1  5.3135E+00  3.5722E+00  8.093929E+12
   43    1  5.5546E+00  3.6286E+00  8.009682E+12
   44    1  5.8345E+00  3.6189E+00  1.906788E+13
   45    1  6.1357E+00  3.5401E+00  1.361908E+13
   46    1  6.4361E+00  3.4023E+00  1.351533E+13
   47    1  6.7223E+00  3.2179E+00  8.762728E+12
   48    1  6.9892E+00  2.9969E+00  7.036045E+12
   49    1  7.2338E+00  2.7476E+00  3.560113E+12
   50    1  7.4516E+00  2.4737E+00  2.125742E+12
   51    1  7.6402E+00  2.1775E+00  1.523085E+12
   52    1  7.7989E+00  1.8632E+00  1.660808E+12
   53    1  7.9254E+00  1.5344E+00  2.276939E+12
   54    1  8.0173E+00  1.1942E+00  1.156862E+12
   55    1  8.0748E+00  8.4620E-01  1.960745E+12
   56    1  8.0955E+00  4.9507E-01  1.309300E+12
   57    1  8.0760E+00  1.4422E-01  1.211456E+12
   58    1  8.0182E+00 -2.0275E-01  1.352799E+12
   59    1  7.9235E+00 -5.4071E-01  1.192113E+12
   60    1  7.7913E+00 -8.6495E-01  4.712965E+12
   61    1  7.6233E+00 -1.1723E+00  9.571993E+11
   62    1  7.4231E+00 -1.4604E+00  1.036769E+12
   63    1  7.1956E+00 -1.7276E+00  7.974939E+11
   64    1  6.9444E+00 -1.9711E+00  6.167294E+11
   65    1  6.6712E+00 -2.1892E+00  2.280240E+13
   66    1  6.3795E+00 -2.3804E+00  5.917934E+13
   67    1  6.0760E+00 -2.5349E+00  6.935086E+12
   68    1  5.7833E+00 -2.6271E+00  4.143359E+13
   69    1  5.5581E+00 -2.6394E+00  2.598777E+13
   70    1  5.4620E+00 -2.6219E+00  5.152460E+10
   71    1  5.0368E+00 -3.7322E+00  1.830023E+17
   72    1  5.1093E+00 -3.7836E+00  1.878797E+17
   73    1  5.1911E+00 -3.8676E+00  3.098765E+17
   74    1  5.2648E+00 -3.9669E+00  4.896093E+17
   75    1  5.3274E+00 -4.0657E+00  6.373271E+17
   76    1  5.3798E+00 -4.1563E+00  7.336389E+17
   77    1  5.4222E+00 -4.2339E+00  8.364640E+17
   78    1  5.4554E+00 -4.2970E+00  9.745086E+17
   79    1  5.4810E+00 -4.3470E+00  1.360307E+18
   80    1  5.5007E+00 -4.3864E+00  1.739504E+18
   81    1  5.5159E+00 -4.4170E+00  2.315645E+18
   82    1  5.5274E+00 -4.4405E+00  1.946406E+18
   83    1  5.5359E+00 -4.4580E+00  1.783596E+18
   84    1  5.5420E+00 -4.4706E+00  1.559897E+18
   85    1  5.5461E+00 -4.4792E+00  1.575016E+18
   86    1  5.5488E+00 -4.4849E+00  1.236913E+18
   87    1  5.5506E+00 -4.4886E+00  1.131338E+18
   88    1  5.5519E+00 -4.4913E+00  1.037926E+18
   89    1  5.5529E+00 -4.4933E+00  1.305403E+18
   90    1  5.5538E+00 -4.4953E+00  1.205004E+18
    1    2  4.1850E+00 -3.8745E+00  1.800682E+18
    2    2  4.1868E+00 -3.8737E+00  1.798219E+18
    3    2  4.1888E+00 -3.8729E+00  1.629235E+18
    4    2  4.1914E+00 -3.8719E+00  1.479576E+18
    5    2  4.1950E+00 -3.8705E+00  1.924508E+18
    6    2  4.2004E+00 -3.8683E+00  2.684206E+18
    7    2  4.2086E+00 -3.8650E+00  2.675528E+18
    8    2  4.2205E+00 -3.8603E+00  2.965174E+18
    9    2  4.2371E+00 -3.8538E+00  3.292070E+18
   10    2  4.2593E+00 -3.8451E+00  2.933472E+18
   11    2  4.2881E+00 -3.8339E+00  2.010331E+18
   12    2  4.3249E+00 -3.8199E+00  1.388172E+18
   13    2  4.3713E+00 -3.8027E+00  1.120961E+18
   14    2  4.4294E+00 -3.7818E+00  8.919683E+17
   15    2  4.5014E+00 -3.7573E+00  8.523661E+17
   16    2  4.5880E+00 -3.7302E+00  5.503661E+17
   17    2  4.6877E+00 -3.7037E+00  4.061069E+17
   18    2  4.7961E+00 -3.6836E+00  2.855412E+17
   19    2  4.9013E+00 -3.6785E+00  2.270730E+17
   20    2  4.9818E+00 -3.6895E+00  1.890988E+17
   21    2  5.4113E+00 -2.6783E+00  2.680690E+13
   22    2  5.3141E+00 -2.6035E+00  3.593353E+13
   23    2  5.1453E+00 -2.4055E+00  8.536066E+13
   24    2  4.9856E+00 -2.1177E+00  2.215480E+13
   25    2  4.8477E+00 -1.7931E+00  1.396779E+11
   26    2  4.7279E+00 -1.4566E+00  2.477240E+13
   27    2  4.6244E+00 -1.1141E+00  1.741023E+13
   28    2  4.5365E+00 -7.6712E-01  6.770557E+12
   29    2  4.4641E+00 -4.1644E-01  2.039602E+12
   30    2  4.4064E+00 -6.3096E-02  2.302191E+13
   31    2  4.3652E+00  2.9222E-01  4.362766E+11
   32    2  4.3417E+00  6.4937E-01  2.152269E+13
   33    2  4.3337E+00  1.0072E+00  4.941231E+11
   34    2  4.3416E+00  1.3644E+00  3.156176E+12
   35    2  4.3675E+00  1.7192E+00  2.517002E+11
   36    2  4.4152E+00  2.0694E+00  1.468242E+12
   37    2  4.4876E+00  2.4118E+00  8.361613E+11
   38    2  4.5875E+00  2.7401E+00  1.095008E+12
   39    2  4.7198E+00  3.0422E+00  2.381789E+12
   40    2  4.8855E+00  3.2988E+00  2.294972E+12
   41    2  5.0789E+00  3.4912E+00  8.580360E+12
   42    2  5.2971E+00  3.6143E+00  1.045944E+13
   43    2  5.5501E+00  3.6704E+00  7.990878E+12
   44    2  5.8394E+00  3.6545E+00  2.150572E+13
   45    2  6.1456E+00  3.5681E+00  2.441100E+13
   46    2  6.4480E+00  3.4241E+00  1.586688E+13
   47    2  6.7347E+00  3.2349E+00  1.042160E+13
   48    2  7.0016E+00  3.0104E+00  6.361019E+12
   49    2  7.2462E+00  2.7585E+00  5.761902E+12
   50    2  7.4639E+00  2.4825E+00  4.624270E+12
   51    2  7.6523E+00  2.1844E+00  1.958815E+12
   52    2  7.8110E+00  1.8685E+00  1.670281E+12
   53    2  7.9375E+00  1.5384E+00  2.526830E+12
   54    2  8.0294E+00  1.1968E+00  1.522096E+12
   55    2  8.0870E+00  8.4756E-01  2.652590E+12
   56    2  8.1079E+00  4.9508E-01  1.790934E+12
   57    2  8.0884E+00  1.4286E-01  1.883584E+12
   58    2  8.0306E+00 -2.0553E-01  1.599500E+12
   59    2  7.9361E+00 -5.4503E-01  1.430381E+12
   60    2  7.8038E+00 -8.7092E-01  4.615412E+12
   61    2  7.6358E+00 -1.1800E+00  1.180789E+12
   62    2  7.4355E+00 -1.4700E+00  1.283174E+12
   63    2  7.2082E+00 -1.7395E+00  1.331066E+12
   64    2  6.9574E+00 -1.9858E+00  7.761960E+11
   65    2  6.6846E+00 -2.2077E+00  8.136407E+12
   66    2  6.3937E+00 -2.4047E+00  7.867865E+13
   67    2  6.0901E+00 -2.5695E+00  1.075533E+13
   68    2  5.7913E+00 -2.6785E+00  7.811363E+13
   69    2  5.5486E+00 -2.7044E+00  7.963171E+13
   70    2  5.4379E+00 -2.6895E+00  5.006220E+13
   71    2  5.0436E+00 -3.7142E+00  1.802364E+17
   72    2  5.1166E+00 -3.7678E+00  2.075162E+17
   73    2  5.1977E+00 -3.8547E+00  2.955100E+17
   74    2  5.2696E+00 -3.9551E+00  4.470106E+17
   75    2  5.3305E+00 -4.0538E+00  6.599206E+17
   76    2  5.3816E+00 -4.1440E+00  7.941408E+17
   77    2  5.4232E+00 -4.2214E+00  8.982771E+17
   78    2  5.4560E+00 -4.2846E+00  1.032852E+18
   79    2  5.4814E+00 -4.3349E+00  1.186938E+18
   80    2  5.5010E+00 -4.3744E+00  1.804646E+18
   81    2  5.5161E+00 -4.4052E+00  2.498367E+18
   82    2  5.5275E+00 -4.4288E+00  2.294852E+18
   83    2  5.5360E+00 -4.4464E+00  2.137535E+18
   84    2  5.5420E+00 -4.4590E+00  1.938254E+18
   85    2  5.5461E+00 -4.4677E+00  1.553147E+18
   86    2  5.5488E+00 -4.4734E+00  1.421914E+18
   87    2  5.5506E+00 -4.4771E+00  1.401095E+18
   88    2  5.5519E+00 -4.4798E+00  1.065796E+18
   89    2  5.5529E+00 -4.4818E+00  1.324350E+18
   90    2  5.5538E+00 -4.4838E+00  1.147618E+18
    1    3  4.1893E+00 -3.8655E+00  2.215631E+18
    2    3  4.1912E+00 -3.8647E+00  1.941455E+18
    3    3  4.1932E+00 -3.8639E+00  2.164746E+18
    4    3  4.1957E+00 -3.8629E+00  2.429015E+18
    5    3  4.1993E+00 -3.8614E+00  3.086760E+18
    6    3  4.2048E+00 -3.8592E+00  3.501056E+18
    7    3  4.2130E+00 -3.8559E+00  3.335735E+18
    8    3  4.2250E+00 -3.8511E+00  3.559250E+18
    9    3  4.2415E+00 -3.8445E+00  3.449308E+18
   10    3  4.2637E+00 -3.8357E+00  3.043455E+18
   11    3  4.2926E+00 -3.8244E+00  1.947885E+18
   12    3  4.3294E+00 -3.8101E+00  1.367135E+18
   13    3  4.3758E+00 -3.7925E+00  1.053399E+18
   14    3  4.4339E+00 -3.7712E+00  8.847203E+17
   15    3  4.5056E+00 -3.7461E+00  8.217044E+17
   16    3  4.5916E+00 -3.7182E+00  6.100015E+17
   17    3  4.6904E+00 -3.6904E+00  4.132287E+17
   18    3  4.7988E+00 -3.6682E+00  2.951242E+17
   19    3  4.9058E+00 -3.6608E+00  2.040884E+17
   20    3  4.9882E+00 -3.6704E+00  1.935220E+17
   21    3  5.3781E+00 -2.7440E+00  2.102034E+13
   22    3  5.2724E+00 -2.6541E+00  5.861328E+13
   23    3  5.1044E+00 -2.4345E+00  8.501022E+13
   24    3  4.9526E+00 -2.1336E+00  3.627627E+13
   25    3  4.8209E+00 -1.8034E+00  1.302057E+11
   26    3  4.7051E+00 -1.4641E+00  2.528030E+13
   27    3  4.6042E+00 -1.1197E+00  1.754237E+13
   28    3  4.5178E+00 -7.7138E-01  4.874881E+12
   29    3  4.4465E+00 -4.1968E-01  4.022900E+12
   30    3  4.3893E+00 -6.5464E-02  2.303508E+13
   31    3  4.3484E+00  2.9069E-01  7.151713E+11
   32    3  4.3247E+00  6.4862E-01  2.529055E+13
   33    3  4.3161E+00  1.0072E+00  5.633656E+11
   34    3  4.3231E+00  1.3653E+00  3.588316E+12
   35    3  4.3474E+00  1.7213E+00  4.733559E+11
   36    3  4.3931E+00  2.0732E+00  2.594068E+12
   37    3  4.4630E+00  2.4181E+00  1.107351E+12
   38    3  4.5600E+00  2.7503E+00  2.568635E+12
   39    3  4.6895E+00  3.0586E+00  5.138766E+12
   40    3  4.8547E+00  3.3241E+00  6.484360E+12
   41    3  5.0526E+00  3.5264E+00  1.085858E+13
   42    3  5.2811E+00  3.6559E+00  1.016043E+13
   43    3  5.5464E+00  3.7110E+00  8.063405E+12
   44    3  5.8449E+00  3.6888E+00  2.530882E+13
   45    3  6.1557E+00  3.5950E+00  2.994989E+13
   46    3  6.4598E+00  3.4450E+00  1.592829E+13
   47    3  6.7469E+00  3.2513E+00  1.675121E+13
   48    3  7.0137E+00  3.0235E+00  6.710391E+12
   49    3  7.2582E+00  2.7691E+00  6.836272E+12
   50    3  7.4758E+00  2.4910E+00  5.653192E+12
   51    3  7.6641E+00  2.1911E+00  1.771993E+12
   52    3  7.8228E+00  1.8737E+00  2.668261E+12
   53    3  7.9493E+00  1.5423E+00  2.863560E+12
   54    3  8.0412E+00  1.1994E+00  2.103990E+12
   55    3  8.0988E+00  8.4888E-01  3.031580E+12
   56    3  8.1200E+00  4.9511E-01  2.057160E+12
   57    3  8.1004E+00  1.4153E-01  1.714556E+12
   58    3  8.0428E+00 -2.0822E-01  1.773610E+12
   59    3  7.9484E+00 -5.4922E-01  4.460540E+12
   60    3  7.8161E+00 -8.7671E-01  1.740003E+12
   61    3  7.6479E+00 -1.1875E+00  1.476911E+12
   62    3  7.4477E+00 -1.4793E+00  1.550566E+12
   63    3  7.2206E+00 -1.7509E+00  1.299472E+12
   64    3  6.9701E+00 -2.0000E+00  8.880355E+11
   65    3  6.6978E+00 -2.2253E+00  8.312756E+12
   66    3  6.4078E+00 -2.4277E+00  1.155403E+13
   67    3  6.1048E+00 -2.6019E+00  5.300282E+13
   68    3  5.8017E+00 -2.7278E+00  7.038201E+13
   69    3  5.5424E+00 -2.7704E+00  1.207069E+14
   70    3  5.4148E+00 -2.7596E+00  1.533582E+14
   71    3  5.0508E+00 -3.6957E+00  1.762057E+17
   72    3  5.1244E+00 -3.7520E+00  1.899168E+17
   73    3  5.2048E+00 -3.8420E+00  2.962424E+17
   74    3  5.2747E+00 -3.9436E+00  4.010818E+17
   75    3  5.3338E+00 -4.0421E+00  6.466531E+17
   76    3  5.3835E+00 -4.1318E+00  7.817290E+17
   77    3  5.4243E+00 -4.2090E+00  8.752609E+17
   78    3  5.4566E+00 -4.2723E+00  1.027986E+18
   79    3  5.4818E+00 -4.3228E+00  1.138896E+18
   80    3  5.5013E+00 -4.3625E+00  1.631470E+18
   81    3  5.5162E+00 -4.3934E+00  2.269028E+18
   82    3  5.5276E+00 -4.4171E+00  2.743031E+18
   83    3  5.5361E+00 -4.4348E+00  2.349841E+18
   84    3  5.5421E+00 -4.4475E+00  2.261922E+18
   85    3  5.5462E+00 -4.4562E+00  1.757582E+18
   86    3  5.5489E+00 -4.4619E+00  1.452100E+18
   87    3  5.5506E+00 -4.4657E+00  1.127339E+18
   88    3  5.5519E+00 -4.4683E+00  1.098106E+18
   89    3  5.5529E+00 -4.4704E+00  1.140973E+18
   90    3  5.5538E+00 -4.4724E+00  9.303642E+17
    1    4  4.1936E+00 -3.8567E+00  2.298751E+18
    2    4  4.1955E+00 -3.8559E+00  2.271382E+18
    3    4  4.1975E+00 -3.8551E+00  3.242518E+18
    4    4  4.2001E+00 -3.8541E+00  3.390680E+18
    5    4  4.2037E+00 -3.8526E+00  2.977494E+18
    6    4  4.2091E+00 -3.8504E+00  3.015539E+18
    7    4  4.2173E+00 -3.8470E+00  3.277133E+18
    8    4  4.2293E+00 -3.8421E+00  3.923088E+18
    9    4  4.2459E+00 -3.8354E+00  3.281446E+18
   10    4  4.2682E+00 -3.8264E+00  2.573008E+18
   11    4  4.2971E+00 -3.8149E+00  1.707927E+18
   12    4  4.3339E+00 -3.8004E+00  1.353097E+18
   13    4  4.3804E+00 -3.7825E+00  1.173162E+18
   14    4  4.4383E+00 -3.7607E+00  7.947736E+17
   15    4  4.5097E+00 -3.7350E+00  7.242687E+17
   16    4  4.5949E+00 -3.7064E+00  6.382322E+17
   17    4  4.6929E+00 -3.6773E+00  4.359285E+17
   18    4  4.8011E+00 -3.6528E+00  2.517025E+17
   19    4  4.9100E+00 -3.6426E+00  1.808096E+17
   20    4  4.9948E+00 -3.6507E+00  1.818906E+17
   21    4  5.3442E+00 -2.8063E+00  2.841464E+14
   22    4  5.2304E+00 -2.6998E+00  8.740359E+13
   23    4  5.0649E+00 -2.4597E+00  6.302147E+13
   24    4  4.9210E+00 -2.1476E+00  3.685998E+13
   25    4  4.7951E+00 -1.8127E+00  1.795977E+11
   26    4  4.6832E+00 -1.4709E+00  2.602244E+13
   27    4  4.5846E+00 -1.1249E+00  1.812018E+13
   28    4  4.4998E+00 -7.7542E-01  5.518393E+12
   29    4  4.4293E+00 -4.2278E-01  4.107024E+12
   30    4  4.3728E+00 -6.7740E-02  2.315468E+13
   31    4  4.3321E+00  2.8921E-01  1.125476E+12
   32    4  4.3081E+00  6.4787E-01  3.140230E+13
   33    4  4.2989E+00  1.0072E+00  3.797480E+11
   34    4  4.3050E+00  1.3660E+00  7.963787E+12
   35    4  4.3280E+00  1.7232E+00  2.357104E+11
   36    4  4.3717E+00  2.0767E+00  2.670134E+12
   37    4  4.4390E+00  2.4239E+00  9.761689E+11
   38    4  4.5332E+00  2.7598E+00  3.078900E+12
   39    4  4.6601E+00  3.0739E+00  1.243474E+13
   40    4  4.8247E+00  3.3479E+00  4.873749E+12
   41    4  5.0272E+00  3.5597E+00  1.198532E+13
   42    4  5.2661E+00  3.6953E+00  7.372662E+12
   43    4  5.5435E+00  3.7493E+00  1.108554E+13
   44    4  5.8507E+00  3.7210E+00  3.135722E+13
   45    4  6.1657E+00  3.6205E+00  3.978730E+13
   46    4  6.4713E+00  3.4649E+00  2.365774E+13
   47    4  6.7588E+00  3.2669E+00  1.771469E+13
   48    4  7.0254E+00  3.0359E+00  9.496673E+12
   49    4  7.2698E+00  2.7791E+00  7.297639E+12
   50    4  7.4873E+00  2.4990E+00  5.889028E+12
   51    4  7.6755E+00  2.1975E+00  2.661645E+12
   52    4  7.8341E+00  1.8787E+00  3.140940E+12
   53    4  7.9607E+00  1.5460E+00  3.476644E+12
   54    4  8.0525E+00  1.2018E+00  3.993236E+12
   55    4  8.1102E+00  8.5015E-01  4.779384E+12
   56    4  8.1316E+00  4.9513E-01  2.398837E+12
   57    4  8.1120E+00  1.4026E-01  2.570437E+12
   58    4  8.0545E+00 -2.1081E-01  2.057928E+12
   59    4  7.9603E+00 -5.5325E-01  4.811675E+12
   60    4  7.8278E+00 -8.8226E-01  2.495144E+12
   61    4  7.6596E+00 -1.1946E+00  1.514624E+12
   62    4  7.4593E+00 -1.4882E+00  1.705688E+12
   63    4  7.2325E+00 -1.7619E+00  1.409163E+12
   64    4  6.9824E+00 -2.0135E+00  9.246654E+11
   65    4  6.7105E+00 -2.2420E+00  8.307582E+12
   66    4  6.4215E+00 -2.4491E+00  5.361278E+12
   67    4  6.1195E+00 -2.6316E+00  4.361815E+13
   68    4  5.8136E+00 -2.7728E+00  6.886942E+13
   69    4  5.5400E+00 -2.8329E+00  5.448217E+13
   70    4  5.3941E+00 -2.8278E+00  1.450419E+14
   71    4  5.0586E+00 -3.6767E+00  2.112764E+17
   72    4  5.1328E+00 -3.7363E+00  1.689251E+17
   73    4  5.2123E+00 -3.8298E+00  2.809892E+17
   74    4  5.2801E+00 -3.9326E+00  4.087687E+17
   75    4  5.3372E+00 -4.0309E+00  6.077110E+17
   76    4  5.3855E+00 -4.1200E+00  7.132145E+17
   77    4  5.4254E+00 -4.1969E+00  8.142752E+17
   78    4  5.4573E+00 -4.2602E+00  8.868149E+17
   79    4  5.4822E+00 -4.3108E+00  1.030670E+18
   80    4  5.5015E+00 -4.3507E+00  1.357378E+18
