# ITER#2293 (F57-20MW-H, tau=0.31e-6, ntime=150)  - 52.9 ms
# ion temperature (eV)
   ix   iy      x           y           z01
    1    1  4.1805E+00 -3.8836E+00  1.440470E+00
    2    1  4.1824E+00 -3.8828E+00  1.557443E+00
    3    1  4.1844E+00 -3.8820E+00  1.620888E+00
    4    1  4.1869E+00 -3.8810E+00  1.662596E+00
    5    1  4.1905E+00 -3.8796E+00  1.723034E+00
    6    1  4.1960E+00 -3.8775E+00  1.801741E+00
    7    1  4.2042E+00 -3.8742E+00  1.872202E+00
    8    1  4.2161E+00 -3.8696E+00  2.007578E+00
    9    1  4.2326E+00 -3.8631E+00  2.168714E+00
   10    1  4.2548E+00 -3.8546E+00  2.284197E+00
   11    1  4.2836E+00 -3.8436E+00  2.278196E+00
   12    1  4.3204E+00 -3.8299E+00  2.128994E+00
   13    1  4.3667E+00 -3.8129E+00  1.982254E+00
   14    1  4.4249E+00 -3.7925E+00  1.814290E+00
   15    1  4.4971E+00 -3.7686E+00  1.662373E+00
   16    1  4.5842E+00 -3.7423E+00  1.565707E+00
   17    1  4.6845E+00 -3.7170E+00  1.785973E+00
   18    1  4.7929E+00 -3.6989E+00  1.916691E+00
   19    1  4.8964E+00 -3.6959E+00  2.011066E+00
   20    1  4.9755E+00 -3.7077E+00  2.070811E+00
   21    1  5.4416E+00 -2.6135E+00  1.851934E+03
   22    1  5.3527E+00 -2.5513E+00  1.852223E+03
   23    1  5.1855E+00 -2.3739E+00  1.852756E+03
   24    1  5.0190E+00 -2.1003E+00  1.853260E+03
   25    1  4.8749E+00 -1.7821E+00  1.853614E+03
   26    1  4.7513E+00 -1.4488E+00  1.853828E+03
   27    1  4.6451E+00 -1.1082E+00  1.853953E+03
   28    1  4.5555E+00 -7.6268E-01  1.854022E+03
   29    1  4.4819E+00 -4.1310E-01  1.854056E+03
   30    1  4.4237E+00 -6.0661E-02  1.854072E+03
   31    1  4.3824E+00  2.9378E-01  1.854079E+03
   32    1  4.3589E+00  6.5012E-01  1.854079E+03
   33    1  4.3515E+00  1.0072E+00  1.854073E+03
   34    1  4.3605E+00  1.3634E+00  1.854054E+03
   35    1  4.3879E+00  1.7170E+00  1.854012E+03
   36    1  4.4377E+00  2.0654E+00  1.853932E+03
   37    1  4.5125E+00  2.4051E+00  1.853793E+03
   38    1  4.6154E+00  2.7294E+00  1.853570E+03
   39    1  4.7504E+00  3.0251E+00  1.853245E+03
   40    1  4.9164E+00  3.2727E+00  1.852826E+03
   41    1  5.1052E+00  3.4555E+00  1.852349E+03
   42    1  5.3135E+00  3.5722E+00  1.851843E+03
   43    1  5.5546E+00  3.6286E+00  1.851304E+03
   44    1  5.8345E+00  3.6189E+00  1.850732E+03
   45    1  6.1357E+00  3.5401E+00  1.850152E+03
   46    1  6.4361E+00  3.4023E+00  1.849605E+03
   47    1  6.7223E+00  3.2179E+00  1.849106E+03
   48    1  6.9892E+00  2.9969E+00  1.848654E+03
   49    1  7.2338E+00  2.7476E+00  1.848256E+03
   50    1  7.4516E+00  2.4737E+00  1.847912E+03
   51    1  7.6402E+00  2.1775E+00  1.847623E+03
   52    1  7.7989E+00  1.8632E+00  1.847389E+03
   53    1  7.9254E+00  1.5344E+00  1.847212E+03
   54    1  8.0173E+00  1.1942E+00  1.847092E+03
