# AUG16Fluids FromSolPSToSteve.py generated @ Monday, 07. January 2013 09:19
# ion temperature (eV)
   ix   iy      x           y           z01
    1    1  1.2435E+00 -1.1004E+00  5.055962E+00
    2    1  1.2470E+00 -1.0985E+00  5.055962E+00
    3    1  1.2541E+00 -1.0944E+00  6.164492E+00
    4    1  1.2620E+00 -1.0899E+00  6.885029E+00
    5    1  1.2710E+00 -1.0850E+00  7.305878E+00
    6    1  1.2814E+00 -1.0795E+00  7.477586E+00
    7    1  1.2937E+00 -1.0732E+00  7.806142E+00
    8    1  1.3083E+00 -1.0662E+00  8.005235E+00
    9    1  1.3256E+00 -1.0587E+00  8.277364E+00
   10    1  1.3457E+00 -1.0511E+00  8.406501E+00
   11    1  1.3678E+00 -1.0446E+00  8.464202E+00
   12    1  1.3905E+00 -1.0407E+00  8.461135E+00
   13    1  1.4125E+00 -1.0400E+00  8.457757E+00
   14    1  1.5278E+00 -4.7420E-01  4.998271E+02
   15    1  1.5114E+00 -4.6887E-01  4.998348E+02
   16    1  1.4697E+00 -4.4770E-01  4.999247E+02
   17    1  1.4007E+00 -3.9120E-01  5.003500E+02
   18    1  1.3289E+00 -2.9118E-01  5.012192E+02
   19    1  1.2748E+00 -1.5386E-01  5.024481E+02
   20    1  1.2514E+00  7.5673E-03  5.038897E+02
   21    1  1.2664E+00  1.7857E-01  5.053864E+02
   22    1  1.3237E+00  3.4063E-01  5.067765E+02
   23    1  1.4166E+00  4.6770E-01  5.078548E+02
   24    1  1.5193E+00  5.3893E-01  5.084119E+02
   25    1  1.6225E+00  5.5996E-01  5.085674E+02
   26    1  1.7463E+00  5.3135E-01  5.083652E+02
   27    1  1.8782E+00  4.3914E-01  5.076941E+02
   28    1  1.9782E+00  2.9388E-01  5.066747E+02
   29    1  2.0249E+00  1.2261E-01  5.054887E+02
   30    1  2.0154E+00 -5.0942E-02  5.042280E+02
   31    1  1.9577E+00 -2.0851E-01  5.029687E+02
   32    1  1.8663E+00 -3.3673E-01  5.017929E+02
   33    1  1.7589E+00 -4.2565E-01  5.008181E+02
   34    1  1.6575E+00 -4.7058E-01  5.001615E+02
   35    1  1.5850E+00 -4.8122E-01  4.998874E+02
   36    1  1.5514E+00 -4.7927E-01  4.998361E+02
   37    1  1.5387E+00 -4.7691E-01  4.998278E+02
   38    1  1.4344E+00 -1.0433E+00  8.502531E+00
   39    1  1.4570E+00 -1.0510E+00  8.627672E+00
   40    1  1.4802E+00 -1.0632E+00  9.051248E+00
   41    1  1.5026E+00 -1.0788E+00  9.597243E+00
   42    1  1.5226E+00 -1.0952E+00  1.019646E+01
   43    1  1.5397E+00 -1.1107E+00  1.078724E+01
   44    1  1.5540E+00 -1.1248E+00  1.127112E+01
   45    1  1.5661E+00 -1.1373E+00  1.153599E+01
   46    1  1.5768E+00 -1.1485E+00  1.163423E+01
   47    1  1.5862E+00 -1.1586E+00  1.169108E+01
   48    1  1.5948E+00 -1.1681E+00  1.168427E+01
   49    1  1.6031E+00 -1.1773E+00  1.168472E+01
   50    1  1.6072E+00 -1.1819E+00  1.168472E+01
    1    2  1.2452E+00 -1.0954E+00  5.055962E+00
    2    2  1.2487E+00 -1.0934E+00  5.055962E+00
    3    2  1.2558E+00 -1.0893E+00  6.164492E+00
    4    2  1.2637E+00 -1.0847E+00  6.885029E+00
    5    2  1.2726E+00 -1.0797E+00  7.305878E+00
    6    2  1.2830E+00 -1.0741E+00  7.477586E+00
    7    2  1.2952E+00 -1.0677E+00  7.806142E+00
    8    2  1.3097E+00 -1.0605E+00  8.005235E+00
    9    2  1.3269E+00 -1.0528E+00  8.277364E+00
   10    2  1.3469E+00 -1.0448E+00  8.406501E+00
   11    2  1.3691E+00 -1.0380E+00  8.464202E+00
   12    2  1.3917E+00 -1.0337E+00  8.461135E+00
   13    2  1.4138E+00 -1.0330E+00  8.457757E+00
   14    2  1.5208E+00 -5.0368E-01  4.998271E+02
   15    2  1.5017E+00 -4.9729E-01  4.998348E+02
   16    2  1.4548E+00 -4.7215E-01  4.999247E+02
   17    2  1.3821E+00 -4.0886E-01  5.003500E+02
   18    2  1.3094E+00 -3.0176E-01  5.012192E+02
   19    2  1.2558E+00 -1.5888E-01  5.024481E+02
   20    2  1.2329E+00  7.0174E-03  5.038897E+02
   21    2  1.2481E+00  1.8249E-01  5.053864E+02
   22    2  1.3058E+00  3.5018E-01  5.067765E+02
   23    2  1.4008E+00  4.8452E-01  5.078548E+02
   24    2  1.5098E+00  5.6221E-01  5.084119E+02
   25    2  1.6225E+00  5.8469E-01  5.085674E+02
