{NUMBER OF COLUMNS}  4
*
*
*
*
*
*  PSIn        ne                   Te              Ti
*              (10E+6 m-3)         (eV)            (eV)  
{DATA}
1.03478		1.25E+10	5.3027		29.581
1.03597		1.24E+10	5.2997		29.589
1.03716		1.23E+10	5.2984		29.606
1.03834		1.21E+10	5.3124		29.649
1.03952		1.19E+10	5.3303		29.707
1.04069		1.19E+10	5.3317		29.723
1.04186		2.24E+10	7.3589		35.474
1.04302		2.50E+10	7.8552		36.862
1.04417		2.49E+10	7.8528		36.808
1.04532		2.48E+10	7.8514		36.787
1.04646		2.46E+10	7.8544		36.782
1.0476		4.65E+10	9.6907		40.434
1.04873		4.70E+10	9.7338		40.576
1.04985		4.70E+10	9.7236		40.615
1.05097		5.41E+10	10.114		40.957
1.05208		7.86E+10	11.495		42.119
1.05319		7.79E+10	11.458		42.112
1.05429		8.82E+10	11.938		42.504
1.05538		1.13E+11	13.079		43.358
1.05647		1.15E+11	13.168		43.464
1.05755		1.45E+11	14.381		44.323
1.05863		1.56E+11	15.006		44.956
1.0597		1.75E+11	15.783		45.707
1.06076		2.03E+11	16.763		46.274
1.06182		2.34E+11	17.508		46.649
1.06287		2.35E+11	17.517		46.626
1.06392		2.37E+11	17.504		46.556
1.06496		2.38E+11	17.492		46.495
1.06599		2.48E+11	17.35		46.324
1.06702		2.85E+11	16.82		45.846
1.06804		2.86E+11	16.814		45.831
1.06906		2.86E+11	16.801		45.804
1.07007		2.87E+11	16.79		45.778
1.07108		2.87E+11	16.782		45.762
1.07207		2.85E+11	15.735		44.147
1.07307		2.85E+11	15.663		44.014
1.07405		2.85E+11	15.68		44.019
1.07504		2.85E+11	15.694		44.021
1.07601		2.85E+11	15.709		44.026
1.07698		2.67E+11	15.146		42.875
1.07794		2.46E+11	14.426		41.443
1.0789		2.46E+11	14.43		41.449
1.07985		2.46E+11	14.433		41.451
1.0808		2.47E+11	14.437		41.453
1.08174		2.47E+11	14.442		41.456
1.08267		2.03E+11	13.466		39.13
1.0836		1.96E+11	13.302		38.728
1.08452		1.96E+11	13.309		38.725
1.08544		1.97E+11	13.315		38.714
1.08635		1.97E+11	13.323		38.696
1.08725		1.94E+11	13.279		38.558
1.08815		1.35E+11	12.261		35.969
1.08904		1.36E+11	12.263		35.957
1.08993		1.37E+11	12.269		35.926
1.09081		1.38E+11	12.272		35.893
1.09169		1.38E+11	12.27		35.884
1.09256		1.39E+11	12.267		35.878
{END}
