{NUMBER OF COLUMNS}  4
*
*
*
*
*
*  PSIn        ne                   Te              Ti
*              (10E+6 m-3)         (eV)            (eV)  
{DATA}
1.03543		1.94E+10	5.42E+00	2.97E+01
1.03789		1.94E+10	5.42E+00	2.97E+01
1.04032		1.93E+10	5.46E+00	2.96E+01
1.04271		3.15E+10	7.86E+00	3.70E+01
1.04508		3.17E+10	7.86E+00	3.70E+01
1.04741		4.76E+10	9.64E+00	4.01E+01
1.04971		4.76E+10	9.61E+00	4.01E+01
1.05198		6.61E+10	1.15E+01	4.20E+01
1.05422		6.64E+10	1.15E+01	4.19E+01
1.05642		8.97E+10	1.32E+01	4.32E+01
1.05860		1.21E+11	1.45E+01	4.38E+01
1.06074		2.26E+11	1.65E+01	4.51E+01
1.06286		3.43E+11	1.70E+01	4.47E+01
1.06494		3.43E+11	1.70E+01	4.47E+01
1.06699		3.61E+11	1.60E+01	4.34E+01
1.06901		3.61E+11	1.60E+01	4.34E+01
1.07100		3.61E+11	1.60E+01	4.34E+01
1.07296		3.18E+11	1.46E+01	4.12E+01
1.07489		3.20E+11	1.46E+01	4.13E+01
1.07680		3.20E+11	1.46E+01	4.13E+01
1.07867		2.76E+11	1.32E+01	3.85E+01
1.08052		2.78E+11	1.33E+01	3.86E+01
1.08233		2.32E+11	1.19E+01	3.54E+01
{END}		
