{NUMBER OF COLUMNS}  4
*
*
*
*
*
*  PSIn        ne                   Te              Ti
*              (10E+6 m-3)         (eV)            (eV)  
{DATA}
0.97517		1.10E+12	7.28		12.72
0.97671		1.09E+12	7.28		12.70
0.97824		1.08E+12	7.27		12.68
0.97976		1.08E+12	7.27		12.66
0.98128		1.27E+12	8.36		13.99
0.98278		1.53E+12	9.81		15.75
0.98428		1.52E+12	9.81		15.74
0.98577		1.51E+12	9.82		15.73
0.98724		1.94E+12	12.83		17.74
0.98871		1.94E+12	12.97		17.84
0.99017		2.02E+12	13.84		18.38
0.99163		2.33E+12	16.75		20.20
0.99307		2.35E+12	17.24		20.43
0.99450		2.62E+12	20.88		22.18
0.99592		2.70E+12	23.25		23.21
0.99734		2.78E+12	26.69		24.64
0.99874		2.85E+12	30.68		26.35
1.00014		3.17E+12	36.64		29.67
1.00153		3.23E+12	37.34		30.09
1.00291		3.14E+12	39.18		33.14
1.00428		3.09E+12	40.25		34.92
1.00564		2.99E+12	39.95		36.47
1.00699		2.82E+12	39.35		39.44
1.00833		2.84E+12	39.22		39.71
1.00967		2.55E+12	37.48		43.16
1.01099		2.56E+12	37.48		43.17
1.01231		2.19E+12	35.58		46.02
1.01362		2.05E+12	34.79		47.21
1.01492		2.08E+12	34.79		47.22
1.01621		2.10E+12	34.79		47.23
1.01749		2.12E+12	34.77		47.26
1.01876		1.67E+12	31.58		50.17
1.02002		1.68E+12	31.58		50.17
1.02128		1.68E+12	31.58		50.18
1.02252		1.68E+12	31.57		50.18
1.02376		1.66E+12	31.39		50.27
1.02499		1.31E+12	28.96		51.30
1.02621		1.32E+12	28.97		51.30
1.02742		1.33E+12	28.97		51.31
1.02862		1.34E+12	28.97		51.31
1.02981		1.35E+12	28.96		51.32
1.03100		1.10E+12	26.62		51.31
1.03217		1.11E+12	26.62		51.31
1.03334		1.11E+12	26.62		51.32
1.03450		1.11E+12	26.63		51.32
1.03565		1.11E+12	26.63		51.33
1.03679		9.74E+11	25.27		50.83
1.03792		9.07E+11	24.54		50.57
1.03904		9.14E+11	24.54		50.57
1.04016		9.20E+11	24.54		50.58
1.04126		9.25E+11	24.54		50.59
1.04236		8.99E+11	24.26		50.47
1.04345		7.61E+11	22.85		49.81
1.04453		7.61E+11	22.85		49.81
1.04560		7.63E+11	22.85		49.82
1.04667		7.64E+11	22.85		49.82
1.04772		7.65E+11	22.85		49.83
1.04877		7.10E+11	22.11		49.36
1.04980		6.27E+11	20.96		48.64
1.05083		6.32E+11	20.95		48.64
1.05185		6.34E+11	20.95		48.64
1.05286		6.35E+11	20.95		48.64
1.05386		6.36E+11	20.95		48.64
1.05486		6.05E+11	20.44		48.18
1.05584		5.53E+11	19.60		47.43
1.05682		5.53E+11	19.61		47.44
1.05779		5.40E+11	19.40		47.22
1.05875		4.98E+11	18.74		46.49
1.05970		5.02E+11	18.74		46.48
1.06064		5.02E+11	18.71		46.45
1.06158		4.14E+11	17.50		45.26
1.06250		4.15E+11	17.49		45.25
1.06342		4.16E+11	17.49		45.25
1.06433		4.17E+11	17.49		45.24
1.06523		4.18E+11	17.48		45.23
1.06612		4.10E+11	17.26		44.97
1.06701		3.53E+11	15.90		43.42
1.06788		3.54E+11	15.90		43.41
1.06875		3.56E+11	15.90		43.41
1.06961		3.57E+11	15.90		43.41
1.07046		3.58E+11	15.91		43.41
1.07130		3.58E+11	15.91		43.40
1.07213		2.99E+11	14.63		41.60
1.07296		2.98E+11	14.57		41.50
1.07377		3.00E+11	14.57		41.51
1.07458		3.01E+11	14.58		41.52
1.07538		3.03E+11	14.59		41.52
1.07617		3.04E+11	14.60		41.53
1.07695		2.87E+11	14.19		40.55
1.07773		2.44E+11	13.15		38.15
1.07849		2.45E+11	13.15		38.15
1.07925		2.46E+11	13.14		38.16
1.08000		2.46E+11	13.13		38.16
1.08074		2.47E+11	13.12		38.17
1.08147		2.48E+11	13.12		38.17
1.08220		2.40E+11	12.92		37.76
1.08291		1.92E+11	11.74		35.34
1.08362		1.94E+11	11.74		35.32
1.08432		1.95E+11	11.73		35.31
1.08501		1.96E+11	11.73		35.30
1.08569		1.98E+11	11.72		35.29
1.08637		1.98E+11	11.72		35.27
1.08703		1.99E+11	11.72		35.24
1.08769		1.78E+11	11.26		33.88
1.08834		1.36E+11	10.38		31.27
1.08898		1.37E+11	10.37		31.26
1.08961		1.38E+11	10.36		31.26
1.09024		1.39E+11	10.35		31.26
1.09086		1.39E+11	10.35		31.25
1.09146		1.39E+11	10.34		31.24
1.09206		1.40E+11	10.33		31.24
1.09266		1.40E+11	10.32		31.23
1.09324		1.40E+11	10.32		31.23
{END}
