    8   24   30    1    8     /OXYGEN             /GCR PROJECT      
--------------------------------------------------------------------------------
   7.69897   8.00000   8.30103   8.69897   9.00000   9.30103   9.69897  10.00000
  10.30103  10.69897  11.00000  11.30103  11.69897  12.00000  12.30103  12.69897
  13.00000  13.30103  13.69897  14.00000  14.30103  14.69897  15.00000  15.30103
  -0.69877  -0.52268  -0.30083  -0.15470   0.00020   0.17629   0.30123   0.47732
   0.60226   0.84530   1.00020   1.17629   1.30123   1.47732   1.69917   1.84530
   2.00020   2.17629   2.30123   2.47732   2.69917   2.84530   3.00020   3.17629
   3.30123   3.47732   3.69917   3.84530   4.00020   4.17629
---------------------/ IGRD= 1  / IPRT= 1  /--------/ Z1= 1   / DATE= 26/07/01
 -28.36079 -28.37036 -28.38146 -28.38911 -28.39629 -28.40478 -28.41116 -28.41890
 -28.20094 -28.21900 -28.23580 -28.25603 -28.26984 -28.28378 -28.30311 -28.31832
 -28.33381 -28.35379 -28.36837 -28.38279 -28.40184 -28.41608 -28.42918 -28.44476
 -28.45554 -28.46538 -28.47700 -28.48472 -28.49144 -28.49969 -28.50629 -28.51290
 -28.37365 -28.39066 -28.40693 -28.42679 -28.44047 -28.45459 -28.47399 -28.48864
 -28.50392 -28.52376 -28.53785 -28.55246 -28.57205 -28.58641 -28.60050 -28.61748
 -28.62838 -28.63832 -28.64965 -28.65660 -28.66296 -28.67033 -28.67536 -28.68156
 -28.51153 -28.52821 -28.54510 -28.56542 -28.57831 -28.59173 -28.61048 -28.62486
 -28.64044 -28.66094 -28.67506 -28.68929 -28.70814 -28.72188 -28.73536 -28.75197
 -28.76309 -28.77372 -28.78563 -28.79227 -28.79866 -28.80659 -28.81128 -28.81546
 -28.67572 -28.69156 -28.70727 -28.72642 -28.73925 -28.75235 -28.77065 -28.78507
 -28.80042 -28.81963 -28.83240 -28.84651 -28.86672 -28.88121 -28.89463 -28.91012
 -28.91996 -28.92903 -28.94107 -28.94969 -28.95581 -28.96203 -28.96691 -28.97022
 -28.87433 -28.88912 -28.90210 -28.91952 -28.93417 -28.94684 -28.96225 -28.97565
 -28.98981 -29.00795 -29.02083 -29.03412 -29.05215 -29.06528 -29.07778 -29.09279
 -29.10274 -29.11190 -29.12311 -29.13053 -29.13623 -29.14245 -29.14702 -29.15048
 -29.01197 -29.02570 -29.03836 -29.05534 -29.06899 -29.08076 -29.09513 -29.10744
 -29.12024 -29.13729 -29.15001 -29.16204 -29.17748 -29.18938 -29.20112 -29.21555
 -29.22524 -29.23414 -29.24422 -29.25027 -29.25551 -29.26169 -29.26582 -29.26932
 -29.18913 -29.20067 -29.21300 -29.22896 -29.23959 -29.24913 -29.26178 -29.27233
 -29.28319 -29.29729 -29.30759 -29.31766 -29.33080 -29.34060 -29.34999 -29.36168
 -29.36994 -29.37746 -29.38567 -29.39052 -29.39493 -29.39997 -29.40296 -29.40574
 -29.36169 -29.36978 -29.37800 -29.38866 -29.39635 -29.40373 -29.41308 -29.41992
 -29.42666 -29.43589 -29.44314 -29.44988 -29.45852 -29.46535 -29.47172 -29.47896
 -29.48370 -29.48813 -29.49404 -29.49819 -29.50061 -29.50306 -29.50570 -29.50717
 -29.42664 -29.43247 -29.43903 -29.44756 -29.45300 -29.45787 -29.46355 -29.46769
 -29.47293 -29.48017 -29.48452 -29.48854 -29.49420 -29.49882 -29.50337 -29.50859
 -29.51172 -29.51444 -29.51781 -29.52022 -29.52222 -29.52452 -29.52618 -29.52739
 -29.45401 -29.45755 -29.46098 -29.46585 -29.46975 -29.47272 -29.47613 -29.47927
 -29.48219 -29.48598 -29.48917 -29.49204 -29.49550 -29.49808 -29.50017 -29.50287
 -29.50537 -29.50757 -29.50949 -29.51036 -29.51128 -29.51260 -29.51345 -29.51432
 -29.47388 -29.47483 -29.47406 -29.47407 -29.47651 -29.47772 -29.47933 -29.48197
 -29.48179 -29.48106 -29.48376 -29.48594 -29.48715 -29.48757 -29.48672 -29.48636
 -29.48839 -29.49038 -29.49118 -29.49057 -29.48993 -29.48963 -29.48978 -29.49018
 -29.48807 -29.48717 -29.48343 -29.47998 -29.48138 -29.48135 -29.48168 -29.48396
 -29.48159 -29.47764 -29.48000 -29.48169 -29.48131 -29.48019 -29.47725 -29.47472
 -29.47642 -29.47825 -29.47826 -29.47660 -29.47484 -29.47340 -29.47304 -29.47312
 -29.50814 -29.50465 -29.49671 -29.48838 -29.48832 -29.48653 -29.48506 -29.48684
 -29.48137 -29.47289 -29.47475 -29.47576 -29.47313 -29.46985 -29.46396 -29.45836
 -29.45960 -29.46121 -29.46011 -29.45697 -29.45364 -29.45058 -29.44950 -29.44912
 -29.53351 -29.52675 -29.51352 -29.49905 -29.49715 -29.49314 -29.48940 -29.49053
 -29.48117 -29.46698 -29.46822 -29.46836 -29.46291 -29.45689 -29.44729 -29.43783
 -29.43847 -29.43981 -29.43730 -29.43230 -29.42698 -29.42189 -29.41991 -29.41895
 -29.55026 -29.54135 -29.52463 -29.50611 -29.50299 -29.49752 -29.49229 -29.49300
 -29.48107 -29.46311 -29.46395 -29.46351 -29.45620 -29.44838 -29.43634 -29.42433
 -29.42459 -29.42574 -29.42230 -29.41607 -29.40945 -29.40301 -29.40044 -29.39910
 -29.56804 -29.55685 -29.53643 -29.51362 -29.50921 -29.50219 -29.49537 -29.49564
 -29.48098 -29.45902 -29.45943 -29.45839 -29.44911 -29.43938 -29.42475 -29.41003
 -29.40988 -29.41084 -29.40642 -29.39888 -29.39088 -29.38302 -29.37981 -29.37807
 -29.58827 -29.57448 -29.54987 -29.52217 -29.51629 -29.50751 -29.49889 -29.49865
 -29.48090 -29.45440 -29.45431 -29.45258 -29.44106 -29.42916 -29.41158 -29.39379
 -29.39317 -29.39391 -29.38837 -29.37935 -29.36977 -29.36029 -29.35637 -29.35418
---------------------/ IGRD= 1  / IPRT= 1  /--------/ Z1= 3   / DATE= 26/07/01
 -27.82105 -27.79621 -27.76547 -27.71505 -27.67266 -27.63027 -27.57447 -27.51754
 -27.44190 -27.31775 -27.20549 -27.07897 -26.89336 -26.73468 -26.55722 -26.29024
 -26.05477 -25.78918 -25.40285 -25.13479 -24.88675 -24.53989 -24.26694 -23.98843
 -27.96257 -27.94338 -27.91973 -27.88102 -27.84822 -27.81486 -27.76972 -27.72361
 -27.66313 -27.56536 -27.47692 -27.37629 -27.22682 -27.09918 -26.95582 -26.73615
 -26.54104 -26.32065 -25.99786 -25.75111 -25.50307 -25.15621 -24.88326 -24.60475
 -28.13842 -28.12626 -28.11142 -28.08730 -28.06648 -28.04441 -28.01269 -27.98031
 -27.93898 -27.87404 -27.81520 -27.74691 -27.64287 -27.55403 -27.45317 -27.29274
 -27.14833 -26.98470 -26.74153 -26.53496 -26.30940 -25.98706 -25.72822 -25.45986
 -28.23231 -28.22389 -28.21375 -28.19759 -28.18348 -28.16802 -28.14494 -28.12229
 -28.09360 -28.04644 -28.00325 -27.95351 -27.87784 -27.81155 -27.73432 -27.60972
 -27.49721 -27.36876 -27.17413 -27.00795 -26.82381 -26.54988 -26.32182 -26.07870
 -28.31769 -28.31231 -28.30581 -28.29537 -28.28622 -28.27619 -28.26115 -28.24616
 -28.22685 -28.19462 -28.16496 -28.13071 -28.07800 -28.03067 -27.97494 -27.88517
 -27.80237 -27.70624 -27.55958 -27.43093 -27.28475 -27.06275 -26.87243 -26.66424
 -28.40581 -28.40302 -28.39953 -28.39350 -28.38795 -28.38167 -28.37215 -28.36296
 -28.35144 -28.33241 -28.31457 -28.29339 -28.25982 -28.22936 -28.19311 -28.13352
 -28.07834 -28.01433 -27.91548 -27.82531 -27.71992 -27.55751 -27.41432 -27.25312
 -28.43679 -28.43602 -28.43473 -28.43200 -28.42925 -28.42607 -28.42121 -28.41617
 -28.40956 -28.39845 -28.38791 -28.37499 -28.35345 -28.33372 -28.30984 -28.26883
 -28.23047 -28.18557 -28.11443 -28.04876 -27.97102 -27.84789 -27.73675 -27.60939
 -28.27878 -28.28469 -28.29056 -28.29826 -28.30388 -28.30919 -28.31547 -28.31933
 -28.32280 -28.32800 -28.33194 -28.33500 -28.33615 -28.33374 -28.32801 -28.31509
 -28.30139 -28.28371 -28.25244 -28.22213 -28.18466 -28.12090 -28.06037 -27.98764
 -28.04576 -28.05738 -28.06942 -28.08599 -28.09846 -28.11032 -28.12470 -28.13535
 -28.14719 -28.16662 -28.18326 -28.19943 -28.21662 -28.22553 -28.23141 -28.23582
 -28.23684 -28.23543 -28.22876 -28.21965 -28.20616 -28.17981 -28.15251 -28.11700
 -27.64690 -27.66318 -27.68043 -27.70474 -27.72341 -27.74147 -27.76408 -27.78217
 -27.80358 -27.83984 -27.87129 -27.90265 -27.93897 -27.96095 -27.97814 -27.99558
 -28.00826 -28.02086 -28.03483 -28.04331 -28.04989 -28.05526 -28.05907 -28.06212
