%    m	   m	 n/a	 n/a	  eV	  eV
%  XTIC	 RMDE	 RHOE	 PSIE	  TIC	 DTIC
  3.144E+00	 3.144E+00	 1.273E-01	 1.731E-02	 3.788E+00	 1.193E-01
  3.145E+00	 3.145E+00	 1.284E-01	 1.765E-02	 3.798E+00	 1.181E-01
  3.191E+00	 3.191E+00	 1.864E-01	 3.744E-02	 4.102E+00	 1.226E-01
  3.192E+00	 3.191E+00	 1.872E-01	 3.775E-02	 4.079E+00	 1.161E-01
  3.192E+00	 3.192E+00	 1.878E-01	 3.796E-02	 4.056E+00	 1.103E-01
  3.192E+00	 3.192E+00	 1.879E-01	 3.801E-02	 3.993E+00	 1.097E-01
  3.192E+00	 3.192E+00	 1.879E-01	 3.803E-02	 4.048E+00	 1.222E-01
  3.192E+00	 3.192E+00	 1.881E-01	 3.811E-02	 3.828E+00	 1.111E-01
  3.192E+00	 3.192E+00	 1.884E-01	 3.820E-02	 4.051E+00	 1.225E-01
  3.192E+00	 3.192E+00	 1.884E-01	 3.821E-02	 3.945E+00	 1.095E-01
  3.193E+00	 3.193E+00	 1.886E-01	 3.829E-02	 4.191E+00	 1.143E-01
  3.193E+00	 3.193E+00	 1.887E-01	 3.834E-02	 3.975E+00	 1.165E-01
  3.193E+00	 3.193E+00	 1.887E-01	 3.834E-02	 4.092E+00	 1.093E-01
  3.193E+00	 3.193E+00	 1.888E-01	 3.837E-02	 3.772E+00	 1.010E-01
  3.193E+00	 3.193E+00	 1.889E-01	 3.842E-02	 3.962E+00	 1.169E-01
  3.193E+00	 3.193E+00	 1.893E-01	 3.857E-02	 3.916E+00	 1.297E-01
  3.193E+00	 3.193E+00	 1.894E-01	 3.860E-02	 4.092E+00	 1.176E-01
  3.193E+00	 3.193E+00	 1.894E-01	 3.861E-02	 4.155E+00	 1.098E-01
  3.194E+00	 3.194E+00	 1.901E-01	 3.889E-02	 3.850E+00	 1.194E-01
  3.194E+00	 3.194E+00	 1.902E-01	 3.892E-02	 4.109E+00	 1.085E-01
  3.194E+00	 3.194E+00	 1.902E-01	 3.894E-02	 4.061E+00	 1.427E-01
  3.194E+00	 3.194E+00	 1.904E-01	 3.900E-02	 3.838E+00	 1.000E-01
  3.195E+00	 3.195E+00	 1.918E-01	 3.957E-02	 4.058E+00	 1.084E-01
  3.195E+00	 3.195E+00	 1.920E-01	 3.963E-02	 3.709E+00	 1.151E-01
  3.195E+00	 3.195E+00	 1.920E-01	 3.964E-02	 4.179E+00	 1.232E-01
  3.195E+00	 3.195E+00	 1.921E-01	 3.967E-02	 3.989E+00	 1.115E-01
  3.195E+00	 3.195E+00	 1.922E-01	 3.973E-02	 3.812E+00	 1.062E-01
  3.196E+00	 3.196E+00	 1.925E-01	 3.985E-02	 3.856E+00	 1.144E-01
  3.196E+00	 3.196E+00	 1.925E-01	 3.986E-02	 4.212E+00	 1.127E-01
  3.196E+00	 3.196E+00	 1.926E-01	 3.988E-02	 3.972E+00	 1.002E-01
  3.196E+00	 3.196E+00	 1.929E-01	 4.000E-02	 3.767E+00	 1.074E-01
  3.196E+00	 3.196E+00	 1.930E-01	 4.004E-02	 3.599E+00	 1.015E-01
  3.196E+00	 3.196E+00	 1.931E-01	 4.007E-02	 3.706E+00	 1.170E-01
  3.196E+00	 3.196E+00	 1.932E-01	 4.012E-02	 4.082E+00	 1.021E-01
  3.196E+00	 3.196E+00	 1.933E-01	 4.014E-02	 4.273E+00	 1.174E-01
  3.196E+00	 3.196E+00	 1.933E-01	 4.015E-02	 4.163E+00	 1.165E-01
  3.196E+00	 3.196E+00	 1.933E-01	 4.018E-02	 3.993E+00	 1.217E-01
  3.196E+00	 3.196E+00	 1.934E-01	 4.018E-02	 3.971E+00	 1.012E-01
  3.196E+00	 3.196E+00	 1.935E-01	 4.025E-02	 3.836E+00	 1.090E-01
  3.196E+00	 3.197E+00	 1.938E-01	 4.034E-02	 4.053E+00	 1.053E-01
  3.196E+00	 3.197E+00	 1.938E-01	 4.035E-02	 3.833E+00	 1.094E-01
  3.197E+00	 3.197E+00	 1.938E-01	 4.038E-02	 4.100E+00	 1.103E-01
  3.197E+00	 3.197E+00	 1.940E-01	 4.044E-02	 3.958E+00	 1.002E-01
  3.197E+00	 3.197E+00	 1.940E-01	 4.045E-02	 4.077E+00	 1.271E-01
  3.197E+00	 3.197E+00	 1.940E-01	 4.045E-02	 3.964E+00	 9.030E-02
  3.197E+00	 3.197E+00	 1.941E-01	 4.048E-02	 3.773E+00	 8.186E-02
  3.197E+00	 3.197E+00	 1.941E-01	 4.048E-02	 3.857E+00	 1.116E-01
  3.197E+00	 3.197E+00	 1.941E-01	 4.051E-02	 3.739E+00	 1.091E-01
  3.197E+00	 3.197E+00	 1.942E-01	 4.052E-02	 3.927E+00	 1.023E-01
  3.197E+00	 3.197E+00	 1.944E-01	 4.061E-02	 3.938E+00	 1.025E-01
  3.197E+00	 3.197E+00	 1.945E-01	 4.063E-02	 3.892E+00	 9.575E-02
  3.197E+00	 3.197E+00	 1.945E-01	 4.063E-02	 3.870E+00	 1.183E-01
  3.198E+00	 3.198E+00	 1.951E-01	 4.091E-02	 3.759E+00	 1.114E-01
  3.198E+00	 3.198E+00	 1.952E-01	 4.092E-02	 3.977E+00	 1.090E-01
  3.198E+00	 3.198E+00	 1.955E-01	 4.105E-02	 3.994E+00	 8.986E-02
  3.198E+00	 3.198E+00	 1.955E-01	 4.105E-02	 3.700E+00	 8.620E-02
  3.198E+00	 3.198E+00	 1.956E-01	 4.108E-02	 4.029E+00	 1.085E-01
  3.198E+00	 3.198E+00	 1.957E-01	 4.113E-02	 3.823E+00	 1.256E-01
  3.198E+00	 3.198E+00	 1.957E-01	 4.114E-02	 3.894E+00	 8.625E-02
  3.198E+00	 3.198E+00	 1.960E-01	 4.126E-02	 3.677E+00	 9.221E-02
  3.199E+00	 3.199E+00	 1.966E-01	 4.151E-02	 3.745E+00	 8.393E-02
  3.199E+00	 3.199E+00	 1.969E-01	 4.162E-02	 3.699E+00	 1.273E-01
  3.199E+00	 3.199E+00	 1.971E-01	 4.170E-02	 3.786E+00	 9.290E-02
  3.199E+00	 3.199E+00	 1.971E-01	 4.170E-02	 3.926E+00	 8.582E-02
  3.199E+00	 3.199E+00	 1.973E-01	 4.180E-02	 3.867E+00	 8.803E-02
  3.199E+00	 3.200E+00	 1.976E-01	 4.194E-02	 3.774E+00	 8.910E-02
  3.200E+00	 3.200E+00	 1.979E-01	 4.205E-02	 3.675E+00	 7.955E-02
  3.200E+00	 3.200E+00	 1.980E-01	 4.207E-02	 3.592E+00	 7.971E-02
  3.200E+00	 3.200E+00	 1.982E-01	 4.216E-02	 3.853E+00	 8.100E-02
  3.200E+00	 3.200E+00	 1.985E-01	 4.231E-02	 3.739E+00	 8.884E-02
  3.200E+00	 3.200E+00	 1.986E-01	 4.234E-02	 3.724E+00	 1.245E-01
  3.200E+00	 3.201E+00	 1.987E-01	 4.239E-02	 3.824E+00	 8.087E-02
  3.200E+00	 3.201E+00	 1.988E-01	 4.241E-02	 3.977E+00	 9.404E-02
  3.201E+00	 3.201E+00	 1.991E-01	 4.255E-02	 3.755E+00	 8.540E-02
  3.201E+00	 3.201E+00	 1.991E-01	 4.256E-02	 3.885E+00	 9.647E-02
  3.201E+00	 3.201E+00	 1.993E-01	 4.262E-02	 3.984E+00	 8.451E-02
  3.201E+00	 3.201E+00	 1.997E-01	 4.281E-02	 3.727E+00	 8.582E-02
  3.201E+00	 3.201E+00	 1.997E-01	 4.282E-02	 3.801E+00	 8.308E-02
  3.201E+00	 3.201E+00	 1.998E-01	 4.284E-02	 3.917E+00	 8.591E-02
  3.201E+00	 3.201E+00	 1.999E-01	 4.287E-02	 3.937E+00	 8.410E-02
  3.201E+00	 3.202E+00	 2.001E-01	 4.299E-02	 3.948E+00	 8.791E-02
  3.201E+00	 3.202E+00	 2.003E-01	 4.306E-02	 3.872E+00	 8.129E-02
  3.202E+00	 3.202E+00	 2.007E-01	 4.320E-02	 3.757E+00	 8.431E-02
  3.202E+00	 3.202E+00	 2.008E-01	 4.326E-02	 3.874E+00	 8.030E-02
  3.202E+00	 3.202E+00	 2.009E-01	 4.330E-02	 3.740E+00	 9.224E-02
  3.202E+00	 3.202E+00	 2.009E-01	 4.331E-02	 3.937E+00	 8.019E-02
  3.202E+00	 3.202E+00	 2.010E-01	 4.335E-02	 3.679E+00	 8.603E-02
  3.202E+00	 3.203E+00	 2.014E-01	 4.351E-02	 3.948E+00	 8.436E-02
  3.202E+00	 3.203E+00	 2.016E-01	 4.360E-02	 3.796E+00	 1.135E-01
  3.203E+00	 3.203E+00	 2.018E-01	 4.367E-02	 3.666E+00	 9.796E-02
  3.203E+00	 3.203E+00	 2.019E-01	 4.375E-02	 3.799E+00	 8.367E-02
  3.203E+00	 3.203E+00	 2.020E-01	 4.376E-02	 3.637E+00	 7.550E-02
  3.203E+00	 3.203E+00	 2.023E-01	 4.389E-02	 3.751E+00	 9.357E-02
  3.203E+00	 3.203E+00	 2.023E-01	 4.392E-02	 3.802E+00	 7.798E-02
  3.203E+00	 3.204E+00	 2.027E-01	 4.406E-02	 3.578E+00	 7.951E-02
  3.203E+00	 3.204E+00	 2.028E-01	 4.413E-02	 3.867E+00	 8.617E-02
  3.203E+00	 3.204E+00	 2.029E-01	 4.415E-02	 3.751E+00	 9.511E-02
  3.204E+00	 3.204E+00	 2.030E-01	 4.422E-02	 3.792E+00	 8.872E-02
  3.204E+00	 3.204E+00	 2.033E-01	 4.433E-02	 3.866E+00	 8.013E-02
  3.204E+00	 3.204E+00	 2.033E-01	 4.435E-02	 3.961E+00	 8.417E-02
  3.204E+00	 3.204E+00	 2.034E-01	 4.437E-02	 3.789E+00	 7.585E-02
  3.204E+00	 3.204E+00	 2.036E-01	 4.445E-02	 3.591E+00	 8.524E-02
  3.204E+00	 3.205E+00	 2.039E-01	 4.459E-02	 3.805E+00	 1.146E-01
  3.204E+00	 3.205E+00	 2.039E-01	 4.461E-02	 3.788E+00	 8.676E-02
  3.204E+00	 3.205E+00	 2.040E-01	 4.464E-02	 3.849E+00	 9.397E-02
  3.205E+00	 3.205E+00	 2.044E-01	 4.483E-02	 3.848E+00	 7.677E-02
  3.205E+00	 3.205E+00	 2.045E-01	 4.484E-02	 3.785E+00	 1.021E-01
  3.205E+00	 3.205E+00	 2.045E-01	 4.485E-02	 3.797E+00	 1.106E-01
  3.205E+00	 3.205E+00	 2.046E-01	 4.488E-02	 3.836E+00	 8.219E-02
  3.205E+00	 3.205E+00	 2.048E-01	 4.497E-02	 3.827E+00	 1.108E-01
  3.205E+00	 3.206E+00	 2.050E-01	 4.508E-02	 3.788E+00	 7.672E-02
  3.205E+00	 3.206E+00	 2.052E-01	 4.514E-02	 3.907E+00	 8.005E-02
  3.205E+00	 3.206E+00	 2.052E-01	 4.515E-02	 3.934E+00	 8.312E-02
  3.205E+00	 3.206E+00	 2.053E-01	 4.521E-02	 3.869E+00	 9.405E-02
  3.206E+00	 3.206E+00	 2.056E-01	 4.535E-02	 3.948E+00	 8.716E-02
  3.206E+00	 3.206E+00	 2.057E-01	 4.538E-02	 3.770E+00	 8.315E-02
  3.206E+00	 3.207E+00	 2.067E-01	 4.580E-02	 3.648E+00	 9.167E-02
  3.206E+00	 3.207E+00	 2.068E-01	 4.588E-02	 3.889E+00	 9.307E-02
  3.206E+00	 3.207E+00	 2.069E-01	 4.589E-02	 3.819E+00	 9.853E-02
  3.207E+00	 3.207E+00	 2.070E-01	 4.593E-02	 3.845E+00	 7.882E-02
  3.207E+00	 3.207E+00	 2.071E-01	 4.599E-02	 3.779E+00	 8.053E-02
  3.207E+00	 3.207E+00	 2.071E-01	 4.601E-02	 3.772E+00	 8.469E-02
  3.207E+00	 3.207E+00	 2.074E-01	 4.610E-02	 3.871E+00	 7.614E-02
  3.207E+00	 3.208E+00	 2.076E-01	 4.621E-02	 3.954E+00	 7.655E-02
  3.207E+00	 3.208E+00	 2.078E-01	 4.632E-02	 3.842E+00	 1.001E-01
  3.207E+00	 3.208E+00	 2.079E-01	 4.634E-02	 3.687E+00	 8.626E-02
  3.208E+00	 3.208E+00	 2.084E-01	 4.656E-02	 3.853E+00	 8.102E-02
  3.208E+00	 3.208E+00	 2.088E-01	 4.675E-02	 3.878E+00	 8.109E-02
  3.208E+00	 3.209E+00	 2.090E-01	 4.683E-02	 3.767E+00	 7.953E-02
  3.208E+00	 3.209E+00	 2.090E-01	 4.684E-02	 3.654E+00	 1.529E-01
  3.208E+00	 3.209E+00	 2.091E-01	 4.688E-02	 3.729E+00	 1.093E-01
  3.208E+00	 3.209E+00	 2.092E-01	 4.694E-02	 3.666E+00	 8.995E-02
  3.208E+00	 3.209E+00	 2.094E-01	 4.703E-02	 3.817E+00	 7.805E-02
  3.209E+00	 3.209E+00	 2.096E-01	 4.709E-02	 3.775E+00	 8.298E-02
  3.209E+00	 3.210E+00	 2.104E-01	 4.745E-02	 4.013E+00	 8.660E-02
  3.209E+00	 3.210E+00	 2.104E-01	 4.746E-02	 3.665E+00	 9.350E-02
  3.209E+00	 3.210E+00	 2.105E-01	 4.750E-02	 3.779E+00	 1.451E-01
  3.210E+00	 3.210E+00	 2.109E-01	 4.769E-02	 3.696E+00	 1.286E-01
  3.210E+00	 3.211E+00	 2.118E-01	 4.810E-02	 3.984E+00	 8.382E-02
  3.210E+00	 3.211E+00	 2.120E-01	 4.818E-02	 3.963E+00	 8.458E-02
  3.211E+00	 3.211E+00	 2.123E-01	 4.832E-02	 3.850E+00	 9.155E-02
  3.212E+00	 3.212E+00	 2.134E-01	 4.881E-02	 3.804E+00	 8.267E-02
  3.212E+00	 3.213E+00	 2.145E-01	 4.934E-02	 3.927E+00	 7.963E-02
  3.270E+00	 3.270E+00	 2.864E-01	 8.954E-02	 4.019E+00	 8.310E-02
  3.271E+00	 3.270E+00	 2.872E-01	 9.003E-02	 3.953E+00	 8.160E-02
  3.271E+00	 3.271E+00	 2.877E-01	 9.036E-02	 3.954E+00	 7.682E-02
  3.271E+00	 3.271E+00	 2.879E-01	 9.047E-02	 4.135E+00	 9.026E-02
  3.271E+00	 3.271E+00	 2.879E-01	 9.049E-02	 3.965E+00	 7.872E-02
  3.271E+00	 3.271E+00	 2.880E-01	 9.050E-02	 3.923E+00	 7.768E-02
  3.271E+00	 3.271E+00	 2.882E-01	 9.067E-02	 4.193E+00	 7.485E-02
  3.271E+00	 3.271E+00	 2.883E-01	 9.072E-02	 3.973E+00	 8.058E-02
  3.272E+00	 3.271E+00	 2.884E-01	 9.078E-02	 4.081E+00	 8.489E-02
  3.272E+00	 3.271E+00	 2.885E-01	 9.085E-02	 4.147E+00	 7.887E-02
  3.272E+00	 3.272E+00	 2.887E-01	 9.097E-02	 3.896E+00	 7.742E-02
  3.272E+00	 3.272E+00	 2.887E-01	 9.100E-02	 3.840E+00	 8.466E-02
  3.272E+00	 3.272E+00	 2.887E-01	 9.100E-02	 4.068E+00	 7.925E-02
  3.272E+00	 3.272E+00	 2.890E-01	 9.116E-02	 4.097E+00	 8.434E-02
  3.272E+00	 3.272E+00	 2.892E-01	 9.133E-02	 4.196E+00	 1.047E-01
  3.272E+00	 3.272E+00	 2.894E-01	 9.140E-02	 4.037E+00	 7.502E-02
  3.273E+00	 3.273E+00	 2.899E-01	 9.175E-02	 3.765E+00	 7.920E-02
  3.273E+00	 3.273E+00	 2.901E-01	 9.190E-02	 4.187E+00	 1.013E-01
  3.273E+00	 3.273E+00	 2.901E-01	 9.190E-02	 3.918E+00	 7.271E-02
  3.273E+00	 3.273E+00	 2.902E-01	 9.196E-02	 3.782E+00	 7.240E-02
  3.274E+00	 3.274E+00	 2.916E-01	 9.281E-02	 4.078E+00	 7.854E-02
  3.274E+00	 3.274E+00	 2.916E-01	 9.285E-02	 3.978E+00	 7.545E-02
  3.274E+00	 3.274E+00	 2.917E-01	 9.288E-02	 4.014E+00	 7.973E-02
  3.274E+00	 3.274E+00	 2.917E-01	 9.289E-02	 3.820E+00	 8.156E-02
  3.274E+00	 3.274E+00	 2.920E-01	 9.309E-02	 3.803E+00	 7.108E-02
  3.274E+00	 3.274E+00	 2.920E-01	 9.310E-02	 4.143E+00	 7.522E-02
  3.275E+00	 3.274E+00	 2.922E-01	 9.323E-02	 3.736E+00	 7.825E-02
  3.275E+00	 3.275E+00	 2.924E-01	 9.336E-02	 3.926E+00	 6.564E-02
  3.275E+00	 3.275E+00	 2.924E-01	 9.337E-02	 3.844E+00	 8.243E-02
  3.275E+00	 3.275E+00	 2.925E-01	 9.344E-02	 3.922E+00	 7.501E-02
  3.275E+00	 3.275E+00	 2.927E-01	 9.354E-02	 4.123E+00	 8.351E-02
  3.275E+00	 3.275E+00	 2.928E-01	 9.360E-02	 3.988E+00	 7.333E-02
  3.275E+00	 3.275E+00	 2.929E-01	 9.367E-02	 3.935E+00	 7.686E-02
  3.275E+00	 3.275E+00	 2.931E-01	 9.380E-02	 3.907E+00	 8.201E-02
  3.275E+00	 3.275E+00	 2.931E-01	 9.382E-02	 3.958E+00	 8.939E-02
  3.275E+00	 3.275E+00	 2.931E-01	 9.382E-02	 3.914E+00	 6.513E-02
  3.275E+00	 3.275E+00	 2.933E-01	 9.391E-02	 4.021E+00	 7.174E-02
  3.276E+00	 3.275E+00	 2.935E-01	 9.407E-02	 4.046E+00	 7.323E-02
  3.276E+00	 3.275E+00	 2.935E-01	 9.407E-02	 4.064E+00	 9.062E-02
  3.276E+00	 3.275E+00	 2.936E-01	 9.411E-02	 3.869E+00	 7.470E-02
  3.276E+00	 3.275E+00	 2.936E-01	 9.413E-02	 3.957E+00	 7.479E-02
  3.276E+00	 3.276E+00	 2.936E-01	 9.415E-02	 3.958E+00	 7.886E-02
  3.276E+00	 3.276E+00	 2.936E-01	 9.416E-02	 3.925E+00	 6.922E-02
  3.276E+00	 3.276E+00	 2.937E-01	 9.417E-02	 3.840E+00	 5.828E-02
  3.276E+00	 3.276E+00	 2.937E-01	 9.423E-02	 3.862E+00	 6.714E-02
  3.276E+00	 3.276E+00	 2.938E-01	 9.424E-02	 3.939E+00	 6.923E-02
  3.276E+00	 3.276E+00	 2.941E-01	 9.445E-02	 3.840E+00	 8.292E-02
  3.276E+00	 3.276E+00	 2.941E-01	 9.446E-02	 3.910E+00	 7.007E-02
  3.276E+00	 3.276E+00	 2.944E-01	 9.466E-02	 3.964E+00	 7.042E-02
  3.276E+00	 3.276E+00	 2.944E-01	 9.467E-02	 3.694E+00	 8.156E-02
  3.277E+00	 3.276E+00	 2.948E-01	 9.490E-02	 3.890E+00	 7.232E-02
  3.277E+00	 3.277E+00	 2.950E-01	 9.502E-02	 4.037E+00	 8.019E-02
  3.277E+00	 3.277E+00	 2.951E-01	 9.513E-02	 3.953E+00	 9.201E-02
  3.277E+00	 3.277E+00	 2.952E-01	 9.520E-02	 3.868E+00	 5.743E-02
  3.277E+00	 3.277E+00	 2.954E-01	 9.528E-02	 3.852E+00	 6.473E-02
  3.277E+00	 3.277E+00	 2.956E-01	 9.543E-02	 3.823E+00	 6.301E-02
  3.277E+00	 3.277E+00	 2.956E-01	 9.545E-02	 3.742E+00	 8.291E-02
  3.278E+00	 3.277E+00	 2.961E-01	 9.575E-02	 3.884E+00	 6.421E-02
  3.278E+00	 3.278E+00	 2.964E-01	 9.598E-02	 3.757E+00	 5.925E-02
  3.278E+00	 3.278E+00	 2.968E-01	 9.622E-02	 3.931E+00	 8.736E-02
  3.278E+00	 3.278E+00	 2.969E-01	 9.628E-02	 3.850E+00	 5.823E-02
  3.278E+00	 3.278E+00	 2.970E-01	 9.634E-02	 3.828E+00	 6.429E-02
  3.278E+00	 3.278E+00	 2.971E-01	 9.643E-02	 3.818E+00	 5.517E-02
  3.278E+00	 3.278E+00	 2.971E-01	 9.643E-02	 3.744E+00	 6.584E-02
  3.279E+00	 3.279E+00	 2.977E-01	 9.683E-02	 3.765E+00	 5.988E-02
  3.279E+00	 3.279E+00	 2.977E-01	 9.683E-02	 3.832E+00	 6.052E-02
  3.279E+00	 3.279E+00	 2.980E-01	 9.700E-02	 3.838E+00	 6.460E-02
  3.279E+00	 3.279E+00	 2.982E-01	 9.713E-02	 3.832E+00	 6.780E-02
  3.279E+00	 3.279E+00	 2.984E-01	 9.727E-02	 3.889E+00	 5.981E-02
  3.279E+00	 3.279E+00	 2.985E-01	 9.731E-02	 3.869E+00	 8.440E-02
  3.280E+00	 3.279E+00	 2.986E-01	 9.738E-02	 3.724E+00	 5.668E-02
  3.280E+00	 3.279E+00	 2.986E-01	 9.740E-02	 3.726E+00	 5.290E-02
  3.280E+00	 3.280E+00	 2.987E-01	 9.749E-02	 3.773E+00	 5.956E-02
  3.280E+00	 3.280E+00	 2.991E-01	 9.775E-02	 3.809E+00	 6.777E-02
  3.280E+00	 3.280E+00	 2.993E-01	 9.787E-02	 3.801E+00	 6.549E-02
  3.280E+00	 3.280E+00	 2.995E-01	 9.797E-02	 3.749E+00	 5.945E-02
  3.280E+00	 3.280E+00	 2.995E-01	 9.800E-02	 3.676E+00	 6.037E-02
  3.280E+00	 3.280E+00	 2.996E-01	 9.809E-02	 3.809E+00	 6.074E-02
  3.280E+00	 3.280E+00	 2.997E-01	 9.812E-02	 3.751E+00	 5.879E-02
  3.281E+00	 3.281E+00	 3.000E-01	 9.836E-02	 3.821E+00	 6.839E-02
  3.281E+00	 3.281E+00	 3.000E-01	 9.837E-02	 3.764E+00	 5.682E-02
  3.281E+00	 3.281E+00	 3.001E-01	 9.842E-02	 3.703E+00	 5.743E-02
  3.281E+00	 3.281E+00	 3.005E-01	 9.864E-02	 3.734E+00	 5.683E-02
  3.281E+00	 3.281E+00	 3.006E-01	 9.875E-02	 3.680E+00	 5.678E-02
  3.281E+00	 3.281E+00	 3.007E-01	 9.880E-02	 3.814E+00	 6.320E-02
  3.281E+00	 3.281E+00	 3.009E-01	 9.892E-02	 3.725E+00	 7.261E-02
  3.282E+00	 3.281E+00	 3.012E-01	 9.910E-02	 3.758E+00	 5.815E-02
  3.282E+00	 3.282E+00	 3.014E-01	 9.924E-02	 3.715E+00	 8.428E-02
  3.282E+00	 3.282E+00	 3.014E-01	 9.926E-02	 3.809E+00	 6.665E-02
  3.282E+00	 3.282E+00	 3.016E-01	 9.942E-02	 3.650E+00	 5.568E-02
  3.282E+00	 3.282E+00	 3.017E-01	 9.948E-02	 3.800E+00	 5.714E-02
  3.282E+00	 3.282E+00	 3.020E-01	 9.965E-02	 3.813E+00	 7.055E-02
  3.282E+00	 3.282E+00	 3.021E-01	 9.974E-02	 3.668E+00	 5.619E-02
  3.282E+00	 3.282E+00	 3.022E-01	 9.981E-02	 3.882E+00	 6.292E-02
  3.283E+00	 3.282E+00	 3.023E-01	 9.988E-02	 3.708E+00	 5.875E-02
  3.283E+00	 3.282E+00	 3.024E-01	 9.994E-02	 3.809E+00	 5.293E-02
  3.283E+00	 3.283E+00	 3.026E-01	 1.001E-01	 3.829E+00	 6.224E-02
  3.283E+00	 3.283E+00	 3.026E-01	 1.001E-01	 3.918E+00	 6.175E-02
  3.283E+00	 3.283E+00	 3.028E-01	 1.002E-01	 3.829E+00	 6.350E-02
  3.283E+00	 3.283E+00	 3.030E-01	 1.003E-01	 3.790E+00	 6.055E-02
  3.283E+00	 3.283E+00	 3.031E-01	 1.004E-01	 3.690E+00	 5.780E-02
  3.283E+00	 3.283E+00	 3.031E-01	 1.004E-01	 3.802E+00	 6.198E-02
  3.283E+00	 3.283E+00	 3.034E-01	 1.006E-01	 3.707E+00	 7.704E-02
  3.283E+00	 3.283E+00	 3.035E-01	 1.006E-01	 3.794E+00	 7.581E-02
  3.284E+00	 3.283E+00	 3.036E-01	 1.007E-01	 3.815E+00	 8.322E-02
  3.284E+00	 3.283E+00	 3.037E-01	 1.008E-01	 3.888E+00	 8.012E-02
  3.284E+00	 3.284E+00	 3.039E-01	 1.009E-01	 3.755E+00	 5.761E-02
  3.284E+00	 3.284E+00	 3.041E-01	 1.011E-01	 3.821E+00	 5.797E-02
  3.284E+00	 3.284E+00	 3.043E-01	 1.012E-01	 3.731E+00	 6.921E-02
  3.284E+00	 3.284E+00	 3.044E-01	 1.013E-01	 3.845E+00	 5.816E-02
  3.284E+00	 3.284E+00	 3.046E-01	 1.014E-01	 3.831E+00	 6.490E-02
  3.284E+00	 3.284E+00	 3.046E-01	 1.014E-01	 3.931E+00	 5.719E-02
  3.284E+00	 3.284E+00	 3.048E-01	 1.015E-01	 3.784E+00	 5.507E-02
  3.285E+00	 3.284E+00	 3.048E-01	 1.016E-01	 3.804E+00	 5.817E-02
  3.285E+00	 3.285E+00	 3.058E-01	 1.022E-01	 3.792E+00	 7.270E-02
  3.285E+00	 3.285E+00	 3.058E-01	 1.022E-01	 3.672E+00	 6.987E-02
  3.285E+00	 3.285E+00	 3.061E-01	 1.024E-01	 3.710E+00	 5.645E-02
  3.286E+00	 3.285E+00	 3.062E-01	 1.025E-01	 3.819E+00	 5.967E-02
  3.286E+00	 3.285E+00	 3.062E-01	 1.025E-01	 3.715E+00	 5.764E-02
  3.286E+00	 3.286E+00	 3.063E-01	 1.026E-01	 3.821E+00	 6.360E-02
  3.286E+00	 3.286E+00	 3.066E-01	 1.027E-01	 3.934E+00	 5.781E-02
  3.286E+00	 3.286E+00	 3.068E-01	 1.029E-01	 3.884E+00	 5.862E-02
  3.286E+00	 3.286E+00	 3.068E-01	 1.029E-01	 3.728E+00	 5.879E-02
  3.286E+00	 3.286E+00	 3.069E-01	 1.030E-01	 3.936E+00	 6.891E-02
  3.287E+00	 3.287E+00	 3.076E-01	 1.034E-01	 3.883E+00	 5.535E-02
  3.287E+00	 3.287E+00	 3.080E-01	 1.037E-01	 3.902E+00	 5.798E-02
  3.287E+00	 3.287E+00	 3.082E-01	 1.038E-01	 3.755E+00	 6.473E-02
  3.287E+00	 3.287E+00	 3.084E-01	 1.040E-01	 3.880E+00	 5.718E-02
  3.287E+00	 3.287E+00	 3.084E-01	 1.040E-01	 3.925E+00	 1.241E-01
  3.287E+00	 3.287E+00	 3.085E-01	 1.040E-01	 3.716E+00	 5.805E-02
  3.287E+00	 3.287E+00	 3.086E-01	 1.041E-01	 3.744E+00	 8.109E-02
  3.288E+00	 3.288E+00	 3.089E-01	 1.043E-01	 3.986E+00	 6.002E-02
  3.288E+00	 3.288E+00	 3.093E-01	 1.046E-01	 3.662E+00	 7.672E-02
  3.288E+00	 3.288E+00	 3.094E-01	 1.046E-01	 3.801E+00	 5.845E-02
  3.288E+00	 3.288E+00	 3.099E-01	 1.050E-01	 3.786E+00	 1.132E-01
  3.289E+00	 3.289E+00	 3.103E-01	 1.053E-01	 3.729E+00	 8.955E-02
  3.289E+00	 3.289E+00	 3.110E-01	 1.057E-01	 3.819E+00	 6.171E-02
  3.289E+00	 3.289E+00	 3.110E-01	 1.057E-01	 3.810E+00	 6.017E-02
  3.290E+00	 3.290E+00	 3.117E-01	 1.062E-01	 3.796E+00	 6.816E-02
  3.291E+00	 3.290E+00	 3.125E-01	 1.068E-01	 3.828E+00	 5.681E-02
  3.292E+00	 3.292E+00	 3.139E-01	 1.077E-01	 3.802E+00	 5.776E-02
  3.349E+00	 3.349E+00	 3.863E-01	 1.640E-01	 3.562E+00	 5.162E-02
  3.349E+00	 3.349E+00	 3.870E-01	 1.647E-01	 3.508E+00	 4.986E-02
  3.350E+00	 3.350E+00	 3.875E-01	 1.651E-01	 3.576E+00	 4.693E-02
  3.350E+00	 3.350E+00	 3.877E-01	 1.653E-01	 3.620E+00	 5.426E-02
  3.350E+00	 3.350E+00	 3.878E-01	 1.653E-01	 3.495E+00	 4.979E-02
  3.350E+00	 3.350E+00	 3.878E-01	 1.654E-01	 3.632E+00	 5.180E-02
