%    m	   m	 n/a	 n/a	  eV	  eV
%  XTIC	 RMDE	 RHOE	 PSIE	  TIC	 DTIC
  3.350E+00	 3.350E+00	 3.879E-01	 1.654E-01	 3.733E+00	 5.149E-02
  3.350E+00	 3.350E+00	 3.881E-01	 1.656E-01	 3.543E+00	 4.784E-02
  3.350E+00	 3.350E+00	 3.883E-01	 1.658E-01	 3.597E+00	 5.314E-02
  3.350E+00	 3.350E+00	 3.883E-01	 1.658E-01	 3.619E+00	 4.824E-02
  3.351E+00	 3.351E+00	 3.885E-01	 1.659E-01	 3.411E+00	 4.704E-02
  3.351E+00	 3.351E+00	 3.885E-01	 1.660E-01	 3.501E+00	 4.988E-02
  3.351E+00	 3.351E+00	 3.887E-01	 1.661E-01	 3.625E+00	 5.368E-02
  3.351E+00	 3.351E+00	 3.887E-01	 1.661E-01	 3.596E+00	 4.866E-02
  3.351E+00	 3.351E+00	 3.891E-01	 1.664E-01	 3.712E+00	 6.479E-02
  3.351E+00	 3.351E+00	 3.892E-01	 1.665E-01	 3.574E+00	 5.069E-02
  3.351E+00	 3.352E+00	 3.898E-01	 1.670E-01	 3.415E+00	 4.896E-02
  3.352E+00	 3.352E+00	 3.899E-01	 1.672E-01	 3.735E+00	 6.576E-02
  3.352E+00	 3.352E+00	 3.900E-01	 1.672E-01	 3.632E+00	 4.858E-02
  3.352E+00	 3.352E+00	 3.901E-01	 1.673E-01	 3.444E+00	 4.621E-02
  3.353E+00	 3.353E+00	 3.913E-01	 1.684E-01	 3.531E+00	 4.478E-02
  3.353E+00	 3.353E+00	 3.914E-01	 1.684E-01	 3.581E+00	 4.742E-02
  3.353E+00	 3.353E+00	 3.915E-01	 1.685E-01	 3.587E+00	 4.968E-02
  3.353E+00	 3.353E+00	 3.915E-01	 1.685E-01	 3.494E+00	 5.252E-02
  3.353E+00	 3.353E+00	 3.917E-01	 1.687E-01	 3.559E+00	 4.712E-02
  3.353E+00	 3.353E+00	 3.918E-01	 1.688E-01	 3.420E+00	 4.681E-02
  3.353E+00	 3.353E+00	 3.921E-01	 1.690E-01	 3.451E+00	 5.058E-02
  3.353E+00	 3.353E+00	 3.922E-01	 1.691E-01	 3.505E+00	 4.471E-02
  3.353E+00	 3.353E+00	 3.922E-01	 1.691E-01	 3.596E+00	 5.572E-02
  3.353E+00	 3.354E+00	 3.923E-01	 1.692E-01	 3.450E+00	 4.835E-02
  3.354E+00	 3.354E+00	 3.924E-01	 1.693E-01	 3.603E+00	 5.001E-02
  3.354E+00	 3.354E+00	 3.925E-01	 1.694E-01	 3.507E+00	 4.639E-02
  3.354E+00	 3.354E+00	 3.927E-01	 1.696E-01	 3.560E+00	 4.493E-02
  3.354E+00	 3.354E+00	 3.929E-01	 1.697E-01	 3.487E+00	 5.548E-02
  3.354E+00	 3.354E+00	 3.929E-01	 1.697E-01	 3.456E+00	 4.388E-02
  3.354E+00	 3.354E+00	 3.929E-01	 1.697E-01	 3.469E+00	 5.379E-02
  3.354E+00	 3.354E+00	 3.930E-01	 1.698E-01	 3.570E+00	 4.739E-02
  3.354E+00	 3.354E+00	 3.933E-01	 1.701E-01	 3.754E+00	 5.415E-02
  3.354E+00	 3.354E+00	 3.933E-01	 1.701E-01	 3.516E+00	 4.895E-02
  3.354E+00	 3.354E+00	 3.934E-01	 1.701E-01	 3.472E+00	 4.360E-02
  3.354E+00	 3.354E+00	 3.934E-01	 1.702E-01	 3.527E+00	 5.435E-02
  3.354E+00	 3.354E+00	 3.935E-01	 1.702E-01	 3.464E+00	 4.609E-02
  3.354E+00	 3.354E+00	 3.935E-01	 1.702E-01	 3.561E+00	 4.482E-02
  3.354E+00	 3.354E+00	 3.935E-01	 1.702E-01	 3.378E+00	 3.997E-02
  3.354E+00	 3.354E+00	 3.935E-01	 1.703E-01	 3.436E+00	 4.181E-02
  3.354E+00	 3.354E+00	 3.935E-01	 1.703E-01	 3.507E+00	 4.268E-02
  3.355E+00	 3.355E+00	 3.939E-01	 1.706E-01	 3.635E+00	 5.012E-02
  3.355E+00	 3.355E+00	 3.940E-01	 1.707E-01	 3.410E+00	 5.394E-02
  3.355E+00	 3.355E+00	 3.942E-01	 1.709E-01	 3.380E+00	 5.611E-02
  3.355E+00	 3.355E+00	 3.943E-01	 1.710E-01	 3.377E+00	 4.537E-02
  3.355E+00	 3.355E+00	 3.946E-01	 1.712E-01	 3.609E+00	 4.876E-02
  3.355E+00	 3.355E+00	 3.947E-01	 1.713E-01	 3.459E+00	 4.581E-02
  3.356E+00	 3.356E+00	 3.950E-01	 1.716E-01	 3.435E+00	 5.475E-02
  3.356E+00	 3.356E+00	 3.951E-01	 1.716E-01	 3.357E+00	 3.794E-02
  3.356E+00	 3.356E+00	 3.953E-01	 1.718E-01	 3.384E+00	 4.066E-02
  3.356E+00	 3.356E+00	 3.955E-01	 1.720E-01	 3.370E+00	 5.370E-02
  3.356E+00	 3.356E+00	 3.955E-01	 1.720E-01	 3.563E+00	 4.420E-02
  3.356E+00	 3.356E+00	 3.960E-01	 1.724E-01	 3.572E+00	 4.547E-02
  3.357E+00	 3.357E+00	 3.963E-01	 1.727E-01	 3.280E+00	 3.692E-02
  3.357E+00	 3.357E+00	 3.967E-01	 1.731E-01	 3.457E+00	 5.911E-02
  3.357E+00	 3.357E+00	 3.968E-01	 1.731E-01	 3.299E+00	 3.750E-02
  3.357E+00	 3.357E+00	 3.968E-01	 1.732E-01	 3.323E+00	 3.869E-02
  3.357E+00	 3.357E+00	 3.969E-01	 1.733E-01	 3.341E+00	 4.144E-02
  3.357E+00	 3.357E+00	 3.970E-01	 1.733E-01	 3.461E+00	 4.301E-02
  3.358E+00	 3.358E+00	 3.976E-01	 1.738E-01	 3.329E+00	 4.018E-02
  3.358E+00	 3.358E+00	 3.976E-01	 1.738E-01	 3.293E+00	 4.064E-02
  3.358E+00	 3.358E+00	 3.976E-01	 1.739E-01	 3.370E+00	 4.400E-02
  3.358E+00	 3.358E+00	 3.981E-01	 1.743E-01	 3.477E+00	 4.452E-02
  3.358E+00	 3.358E+00	 3.983E-01	 1.744E-01	 3.317E+00	 4.135E-02
  3.358E+00	 3.358E+00	 3.983E-01	 1.745E-01	 3.352E+00	 5.356E-02
  3.358E+00	 3.358E+00	 3.983E-01	 1.745E-01	 3.303E+00	 3.843E-02
  3.358E+00	 3.358E+00	 3.985E-01	 1.746E-01	 3.352E+00	 3.818E-02
  3.358E+00	 3.358E+00	 3.985E-01	 1.747E-01	 3.292E+00	 3.894E-02
  3.359E+00	 3.359E+00	 3.989E-01	 1.750E-01	 3.250E+00	 4.143E-02
  3.359E+00	 3.359E+00	 3.990E-01	 1.751E-01	 3.330E+00	 4.222E-02
  3.359E+00	 3.359E+00	 3.993E-01	 1.753E-01	 3.370E+00	 3.889E-02
  3.359E+00	 3.359E+00	 3.994E-01	 1.754E-01	 3.255E+00	 3.630E-02
  3.359E+00	 3.359E+00	 3.995E-01	 1.756E-01	 3.294E+00	 3.810E-02
  3.359E+00	 3.359E+00	 3.995E-01	 1.756E-01	 3.327E+00	 3.803E-02
  3.359E+00	 3.359E+00	 3.997E-01	 1.757E-01	 3.257E+00	 4.046E-02
  3.359E+00	 3.359E+00	 3.998E-01	 1.758E-01	 3.348E+00	 4.064E-02
  3.360E+00	 3.360E+00	 4.000E-01	 1.760E-01	 3.296E+00	 3.926E-02
  3.360E+00	 3.360E+00	 4.004E-01	 1.763E-01	 3.331E+00	 3.941E-02
  3.360E+00	 3.360E+00	 4.004E-01	 1.764E-01	 3.245E+00	 3.759E-02
  3.360E+00	 3.360E+00	 4.006E-01	 1.765E-01	 3.279E+00	 3.671E-02
  3.360E+00	 3.360E+00	 4.006E-01	 1.765E-01	 3.423E+00	 4.890E-02
  3.360E+00	 3.360E+00	 4.010E-01	 1.769E-01	 3.317E+00	 3.983E-02
  3.360E+00	 3.360E+00	 4.011E-01	 1.769E-01	 3.263E+00	 3.594E-02
  3.361E+00	 3.361E+00	 4.012E-01	 1.770E-01	 3.263E+00	 5.229E-02
  3.361E+00	 3.361E+00	 4.015E-01	 1.773E-01	 3.329E+00	 3.564E-02
  3.361E+00	 3.361E+00	 4.016E-01	 1.774E-01	 3.270E+00	 3.789E-02
  3.361E+00	 3.361E+00	 4.017E-01	 1.775E-01	 3.403E+00	 4.931E-02
  3.361E+00	 3.361E+00	 4.020E-01	 1.778E-01	 3.281E+00	 3.648E-02
  3.361E+00	 3.361E+00	 4.020E-01	 1.778E-01	 3.311E+00	 3.961E-02
  3.361E+00	 3.361E+00	 4.022E-01	 1.779E-01	 3.378E+00	 3.720E-02
  3.361E+00	 3.361E+00	 4.022E-01	 1.780E-01	 3.355E+00	 3.797E-02
  3.361E+00	 3.362E+00	 4.024E-01	 1.781E-01	 3.433E+00	 4.220E-02
  3.361E+00	 3.362E+00	 4.025E-01	 1.782E-01	 3.402E+00	 3.988E-02
  3.362E+00	 3.362E+00	 4.027E-01	 1.784E-01	 3.454E+00	 4.230E-02
  3.362E+00	 3.362E+00	 4.028E-01	 1.785E-01	 3.359E+00	 3.849E-02
  3.362E+00	 3.362E+00	 4.029E-01	 1.785E-01	 3.337E+00	 3.814E-02
  3.362E+00	 3.362E+00	 4.029E-01	 1.786E-01	 3.335E+00	 4.363E-02
  3.362E+00	 3.362E+00	 4.031E-01	 1.787E-01	 3.318E+00	 4.884E-02
  3.362E+00	 3.362E+00	 4.031E-01	 1.787E-01	 3.326E+00	 4.743E-02
  3.362E+00	 3.362E+00	 4.034E-01	 1.790E-01	 3.389E+00	 5.076E-02
  3.362E+00	 3.362E+00	 4.035E-01	 1.790E-01	 3.272E+00	 5.078E-02
  3.362E+00	 3.363E+00	 4.037E-01	 1.793E-01	 3.414E+00	 3.724E-02
  3.363E+00	 3.363E+00	 4.039E-01	 1.794E-01	 3.324E+00	 4.963E-02
  3.363E+00	 3.363E+00	 4.040E-01	 1.795E-01	 3.414E+00	 3.968E-02
  3.363E+00	 3.363E+00	 4.042E-01	 1.797E-01	 3.361E+00	 4.092E-02
  3.363E+00	 3.363E+00	 4.043E-01	 1.798E-01	 3.353E+00	 3.968E-02
  3.363E+00	 3.363E+00	 4.045E-01	 1.800E-01	 3.288E+00	 3.753E-02
  3.363E+00	 3.363E+00	 4.045E-01	 1.800E-01	 3.399E+00	 4.007E-02
  3.363E+00	 3.363E+00	 4.047E-01	 1.802E-01	 3.355E+00	 3.822E-02
  3.364E+00	 3.364E+00	 4.054E-01	 1.808E-01	 3.325E+00	 4.936E-02
  3.364E+00	 3.364E+00	 4.055E-01	 1.809E-01	 3.507E+00	 5.083E-02
  3.364E+00	 3.364E+00	 4.058E-01	 1.811E-01	 3.244E+00	 3.679E-02
  3.364E+00	 3.364E+00	 4.059E-01	 1.813E-01	 3.291E+00	 3.853E-02
  3.364E+00	 3.364E+00	 4.059E-01	 1.813E-01	 3.341E+00	 3.798E-02
  3.364E+00	 3.364E+00	 4.062E-01	 1.815E-01	 3.321E+00	 4.364E-02
  3.365E+00	 3.365E+00	 4.063E-01	 1.816E-01	 3.430E+00	 3.845E-02
  3.365E+00	 3.365E+00	 4.065E-01	 1.818E-01	 3.193E+00	 3.386E-02
  3.365E+00	 3.365E+00	 4.066E-01	 1.818E-01	 3.323E+00	 3.720E-02
  3.365E+00	 3.365E+00	 4.066E-01	 1.819E-01	 3.417E+00	 4.958E-02
  3.365E+00	 3.365E+00	 4.073E-01	 1.825E-01	 3.296E+00	 3.814E-02
  3.366E+00	 3.366E+00	 4.078E-01	 1.829E-01	 3.350E+00	 4.051E-02
  3.366E+00	 3.366E+00	 4.078E-01	 1.830E-01	 3.284E+00	 4.154E-02
  3.366E+00	 3.366E+00	 4.082E-01	 1.833E-01	 3.230E+00	 3.565E-02
  3.366E+00	 3.366E+00	 4.082E-01	 1.833E-01	 3.403E+00	 4.079E-02
  3.366E+00	 3.366E+00	 4.083E-01	 1.833E-01	 3.356E+00	 8.185E-02
  3.366E+00	 3.366E+00	 4.084E-01	 1.835E-01	 3.311E+00	 5.239E-02
  3.366E+00	 3.367E+00	 4.088E-01	 1.839E-01	 3.420E+00	 3.982E-02
  3.367E+00	 3.367E+00	 4.090E-01	 1.840E-01	 3.355E+00	 5.029E-02
  3.367E+00	 3.367E+00	 4.091E-01	 1.841E-01	 3.310E+00	 3.799E-02
  3.367E+00	 3.367E+00	 4.097E-01	 1.847E-01	 3.367E+00	 7.717E-02
  3.368E+00	 3.368E+00	 4.102E-01	 1.851E-01	 3.293E+00	 6.053E-02
  3.368E+00	 3.368E+00	 4.107E-01	 1.855E-01	 3.309E+00	 4.134E-02
  3.368E+00	 3.368E+00	 4.107E-01	 1.856E-01	 3.327E+00	 4.300E-02
  3.369E+00	 3.369E+00	 4.115E-01	 1.863E-01	 3.384E+00	 4.497E-02
  3.369E+00	 3.369E+00	 4.123E-01	 1.870E-01	 3.385E+00	 3.915E-02
  3.370E+00	 3.370E+00	 4.137E-01	 1.883E-01	 3.380E+00	 3.911E-02
  3.412E+00	 3.412E+00	 4.665E-01	 2.397E-01	 3.064E+00	 3.970E-02
  3.413E+00	 3.413E+00	 4.673E-01	 2.405E-01	 3.002E+00	 3.693E-02
  3.413E+00	 3.413E+00	 4.678E-01	 2.411E-01	 3.051E+00	 3.957E-02
  3.413E+00	 3.413E+00	 4.680E-01	 2.412E-01	 3.154E+00	 4.425E-02
  3.413E+00	 3.413E+00	 4.680E-01	 2.412E-01	 2.998E+00	 4.101E-02
  3.413E+00	 3.413E+00	 4.681E-01	 2.414E-01	 3.160E+00	 3.954E-02
  3.413E+00	 3.413E+00	 4.682E-01	 2.414E-01	 3.017E+00	 3.839E-02
  3.414E+00	 3.414E+00	 4.684E-01	 2.417E-01	 2.961E+00	 3.717E-02
  3.414E+00	 3.414E+00	 4.686E-01	 2.418E-01	 3.089E+00	 3.862E-02
  3.414E+00	 3.414E+00	 4.686E-01	 2.419E-01	 2.975E+00	 3.761E-02
  3.414E+00	 3.414E+00	 4.688E-01	 2.420E-01	 2.971E+00	 3.893E-02
  3.414E+00	 3.414E+00	 4.688E-01	 2.421E-01	 2.934E+00	 3.479E-02
  3.414E+00	 3.414E+00	 4.689E-01	 2.422E-01	 3.098E+00	 3.844E-02
  3.414E+00	 3.414E+00	 4.690E-01	 2.422E-01	 3.063E+00	 3.870E-02
  3.414E+00	 3.414E+00	 4.693E-01	 2.426E-01	 3.039E+00	 4.920E-02
  3.414E+00	 3.415E+00	 4.695E-01	 2.428E-01	 3.055E+00	 4.093E-02
  3.415E+00	 3.415E+00	 4.700E-01	 2.433E-01	 2.857E+00	 3.517E-02
  3.415E+00	 3.415E+00	 4.702E-01	 2.435E-01	 3.048E+00	 4.581E-02
  3.415E+00	 3.415E+00	 4.703E-01	 2.436E-01	 3.022E+00	 3.784E-02
  3.415E+00	 3.415E+00	 4.703E-01	 2.437E-01	 2.931E+00	 3.601E-02
  3.416E+00	 3.416E+00	 4.715E-01	 2.449E-01	 2.984E+00	 3.553E-02
  3.416E+00	 3.416E+00	 4.716E-01	 2.450E-01	 3.027E+00	 3.605E-02
  3.416E+00	 3.416E+00	 4.717E-01	 2.451E-01	 3.077E+00	 3.999E-02
  3.416E+00	 3.416E+00	 4.718E-01	 2.451E-01	 2.871E+00	 3.875E-02
  3.416E+00	 3.416E+00	 4.719E-01	 2.453E-01	 3.055E+00	 3.716E-02
  3.416E+00	 3.417E+00	 4.721E-01	 2.455E-01	 2.869E+00	 3.593E-02
  3.417E+00	 3.417E+00	 4.723E-01	 2.457E-01	 2.841E+00	 3.823E-02
  3.417E+00	 3.417E+00	 4.724E-01	 2.458E-01	 3.024E+00	 3.792E-02
  3.417E+00	 3.417E+00	 4.724E-01	 2.458E-01	 3.050E+00	 3.671E-02
  3.417E+00	 3.417E+00	 4.725E-01	 2.459E-01	 2.930E+00	 3.832E-02
  3.417E+00	 3.417E+00	 4.726E-01	 2.460E-01	 3.013E+00	 3.587E-02
  3.417E+00	 3.417E+00	 4.727E-01	 2.461E-01	 2.987E+00	 3.445E-02
  3.417E+00	 3.417E+00	 4.730E-01	 2.464E-01	 3.021E+00	 3.414E-02
  3.417E+00	 3.417E+00	 4.731E-01	 2.466E-01	 2.910E+00	 4.109E-02
  3.417E+00	 3.417E+00	 4.731E-01	 2.466E-01	 2.954E+00	 3.240E-02
  3.417E+00	 3.417E+00	 4.732E-01	 2.466E-01	 2.976E+00	 4.230E-02
  3.417E+00	 3.417E+00	 4.732E-01	 2.467E-01	 3.003E+00	 3.669E-02
  3.418E+00	 3.418E+00	 4.735E-01	 2.469E-01	 3.219E+00	 4.195E-02
  3.418E+00	 3.418E+00	 4.735E-01	 2.470E-01	 2.951E+00	 3.337E-02
  3.418E+00	 3.418E+00	 4.736E-01	 2.470E-01	 3.012E+00	 3.683E-02
  3.418E+00	 3.418E+00	 4.736E-01	 2.471E-01	 3.030E+00	 4.062E-02
  3.418E+00	 3.418E+00	 4.737E-01	 2.472E-01	 2.925E+00	 3.173E-02
  3.418E+00	 3.418E+00	 4.737E-01	 2.472E-01	 2.889E+00	 3.248E-02
  3.418E+00	 3.418E+00	 4.738E-01	 2.472E-01	 3.008E+00	 3.334E-02
  3.418E+00	 3.418E+00	 4.738E-01	 2.472E-01	 3.095E+00	 3.530E-02
  3.418E+00	 3.418E+00	 4.738E-01	 2.473E-01	 2.922E+00	 3.584E-02
  3.418E+00	 3.418E+00	 4.741E-01	 2.476E-01	 3.154E+00	 3.700E-02
  3.418E+00	 3.418E+00	 4.743E-01	 2.478E-01	 2.890E+00	 3.773E-02
  3.418E+00	 3.418E+00	 4.745E-01	 2.480E-01	 3.030E+00	 4.229E-02
  3.418E+00	 3.419E+00	 4.746E-01	 2.481E-01	 2.958E+00	 3.451E-02
  3.419E+00	 3.419E+00	 4.748E-01	 2.483E-01	 3.106E+00	 3.458E-02
  3.419E+00	 3.419E+00	 4.749E-01	 2.484E-01	 2.966E+00	 3.462E-02
  3.419E+00	 3.419E+00	 4.753E-01	 2.488E-01	 2.930E+00	 3.181E-02
  3.419E+00	 3.419E+00	 4.753E-01	 2.489E-01	 2.936E+00	 3.974E-02
  3.419E+00	 3.419E+00	 4.756E-01	 2.492E-01	 2.906E+00	 3.060E-02
  3.419E+00	 3.420E+00	 4.758E-01	 2.494E-01	 2.914E+00	 4.072E-02
  3.419E+00	 3.420E+00	 4.758E-01	 2.494E-01	 3.049E+00	 3.596E-02
  3.420E+00	 3.420E+00	 4.763E-01	 2.499E-01	 3.106E+00	 3.494E-02
  3.420E+00	 3.420E+00	 4.766E-01	 2.502E-01	 2.965E+00	 3.004E-02
  3.420E+00	 3.420E+00	 4.770E-01	 2.506E-01	 2.962E+00	 4.401E-02
  3.420E+00	 3.420E+00	 4.770E-01	 2.507E-01	 2.884E+00	 3.064E-02
  3.420E+00	 3.421E+00	 4.771E-01	 2.508E-01	 2.913E+00	 3.015E-02
  3.420E+00	 3.421E+00	 4.771E-01	 2.508E-01	 2.956E+00	 3.232E-02
  3.421E+00	 3.421E+00	 4.773E-01	 2.510E-01	 3.024E+00	 3.252E-02
  3.421E+00	 3.421E+00	 4.777E-01	 2.514E-01	 2.845E+00	 3.085E-02
  3.421E+00	 3.421E+00	 4.778E-01	 2.515E-01	 2.901E+00	 3.037E-02
  3.421E+00	 3.421E+00	 4.779E-01	 2.516E-01	 2.976E+00	 2.946E-02
  3.421E+00	 3.422E+00	 4.784E-01	 2.521E-01	 3.036E+00	 3.377E-02
  3.422E+00	 3.422E+00	 4.785E-01	 2.522E-01	 2.924E+00	 3.060E-02
  3.422E+00	 3.422E+00	 4.785E-01	 2.523E-01	 2.868E+00	 3.009E-02
  3.422E+00	 3.422E+00	 4.786E-01	 2.523E-01	 2.888E+00	 4.341E-02
  3.422E+00	 3.422E+00	 4.788E-01	 2.525E-01	 2.907E+00	 3.041E-02
  3.422E+00	 3.422E+00	 4.788E-01	 2.525E-01	 2.926E+00	 3.019E-02
  3.422E+00	 3.422E+00	 4.790E-01	 2.528E-01	 2.877E+00	 3.054E-02
  3.422E+00	 3.422E+00	 4.793E-01	 2.531E-01	 2.941E+00	 3.408E-02
  3.422E+00	 3.422E+00	 4.795E-01	 2.533E-01	 2.936E+00	 3.151E-02
  3.422E+00	 3.423E+00	 4.796E-01	 2.534E-01	 2.779E+00	 2.932E-02
  3.423E+00	 3.423E+00	 4.798E-01	 2.536E-01	 2.834E+00	 2.987E-02
  3.423E+00	 3.423E+00	 4.798E-01	 2.536E-01	 2.897E+00	 3.142E-02
  3.423E+00	 3.423E+00	 4.798E-01	 2.536E-01	 2.900E+00	 3.156E-02
  3.423E+00	 3.423E+00	 4.800E-01	 2.538E-01	 2.921E+00	 3.133E-02
  3.423E+00	 3.423E+00	 4.803E-01	 2.541E-01	 2.932E+00	 2.983E-02
  3.423E+00	 3.423E+00	 4.806E-01	 2.545E-01	 2.906E+00	 3.077E-02
  3.423E+00	 3.423E+00	 4.807E-01	 2.545E-01	 2.844E+00	 2.994E-02
  3.423E+00	 3.423E+00	 4.807E-01	 2.546E-01	 2.985E+00	 3.904E-02
  3.423E+00	 3.424E+00	 4.809E-01	 2.548E-01	 2.818E+00	 3.032E-02
  3.424E+00	 3.424E+00	 4.811E-01	 2.550E-01	 2.857E+00	 3.037E-02
  3.424E+00	 3.424E+00	 4.813E-01	 2.552E-01	 2.807E+00	 2.807E-02
  3.424E+00	 3.424E+00	 4.815E-01	 2.554E-01	 2.804E+00	 3.876E-02
  3.424E+00	 3.424E+00	 4.818E-01	 2.557E-01	 2.881E+00	 3.127E-02
  3.424E+00	 3.424E+00	 4.818E-01	 2.558E-01	 2.935E+00	 3.749E-02
  3.424E+00	 3.424E+00	 4.819E-01	 2.558E-01	 2.892E+00	 2.945E-02
  3.424E+00	 3.425E+00	 4.822E-01	 2.562E-01	 2.978E+00	 3.179E-02
  3.425E+00	 3.425E+00	 4.823E-01	 2.562E-01	 2.984E+00	 2.929E-02
  3.425E+00	 3.425E+00	 4.824E-01	 2.564E-01	 2.948E+00	 3.008E-02
  3.425E+00	 3.425E+00	 4.825E-01	 2.565E-01	 2.975E+00	 3.113E-02
  3.425E+00	 3.425E+00	 4.826E-01	 2.566E-01	 2.925E+00	 3.178E-02
  3.425E+00	 3.425E+00	 4.826E-01	 2.566E-01	 2.919E+00	 3.049E-02
  3.425E+00	 3.425E+00	 4.828E-01	 2.568E-01	 3.010E+00	 3.376E-02
  3.425E+00	 3.425E+00	 4.830E-01	 2.570E-01	 2.906E+00	 3.397E-02
  3.425E+00	 3.425E+00	 4.830E-01	 2.571E-01	 3.023E+00	 3.339E-02
  3.425E+00	 3.425E+00	 4.831E-01	 2.571E-01	 2.999E+00	 2.975E-02
  3.425E+00	 3.425E+00	 4.831E-01	 2.572E-01	 2.860E+00	 3.727E-02
  3.425E+00	 3.425E+00	 4.832E-01	 2.572E-01	 2.886E+00	 3.868E-02
  3.425E+00	 3.426E+00	 4.834E-01	 2.575E-01	 2.854E+00	 3.789E-02
  3.426E+00	 3.426E+00	 4.837E-01	 2.578E-01	 2.818E+00	 3.990E-02
  3.426E+00	 3.426E+00	 4.839E-01	 2.580E-01	 2.992E+00	 3.218E-02
  3.426E+00	 3.426E+00	 4.840E-01	 2.581E-01	 2.865E+00	 3.606E-02
  3.426E+00	 3.426E+00	 4.842E-01	 2.584E-01	 2.978E+00	 3.023E-02
  3.426E+00	 3.426E+00	 4.843E-01	 2.584E-01	 2.940E+00	 3.284E-02
  3.426E+00	 3.426E+00	 4.844E-01	 2.585E-01	 2.937E+00	 2.987E-02
  3.426E+00	 3.426E+00	 4.846E-01	 2.587E-01	 2.922E+00	 2.953E-02
  3.426E+00	 3.427E+00	 4.847E-01	 2.589E-01	 3.006E+00	 3.149E-02
  3.427E+00	 3.427E+00	 4.849E-01	 2.591E-01	 2.948E+00	 3.101E-02
  3.427E+00	 3.427E+00	 4.855E-01	 2.597E-01	 2.912E+00	 3.485E-02
  3.427E+00	 3.427E+00	 4.856E-01	 2.598E-01	 2.927E+00	 3.692E-02
  3.427E+00	 3.427E+00	 4.858E-01	 2.600E-01	 2.821E+00	 3.074E-02
  3.428E+00	 3.428E+00	 4.860E-01	 2.603E-01	 2.965E+00	 3.086E-02
  3.428E+00	 3.428E+00	 4.861E-01	 2.603E-01	 2.904E+00	 2.898E-02
  3.428E+00	 3.428E+00	 4.864E-01	 2.606E-01	 2.887E+00	 3.367E-02
  3.428E+00	 3.428E+00	 4.864E-01	 2.607E-01	 3.069E+00	 3.081E-02
  3.428E+00	 3.428E+00	 4.866E-01	 2.609E-01	 2.820E+00	 2.799E-02
  3.428E+00	 3.428E+00	 4.867E-01	 2.610E-01	 2.935E+00	 2.922E-02
  3.428E+00	 3.428E+00	 4.867E-01	 2.610E-01	 2.964E+00	 3.790E-02
  3.429E+00	 3.429E+00	 4.875E-01	 2.618E-01	 2.947E+00	 3.007E-02
  3.429E+00	 3.429E+00	 4.879E-01	 2.622E-01	 3.035E+00	 3.216E-02
  3.429E+00	 3.429E+00	 4.879E-01	 2.622E-01	 2.839E+00	 3.303E-02
  3.429E+00	 3.429E+00	 4.882E-01	 2.626E-01	 2.852E+00	 2.866E-02
  3.429E+00	 3.429E+00	 4.884E-01	 2.628E-01	 3.073E+00	 3.073E-02
  3.429E+00	 3.429E+00	 4.884E-01	 2.628E-01	 2.973E+00	 5.824E-02
  3.430E+00	 3.430E+00	 4.886E-01	 2.630E-01	 2.914E+00	 4.465E-02
  3.430E+00	 3.430E+00	 4.890E-01	 2.635E-01	 2.891E+00	 3.495E-02
  3.430E+00	 3.430E+00	 4.890E-01	 2.635E-01	 3.098E+00	 3.184E-02
  3.430E+00	 3.430E+00	 4.891E-01	 2.636E-01	 2.975E+00	 3.155E-02
  3.431E+00	 3.431E+00	 4.899E-01	 2.644E-01	 3.077E+00	 5.847E-02
  3.431E+00	 3.431E+00	 4.903E-01	 2.649E-01	 3.067E+00	 4.990E-02
  3.431E+00	 3.431E+00	 4.907E-01	 2.653E-01	 2.973E+00	 3.041E-02
  3.431E+00	 3.431E+00	 4.908E-01	 2.654E-01	 2.899E+00	 3.021E-02
  3.432E+00	 3.432E+00	 4.916E-01	 2.663E-01	 3.001E+00	 3.409E-02
  3.433E+00	 3.433E+00	 4.923E-01	 2.671E-01	 2.931E+00	 2.845E-02
  3.434E+00	 3.434E+00	 4.938E-01	 2.687E-01	 2.966E+00	 2.992E-02
  3.487E+00	 3.487E+00	 5.607E-01	 3.459E-01	 2.541E+00	 1.969E-02
  3.487E+00	 3.487E+00	 5.614E-01	 3.469E-01	 2.464E+00	 1.858E-02
  3.488E+00	 3.488E+00	 5.619E-01	 3.475E-01	 2.528E+00	 1.884E-02
  3.488E+00	 3.488E+00	 5.621E-01	 3.477E-01	 2.567E+00	 1.950E-02
  3.488E+00	 3.488E+00	 5.621E-01	 3.477E-01	 2.503E+00	 1.955E-02
  3.488E+00	 3.488E+00	 5.622E-01	 3.478E-01	 2.595E+00	 1.970E-02
  3.488E+00	 3.488E+00	 5.623E-01	 3.480E-01	 2.497E+00	 1.782E-02
  3.488E+00	 3.488E+00	 5.625E-01	 3.482E-01	 2.455E+00	 1.835E-02
  3.488E+00	 3.488E+00	 5.627E-01	 3.484E-01	 2.533E+00	 1.970E-02
  3.488E+00	 3.488E+00	 5.628E-01	 3.485E-01	 2.477E+00	 1.732E-02
  3.488E+00	 3.488E+00	 5.629E-01	 3.487E-01	 2.470E+00	 1.918E-02
  3.488E+00	 3.488E+00	 5.629E-01	 3.487E-01	 2.433E+00	 1.800E-02
  3.488E+00	 3.488E+00	 5.630E-01	 3.488E-01	 2.586E+00	 1.946E-02
  3.489E+00	 3.489E+00	 5.631E-01	 3.489E-01	 2.576E+00	 1.962E-02
