{NUMBER OF COLUMNS}  5 
*
* Data taken from DIVIMP input file C13-sol22.d6i on 02.03.2010, provided by 
* K. Krieger on 14.01.2010 via email.
*
*     psin         Jsat          Ne        Te        Ti   
*               (A m-2)       (m-3)      (eV)      (eV)
{DATA LIST} 
 0.9959770   2.5243E+03  1.2000E+18    1.8000    1.8000  
 0.9970320   4.1293E+03  1.7000E+18    2.4000    2.4000  
 0.9978515   6.4510E+03  2.3000E+18    3.2000    3.2000  
 0.9984842   8.2523E+03  2.7000E+18    3.8000    3.8000  
 0.9989580   1.0079E+04  3.1000E+18    4.3000    4.3000  
 0.9993059   1.1800E+04  3.4000E+18    4.9000    4.9000  
 0.9995558   1.2986E+04  3.5000E+18    5.6000    5.6000  
 0.9997493   1.7628E+04  4.0000E+18    7.9000    7.9000  
 0.9999007   3.0173E+04  5.4000E+18   12.7000   12.7000  
 1.0005588   4.6031E+04  6.5000E+18   20.4000   20.4000    
 1.0018660   4.1893E+04  5.5000E+18   23.6000   23.6000  
 1.0035670   4.0847E+04  5.2000E+18   25.1000   25.1000  
 1.0059019   3.6698E+04  4.7000E+18   24.8000   24.8000  
 1.0091021   2.9889E+04  4.2000E+18   20.6000   20.6000  
 1.0133960   2.3747E+04  3.6000E+18   17.7000   17.7000  
 1.0190026   3.1905E+04  5.4000E+18   14.2000   14.2000  
 1.0264361   1.2069E+04  2.3000E+18   11.2000   11.2000  
 1.0363519   5.7030E+03  7.0000E+17    7.0000    7.0000  
{END}



