* number of heading lines in this data file : 15
* 
* BM 3D coordinates extracted from CASTEM
* Post-proc in Matlab : only reading CASTEM raw data (for checking) and write concatenate ascii files - no modifications of X,Y,Z coordinates
* Date CASTEM calculations : 15/03/2011
* Date Matlab post-processing data : 15/03/2011
* Files can be found in : C:\CASTEM_FW.BM coordinates for Steve. march. 2011 (bis) -  whole column - def
* Modif compared to latest version : - 
* 
* FIRST WALL GEOMETRY:
* Reference design November 2009 - slightly adjusted in January 2010 (CATIA skeleton post-Blanket CDR)
* higher spatial resolution than the one used for previous DIVIMP grid (2010)
* 
* DATA
* nºnode  nºelem  X(m)    Y(m)    Z(m) 
 58.000  15.000   4.284  -0.012   4.490
 59.000  15.000   4.279  -0.011   4.497
 60.000  15.000   4.264  -0.008   4.505
 61.000  16.000   4.270  -0.018   4.494
 62.000  16.000   4.269  -0.009   4.497
 63.000  16.000   4.264  -0.008   4.505
 64.000  16.000   4.265  -0.017   4.501
 65.000  17.000   4.271  -0.076   4.476
 66.000  17.000   4.270  -0.018   4.494
 67.000  17.000   4.265  -0.017   4.501
 68.000  17.000   4.267  -0.075   4.483
 69.000  18.000   4.270  -0.134   4.463
 70.000  18.000   4.271  -0.076   4.476
 71.000  18.000   4.267  -0.075   4.483
 72.000  18.000   4.266  -0.133   4.470
 73.000  19.000   4.267  -0.191   4.452
 74.000  19.000   4.270  -0.134   4.463
 75.000  19.000   4.266  -0.133   4.470
 76.000  19.000   4.263  -0.191   4.459
 77.000  20.000   4.263  -0.249   4.442
 78.000  20.000   4.267  -0.191   4.452
 79.000  20.000   4.263  -0.191   4.459
 80.000  20.000   4.259  -0.248   4.450
 81.000  21.000   4.258  -0.306   4.435
 82.000  21.000   4.263  -0.249   4.442
 83.000  21.000   4.259  -0.248   4.450
 84.000  21.000   4.254  -0.305   4.442
 85.000  22.000   4.253  -0.363   4.428
 86.000  22.000   4.258  -0.306   4.435
 87.000  22.000   4.254  -0.305   4.442
 88.000  22.000   4.248  -0.362   4.435
 89.000  23.000   4.241  -0.419   4.430
 90.000  23.000   4.253  -0.363   4.428
 91.000  23.000   4.248  -0.362   4.435
 92.000  23.000   4.237  -0.418   4.438
 93.000  24.000   4.229  -0.475   4.434
 94.000  24.000   4.241  -0.419   4.430
 95.000  24.000   4.237  -0.418   4.438
 96.000  24.000   4.224  -0.474   4.441
 97.000  25.000   4.216  -0.530   4.439
 98.000  25.000   4.229  -0.475   4.434
 99.000  25.000   4.224  -0.474   4.441
100.000  25.000   4.211  -0.529   4.446
101.000  26.000   4.202  -0.586   4.445
102.000  26.000   4.216  -0.530   4.439
103.000  26.000   4.211  -0.529   4.446
104.000  26.000   4.197  -0.585   4.452
105.000  27.000   4.186  -0.641   4.454
106.000  27.000   4.202  -0.586   4.445
107.000  27.000   4.197  -0.585   4.452
108.000  27.000   4.181  -0.640   4.462
109.000  28.000   4.167  -0.696   4.468
110.000  28.000   4.186  -0.641   4.454
111.000  28.000   4.181  -0.640   4.462
112.000  28.000   4.163  -0.695   4.475
113.000  29.000   4.164  -0.704   4.471
114.000  29.000   4.167  -0.696   4.468
115.000  29.000   4.163  -0.695   4.475
116.000  29.000   4.160  -0.703   4.478
117.000  30.000   4.162  -0.714   4.471
118.000  30.000   4.164  -0.704   4.471
119.000  30.000   4.160  -0.703   4.478
120.000  30.000   4.158  -0.713   4.478
121.000  31.000   4.161  -0.723   4.471
122.000  31.000   4.162  -0.714   4.471
123.000  31.000   4.158  -0.713   4.478
124.000  31.000   4.156  -0.723   4.478
125.000  32.000   4.159  -0.733   4.471
126.000  32.000   4.161  -0.723   4.471
127.000  32.000   4.156  -0.723   4.478
128.000  32.000   4.154  -0.733   4.478
129.000  33.000   4.547  -0.058   4.590
130.000  33.000   4.592  -0.066   4.620
131.000  33.000   4.587  -0.065   4.627
132.000  33.000   4.542  -0.057   4.597
133.000  34.000   4.502  -0.050   4.560
134.000  34.000   4.547  -0.058   4.590
135.000  34.000   4.542  -0.057   4.597
136.000  34.000   4.497  -0.049   4.567
137.000  35.000   4.457  -0.042   4.530
138.000  35.000   4.502  -0.050   4.560
139.000  35.000   4.497  -0.049   4.567
140.000  35.000   4.452  -0.041   4.537
141.000  36.000   4.412  -0.034   4.500
142.000  36.000   4.457  -0.042   4.530
143.000  36.000   4.452  -0.041   4.537
144.000  36.000   4.407  -0.033   4.508
145.000  37.000   4.367  -0.026   4.471
146.000  37.000   4.412  -0.034   4.500
147.000  37.000   4.407  -0.033   4.508
148.000  37.000   4.362  -0.025   4.478
149.000  38.000   4.357  -0.024   4.470
150.000  38.000   4.367  -0.026   4.471
151.000  38.000   4.362  -0.025   4.478
152.000  38.000   4.352  -0.024   4.477
153.000  39.000   4.347  -0.023   4.469
154.000  39.000   4.357  -0.024   4.470
155.000  39.000   4.352  -0.024   4.477
156.000  39.000   4.342  -0.022   4.476
157.000  40.000   4.337  -0.021   4.469
158.000  40.000   4.347  -0.023   4.469
159.000  40.000   4.342  -0.022   4.476
160.000  40.000   4.333  -0.020   4.476
161.000  41.000   4.327  -0.019   4.468
162.000  41.000   4.337  -0.021   4.469
163.000  41.000   4.333  -0.020   4.476
164.000  41.000   4.323  -0.018   4.475
165.000  42.000   4.317  -0.018   4.468
166.000  42.000   4.327  -0.019   4.468
167.000  42.000   4.323  -0.018   4.475
168.000  42.000   4.313  -0.017   4.475
169.000  43.000   4.310  -0.016   4.471
170.000  43.000   4.317  -0.018   4.468
171.000  43.000   4.313  -0.017   4.475
172.000  43.000   4.306  -0.015   4.479
173.000  44.000   4.303  -0.015   4.475
174.000  44.000   4.310  -0.016   4.471
175.000  44.000   4.306  -0.015   4.479
176.000  44.000   4.298  -0.014   4.482
177.000  45.000   4.296  -0.014   4.479
178.000  45.000   4.303  -0.015   4.475
179.000  45.000   4.298  -0.014   4.482
180.000  45.000   4.291  -0.013   4.486
181.000  46.000   4.289  -0.012   4.482
182.000  46.000   4.296  -0.014   4.479
183.000  46.000   4.291  -0.013   4.486
184.000  46.000   4.284  -0.012   4.490
185.000  47.000   4.274  -0.010   4.490
186.000  47.000   4.289  -0.012   4.482
187.000  47.000   4.284  -0.012   4.490
188.000  47.000   4.269  -0.009   4.497
189.000  48.000   4.274  -0.019   4.487
190.000  48.000   4.274  -0.010   4.490
191.000  48.000   4.269  -0.009   4.497
192.000  48.000   4.270  -0.018   4.494
193.000  49.000   4.276  -0.077   4.469
194.000  49.000   4.274  -0.019   4.487
195.000  49.000   4.270  -0.018   4.494
196.000  49.000   4.271  -0.076   4.476
197.000  50.000   4.275  -0.135   4.455
198.000  50.000   4.276  -0.077   4.469
199.000  50.000   4.271  -0.076   4.476
200.000  50.000   4.270  -0.134   4.463
201.000  51.000   4.272  -0.192   4.444
202.000  51.000   4.275  -0.135   4.455
203.000  51.000   4.270  -0.134   4.463
204.000  51.000   4.267  -0.191   4.452
205.000  52.000   4.268  -0.249   4.435
206.000  52.000   4.272  -0.192   4.444
207.000  52.000   4.267  -0.191   4.452
208.000  52.000   4.263  -0.249   4.442
209.000  53.000   4.263  -0.307   4.428
210.000  53.000   4.268  -0.249   4.435
211.000  53.000   4.263  -0.249   4.442
212.000  53.000   4.258  -0.306   4.435
213.000  54.000   4.258  -0.364   4.421
214.000  54.000   4.263  -0.307   4.428
215.000  54.000   4.258  -0.306   4.435
216.000  54.000   4.253  -0.363   4.428
217.000  55.000   4.246  -0.420   4.423
218.000  55.000   4.258  -0.364   4.421
219.000  55.000   4.253  -0.363   4.428
220.000  55.000   4.241  -0.419   4.430
221.000  56.000   4.234  -0.475   4.427
222.000  56.000   4.246  -0.420   4.423
223.000  56.000   4.241  -0.419   4.430
224.000  56.000   4.229  -0.475   4.434
225.000  57.000   4.221  -0.531   4.431
226.000  57.000   4.234  -0.475   4.427
227.000  57.000   4.229  -0.475   4.434
228.000  57.000   4.216  -0.530   4.439
229.000  58.000   4.207  -0.587   4.438
230.000  58.000   4.221  -0.531   4.431
231.000  58.000   4.216  -0.530   4.439
232.000  58.000   4.202  -0.586   4.445
233.000  59.000   4.191  -0.642   4.447
234.000  59.000   4.207  -0.587   4.438
235.000  59.000   4.202  -0.586   4.445
236.000  59.000   4.186  -0.641   4.454
237.000  60.000   4.172  -0.696   4.461
238.000  60.000   4.191  -0.642   4.447
239.000  60.000   4.186  -0.641   4.454
240.000  60.000   4.167  -0.696   4.468
241.000  61.000   4.169  -0.705   4.464
242.000  61.000   4.172  -0.696   4.461
243.000  61.000   4.167  -0.696   4.468
244.000  61.000   4.164  -0.704   4.471
245.000  62.000   4.167  -0.714   4.464
246.000  62.000   4.169  -0.705   4.464
247.000  62.000   4.164  -0.704   4.471
248.000  62.000   4.162  -0.714   4.471
249.000  63.000   4.165  -0.724   4.464
250.000  63.000   4.167  -0.714   4.464
251.000  63.000   4.162  -0.714   4.471
252.000  63.000   4.161  -0.723   4.471
253.000  64.000   4.164  -0.734   4.464
254.000  64.000   4.165  -0.724   4.464
255.000  64.000   4.161  -0.723   4.471
256.000  64.000   4.159  -0.733   4.471
257.000  65.000   4.551  -0.059   4.583
258.000  65.000   4.596  -0.067   4.613
259.000  65.000   4.592  -0.066   4.620
260.000  65.000   4.547  -0.058   4.590
261.000  66.000   4.506  -0.051   4.553
262.000  66.000   4.551  -0.059   4.583
263.000  66.000   4.547  -0.058   4.590
264.000  66.000   4.502  -0.050   4.560
265.000  67.000   4.461  -0.043   4.523
266.000  67.000   4.506  -0.051   4.553
267.000  67.000   4.502  -0.050   4.560
268.000  67.000   4.457  -0.042   4.530
269.000  68.000   4.416  -0.035   4.493
270.000  68.000   4.461  -0.043   4.523
271.000  68.000   4.457  -0.042   4.530
272.000  68.000   4.412  -0.034   4.500
273.000  69.000   4.371  -0.027   4.463
274.000  69.000   4.416  -0.035   4.493
275.000  69.000   4.412  -0.034   4.500
276.000  69.000   4.367  -0.026   4.471
277.000  70.000   4.362  -0.025   4.463
278.000  70.000   4.371  -0.027   4.463
279.000  70.000   4.367  -0.026   4.471
280.000  70.000   4.357  -0.024   4.470
281.000  71.000   4.352  -0.024   4.462
282.000  71.000   4.362  -0.025   4.463
283.000  71.000   4.357  -0.024   4.470
284.000  71.000   4.347  -0.023   4.469
285.000  72.000   4.342  -0.022   4.462
286.000  72.000   4.352  -0.024   4.462
287.000  72.000   4.347  -0.023   4.469
288.000  72.000   4.337  -0.021   4.469
289.000  73.000   4.332  -0.020   4.461
290.000  73.000   4.342  -0.022   4.462
291.000  73.000   4.337  -0.021   4.469
292.000  73.000   4.327  -0.019   4.468
293.000  74.000   4.322  -0.018   4.460
294.000  74.000   4.332  -0.020   4.461
295.000  74.000   4.327  -0.019   4.468
296.000  74.000   4.317  -0.018   4.468
297.000  75.000   4.315  -0.017   4.464
298.000  75.000   4.322  -0.018   4.460
299.000  75.000   4.317  -0.018   4.468
300.000  75.000   4.310  -0.016   4.471
301.000  76.000   4.308  -0.016   4.468
302.000  76.000   4.315  -0.017   4.464
303.000  76.000   4.310  -0.016   4.471
304.000  76.000   4.303  -0.015   4.475
305.000  77.000   4.301  -0.014   4.472
306.000  77.000   4.308  -0.016   4.468
307.000  77.000   4.303  -0.015   4.475
308.000  77.000   4.296  -0.014   4.479
309.000  78.000   4.293  -0.013   4.475
310.000  78.000   4.301  -0.014   4.472
311.000  78.000   4.296  -0.014   4.479
312.000  78.000   4.289  -0.012   4.482
313.000  79.000   4.278  -0.011   4.483
314.000  79.000   4.293  -0.013   4.475
315.000  79.000   4.289  -0.012   4.482
316.000  79.000   4.274  -0.010   4.490
317.000  80.000   4.279  -0.019   4.480
318.000  80.000   4.278  -0.011   4.483
319.000  80.000   4.274  -0.010   4.490
320.000  80.000   4.274  -0.019   4.487
321.000  81.000   4.281  -0.078   4.462
322.000  81.000   4.279  -0.019   4.480
323.000  81.000   4.274  -0.019   4.487
324.000  81.000   4.276  -0.077   4.469
325.000  82.000   4.279  -0.135   4.448
326.000  82.000   4.281  -0.078   4.462
327.000  82.000   4.276  -0.077   4.469
328.000  82.000   4.275  -0.135   4.455
329.000  83.000   4.276  -0.193   4.437
330.000  83.000   4.279  -0.135   4.448
331.000  83.000   4.275  -0.135   4.455
332.000  83.000   4.272  -0.192   4.444
333.000  84.000   4.272  -0.250   4.428
334.000  84.000   4.276  -0.193   4.437
335.000  84.000   4.272  -0.192   4.444
336.000  84.000   4.268  -0.249   4.435
337.000  85.000   4.268  -0.307   4.420
338.000  85.000   4.272  -0.250   4.428
339.000  85.000   4.268  -0.249   4.435
340.000  85.000   4.263  -0.307   4.428
341.000  86.000   4.262  -0.364   4.413
342.000  86.000   4.268  -0.307   4.420
343.000  86.000   4.263  -0.307   4.428
344.000  86.000   4.258  -0.364   4.421
345.000  87.000   4.250  -0.420   4.416
346.000  87.000   4.262  -0.364   4.413
347.000  87.000   4.258  -0.364   4.421
348.000  87.000   4.246  -0.420   4.423
349.000  88.000   4.238  -0.476   4.420
350.000  88.000   4.250  -0.420   4.416
351.000  88.000   4.246  -0.420   4.423
352.000  88.000   4.234  -0.475   4.427
353.000  89.000   4.225  -0.532   4.424
354.000  89.000   4.238  -0.476   4.420
355.000  89.000   4.234  -0.475   4.427
356.000  89.000   4.221  -0.531   4.431
357.000  90.000   4.211  -0.587   4.431
358.000  90.000   4.225  -0.532   4.424
359.000  90.000   4.221  -0.531   4.431
360.000  90.000   4.207  -0.587   4.438
361.000  91.000   4.195  -0.643   4.440
362.000  91.000   4.211  -0.587   4.431
363.000  91.000   4.207  -0.587   4.438
364.000  91.000   4.191  -0.642   4.447
365.000  92.000   4.177  -0.697   4.454
366.000  92.000   4.195  -0.643   4.440
367.000  92.000   4.191  -0.642   4.447
368.000  92.000   4.172  -0.696   4.461
369.000  93.000   4.173  -0.705   4.457
370.000  93.000   4.177  -0.697   4.454
371.000  93.000   4.172  -0.696   4.461
372.000  93.000   4.169  -0.705   4.464
373.000  94.000   4.172  -0.715   4.456
374.000  94.000   4.173  -0.705   4.457
375.000  94.000   4.169  -0.705   4.464
376.000  94.000   4.167  -0.714   4.464
377.000  95.000   4.170  -0.725   4.456
378.000  95.000   4.172  -0.715   4.456
379.000  95.000   4.167  -0.714   4.464
380.000  95.000   4.165  -0.724   4.464
381.000  96.000   4.168  -0.735   4.456
382.000  96.000   4.170  -0.725   4.456
383.000  96.000   4.165  -0.724   4.464
384.000  96.000   4.164  -0.734   4.464
385.000  97.000   4.556  -0.060   4.576
386.000  97.000   4.601  -0.067   4.605
387.000  97.000   4.596  -0.067   4.613
388.000  97.000   4.551  -0.059   4.583
389.000  98.000   4.511  -0.052   4.546
390.000  98.000   4.556  -0.060   4.576
391.000  98.000   4.551  -0.059   4.583
392.000  98.000   4.506  -0.051   4.553
393.000  99.000   4.466  -0.044   4.516
394.000  99.000   4.511  -0.052   4.546
395.000  99.000   4.506  -0.051   4.553
396.000  99.000   4.461  -0.043   4.523
397.000 100.000   4.421  -0.036   4.486
398.000 100.000   4.466  -0.044   4.516
399.000 100.000   4.461  -0.043   4.523
400.000 100.000   4.416  -0.035   4.493
401.000 101.000   4.376  -0.028   4.456
402.000 101.000   4.421  -0.036   4.486
403.000 101.000   4.416  -0.035   4.493
404.000 101.000   4.371  -0.027   4.463
405.000 102.000   4.366  -0.026   4.456
406.000 102.000   4.376  -0.028   4.456
407.000 102.000   4.371  -0.027   4.463
408.000 102.000   4.362  -0.025   4.463
409.000 103.000   4.356  -0.024   4.455
410.000 103.000   4.366  -0.026   4.456
411.000 103.000   4.362  -0.025   4.463
412.000 103.000   4.352  -0.024   4.462
413.000 104.000   4.346  -0.023   4.455
414.000 104.000   4.356  -0.024   4.455
415.000 104.000   4.352  -0.024   4.462
416.000 104.000   4.342  -0.022   4.462
417.000 105.000   4.337  -0.021   4.454
418.000 105.000   4.346  -0.023   4.455
419.000 105.000   4.342  -0.022   4.462
420.000 105.000   4.332  -0.020   4.461
421.000 106.000   4.327  -0.019   4.453
422.000 106.000   4.337  -0.021   4.454
423.000 106.000   4.332  -0.020   4.461
424.000 106.000   4.322  -0.018   4.460
425.000 107.000   4.320  -0.018   4.457
426.000 107.000   4.327  -0.019   4.453
427.000 107.000   4.322  -0.018   4.460
428.000 107.000   4.315  -0.017   4.464
429.000 108.000   4.312  -0.017   4.461
430.000 108.000   4.320  -0.018   4.457
431.000 108.000   4.315  -0.017   4.464
432.000 108.000   4.308  -0.016   4.468
433.000 109.000   4.305  -0.015   4.465
434.000 109.000   4.312  -0.017   4.461
435.000 109.000   4.308  -0.016   4.468
436.000 109.000   4.301  -0.014   4.472
437.000 110.000   4.298  -0.014   4.468
438.000 110.000   4.305  -0.015   4.465
439.000 110.000   4.301  -0.014   4.472
440.000 110.000   4.293  -0.013   4.475
441.000 111.000   4.283  -0.011   4.476
442.000 111.000   4.298  -0.014   4.468
443.000 111.000   4.293  -0.013   4.475
444.000 111.000   4.278  -0.011   4.483
445.000 112.000   4.284  -0.020   4.473
446.000 112.000   4.283  -0.011   4.476
447.000 112.000   4.278  -0.011   4.483
448.000 112.000   4.279  -0.019   4.480
449.000 113.000   4.285  -0.078   4.455
450.000 113.000   4.284  -0.020   4.473
451.000 113.000   4.279  -0.019   4.480
452.000 113.000   4.281  -0.078   4.462
453.000 114.000   4.284  -0.136   4.441
454.000 114.000   4.285  -0.078   4.455
455.000 114.000   4.281  -0.078   4.462
456.000 114.000   4.279  -0.135   4.448
457.000 115.000   4.281  -0.194   4.430
458.000 115.000   4.284  -0.136   4.441
459.000 115.000   4.279  -0.135   4.448
460.000 115.000   4.276  -0.193   4.437
461.000 116.000   4.277  -0.251   4.421
462.000 116.000   4.281  -0.194   4.430
463.000 116.000   4.276  -0.193   4.437
464.000 116.000   4.272  -0.250   4.428
465.000 117.000   4.272  -0.308   4.413
466.000 117.000   4.277  -0.251   4.421
467.000 117.000   4.272  -0.250   4.428
468.000 117.000   4.268  -0.307   4.420
469.000 118.000   4.267  -0.365   4.406
470.000 118.000   4.272  -0.308   4.413
471.000 118.000   4.268  -0.307   4.420
472.000 118.000   4.262  -0.364   4.413
473.000 119.000   4.255  -0.421   4.409
474.000 119.000   4.267  -0.365   4.406
475.000 119.000   4.262  -0.364   4.413
476.000 119.000   4.250  -0.420   4.416
477.000 120.000   4.243  -0.477   4.412
478.000 120.000   4.255  -0.421   4.409
479.000 120.000   4.250  -0.420   4.416
480.000 120.000   4.238  -0.476   4.420
481.000 121.000   4.230  -0.533   4.417
482.000 121.000   4.243  -0.477   4.412
483.000 121.000   4.238  -0.476   4.420
484.000 121.000   4.225  -0.532   4.424
485.000 122.000   4.216  -0.588   4.424
486.000 122.000   4.230  -0.533   4.417
487.000 122.000   4.225  -0.532   4.424
488.000 122.000   4.211  -0.587   4.431
489.000 123.000   4.200  -0.643   4.433
490.000 123.000   4.216  -0.588   4.424
491.000 123.000   4.211  -0.587   4.431
492.000 123.000   4.195  -0.643   4.440
493.000 124.000   4.181  -0.698   4.447
494.000 124.000   4.200  -0.643   4.433
495.000 124.000   4.195  -0.643   4.440
496.000 124.000   4.177  -0.697   4.454
497.000 125.000   4.178  -0.706   4.449
498.000 125.000   4.181  -0.698   4.447
499.000 125.000   4.177  -0.697   4.454
500.000 125.000   4.173  -0.705   4.457
501.000 126.000   4.176  -0.716   4.449
502.000 126.000   4.178  -0.706   4.449
503.000 126.000   4.173  -0.705   4.457
504.000 126.000   4.172  -0.715   4.456
505.000 127.000   4.175  -0.726   4.449
506.000 127.000   4.176  -0.716   4.449
507.000 127.000   4.172  -0.715   4.456
508.000 127.000   4.170  -0.725   4.456
509.000 128.000   4.173  -0.736   4.449
510.000 128.000   4.175  -0.726   4.449
511.000 128.000   4.170  -0.725   4.456
512.000 128.000   4.168  -0.735   4.456
513.000 129.000   4.561  -0.060   4.568
514.000 129.000   4.606  -0.068   4.598
515.000 129.000   4.601  -0.067   4.605
516.000 129.000   4.556  -0.060   4.576
517.000 130.000   4.516  -0.052   4.539
518.000 130.000   4.561  -0.060   4.568
519.000 130.000   4.556  -0.060   4.576
520.000 130.000   4.511  -0.052   4.546
521.000 131.000   4.471  -0.044   4.509
522.000 131.000   4.516  -0.052   4.539
523.000 131.000   4.511  -0.052   4.546
524.000 131.000   4.466  -0.044   4.516
525.000 132.000   4.426  -0.037   4.479
526.000 132.000   4.471  -0.044   4.509
527.000 132.000   4.466  -0.044   4.516
528.000 132.000   4.421  -0.036   4.486
529.000 133.000   4.381  -0.029   4.449
530.000 133.000   4.426  -0.037   4.479
531.000 133.000   4.421  -0.036   4.486
532.000 133.000   4.376  -0.028   4.456
533.000 134.000   4.371  -0.027   4.448
534.000 134.000   4.381  -0.029   4.449
535.000 134.000   4.376  -0.028   4.456
536.000 134.000   4.366  -0.026   4.456
537.000 135.000   4.361  -0.025   4.448
538.000 135.000   4.371  -0.027   4.448
539.000 135.000   4.366  -0.026   4.456
540.000 135.000   4.356  -0.024   4.455
541.000 136.000   4.351  -0.023   4.447
542.000 136.000   4.361  -0.025   4.448
543.000 136.000   4.356  -0.024   4.455
544.000 136.000   4.346  -0.023   4.455
545.000 137.000   4.341  -0.022   4.447
546.000 137.000   4.351  -0.023   4.447
547.000 137.000   4.346  -0.023   4.455
548.000 137.000   4.337  -0.021   4.454
549.000 138.000   4.331  -0.020   4.446
550.000 138.000   4.341  -0.022   4.447
551.000 138.000   4.337  -0.021   4.454
552.000 138.000   4.327  -0.019   4.453
553.000 139.000   4.324  -0.019   4.450
554.000 139.000   4.331  -0.020   4.446
555.000 139.000   4.327  -0.019   4.453
556.000 139.000   4.320  -0.018   4.457
557.000 140.000   4.317  -0.017   4.454
558.000 140.000   4.324  -0.019   4.450
559.000 140.000   4.320  -0.018   4.457
560.000 140.000   4.312  -0.017   4.461
561.000 141.000   4.310  -0.016   4.457
562.000 141.000   4.317  -0.017   4.454
563.000 141.000   4.312  -0.017   4.461
564.000 141.000   4.305  -0.015   4.465
565.000 142.000   4.303  -0.015   4.461
566.000 142.000   4.310  -0.016   4.457
567.000 142.000   4.305  -0.015   4.465
568.000 142.000   4.298  -0.014   4.468
569.000 143.000   4.287  -0.012   4.469
570.000 143.000   4.303  -0.015   4.461
571.000 143.000   4.298  -0.014   4.468
572.000 143.000   4.283  -0.011   4.476
573.000 144.000   4.288  -0.021   4.465
574.000 144.000   4.287  -0.012   4.469
575.000 144.000   4.283  -0.011   4.476
576.000 144.000   4.284  -0.020   4.473
577.000 145.000   4.290  -0.079   4.447
578.000 145.000   4.288  -0.021   4.465
579.000 145.000   4.284  -0.020   4.473
580.000 145.000   4.285  -0.078   4.455
581.000 146.000   4.289  -0.137   4.434
582.000 146.000   4.290  -0.079   4.447
583.000 146.000   4.285  -0.078   4.455
584.000 146.000   4.284  -0.136   4.441
585.000 147.000   4.286  -0.195   4.423
586.000 147.000   4.289  -0.137   4.434
587.000 147.000   4.284  -0.136   4.441
588.000 147.000   4.281  -0.194   4.430
589.000 148.000   4.282  -0.252   4.414
590.000 148.000   4.286  -0.195   4.423
591.000 148.000   4.281  -0.194   4.430
592.000 148.000   4.277  -0.251   4.421
593.000 149.000   4.277  -0.309   4.406
594.000 149.000   4.282  -0.252   4.414
595.000 149.000   4.277  -0.251   4.421
596.000 149.000   4.272  -0.308   4.413
597.000 150.000   4.271  -0.366   4.399
598.000 150.000   4.277  -0.309   4.406
599.000 150.000   4.272  -0.308   4.413
600.000 150.000   4.267  -0.365   4.406
601.000 151.000   4.260  -0.422   4.402
602.000 151.000   4.271  -0.366   4.399
603.000 151.000   4.267  -0.365   4.406
604.000 151.000   4.255  -0.421   4.409
605.000 152.000   4.248  -0.478   4.405
606.000 152.000   4.260  -0.422   4.402
607.000 152.000   4.255  -0.421   4.409
608.000 152.000   4.243  -0.477   4.412
609.000 153.000   4.234  -0.534   4.410
610.000 153.000   4.248  -0.478   4.405
611.000 153.000   4.243  -0.477   4.412
612.000 153.000   4.230  -0.533   4.417
613.000 154.000   4.220  -0.589   4.417
614.000 154.000   4.234  -0.534   4.410
615.000 154.000   4.230  -0.533   4.417
616.000 154.000   4.216  -0.588   4.424
617.000 155.000   4.205  -0.644   4.426
618.000 155.000   4.220  -0.589   4.417
619.000 155.000   4.216  -0.588   4.424
620.000 155.000   4.200  -0.643   4.433
621.000 156.000   4.186  -0.699   4.439
622.000 156.000   4.205  -0.644   4.426
623.000 156.000   4.200  -0.643   4.433
624.000 156.000   4.181  -0.698   4.447
625.000 157.000   4.183  -0.707   4.442
626.000 157.000   4.186  -0.699   4.439
627.000 157.000   4.181  -0.698   4.447
628.000 157.000   4.178  -0.706   4.449
629.000 158.000   4.181  -0.717   4.442
630.000 158.000   4.183  -0.707   4.442
