# ITER#1515 (F57 ref-20-NF-C0, tau=0.36e-6, ntime=150)  - 82.6 ms
# electron density (m^-3)
   ix   iy      x           y           z01
    1    1  4.1805E+03 -3.8836E+03  1.861014E+18
    2    1  4.1824E+03 -3.8828E+03  1.376200E+19
    3    1  4.1844E+03 -3.8820E+03  2.030753E+19
    4    1  4.1869E+03 -3.8810E+03  3.213637E+19
    5    1  4.1905E+03 -3.8796E+03  3.385363E+19
    6    1  4.1960E+03 -3.8775E+03  3.505141E+19
    7    1  4.2042E+03 -3.8742E+03  2.896254E+19
    8    1  4.2161E+03 -3.8696E+03  1.919612E+19
    9    1  4.2326E+03 -3.8631E+03  9.825065E+18
   10    1  4.2548E+03 -3.8546E+03  6.841189E+18
   11    1  4.2836E+03 -3.8436E+03  4.801641E+18
   12    1  4.3204E+03 -3.8299E+03  3.927240E+18
   13    1  4.3667E+03 -3.8129E+03  2.784800E+18
   14    1  4.4249E+03 -3.7925E+03  1.617539E+18
   15    1  4.4971E+03 -3.7686E+03  9.011200E+17
   16    1  4.5842E+03 -3.7423E+03  4.081136E+17
   17    1  4.6845E+03 -3.7170E+03  1.416540E+17
   18    1  4.7929E+03 -3.6989E+03  3.392521E+16
   19    1  4.8964E+03 -3.6959E+03  2.073538E+16
   20    1  4.9755E+03 -3.7077E+03  1.825838E+16
   21    1  5.4416E+03 -2.6135E+03  3.848404E+19
   22    1  5.3527E+03 -2.5513E+03  3.848734E+19
   23    1  5.1855E+03 -2.3739E+03  3.850031E+19
   24    1  5.0190E+03 -2.1003E+03  3.851237E+19
   25    1  4.8749E+03 -1.7821E+03  3.852017E+19
   26    1  4.7513E+03 -1.4488E+03  3.852381E+19
   27    1  4.6451E+03 -1.1082E+03  3.852510E+19
   28    1  4.5555E+03 -7.6268E+02  3.852510E+19
   29    1  4.4819E+03 -4.1310E+02  3.852441E+19
   30    1  4.4237E+03 -6.0661E+01  3.852375E+19
   31    1  4.3824E+03  2.9378E+02  3.852310E+19
   32    1  4.3589E+03  6.5012E+02  3.852284E+19
   33    1  4.3515E+03  1.0072E+03  3.852283E+19
   34    1  4.3605E+03  1.3634E+03  3.852289E+19
   35    1  4.3879E+03  1.7170E+03  3.852262E+19
   36    1  4.4377E+03  2.0654E+03  3.852154E+19
   37    1  4.5125E+03  2.4051E+03  3.851878E+19
   38    1  4.6154E+03  2.7294E+03  3.851383E+19
   39    1  4.7504E+03  3.0251E+03  3.850611E+19
   40    1  4.9164E+03  3.2727E+03  3.849590E+19
   41    1  5.1052E+03  3.4555E+03  3.848411E+19
   42    1  5.3135E+03  3.5722E+03  3.847142E+19
   43    1  5.5546E+03  3.6286E+03  3.845819E+19
   44    1  5.8345E+03  3.6189E+03  3.844448E+19
   45    1  6.1357E+03  3.5401E+03  3.842969E+19
   46    1  6.4361E+03  3.4023E+03  3.841564E+19
   47    1  6.7223E+03  3.2179E+03  3.840264E+19
   48    1  6.9892E+03  2.9969E+03  3.839009E+19
   49    1  7.2338E+03  2.7476E+03  3.837916E+19
   50    1  7.4516E+03  2.4737E+03  3.836983E+19
   51    1  7.6402E+03  2.1775E+03  3.836130E+19
   52    1  7.7989E+03  1.8632E+03  3.835476E+19
   53    1  7.9254E+03  1.5344E+03  3.834973E+19
   54    1  8.0173E+03  1.1942E+03  3.834633E+19
   55    1  8.0748E+03  8.4620E+02  3.834444E+19
   56    1  8.0955E+03  4.9507E+02  3.834491E+19
   57    1  8.0760E+03  1.4422E+02  3.834596E+19
   58    1  8.0182E+03 -2.0275E+02  3.834977E+19
   59    1  7.9235E+03 -5.4071E+02  3.835435E+19
   60    1  7.7913E+03 -8.6495E+02  3.836053E+19
   61    1  7.6233E+03 -1.1723E+03  3.836836E+19
   62    1  7.4231E+03 -1.4604E+03  3.837719E+19
   63    1  7.1956E+03 -1.7276E+03  3.838804E+19
   64    1  6.9444E+03 -1.9711E+03  3.839923E+19
   65    1  6.6712E+03 -2.1892E+03  3.841269E+19
   66    1  6.3795E+03 -2.3804E+03  3.842713E+19
   67    1  6.0760E+03 -2.5349E+03  3.844289E+19
   68    1  5.7833E+03 -2.6271E+03  3.845859E+19
   69    1  5.5581E+03 -2.6394E+03  3.847033E+19
   70    1  5.4620E+03 -2.6219E+03  3.847368E+19
   71    1  5.0368E+03 -3.7322E+03  1.760356E+16
   72    1  5.1093E+03 -3.7836E+03  1.795739E+16
   73    1  5.1911E+03 -3.8676E+03  4.356886E+16
   74    1  5.2648E+03 -3.9669E+03  3.366678E+17
   75    1  5.3274E+03 -4.0657E+03  1.072144E+18
   76    1  5.3798E+03 -4.1563E+03  2.609367E+18
   77    1  5.4222E+03 -4.2339E+03  4.884829E+18
   78    1  5.4554E+03 -4.2970E+03  8.077928E+18
   79    1  5.4810E+03 -4.3470E+03  1.071991E+19
   80    1  5.5007E+03 -4.3864E+03  1.126426E+19
   81    1  5.5159E+03 -4.4170E+03  1.485050E+19
   82    1  5.5274E+03 -4.4405E+03  2.800234E+19
   83    1  5.5359E+03 -4.4580E+03  4.436312E+19
   84    1  5.5420E+03 -4.4706E+03  5.997804E+19
   85    1  5.5461E+03 -4.4792E+03  6.468947E+19
   86    1  5.5488E+03 -4.4849E+03  6.190495E+19
   87    1  5.5506E+03 -4.4886E+03  4.774507E+19
   88    1  5.5519E+03 -4.4913E+03  3.553206E+19
   89    1  5.5529E+03 -4.4933E+03  1.606636E+19
   90    1  5.5538E+03 -4.4953E+03  6.719960E+18
    1    2  4.1850E+03 -3.8745E+03  6.658109E+18
    2    2  4.1868E+03 -3.8737E+03  1.543932E+19
    3    2  4.1888E+03 -3.8729E+03  4.638518E+19
    4    2  4.1914E+03 -3.8719E+03  4.751907E+19
    5    2  4.1950E+03 -3.8705E+03  4.732486E+19
    6    2  4.2004E+03 -3.8683E+03  5.122840E+19
    7    2  4.2086E+03 -3.8650E+03  3.401919E+19
    8    2  4.2205E+03 -3.8603E+03  2.287762E+19
    9    2  4.2371E+03 -3.8538E+03  1.360595E+19
   10    2  4.2593E+03 -3.8451E+03  8.953560E+18
   11    2  4.2881E+03 -3.8339E+03  6.923169E+18
   12    2  4.3249E+03 -3.8199E+03  6.537305E+18
   13    2  4.3713E+03 -3.8027E+03  4.595869E+18
   14    2  4.4294E+03 -3.7818E+03  2.695242E+18
   15    2  4.5014E+03 -3.7573E+03  1.652987E+18
   16    2  4.5880E+03 -3.7302E+03  8.140572E+17
   17    2  4.6877E+03 -3.7037E+03  2.863392E+17
   18    2  4.7961E+03 -3.6836E+03  5.987061E+16
   19    2  4.9013E+03 -3.6785E+03  3.212581E+16
   20    2  4.9818E+03 -3.6895E+03  2.764944E+16
   21    2  5.4113E+03 -2.6783E+03  3.743778E+19
   22    2  5.3141E+03 -2.6035E+03  3.743921E+19
