{NUMBER OF COLUMNS}  5 
*     psin         Jsat          Ne       Te        Ti   
{DATA LIST} 
   0.96821   4.1709E+02  1.7800E+17   2.2299    2.2299         
   0.97805   9.3453E+02  3.2440E+17   3.3705    3.3705         
   0.98573   1.7635E+03  5.0485E+17   4.9557    4.9557         
   0.99154   2.8554E+03  6.9647E+17   6.8266    6.8266         
   0.99576   4.0552E+03  8.7513E+17   8.7206    8.7206         
   0.99868   5.1705E+03  1.0227E+18  10.3811   10.3811         
   1.00059   6.0603E+03  1.1313E+18  11.6543   11.6543         
   1.00177   6.6860E+03  1.2039E+18  12.5270   12.5270         
   1.00251   7.1107E+03  1.2516E+18  13.1100   13.1100         
   1.00310   7.4673E+03  1.2907E+18  13.5941   13.5941         
   1.00382   7.9284E+03  1.3402E+18  14.2133   14.2133         
   1.00479   8.5944E+03  1.4097E+18  15.0952   15.0952         
   1.00595   8.0357E+03  1.3454E+18  14.4884   14.4884         
   1.00745   7.3583E+03  1.2654E+18  13.7327   13.7327         
   1.00933   6.5890E+03  1.1717E+18  12.8446   12.8446         
   1.01157   5.7788E+03  1.0690E+18  11.8693   11.8693         
   1.01413   4.9718E+03  9.6194E+17  10.8493   10.8493         
   1.01710   4.1752E+03  8.5064E+17   9.7844    9.7844         
   1.02054   3.4126E+03  7.3748E+17   8.6964    8.6964         
   1.02439   2.7227E+03  6.2790E+17   7.6366    7.6366         
   1.02872   2.1137E+03  5.2354E+17   6.6202    6.6202         
   1.03350   1.5975E+03  4.2736E+17   5.6753    5.6753         
   1.03871   1.1783E+03  3.4183E+17   4.8260    4.8260         
   1.04442   8.4527E+02  2.6694E+17   4.0722    4.0722    
{END}
