{NUMBER OF COLUMNS}  4
*
*
*
*
*
*  PSIn        ne                   Te              Ti
*              (10E+6 m-3)         (eV)            (eV)  
{DATA}
0.97799		1.80E+12	7.83E+00	1.36E+01
0.98095		1.80E+12	7.83E+00	1.36E+01
0.98377		2.43E+12	1.03E+01	1.66E+01
0.98647		2.43E+12	1.03E+01	1.66E+01
0.98903		2.95E+12	1.33E+01	2.00E+01
0.99146		3.31E+12	1.71E+01	2.40E+01
0.99377		3.31E+12	1.71E+01	2.40E+01
0.99594		3.45E+12	2.13E+01	2.86E+01
0.99798		3.47E+12	2.97E+01	3.87E+01
0.99988		3.44E+12	3.42E+01	4.44E+01
1.00166		3.30E+12	4.28E+01	5.58E+01
1.00331		2.99E+12	4.45E+01	6.34E+01
1.00483		2.99E+12	4.45E+01	6.34E+01
1.00622		2.75E+12	4.28E+01	6.58E+01
1.00747		2.75E+12	4.28E+01	6.58E+01
1.00860		2.70E+12	4.30E+01	6.74E+01
1.00959		2.54E+12	4.07E+01	6.71E+01
1.01046		2.51E+12	4.08E+01	6.82E+01
1.01120		2.51E+12	4.08E+01	6.82E+01
1.01180		2.48E+12	4.09E+01	6.95E+01
{END}
