# AUG16Fluids FromSolPSToSteve.py generated @ Monday, 07. January 2013 09:19
# electron temperature (eV)
   ix   iy      x           y           z01
    1    1  1.2435E+00 -1.1004E+00  3.292611E+00
    2    1  1.2470E+00 -1.0985E+00  3.292611E+00
    3    1  1.2541E+00 -1.0944E+00  3.292070E+00
    4    1  1.2620E+00 -1.0899E+00  3.293930E+00
    5    1  1.2710E+00 -1.0850E+00  3.299402E+00
    6    1  1.2814E+00 -1.0795E+00  3.308894E+00
    7    1  1.2937E+00 -1.0732E+00  3.325339E+00
    8    1  1.3083E+00 -1.0662E+00  3.346571E+00
    9    1  1.3256E+00 -1.0587E+00  3.378659E+00
   10    1  1.3457E+00 -1.0511E+00  3.415693E+00
   11    1  1.3678E+00 -1.0446E+00  3.460132E+00
   12    1  1.3905E+00 -1.0407E+00  3.511651E+00
   13    1  1.4125E+00 -1.0400E+00  3.579713E+00
   14    1  1.5278E+00 -4.7420E-01  4.600177E+02
   15    1  1.5114E+00 -4.6887E-01  4.600197E+02
   16    1  1.4697E+00 -4.4770E-01  4.600284E+02
   17    1  1.4007E+00 -3.9120E-01  4.600572E+02
   18    1  1.3289E+00 -2.9118E-01  4.601114E+02
   19    1  1.2748E+00 -1.5386E-01  4.601861E+02
   20    1  1.2514E+00  7.5673E-03  4.602734E+02
   21    1  1.2664E+00  1.7857E-01  4.603650E+02
   22    1  1.3237E+00  3.4063E-01  4.604501E+02
   23    1  1.4166E+00  4.6770E-01  4.605135E+02
   24    1  1.5193E+00  5.3893E-01  4.605419E+02
   25    1  1.6225E+00  5.5996E-01  4.605435E+02
   26    1  1.7463E+00  5.3135E-01  4.605196E+02
   27    1  1.8782E+00  4.3914E-01  4.604649E+02
   28    1  1.9782E+00  2.9388E-01  4.603920E+02
   29    1  2.0249E+00  1.2261E-01  4.603143E+02
   30    1  2.0154E+00 -5.0942E-02  4.602381E+02
   31    1  1.9577E+00 -2.0851E-01  4.601672E+02
   32    1  1.8663E+00 -3.3673E-01  4.601047E+02
   33    1  1.7589E+00 -4.2565E-01  4.600556E+02
   34    1  1.6575E+00 -4.7058E-01  4.600256E+02
   35    1  1.5850E+00 -4.8122E-01  4.600160E+02
   36    1  1.5514E+00 -4.7927E-01  4.600162E+02
   37    1  1.5387E+00 -4.7691E-01  4.600169E+02
   38    1  1.4344E+00 -1.0433E+00  3.684094E+00
   39    1  1.4570E+00 -1.0510E+00  3.832702E+00
   40    1  1.4802E+00 -1.0632E+00  4.043624E+00
   41    1  1.5026E+00 -1.0788E+00  4.272511E+00
   42    1  1.5226E+00 -1.0952E+00  4.481756E+00
   43    1  1.5397E+00 -1.1107E+00  4.656027E+00
   44    1  1.5540E+00 -1.1248E+00  4.796478E+00
   45    1  1.5661E+00 -1.1373E+00  4.909112E+00
   46    1  1.5768E+00 -1.1485E+00  5.002251E+00
   47    1  1.5862E+00 -1.1586E+00  5.105927E+00
   48    1  1.5948E+00 -1.1681E+00  5.189661E+00
   49    1  1.6031E+00 -1.1773E+00  5.298089E+00
   50    1  1.6072E+00 -1.1819E+00  5.298089E+00
    1    2  1.2452E+00 -1.0954E+00  3.292611E+00
