   18   26   48    1   18     /ARGON              /ABELS-VAN MAANEN 1985   ADF11
  -7.23306  -7.23306  -7.23306  -7.23306  -7.23306  -7.23306  -7.23306  -7.23306
  -7.23306  -7.23306  -7.23306  -7.23306  -7.23306  -7.23306  -7.23306  -7.23306
  -7.23306  -7.23306
  -7.18307  -7.18307  -7.18307  -7.18307  -7.18307  -7.18307  -7.18307  -7.18307
  -7.18307  -7.18307  -7.18307  -7.18307  -7.18307  -7.18307  -7.18307  -7.18307
  -7.18307  -7.18307  -7.18307  -7.18307  -7.18307  -7.18307  -7.18307  -7.18307
  -7.18307  -7.18307
  -7.13308  -7.13308  -7.13308  -7.13308  -7.13308  -7.13308  -7.13308  -7.13308
  -7.13308  -7.13308  -7.13308  -7.13308  -7.13308  -7.13308  -7.13308  -7.13308
  -7.13308  -7.13308  -7.13308  -7.13308  -7.13308  -7.13308  -7.13308  -7.13308
  -7.13308  -7.13308
  -7.08309  -7.08309  -7.08309  -7.08309  -7.08309  -7.08309  -7.08309  -7.08309
  -7.08309  -7.08309  -7.08309  -7.08309  -7.08309  -7.08309  -7.08309  -7.08309
  -7.08309  -7.08309  -7.08309  -7.08309  -7.08309  -7.08309  -7.08309  -7.08309
  -7.08309  -7.08309
  -7.03310  -7.03310  -7.03310  -7.03310  -7.03310  -7.03310  -7.03310  -7.03310
  -7.03310  -7.03310  -7.03310  -7.03310  -7.03310  -7.03310  -7.03310  -7.03310
  -7.03310  -7.03310  -7.03310  -7.03310  -7.03310  -7.03310  -7.03310  -7.03310
  -7.03310  -7.03310
  -6.98311  -6.98311  -6.98311  -6.98311  -6.98311  -6.98311  -6.98311  -6.98311
  -6.98311  -6.98311  -6.98311  -6.98311  -6.98311  -6.98311  -6.98311  -6.98311
  -6.98311  -6.98311  -6.98311  -6.98311  -6.98311  -6.98311  -6.98311  -6.98311
  -6.98311  -6.98311
  -6.93312  -6.93312  -6.93312  -6.93312  -6.93312  -6.93312  -6.93312  -6.93312
  -6.93312  -6.93312  -6.93312  -6.93312  -6.93312  -6.93312  -6.93312  -6.93312
  -6.93312  -6.93312  -6.93312  -6.93312  -6.93312  -6.93312  -6.93312  -6.93312
  -6.93312  -6.93312
  -6.88313  -6.88313  -6.88313  -6.88313  -6.88313  -6.88313  -6.88313  -6.88313
  -6.88313  -6.88313  -6.88313  -6.88313  -6.88313  -6.88313  -6.88313  -6.88313
  -6.88313  -6.88313  -6.88313  -6.88313  -6.88313  -6.88313  -6.88313  -6.88313
  -6.88313  -6.88313
  -6.83315  -6.83315  -6.83315  -6.83315  -6.83315  -6.83315  -6.83315  -6.83315
  -6.83315  -6.83315  -6.83315  -6.83315  -6.83315  -6.83315  -6.83315  -6.83315
  -6.83315  -6.83315  -6.83315  -6.83315  -6.83315  -6.83315  -6.83315  -6.83315
  -6.83315  -6.83315
  -6.78316  -6.78316  -6.78316  -6.78316  -6.78316  -6.78316  -6.78316  -6.78316
  -6.78316  -6.78316  -6.78316  -6.78316  -6.78316  -6.78316  -6.78316  -6.78316
  -6.78316  -6.78316  -6.78316  -6.78316  -6.78316  -6.78316  -6.78316  -6.78316
  -6.78316  -6.78316
  -6.73317  -6.73317  -6.73317  -6.73317  -6.73317  -6.73317  -6.73317  -6.73317
  -6.73317  -6.73317  -6.73317  -6.73317  -6.73317  -6.73317  -6.73317  -6.73317
  -6.73317  -6.73317  -6.73317  -6.73317  -6.73317  -6.73317  -6.73317  -6.73317
  -6.73317  -6.73317
  -6.68318  -6.68318  -6.68318  -6.68318  -6.68318  -6.68318  -6.68318  -6.68318
  -6.68318  -6.68318  -6.68318  -6.68318  -6.68318  -6.68318  -6.68318  -6.68318
  -6.68318  -6.68318  -6.68318  -6.68318  -6.68318  -6.68318  -6.68318  -6.68318
  -6.68318  -6.68318
  -6.63319  -6.63319  -6.63319  -6.63319  -6.63319  -6.63319  -6.63319  -6.63319
  -6.63319  -6.63319  -6.63319  -6.63319  -6.63319  -6.63319  -6.63319  -6.63319
  -6.63319  -6.63319  -6.63319  -6.63319  -6.63319  -6.63319  -6.63319  -6.63319
  -6.63319  -6.63319
  -6.58320  -6.58320  -6.58320  -6.58320  -6.58320  -6.58320  -6.58320  -6.58320
  -6.58320  -6.58320  -6.58320  -6.58320  -6.58320  -6.58320  -6.58320  -6.58320
  -6.58320  -6.58320  -6.58320  -6.58320  -6.58320  -6.58320  -6.58320  -6.58320
  -6.58320  -6.58320
  -6.53321  -6.53321  -6.53321  -6.53321  -6.53321  -6.53321  -6.53321  -6.53321
  -6.53321  -6.53321  -6.53321  -6.53321  -6.53321  -6.53321  -6.53321  -6.53321
  -6.53321  -6.53321  -6.53321  -6.53321  -6.53321  -6.53321  -6.53321  -6.53321
  -6.53321  -6.53321
  -6.48322  -6.48322  -6.48322  -6.48322  -6.48322  -6.48322  -6.48322  -6.48322
  -6.48322  -6.48322  -6.48322  -6.48322  -6.48322  -6.48322  -6.48322  -6.48322
  -6.48322  -6.48322  -6.48322  -6.48322  -6.48322  -6.48322  -6.48322  -6.48322
  -6.48322  -6.48322
  -6.43323  -6.43323  -6.43323  -6.43323  -6.43323  -6.43323  -6.43323  -6.43323
  -6.43323  -6.43323  -6.43323  -6.43323  -6.43323  -6.43323  -6.43323  -6.43323
  -6.43323  -6.43323  -6.43323  -6.43323  -6.43323  -6.43323  -6.43323  -6.43323
  -6.43323  -6.43323
  -6.38324  -6.38324  -6.38324  -6.38324  -6.38324  -6.38324  -6.38324  -6.38324
  -6.38324  -6.38324  -6.38324  -6.38324  -6.38324  -6.38324  -6.38324  -6.38324
  -6.38324  -6.38324  -6.38324  -6.38324  -6.38324  -6.38324  -6.38324  -6.38324
  -6.38324  -6.38324
  -6.33326  -6.33326  -6.33326  -6.33326  -6.33326  -6.33326  -6.33326  -6.33326
  -6.33326  -6.33326  -6.33326  -6.33326  -6.33326  -6.33326  -6.33326  -6.33326
  -6.33326  -6.33326  -6.33326  -6.33326  -6.33326  -6.33326  -6.33326  -6.33326
  -6.33326  -6.33326
  -6.28327  -6.28327  -6.28327  -6.28327  -6.28327  -6.28327  -6.28327  -6.28327
  -6.28327  -6.28327  -6.28327  -6.28327  -6.28327  -6.28327  -6.28327  -6.28327
  -6.28327  -6.28327  -6.28327  -6.28327  -6.28327  -6.28327  -6.28327  -6.28327
  -6.28327  -6.28327
  -6.23328  -6.23328  -6.23328  -6.23328  -6.23328  -6.23328  -6.23328  -6.23328
  -6.23328  -6.23328  -6.23328  -6.23328  -6.23328  -6.23328  -6.23328  -6.23328
  -6.23328  -6.23328  -6.23328  -6.23328  -6.23328  -6.23328  -6.23328  -6.23328
  -6.23328  -6.23328
  -6.18329  -6.18329  -6.18329  -6.18329  -6.18329  -6.18329  -6.18329  -6.18329
  -6.18329  -6.18329  -6.18329  -6.18329  -6.18329  -6.18329  -6.18329  -6.18329
  -6.18329  -6.18329  -6.18329  -6.18329  -6.18329  -6.18329  -6.18329  -6.18329
  -6.18329  -6.18329
  -6.13330  -6.13330  -6.13330  -6.13330  -6.13330  -6.13330  -6.13330  -6.13330
  -6.13330  -6.13330  -6.13330  -6.13330  -6.13330  -6.13330  -6.13330  -6.13330
  -6.13330  -6.13330  -6.13330  -6.13330  -6.13330  -6.13330  -6.13330  -6.13330
  -6.13330  -6.13330
 --------------------/ IPRT= 1  / IGRD= 1  / MH=2.01/ Z1= 6   / DATE= 02.07.98
  -8.39806  -8.39806  -8.39806  -8.39806  -8.39806  -8.39806  -8.39806  -8.39806
  -8.39806  -8.39806  -8.39806  -8.39806  -8.39806  -8.39806  -8.39806  -8.39806
  -8.39806  -8.39806  -8.39806  -8.39806  -8.39806  -8.39806  -8.39806  -8.39806
  -8.39806  -8.39806
  -8.34807  -8.34807  -8.34807  -8.34807  -8.34807  -8.34807  -8.34807  -8.34807
  -8.34807  -8.34807  -8.34807  -8.34807  -8.34807  -8.34807  -8.34807  -8.34807
  -8.34807  -8.34807  -8.34807  -8.34807  -8.34807  -8.34807  -8.34807  -8.34807
  -8.34807  -8.34807
  -8.29808  -8.29808  -8.29808  -8.29808  -8.29808  -8.29808  -8.29808  -8.29808
  -8.29808  -8.29808  -8.29808  -8.29808  -8.29808  -8.29808  -8.29808  -8.29808
  -8.29808  -8.29808  -8.29808  -8.29808  -8.29808  -8.29808  -8.29808  -8.29808
  -8.29808  -8.29808
  -8.24809  -8.24809  -8.24809  -8.24809  -8.24809  -8.24809  -8.24809  -8.24809
  -8.24809  -8.24809  -8.24809  -8.24809  -8.24809  -8.24809  -8.24809  -8.24809
  -8.24809  -8.24809  -8.24809  -8.24809  -8.24809  -8.24809  -8.24809  -8.24809
  -8.24809  -8.24809
  -8.19810  -8.19810  -8.19810  -8.19810  -8.19810  -8.19810  -8.19810  -8.19810
  -8.19810  -8.19810  -8.19810  -8.19810  -8.19810  -8.19810  -8.19810  -8.19810
  -8.19810  -8.19810  -8.19810  -8.19810  -8.19810  -8.19810  -8.19810  -8.19810
  -8.19810  -8.19810
  -8.14811  -8.14811  -8.14811  -8.14811  -8.14811  -8.14811  -8.14811  -8.14811
  -8.14811  -8.14811  -8.14811  -8.14811  -8.14811  -8.14811  -8.14811  -8.14811
  -8.14811  -8.14811  -8.14811  -8.14811  -8.14811  -8.14811  -8.14811  -8.14811
  -8.14811  -8.14811
  -8.09813  -8.09813  -8.09813  -8.09813  -8.09813  -8.09813  -8.09813  -8.09813
  -8.09813  -8.09813  -8.09813  -8.09813  -8.09813  -8.09813  -8.09813  -8.09813
  -8.09813  -8.09813  -8.09813  -8.09813  -8.09813  -8.09813  -8.09813  -8.09813
  -8.09813  -8.09813
  -8.04814  -8.04814  -8.04814  -8.04814  -8.04814  -8.04814  -8.04814  -8.04814
  -8.04814  -8.04814  -8.04814  -8.04814  -8.04814  -8.04814  -8.04814  -8.04814
  -8.04814  -8.04814  -8.04814  -8.04814  -8.04814  -8.04814  -8.04814  -8.04814
  -8.04814  -8.04814
  -7.99815  -7.99815  -7.99815  -7.99815  -7.99815  -7.99815  -7.99815  -7.99815
  -7.99815  -7.99815  -7.99815  -7.99815  -7.99815  -7.99815  -7.99815  -7.99815
  -7.99815  -7.99815  -7.99815  -7.99815  -7.99815  -7.99815  -7.99815  -7.99815
  -7.99815  -7.99815
  -7.94816  -7.94816  -7.94816  -7.94816  -7.94816  -7.94816  -7.94816  -7.94816
  -7.94816  -7.94816  -7.94816  -7.94816  -7.94816  -7.94816  -7.94816  -7.94816
  -7.94816  -7.94816  -7.94816  -7.94816  -7.94816  -7.94816  -7.94816  -7.94816
  -7.94816  -7.94816
  -7.89817  -7.89817  -7.89817  -7.89817  -7.89817  -7.89817  -7.89817  -7.89817
  -7.89817  -7.89817  -7.89817  -7.89817  -7.89817  -7.89817  -7.89817  -7.89817
  -7.89817  -7.89817  -7.89817  -7.89817  -7.89817  -7.89817  -7.89817  -7.89817
  -7.89817  -7.89817
  -7.84818  -7.84818  -7.84818  -7.84818  -7.84818  -7.84818  -7.84818  -7.84818
  -7.84818  -7.84818  -7.84818  -7.84818  -7.84818  -7.84818  -7.84818  -7.84818
  -7.84818  -7.84818  -7.84818  -7.84818  -7.84818  -7.84818  -7.84818  -7.84818
  -7.84818  -7.84818
  -7.79819  -7.79819  -7.79819  -7.79819  -7.79819  -7.79819  -7.79819  -7.79819
  -7.79819  -7.79819  -7.79819  -7.79819  -7.79819  -7.79819  -7.79819  -7.79819
  -7.79819  -7.79819  -7.79819  -7.79819  -7.79819  -7.79819  -7.79819  -7.79819
  -7.79819  -7.79819
  -7.74820  -7.74820  -7.74820  -7.74820  -7.74820  -7.74820  -7.74820  -7.74820
  -7.74820  -7.74820  -7.74820  -7.74820  -7.74820  -7.74820  -7.74820  -7.74820
  -7.74820  -7.74820  -7.74820  -7.74820  -7.74820  -7.74820  -7.74820  -7.74820
  -7.74820  -7.74820
  -7.69821  -7.69821  -7.69821  -7.69821  -7.69821  -7.69821  -7.69821  -7.69821
  -7.69821  -7.69821  -7.69821  -7.69821  -7.69821  -7.69821  -7.69821  -7.69821
  -7.69821  -7.69821  -7.69821  -7.69821  -7.69821  -7.69821  -7.69821  -7.69821
  -7.69821  -7.69821
  -7.64822  -7.64822  -7.64822  -7.64822  -7.64822  -7.64822  -7.64822  -7.64822
  -7.64822  -7.64822  -7.64822  -7.64822  -7.64822  -7.64822  -7.64822  -7.64822
  -7.64822  -7.64822  -7.64822  -7.64822  -7.64822  -7.64822  -7.64822  -7.64822
  -7.64822  -7.64822
  -7.59824  -7.59824  -7.59824  -7.59824  -7.59824  -7.59824  -7.59824  -7.59824
  -7.59824  -7.59824  -7.59824  -7.59824  -7.59824  -7.59824  -7.59824  -7.59824
  -7.59824  -7.59824  -7.59824  -7.59824  -7.59824  -7.59824  -7.59824  -7.59824
  -7.59824  -7.59824
  -7.54825  -7.54825  -7.54825  -7.54825  -7.54825  -7.54825  -7.54825  -7.54825
  -7.54825  -7.54825  -7.54825  -7.54825  -7.54825  -7.54825  -7.54825  -7.54825
  -7.54825  -7.54825  -7.54825  -7.54825  -7.54825  -7.54825  -7.54825  -7.54825
  -7.54825  -7.54825
  -7.49826  -7.49826  -7.49826  -7.49826  -7.49826  -7.49826  -7.49826  -7.49826
  -7.49826  -7.49826  -7.49826  -7.49826  -7.49826  -7.49826  -7.49826  -7.49826
  -7.49826  -7.49826  -7.49826  -7.49826  -7.49826  -7.49826  -7.49826  -7.49826
  -7.49826  -7.49826
  -7.44827  -7.44827  -7.44827  -7.44827  -7.44827  -7.44827  -7.44827  -7.44827
  -7.44827  -7.44827  -7.44827  -7.44827  -7.44827  -7.44827  -7.44827  -7.44827
  -7.44827  -7.44827  -7.44827  -7.44827  -7.44827  -7.44827  -7.44827  -7.44827
  -7.44827  -7.44827
  -7.39828  -7.39828  -7.39828  -7.39828  -7.39828  -7.39828  -7.39828  -7.39828
  -7.39828  -7.39828  -7.39828  -7.39828  -7.39828  -7.39828  -7.39828  -7.39828
  -7.39828  -7.39828  -7.39828  -7.39828  -7.39828  -7.39828  -7.39828  -7.39828
  -7.39828  -7.39828
  -7.34829  -7.34829  -7.34829  -7.34829  -7.34829  -7.34829  -7.34829  -7.34829
  -7.34829  -7.34829  -7.34829  -7.34829  -7.34829  -7.34829  -7.34829  -7.34829
  -7.34829  -7.34829  -7.34829  -7.34829  -7.34829  -7.34829  -7.34829  -7.34829
  -7.34829  -7.34829
  -7.29830  -7.29830  -7.29830  -7.29830  -7.29830  -7.29830  -7.29830  -7.29830
  -7.29830  -7.29830  -7.29830  -7.29830  -7.29830  -7.29830  -7.29830  -7.29830
  -7.29830  -7.29830  -7.29830  -7.29830  -7.29830  -7.29830  -7.29830  -7.29830
  -7.29830  -7.29830
  -7.24831  -7.24831  -7.24831  -7.24831  -7.24831  -7.24831  -7.24831  -7.24831
  -7.24831  -7.24831  -7.24831  -7.24831  -7.24831  -7.24831  -7.24831  -7.24831
  -7.24831  -7.24831  -7.24831  -7.24831  -7.24831  -7.24831  -7.24831  -7.24831
  -7.24831  -7.24831
  -7.19832  -7.19832  -7.19832  -7.19832  -7.19832  -7.19832  -7.19832  -7.19832
  -7.19832  -7.19832  -7.19832  -7.19832  -7.19832  -7.19832  -7.19832  -7.19832
  -7.19832  -7.19832  -7.19832  -7.19832  -7.19832  -7.19832  -7.19832  -7.19832
  -7.19832  -7.19832
  -7.14833  -7.14833  -7.14833  -7.14833  -7.14833  -7.14833  -7.14833  -7.14833
  -7.14833  -7.14833  -7.14833  -7.14833  -7.14833  -7.14833  -7.14833  -7.14833
  -7.14833  -7.14833  -7.14833  -7.14833  -7.14833  -7.14833  -7.14833  -7.14833
  -7.14833  -7.14833
  -7.09835  -7.09835  -7.09835  -7.09835  -7.09835  -7.09835  -7.09835  -7.09835
  -7.09835  -7.09835  -7.09835  -7.09835  -7.09835  -7.09835  -7.09835  -7.09835
  -7.09835  -7.09835  -7.09835  -7.09835  -7.09835  -7.09835  -7.09835  -7.09835
  -7.09835  -7.09835
  -7.04836  -7.04836  -7.04836  -7.04836  -7.04836  -7.04836  -7.04836  -7.04836
  -7.04836  -7.04836  -7.04836  -7.04836  -7.04836  -7.04836  -7.04836  -7.04836
  -7.04836  -7.04836  -7.04836  -7.04836  -7.04836  -7.04836  -7.04836  -7.04836
  -7.04836  -7.04836
  -6.99837  -6.99837  -6.99837  -6.99837  -6.99837  -6.99837  -6.99837  -6.99837
  -6.99837  -6.99837  -6.99837  -6.99837  -6.99837  -6.99837  -6.99837  -6.99837
  -6.99837  -6.99837  -6.99837  -6.99837  -6.99837  -6.99837  -6.99837  -6.99837
  -6.99837  -6.99837
  -6.94838  -6.94838  -6.94838  -6.94838  -6.94838  -6.94838  -6.94838  -6.94838
  -6.94838  -6.94838  -6.94838  -6.94838  -6.94838  -6.94838  -6.94838  -6.94838
  -6.94838  -6.94838  -6.94838  -6.94838  -6.94838  -6.94838  -6.94838  -6.94838
  -6.94838  -6.94838
  -6.89839  -6.89839  -6.89839  -6.89839  -6.89839  -6.89839  -6.89839  -6.89839
  -6.89839  -6.89839  -6.89839  -6.89839  -6.89839  -6.89839  -6.89839  -6.89839
  -6.89839  -6.89839  -6.89839  -6.89839  -6.89839  -6.89839  -6.89839  -6.89839
  -6.89839  -6.89839
  -6.84840  -6.84840  -6.84840  -6.84840  -6.84840  -6.84840  -6.84840  -6.84840
  -6.84840  -6.84840  -6.84840  -6.84840  -6.84840  -6.84840  -6.84840  -6.84840
  -6.84840  -6.84840  -6.84840  -6.84840  -6.84840  -6.84840  -6.84840  -6.84840
  -6.84840  -6.84840
  -6.79841  -6.79841  -6.79841  -6.79841  -6.79841  -6.79841  -6.79841  -6.79841
  -6.79841  -6.79841  -6.79841  -6.79841  -6.79841  -6.79841  -6.79841  -6.79841
  -6.79841  -6.79841  -6.79841  -6.79841  -6.79841  -6.79841  -6.79841  -6.79841
  -6.79841  -6.79841
  -6.74842  -6.74842  -6.74842  -6.74842  -6.74842  -6.74842  -6.74842  -6.74842
  -6.74842  -6.74842  -6.74842  -6.74842  -6.74842  -6.74842  -6.74842  -6.74842
  -6.74842  -6.74842  -6.74842  -6.74842  -6.74842  -6.74842  -6.74842  -6.74842
  -6.74842  -6.74842
  -6.69843  -6.69843  -6.69843  -6.69843  -6.69843  -6.69843  -6.69843  -6.69843
  -6.69843  -6.69843  -6.69843  -6.69843  -6.69843  -6.69843  -6.69843  -6.69843
  -6.69843  -6.69843  -6.69843  -6.69843  -6.69843  -6.69843  -6.69843  -6.69843
  -6.69843  -6.69843
  -6.64844  -6.64844  -6.64844  -6.64844  -6.64844  -6.64844  -6.64844  -6.64844
  -6.64844  -6.64844  -6.64844  -6.64844  -6.64844  -6.64844  -6.64844  -6.64844
  -6.64844  -6.64844  -6.64844  -6.64844  -6.64844  -6.64844  -6.64844  -6.64844
  -6.64844  -6.64844
  -6.59845  -6.59845  -6.59845  -6.59845  -6.59845  -6.59845  -6.59845  -6.59845
  -6.59845  -6.59845  -6.59845  -6.59845  -6.59845  -6.59845  -6.59845  -6.59845
  -6.59845  -6.59845  -6.59845  -6.59845  -6.59845  -6.59845  -6.59845  -6.59845
  -6.59845  -6.59845
  -6.54847  -6.54847  -6.54847  -6.54847  -6.54847  -6.54847  -6.54847  -6.54847
  -6.54847  -6.54847  -6.54847  -6.54847  -6.54847  -6.54847  -6.54847  -6.54847
  -6.54847  -6.54847  -6.54847  -6.54847  -6.54847  -6.54847  -6.54847  -6.54847
  -6.54847  -6.54847
  -6.49848  -6.49848  -6.49848  -6.49848  -6.49848  -6.49848  -6.49848  -6.49848
  -6.49848  -6.49848  -6.49848  -6.49848  -6.49848  -6.49848  -6.49848  -6.49848
  -6.49848  -6.49848  -6.49848  -6.49848  -6.49848  -6.49848  -6.49848  -6.49848
  -6.49848  -6.49848
  -6.44849  -6.44849  -6.44849  -6.44849  -6.44849  -6.44849  -6.44849  -6.44849
  -6.44849  -6.44849  -6.44849  -6.44849  -6.44849  -6.44849  -6.44849  -6.44849
  -6.44849  -6.44849  -6.44849  -6.44849  -6.44849  -6.44849  -6.44849  -6.44849
  -6.44849  -6.44849
  -6.39850  -6.39850  -6.39850  -6.39850  -6.39850  -6.39850  -6.39850  -6.39850
  -6.39850  -6.39850  -6.39850  -6.39850  -6.39850  -6.39850  -6.39850  -6.39850
  -6.39850  -6.39850  -6.39850  -6.39850  -6.39850  -6.39850  -6.39850  -6.39850
  -6.39850  -6.39850
  -6.34851  -6.34851  -6.34851  -6.34851  -6.34851  -6.34851  -6.34851  -6.34851
  -6.34851  -6.34851  -6.34851  -6.34851  -6.34851  -6.34851  -6.34851  -6.34851
  -6.34851  -6.34851  -6.34851  -6.34851  -6.34851  -6.34851  -6.34851  -6.34851
  -6.34851  -6.34851
  -6.29852  -6.29852  -6.29852  -6.29852  -6.29852  -6.29852  -6.29852  -6.29852
  -6.29852  -6.29852  -6.29852  -6.29852  -6.29852  -6.29852  -6.29852  -6.29852
  -6.29852  -6.29852  -6.29852  -6.29852  -6.29852  -6.29852  -6.29852  -6.29852
  -6.29852  -6.29852
  -6.24853  -6.24853  -6.24853  -6.24853  -6.24853  -6.24853  -6.24853  -6.24853
  -6.24853  -6.24853  -6.24853  -6.24853  -6.24853  -6.24853  -6.24853  -6.24853
  -6.24853  -6.24853  -6.24853  -6.24853  -6.24853  -6.24853  -6.24853  -6.24853
  -6.24853  -6.24853
  -6.19854  -6.19854  -6.19854  -6.19854  -6.19854  -6.19854  -6.19854  -6.19854
  -6.19854  -6.19854  -6.19854  -6.19854  -6.19854  -6.19854  -6.19854  -6.19854
  -6.19854  -6.19854  -6.19854  -6.19854  -6.19854  -6.19854  -6.19854  -6.19854
  -6.19854  -6.19854
  -6.14855  -6.14855  -6.14855  -6.14855  -6.14855  -6.14855  -6.14855  -6.14855
  -6.14855  -6.14855  -6.14855  -6.14855  -6.14855  -6.14855  -6.14855  -6.14855
  -6.14855  -6.14855  -6.14855  -6.14855  -6.14855  -6.14855  -6.14855  -6.14855
  -6.14855  -6.14855
  -6.09856  -6.09856  -6.09856  -6.09856  -6.09856  -6.09856  -6.09856  -6.09856
  -6.09856  -6.09856  -6.09856  -6.09856  -6.09856  -6.09856  -6.09856  -6.09856
  -6.09856  -6.09856  -6.09856  -6.09856  -6.09856  -6.09856  -6.09856  -6.09856
  -6.09856  -6.09856
  -6.04858  -6.04858  -6.04858  -6.04858  -6.04858  -6.04858  -6.04858  -6.04858
  -6.04858  -6.04858  -6.04858  -6.04858  -6.04858  -6.04858  -6.04858  -6.04858
  -6.04858  -6.04858  -6.04858  -6.04858  -6.04858  -6.04858  -6.04858  -6.04858
  -6.04858  -6.04858
 --------------------/ IPRT= 1  / IGRD= 1  / MH=2.01/ Z1= 7   / DATE= 02.07.98
  -8.32643  -8.32643  -8.32643  -8.32643  -8.32643  -8.32643  -8.32643  -8.32643
  -8.32643  -8.32643  -8.32643  -8.32643  -8.32643  -8.32643  -8.32643  -8.32643
  -8.32643  -8.32643  -8.32643  -8.32643  -8.32643  -8.32643  -8.32643  -8.32643
  -8.32643  -8.32643
  -8.27644  -8.27644  -8.27644  -8.27644  -8.27644  -8.27644  -8.27644  -8.27644
  -8.27644  -8.27644  -8.27644  -8.27644  -8.27644  -8.27644  -8.27644  -8.27644
  -8.27644  -8.27644  -8.27644  -8.27644  -8.27644  -8.27644  -8.27644  -8.27644
  -8.27644  -8.27644
  -8.22645  -8.22645  -8.22645  -8.22645  -8.22645  -8.22645  -8.22645  -8.22645
  -8.22645  -8.22645  -8.22645  -8.22645  -8.22645  -8.22645  -8.22645  -8.22645
  -8.22645  -8.22645  -8.22645  -8.22645  -8.22645  -8.22645  -8.22645  -8.22645
  -8.22645  -8.22645
  -8.17646  -8.17646  -8.17646  -8.17646  -8.17646  -8.17646  -8.17646  -8.17646
  -8.17646  -8.17646  -8.17646  -8.17646  -8.17646  -8.17646  -8.17646  -8.17646
  -8.17646  -8.17646  -8.17646  -8.17646  -8.17646  -8.17646  -8.17646  -8.17646
  -8.17646  -8.17646
  -8.12647  -8.12647  -8.12647  -8.12647  -8.12647  -8.12647  -8.12647  -8.12647
  -8.12647  -8.12647  -8.12647  -8.12647  -8.12647  -8.12647  -8.12647  -8.12647
  -8.12647  -8.12647  -8.12647  -8.12647  -8.12647  -8.12647  -8.12647  -8.12647
  -8.12647  -8.12647
  -8.07648  -8.07648  -8.07648  -8.07648  -8.07648  -8.07648  -8.07648  -8.07648
  -8.07648  -8.07648  -8.07648  -8.07648  -8.07648  -8.07648  -8.07648  -8.07648
  -8.07648  -8.07648  -8.07648  -8.07648  -8.07648  -8.07648  -8.07648  -8.07648
  -8.07648  -8.07648
  -8.02649  -8.02649  -8.02649  -8.02649  -8.02649  -8.02649  -8.02649  -8.02649
  -8.02649  -8.02649  -8.02649  -8.02649  -8.02649  -8.02649  -8.02649  -8.02649
  -8.02649  -8.02649  -8.02649  -8.02649  -8.02649  -8.02649  -8.02649  -8.02649
  -8.02649  -8.02649
  -7.97650  -7.97650  -7.97650  -7.97650  -7.97650  -7.97650  -7.97650  -7.97650
  -7.97650  -7.97650  -7.97650  -7.97650  -7.97650  -7.97650  -7.97650  -7.97650
  -7.97650  -7.97650  -7.97650  -7.97650  -7.97650  -7.97650  -7.97650  -7.97650
  -7.97650  -7.97650
  -7.92651  -7.92651  -7.92651  -7.92651  -7.92651  -7.92651  -7.92651  -7.92651
  -7.92651  -7.92651  -7.92651  -7.92651  -7.92651  -7.92651  -7.92651  -7.92651
  -7.92651  -7.92651  -7.92651  -7.92651  -7.92651  -7.92651  -7.92651  -7.92651
  -7.92651  -7.92651
  -7.87653  -7.87653  -7.87653  -7.87653  -7.87653  -7.87653  -7.87653  -7.87653
  -7.87653  -7.87653  -7.87653  -7.87653  -7.87653  -7.87653  -7.87653  -7.87653
  -7.87653  -7.87653  -7.87653  -7.87653  -7.87653  -7.87653  -7.87653  -7.87653
  -7.87653  -7.87653
  -7.82654  -7.82654  -7.82654  -7.82654  -7.82654  -7.82654  -7.82654  -7.82654
  -7.82654  -7.82654  -7.82654  -7.82654  -7.82654  -7.82654  -7.82654  -7.82654
  -7.82654  -7.82654  -7.82654  -7.82654  -7.82654  -7.82654  -7.82654  -7.82654
  -7.82654  -7.82654
  -7.77655  -7.77655  -7.77655  -7.77655  -7.77655  -7.77655  -7.77655  -7.77655
  -7.77655  -7.77655  -7.77655  -7.77655  -7.77655  -7.77655  -7.77655  -7.77655
  -7.77655  -7.77655  -7.77655  -7.77655  -7.77655  -7.77655  -7.77655  -7.77655
  -7.77655  -7.77655
  -7.72656  -7.72656  -7.72656  -7.72656  -7.72656  -7.72656  -7.72656  -7.72656
  -7.72656  -7.72656  -7.72656  -7.72656  -7.72656  -7.72656  -7.72656  -7.72656
  -7.72656  -7.72656  -7.72656  -7.72656  -7.72656  -7.72656  -7.72656  -7.72656
  -7.72656  -7.72656
  -7.67657  -7.67657  -7.67657  -7.67657  -7.67657  -7.67657  -7.67657  -7.67657
  -7.67657  -7.67657  -7.67657  -7.67657  -7.67657  -7.67657  -7.67657  -7.67657
  -7.67657  -7.67657  -7.67657  -7.67657  -7.67657  -7.67657  -7.67657  -7.67657
  -7.67657  -7.67657
  -7.62658  -7.62658  -7.62658  -7.62658  -7.62658  -7.62658  -7.62658  -7.62658
  -7.62658  -7.62658  -7.62658  -7.62658  -7.62658  -7.62658  -7.62658  -7.62658
  -7.62658  -7.62658  -7.62658  -7.62658  -7.62658  -7.62658  -7.62658  -7.62658
  -7.62658  -7.62658
  -7.57659  -7.57659  -7.57659  -7.57659  -7.57659  -7.57659  -7.57659  -7.57659
  -7.57659  -7.57659  -7.57659  -7.57659  -7.57659  -7.57659  -7.57659  -7.57659
