   16   26   48    1   16     /SULPHUR            /ABELS-VAN MAANEN 1985   ADF11
  -7.80858  -7.80858  -7.80858  -7.80858  -7.80858  -7.80858  -7.80858  -7.80858
  -7.80858  -7.80858  -7.80858  -7.80858  -7.80858  -7.80858  -7.80858  -7.80858
  -7.80858  -7.80858  -7.80858  -7.80858  -7.80858  -7.80858  -7.80858  -7.80858
  -7.80858  -7.80858
  -7.75858  -7.75858  -7.75858  -7.75858  -7.75858  -7.75858  -7.75858  -7.75858
  -7.75858  -7.75858  -7.75858  -7.75858  -7.75858  -7.75858  -7.75858  -7.75858
  -7.75858  -7.75858  -7.75858  -7.75858  -7.75858  -7.75858  -7.75858  -7.75858
  -7.75858  -7.75858
  -7.70858  -7.70858  -7.70858  -7.70858  -7.70858  -7.70858  -7.70858  -7.70858
  -7.70858  -7.70858  -7.70858  -7.70858  -7.70858  -7.70858  -7.70858  -7.70858
  -7.70858  -7.70858  -7.70858  -7.70858  -7.70858  -7.70858  -7.70858  -7.70858
  -7.70858  -7.70858
  -7.65858  -7.65858  -7.65858  -7.65858  -7.65858  -7.65858  -7.65858  -7.65858
  -7.65858  -7.65858  -7.65858  -7.65858  -7.65858  -7.65858  -7.65858  -7.65858
  -7.65858  -7.65858  -7.65858  -7.65858  -7.65858  -7.65858  -7.65858  -7.65858
  -7.65858  -7.65858
  -7.60858  -7.60858  -7.60858  -7.60858  -7.60858  -7.60858  -7.60858  -7.60858
  -7.60858  -7.60858  -7.60858  -7.60858  -7.60858  -7.60858  -7.60858  -7.60858
  -7.60858  -7.60858  -7.60858  -7.60858  -7.60858  -7.60858  -7.60858  -7.60858
  -7.60858  -7.60858
  -7.55858  -7.55858  -7.55858  -7.55858  -7.55858  -7.55858  -7.55858  -7.55858
  -7.55858  -7.55858  -7.55858  -7.55858  -7.55858  -7.55858  -7.55858  -7.55858
  -7.55858  -7.55858  -7.55858  -7.55858  -7.55858  -7.55858  -7.55858  -7.55858
  -7.55858  -7.55858
  -7.50858  -7.50858  -7.50858  -7.50858  -7.50858  -7.50858  -7.50858  -7.50858
  -7.50858  -7.50858  -7.50858  -7.50858  -7.50858  -7.50858  -7.50858  -7.50858
  -7.50858  -7.50858  -7.50858  -7.50858  -7.50858  -7.50858  -7.50858  -7.50858
  -7.50858  -7.50858
  -7.45858  -7.45858  -7.45858  -7.45858  -7.45858  -7.45858  -7.45858  -7.45858
  -7.45858  -7.45858  -7.45858  -7.45858  -7.45858  -7.45858  -7.45858  -7.45858
  -7.45858  -7.45858  -7.45858  -7.45858  -7.45858  -7.45858  -7.45858  -7.45858
  -7.45858  -7.45858
  -7.40858  -7.40858  -7.40858  -7.40858  -7.40858  -7.40858  -7.40858  -7.40858
  -7.40858  -7.40858  -7.40858  -7.40858  -7.40858  -7.40858  -7.40858  -7.40858
  -7.40858  -7.40858  -7.40858  -7.40858  -7.40858  -7.40858  -7.40858  -7.40858
  -7.40858  -7.40858
  -7.35858  -7.35858  -7.35858  -7.35858  -7.35858  -7.35858  -7.35858  -7.35858
  -7.35858  -7.35858  -7.35858  -7.35858  -7.35858  -7.35858  -7.35858  -7.35858
  -7.35858  -7.35858  -7.35858  -7.35858  -7.35858  -7.35858  -7.35858  -7.35858
  -7.35858  -7.35858
  -7.30858  -7.30858  -7.30858  -7.30858  -7.30858  -7.30858  -7.30858  -7.30858
  -7.30858  -7.30858  -7.30858  -7.30858  -7.30858  -7.30858  -7.30858  -7.30858
  -7.30858  -7.30858  -7.30858  -7.30858  -7.30858  -7.30858  -7.30858  -7.30858
  -7.30858  -7.30858
  -7.25858  -7.25858  -7.25858  -7.25858  -7.25858  -7.25858  -7.25858  -7.25858
  -7.25858  -7.25858  -7.25858  -7.25858  -7.25858  -7.25858  -7.25858  -7.25858
  -7.25858  -7.25858  -7.25858  -7.25858  -7.25858  -7.25858  -7.25858  -7.25858
  -7.25858  -7.25858
  -7.20858  -7.20858  -7.20858  -7.20858  -7.20858  -7.20858  -7.20858  -7.20858
  -7.20858  -7.20858  -7.20858  -7.20858  -7.20858  -7.20858  -7.20858  -7.20858
  -7.20858  -7.20858  -7.20858  -7.20858  -7.20858  -7.20858  -7.20858  -7.20858
  -7.20858  -7.20858
  -7.15858  -7.15858  -7.15858  -7.15858  -7.15858  -7.15858  -7.15858  -7.15858
  -7.15858  -7.15858  -7.15858  -7.15858  -7.15858  -7.15858  -7.15858  -7.15858
