   16   26   48    1   16     /SULPHUR            /ABELS-VAN MAANEN 1985   ADF11
 -------------------------------------------------------------------------------
  10.00000  10.20000  10.40000  10.60000  10.80000  11.00000  11.20000  11.40000
  11.60000  11.80000  12.00000  12.20000  12.40000  12.60000  12.80000  13.00000
  13.20000  13.40000  13.60000  13.80000  14.00000  14.20000  14.40000  14.60000
  14.80000  15.00000
   0.00000   0.10000   0.20000   0.30000   0.40000   0.50000   0.60000   0.70000
   0.80000   0.90000   1.00000   1.10000   1.20000   1.30000   1.40000   1.50000
   1.60000   1.70000   1.80000   1.90000   2.00000   2.10000   2.20000   2.30000
   2.40000   2.50000   2.60000   2.70000   2.80000   2.90000   3.00000   3.10000
   3.20000   3.30000   3.40000   3.50000   3.60000   3.70000   3.80000   3.90000
   4.00000   4.10000   4.20000   4.30000   4.40000   4.50000   4.60000   4.70000
 --------------------/ IPRT= 1  / IGRD= 1  / MH=2.01/ Z1= 1   / DATE= 13.10.94
  -9.23068  -9.23068  -9.23068  -9.23068  -9.23068  -9.23068  -9.23068  -9.23068
  -9.23068  -9.23068  -9.23068  -9.23068  -9.23068  -9.23068  -9.23068  -9.23068
  -9.23068  -9.23068  -9.23068  -9.23068  -9.23068  -9.23068  -9.23068  -9.23068
  -9.23068  -9.23068
  -9.18068  -9.18068  -9.18068  -9.18068  -9.18068  -9.18068  -9.18068  -9.18068
  -9.18068  -9.18068  -9.18068  -9.18068  -9.18068  -9.18068  -9.18068  -9.18068
  -9.18068  -9.18068  -9.18068  -9.18068  -9.18068  -9.18068  -9.18068  -9.18068
  -9.18068  -9.18068
  -9.13068  -9.13068  -9.13068  -9.13068  -9.13068  -9.13068  -9.13068  -9.13068
  -9.13068  -9.13068  -9.13068  -9.13068  -9.13068  -9.13068  -9.13068  -9.13068
  -9.13068  -9.13068  -9.13068  -9.13068  -9.13068  -9.13068  -9.13068  -9.13068
  -9.13068  -9.13068
  -9.08068  -9.08068  -9.08068  -9.08068  -9.08068  -9.08068  -9.08068  -9.08068
  -9.08068  -9.08068  -9.08068  -9.08068  -9.08068  -9.08068  -9.08068  -9.08068
  -9.08068  -9.08068  -9.08068  -9.08068  -9.08068  -9.08068  -9.08068  -9.08068
  -9.08068  -9.08068
  -9.03068  -9.03068  -9.03068  -9.03068  -9.03068  -9.03068  -9.03068  -9.03068
  -9.03068  -9.03068  -9.03068  -9.03068  -9.03068  -9.03068  -9.03068  -9.03068
  -9.03068  -9.03068  -9.03068  -9.03068  -9.03068  -9.03068  -9.03068  -9.03068
  -9.03068  -9.03068
  -8.98068  -8.98068  -8.98068  -8.98068  -8.98068  -8.98068  -8.98068  -8.98068
  -8.98068  -8.98068  -8.98068  -8.98068  -8.98068  -8.98068  -8.98068  -8.98068
  -8.98068  -8.98068  -8.98068  -8.98068  -8.98068  -8.98068  -8.98068  -8.98068
  -8.98068  -8.98068
  -8.93068  -8.93068  -8.93068  -8.93068  -8.93068  -8.93068  -8.93068  -8.93068
  -8.93068  -8.93068  -8.93068  -8.93068  -8.93068  -8.93068  -8.93068  -8.93068
  -8.93068  -8.93068  -8.93068  -8.93068  -8.93068  -8.93068  -8.93068  -8.93068
  -8.93068  -8.93068
  -8.88068  -8.88068  -8.88068  -8.88068  -8.88068  -8.88068  -8.88068  -8.88068
  -8.88068  -8.88068  -8.88068  -8.88068  -8.88068  -8.88068  -8.88068  -8.88068
  -8.88068  -8.88068  -8.88068  -8.88068  -8.88068  -8.88068  -8.88068  -8.88068
  -8.88068  -8.88068
  -8.83068  -8.83068  -8.83068  -8.83068  -8.83068  -8.83068  -8.83068  -8.83068
  -8.83068  -8.83068  -8.83068  -8.83068  -8.83068  -8.83068  -8.83068  -8.83068
  -8.83068  -8.83068  -8.83068  -8.83068  -8.83068  -8.83068  -8.83068  -8.83068
  -8.83068  -8.83068
  -8.78068  -8.78068  -8.78068  -8.78068  -8.78068  -8.78068  -8.78068  -8.78068
  -8.78068  -8.78068  -8.78068  -8.78068  -8.78068  -8.78068  -8.78068  -8.78068
  -8.78068  -8.78068  -8.78068  -8.78068  -8.78068  -8.78068  -8.78068  -8.78068
  -8.78068  -8.78068
  -8.73068  -8.73068  -8.73068  -8.73068  -8.73068  -8.73068  -8.73068  -8.73068
  -8.73068  -8.73068  -8.73068  -8.73068  -8.73068  -8.73068  -8.73068  -8.73068
  -8.73068  -8.73068  -8.73068  -8.73068  -8.73068  -8.73068  -8.73068  -8.73068
  -8.73068  -8.73068
  -8.68068  -8.68068  -8.68068  -8.68068  -8.68068  -8.68068  -8.68068  -8.68068
  -8.68068  -8.68068  -8.68068  -8.68068  -8.68068  -8.68068  -8.68068  -8.68068
  -8.68068  -8.68068  -8.68068  -8.68068  -8.68068  -8.68068  -8.68068  -8.68068
  -8.68068  -8.68068
  -8.63068  -8.63068  -8.63068  -8.63068  -8.63068  -8.63068  -8.63068  -8.63068
  -8.63068  -8.63068  -8.63068  -8.63068  -8.63068  -8.63068  -8.63068  -8.63068
  -8.63068  -8.63068  -8.63068  -8.63068  -8.63068  -8.63068  -8.63068  -8.63068
  -8.63068  -8.63068
  -8.58068  -8.58068  -8.58068  -8.58068  -8.58068  -8.58068  -8.58068  -8.58068
  -8.58068  -8.58068  -8.58068  -8.58068  -8.58068  -8.58068  -8.58068  -8.58068
  -8.58068  -8.58068  -8.58068  -8.58068  -8.58068  -8.58068  -8.58068  -8.58068
  -8.58068  -8.58068
  -8.53068  -8.53068  -8.53068  -8.53068  -8.53068  -8.53068  -8.53068  -8.53068
  -8.53068  -8.53068  -8.53068  -8.53068  -8.53068  -8.53068  -8.53068  -8.53068
  -8.53068  -8.53068  -8.53068  -8.53068  -8.53068  -8.53068  -8.53068  -8.53068
  -8.53068  -8.53068
  -8.48068  -8.48068  -8.48068  -8.48068  -8.48068  -8.48068  -8.48068  -8.48068
  -8.48068  -8.48068  -8.48068  -8.48068  -8.48068  -8.48068  -8.48068  -8.48068
  -8.48068  -8.48068  -8.48068  -8.48068  -8.48068  -8.48068  -8.48068  -8.48068
  -8.48068  -8.48068
  -8.43068  -8.43068  -8.43068  -8.43068  -8.43068  -8.43068  -8.43068  -8.43068
  -8.43068  -8.43068  -8.43068  -8.43068  -8.43068  -8.43068  -8.43068  -8.43068
  -8.43068  -8.43068  -8.43068  -8.43068  -8.43068  -8.43068  -8.43068  -8.43068
  -8.43068  -8.43068
  -8.38068  -8.38068  -8.38068  -8.38068  -8.38068  -8.38068  -8.38068  -8.38068
  -8.38068  -8.38068  -8.38068  -8.38068  -8.38068  -8.38068  -8.38068  -8.38068
  -8.38068  -8.38068  -8.38068  -8.38068  -8.38068  -8.38068  -8.38068  -8.38068
  -8.38068  -8.38068
  -8.33068  -8.33068  -8.33068  -8.33068  -8.33068  -8.33068  -8.33068  -8.33068
  -8.33068  -8.33068  -8.33068  -8.33068  -8.33068  -8.33068  -8.33068  -8.33068
  -8.33068  -8.33068  -8.33068  -8.33068  -8.33068  -8.33068  -8.33068  -8.33068
  -8.33068  -8.33068
  -8.28068  -8.28068  -8.28068  -8.28068  -8.28068  -8.28068  -8.28068  -8.28068
  -8.28068  -8.28068  -8.28068  -8.28068  -8.28068  -8.28068  -8.28068  -8.28068
  -8.28068  -8.28068  -8.28068  -8.28068  -8.28068  -8.28068  -8.28068  -8.28068
  -8.28068  -8.28068
  -8.23068  -8.23068  -8.23068  -8.23068  -8.23068  -8.23068  -8.23068  -8.23068
  -8.23068  -8.23068  -8.23068  -8.23068  -8.23068  -8.23068  -8.23068  -8.23068
  -8.23068  -8.23068  -8.23068  -8.23068  -8.23068  -8.23068  -8.23068  -8.23068
  -8.23068  -8.23068
  -8.18068  -8.18068  -8.18068  -8.18068  -8.18068  -8.18068  -8.18068  -8.18068
  -8.18068  -8.18068  -8.18068  -8.18068  -8.18068  -8.18068  -8.18068  -8.18068
  -8.18068  -8.18068  -8.18068  -8.18068  -8.18068  -8.18068  -8.18068  -8.18068
  -8.18068  -8.18068
  -8.13068  -8.13068  -8.13068  -8.13068  -8.13068  -8.13068  -8.13068  -8.13068
  -8.13068  -8.13068  -8.13068  -8.13068  -8.13068  -8.13068  -8.13068  -8.13068
  -8.13068  -8.13068  -8.13068  -8.13068  -8.13068  -8.13068  -8.13068  -8.13068
  -8.13068  -8.13068
  -8.08068  -8.08068  -8.08068  -8.08068  -8.08068  -8.08068  -8.08068  -8.08068
  -8.08068  -8.08068  -8.08068  -8.08068  -8.08068  -8.08068  -8.08068  -8.08068
  -8.08068  -8.08068  -8.08068  -8.08068  -8.08068  -8.08068  -8.08068  -8.08068
  -8.08068  -8.08068
  -8.03068  -8.03068  -8.03068  -8.03068  -8.03068  -8.03068  -8.03068  -8.03068
  -8.03068  -8.03068  -8.03068  -8.03068  -8.03068  -8.03068  -8.03068  -8.03068
  -8.03068  -8.03068  -8.03068  -8.03068  -8.03068  -8.03068  -8.03068  -8.03068
  -8.03068  -8.03068
  -7.98068  -7.98068  -7.98068  -7.98068  -7.98068  -7.98068  -7.98068  -7.98068
  -7.98068  -7.98068  -7.98068  -7.98068  -7.98068  -7.98068  -7.98068  -7.98068
  -7.98068  -7.98068  -7.98068  -7.98068  -7.98068  -7.98068  -7.98068  -7.98068
  -7.98068  -7.98068
  -7.93068  -7.93068  -7.93068  -7.93068  -7.93068  -7.93068  -7.93068  -7.93068
  -7.93068  -7.93068  -7.93068  -7.93068  -7.93068  -7.93068  -7.93068  -7.93068
  -7.93068  -7.93068  -7.93068  -7.93068  -7.93068  -7.93068  -7.93068  -7.93068
  -7.93068  -7.93068
  -7.88068  -7.88068  -7.88068  -7.88068  -7.88068  -7.88068  -7.88068  -7.88068
  -7.88068  -7.88068  -7.88068  -7.88068  -7.88068  -7.88068  -7.88068  -7.88068
  -7.88068  -7.88068  -7.88068  -7.88068  -7.88068  -7.88068  -7.88068  -7.88068
  -7.88068  -7.88068
  -7.83068  -7.83068  -7.83068  -7.83068  -7.83068  -7.83068  -7.83068  -7.83068
  -7.83068  -7.83068  -7.83068  -7.83068  -7.83068  -7.83068  -7.83068  -7.83068
  -7.83068  -7.83068  -7.83068  -7.83068  -7.83068  -7.83068  -7.83068  -7.83068
  -7.83068  -7.83068
  -7.78068  -7.78068  -7.78068  -7.78068  -7.78068  -7.78068  -7.78068  -7.78068
  -7.78068  -7.78068  -7.78068  -7.78068  -7.78068  -7.78068  -7.78068  -7.78068
  -7.78068  -7.78068  -7.78068  -7.78068  -7.78068  -7.78068  -7.78068  -7.78068
  -7.78068  -7.78068
  -7.73068  -7.73068  -7.73068  -7.73068  -7.73068  -7.73068  -7.73068  -7.73068
  -7.73068  -7.73068  -7.73068  -7.73068  -7.73068  -7.73068  -7.73068  -7.73068
  -7.73068  -7.73068  -7.73068  -7.73068  -7.73068  -7.73068  -7.73068  -7.73068
  -7.73068  -7.73068
  -7.68068  -7.68068  -7.68068  -7.68068  -7.68068  -7.68068  -7.68068  -7.68068
  -7.68068  -7.68068  -7.68068  -7.68068  -7.68068  -7.68068  -7.68068  -7.68068
  -7.68068  -7.68068  -7.68068  -7.68068  -7.68068  -7.68068  -7.68068  -7.68068
  -7.68068  -7.68068
  -7.63068  -7.63068  -7.63068  -7.63068  -7.63068  -7.63068  -7.63068  -7.63068
  -7.63068  -7.63068  -7.63068  -7.63068  -7.63068  -7.63068  -7.63068  -7.63068
  -7.63068  -7.63068  -7.63068  -7.63068  -7.63068  -7.63068  -7.63068  -7.63068
  -7.63068  -7.63068
  -7.58068  -7.58068  -7.58068  -7.58068  -7.58068  -7.58068  -7.58068  -7.58068
  -7.58068  -7.58068  -7.58068  -7.58068  -7.58068  -7.58068  -7.58068  -7.58068
  -7.58068  -7.58068  -7.58068  -7.58068  -7.58068  -7.58068  -7.58068  -7.58068
  -7.58068  -7.58068
  -7.53068  -7.53068  -7.53068  -7.53068  -7.53068  -7.53068  -7.53068  -7.53068
  -7.53068  -7.53068  -7.53068  -7.53068  -7.53068  -7.53068  -7.53068  -7.53068
  -7.53068  -7.53068  -7.53068  -7.53068  -7.53068  -7.53068  -7.53068  -7.53068
  -7.53068  -7.53068
  -7.48068  -7.48068  -7.48068  -7.48068  -7.48068  -7.48068  -7.48068  -7.48068
  -7.48068  -7.48068  -7.48068  -7.48068  -7.48068  -7.48068  -7.48068  -7.48068
  -7.48068  -7.48068  -7.48068  -7.48068  -7.48068  -7.48068  -7.48068  -7.48068
  -7.48068  -7.48068
  -7.43068  -7.43068  -7.43068  -7.43068  -7.43068  -7.43068  -7.43068  -7.43068
  -7.43068  -7.43068  -7.43068  -7.43068  -7.43068  -7.43068  -7.43068  -7.43068
  -7.43068  -7.43068  -7.43068  -7.43068  -7.43068  -7.43068  -7.43068  -7.43068
  -7.43068  -7.43068
  -7.38068  -7.38068  -7.38068  -7.38068  -7.38068  -7.38068  -7.38068  -7.38068
  -7.38068  -7.38068  -7.38068  -7.38068  -7.38068  -7.38068  -7.38068  -7.38068
  -7.38068  -7.38068  -7.38068  -7.38068  -7.38068  -7.38068  -7.38068  -7.38068
  -7.38068  -7.38068
  -7.33068  -7.33068  -7.33068  -7.33068  -7.33068  -7.33068  -7.33068  -7.33068
  -7.33068  -7.33068  -7.33068  -7.33068  -7.33068  -7.33068  -7.33068  -7.33068
  -7.33068  -7.33068  -7.33068  -7.33068  -7.33068  -7.33068  -7.33068  -7.33068
  -7.33068  -7.33068
  -7.28068  -7.28068  -7.28068  -7.28068  -7.28068  -7.28068  -7.28068  -7.28068
  -7.28068  -7.28068  -7.28068  -7.28068  -7.28068  -7.28068  -7.28068  -7.28068
  -7.28068  -7.28068  -7.28068  -7.28068  -7.28068  -7.28068  -7.28068  -7.28068
  -7.28068  -7.28068
  -7.23068  -7.23068  -7.23068  -7.23068  -7.23068  -7.23068  -7.23068  -7.23068
  -7.23068  -7.23068  -7.23068  -7.23068  -7.23068  -7.23068  -7.23068  -7.23068
  -7.23068  -7.23068  -7.23068  -7.23068  -7.23068  -7.23068  -7.23068  -7.23068
  -7.23068  -7.23068
  -7.18068  -7.18068  -7.18068  -7.18068  -7.18068  -7.18068  -7.18068  -7.18068
  -7.18068  -7.18068  -7.18068  -7.18068  -7.18068  -7.18068  -7.18068  -7.18068
  -7.18068  -7.18068  -7.18068  -7.18068  -7.18068  -7.18068  -7.18068  -7.18068
  -7.18068  -7.18068
  -7.13068  -7.13068  -7.13068  -7.13068  -7.13068  -7.13068  -7.13068  -7.13068
  -7.13068  -7.13068  -7.13068  -7.13068  -7.13068  -7.13068  -7.13068  -7.13068
  -7.13068  -7.13068  -7.13068  -7.13068  -7.13068  -7.13068  -7.13068  -7.13068
  -7.13068  -7.13068
  -7.08068  -7.08068  -7.08068  -7.08068  -7.08068  -7.08068  -7.08068  -7.08068
  -7.08068  -7.08068  -7.08068  -7.08068  -7.08068  -7.08068  -7.08068  -7.08068
  -7.08068  -7.08068  -7.08068  -7.08068  -7.08068  -7.08068  -7.08068  -7.08068
  -7.08068  -7.08068
  -7.03068  -7.03068  -7.03068  -7.03068  -7.03068  -7.03068  -7.03068  -7.03068
  -7.03068  -7.03068  -7.03068  -7.03068  -7.03068  -7.03068  -7.03068  -7.03068
  -7.03068  -7.03068  -7.03068  -7.03068  -7.03068  -7.03068  -7.03068  -7.03068
  -7.03068  -7.03068
  -6.98068  -6.98068  -6.98068  -6.98068  -6.98068  -6.98068  -6.98068  -6.98068
  -6.98068  -6.98068  -6.98068  -6.98068  -6.98068  -6.98068  -6.98068  -6.98068
  -6.98068  -6.98068  -6.98068  -6.98068  -6.98068  -6.98068  -6.98068  -6.98068
  -6.98068  -6.98068
  -6.93068  -6.93068  -6.93068  -6.93068  -6.93068  -6.93068  -6.93068  -6.93068
  -6.93068  -6.93068  -6.93068  -6.93068  -6.93068  -6.93068  -6.93068  -6.93068
  -6.93068  -6.93068  -6.93068  -6.93068  -6.93068  -6.93068  -6.93068  -6.93068
  -6.93068  -6.93068
  -6.88068  -6.88068  -6.88068  -6.88068  -6.88068  -6.88068  -6.88068  -6.88068
  -6.88068  -6.88068  -6.88068  -6.88068  -6.88068  -6.88068  -6.88068  -6.88068
  -6.88068  -6.88068  -6.88068  -6.88068  -6.88068  -6.88068  -6.88068  -6.88068
  -6.88068  -6.88068
 --------------------/ IPRT= 1  / IGRD= 1  / MH=2.01/ Z1= 2   / DATE= 13.10.94
  -8.90858  -8.90858  -8.90858  -8.90858  -8.90858  -8.90858  -8.90858  -8.90858
  -8.90858  -8.90858  -8.90858  -8.90858  -8.90858  -8.90858  -8.90858  -8.90858
  -8.90858  -8.90858  -8.90858  -8.90858  -8.90858  -8.90858  -8.90858  -8.90858
  -8.90858  -8.90858
  -8.85858  -8.85858  -8.85858  -8.85858  -8.85858  -8.85858  -8.85858  -8.85858
  -8.85858  -8.85858  -8.85858  -8.85858  -8.85858  -8.85858  -8.85858  -8.85858
  -8.85858  -8.85858  -8.85858  -8.85858  -8.85858  -8.85858  -8.85858  -8.85858
  -8.85858  -8.85858
  -8.80858  -8.80858  -8.80858  -8.80858  -8.80858  -8.80858  -8.80858  -8.80858
  -8.80858  -8.80858  -8.80858  -8.80858  -8.80858  -8.80858  -8.80858  -8.80858
  -8.80858  -8.80858  -8.80858  -8.80858  -8.80858  -8.80858  -8.80858  -8.80858
  -8.80858  -8.80858
  -8.75858  -8.75858  -8.75858  -8.75858  -8.75858  -8.75858  -8.75858  -8.75858
  -8.75858  -8.75858  -8.75858  -8.75858  -8.75858  -8.75858  -8.75858  -8.75858
  -8.75858  -8.75858  -8.75858  -8.75858  -8.75858  -8.75858  -8.75858  -8.75858
  -8.75858  -8.75858
  -8.70858  -8.70858  -8.70858  -8.70858  -8.70858  -8.70858  -8.70858  -8.70858
  -8.70858  -8.70858  -8.70858  -8.70858  -8.70858  -8.70858  -8.70858  -8.70858
  -8.70858  -8.70858  -8.70858  -8.70858  -8.70858  -8.70858  -8.70858  -8.70858
  -8.70858  -8.70858
  -8.65858  -8.65858  -8.65858  -8.65858  -8.65858  -8.65858  -8.65858  -8.65858
  -8.65858  -8.65858  -8.65858  -8.65858  -8.65858  -8.65858  -8.65858  -8.65858
  -8.65858  -8.65858  -8.65858  -8.65858  -8.65858  -8.65858  -8.65858  -8.65858
  -8.65858  -8.65858
  -8.60858  -8.60858  -8.60858  -8.60858  -8.60858  -8.60858  -8.60858  -8.60858
  -8.60858  -8.60858  -8.60858  -8.60858  -8.60858  -8.60858  -8.60858  -8.60858
  -8.60858  -8.60858  -8.60858  -8.60858  -8.60858  -8.60858  -8.60858  -8.60858
  -8.60858  -8.60858
  -8.55858  -8.55858  -8.55858  -8.55858  -8.55858  -8.55858  -8.55858  -8.55858
  -8.55858  -8.55858  -8.55858  -8.55858  -8.55858  -8.55858  -8.55858  -8.55858
  -8.55858  -8.55858  -8.55858  -8.55858  -8.55858  -8.55858  -8.55858  -8.55858
  -8.55858  -8.55858
  -8.50858  -8.50858  -8.50858  -8.50858  -8.50858  -8.50858  -8.50858  -8.50858
  -8.50858  -8.50858  -8.50858  -8.50858  -8.50858  -8.50858  -8.50858  -8.50858
  -8.50858  -8.50858  -8.50858  -8.50858  -8.50858  -8.50858  -8.50858  -8.50858
  -8.50858  -8.50858
  -8.45858  -8.45858  -8.45858  -8.45858  -8.45858  -8.45858  -8.45858  -8.45858
  -8.45858  -8.45858  -8.45858  -8.45858  -8.45858  -8.45858  -8.45858  -8.45858
  -8.45858  -8.45858  -8.45858  -8.45858  -8.45858  -8.45858  -8.45858  -8.45858
  -8.45858  -8.45858
  -8.40858  -8.40858  -8.40858  -8.40858  -8.40858  -8.40858  -8.40858  -8.40858
  -8.40858  -8.40858  -8.40858  -8.40858  -8.40858  -8.40858  -8.40858  -8.40858
  -8.40858  -8.40858  -8.40858  -8.40858  -8.40858  -8.40858  -8.40858  -8.40858
  -8.40858  -8.40858
  -8.35858  -8.35858  -8.35858  -8.35858  -8.35858  -8.35858  -8.35858  -8.35858
  -8.35858  -8.35858  -8.35858  -8.35858  -8.35858  -8.35858  -8.35858  -8.35858
  -8.35858  -8.35858  -8.35858  -8.35858  -8.35858  -8.35858  -8.35858  -8.35858
  -8.35858  -8.35858
  -8.30858  -8.30858  -8.30858  -8.30858  -8.30858  -8.30858  -8.30858  -8.30858
  -8.30858  -8.30858  -8.30858  -8.30858  -8.30858  -8.30858  -8.30858  -8.30858
  -8.30858  -8.30858  -8.30858  -8.30858  -8.30858  -8.30858  -8.30858  -8.30858
  -8.30858  -8.30858
  -8.25858  -8.25858  -8.25858  -8.25858  -8.25858  -8.25858  -8.25858  -8.25858
  -8.25858  -8.25858  -8.25858  -8.25858  -8.25858  -8.25858  -8.25858  -8.25858
  -8.25858  -8.25858  -8.25858  -8.25858  -8.25858  -8.25858  -8.25858  -8.25858
  -8.25858  -8.25858
  -8.20858  -8.20858  -8.20858  -8.20858  -8.20858  -8.20858  -8.20858  -8.20858
  -8.20858  -8.20858  -8.20858  -8.20858  -8.20858  -8.20858  -8.20858  -8.20858
  -8.20858  -8.20858  -8.20858  -8.20858  -8.20858  -8.20858  -8.20858  -8.20858
  -8.20858  -8.20858
  -8.15858  -8.15858  -8.15858  -8.15858  -8.15858  -8.15858  -8.15858  -8.15858
  -8.15858  -8.15858  -8.15858  -8.15858  -8.15858  -8.15858  -8.15858  -8.15858
  -8.15858  -8.15858  -8.15858  -8.15858  -8.15858  -8.15858  -8.15858  -8.15858
  -8.15858  -8.15858
  -8.10858  -8.10858  -8.10858  -8.10858  -8.10858  -8.10858  -8.10858  -8.10858
  -8.10858  -8.10858  -8.10858  -8.10858  -8.10858  -8.10858  -8.10858  -8.10858
  -8.10858  -8.10858  -8.10858  -8.10858  -8.10858  -8.10858  -8.10858  -8.10858
  -8.10858  -8.10858
  -8.05858  -8.05858  -8.05858  -8.05858  -8.05858  -8.05858  -8.05858  -8.05858
  -8.05858  -8.05858  -8.05858  -8.05858  -8.05858  -8.05858  -8.05858  -8.05858
  -8.05858  -8.05858  -8.05858  -8.05858  -8.05858  -8.05858  -8.05858  -8.05858
  -8.05858  -8.05858
  -8.00858  -8.00858  -8.00858  -8.00858  -8.00858  -8.00858  -8.00858  -8.00858
  -8.00858  -8.00858  -8.00858  -8.00858  -8.00858  -8.00858  -8.00858  -8.00858
  -8.00858  -8.00858  -8.00858  -8.00858  -8.00858  -8.00858  -8.00858  -8.00858
  -8.00858  -8.00858
  -7.95858  -7.95858  -7.95858  -7.95858  -7.95858  -7.95858  -7.95858  -7.95858
  -7.95858  -7.95858  -7.95858  -7.95858  -7.95858  -7.95858  -7.95858  -7.95858
  -7.95858  -7.95858  -7.95858  -7.95858  -7.95858  -7.95858  -7.95858  -7.95858
  -7.95858  -7.95858
  -7.90858  -7.90858  -7.90858  -7.90858  -7.90858  -7.90858  -7.90858  -7.90858
  -7.90858  -7.90858  -7.90858  -7.90858  -7.90858  -7.90858  -7.90858  -7.90858
  -7.90858  -7.90858  -7.90858  -7.90858  -7.90858  -7.90858  -7.90858  -7.90858
  -7.90858  -7.90858
  -7.85858  -7.85858  -7.85858  -7.85858  -7.85858  -7.85858  -7.85858  -7.85858
  -7.85858  -7.85858  -7.85858  -7.85858  -7.85858  -7.85858  -7.85858  -7.85858
  -7.85858  -7.85858  -7.85858  -7.85858  -7.85858  -7.85858  -7.85858  -7.85858
  -7.85858  -7.85858
