 0.970   1.505e+003   5.682e+017     2.8     2.8
 0.971   1.686e+003   4.436e+017     5.9     5.9
 0.972   2.307e+003   6.193e+017     5.6     5.6
 0.973   2.025e+003   5.607e+017     5.3     5.3
 0.974   2.197e+003   7.197e+017     3.8     3.8
 0.975   1.898e+003   6.379e+017     3.6     3.6
 0.976   2.163e+003   7.121e+017     3.8     3.8
 0.977   2.221e+003   6.767e+017     4.4     4.4
 0.978   2.625e+003   7.821e+017     4.6     4.6
 0.979   2.705e+003   9.465e+017     3.3     3.3
 0.980   4.023e+003   1.264e+018     4.1     4.1
 0.981   3.358e+003   1.027e+018     4.3     4.3
 0.982   3.350e+003   9.680e+017     4.9     4.9
 0.983   3.577e+003   1.192e+018     3.7     3.7
 0.984   4.021e+003   1.238e+018     4.3     4.3
 0.985   5.974e+003   1.798e+018     4.5     4.5
 0.986   5.496e+003   1.754e+018     4.0     4.0
 0.987   6.655e+003   2.212e+018     3.7     3.7
 0.988   8.999e+003   2.605e+018     4.8     4.8
 0.989   1.193e+004   3.785e+018     4.0     4.0
 0.990   1.494e+004   4.547e+018     4.4     4.4
 0.991   1.882e+004   5.117e+018     5.5     5.5
 0.992   2.135e+004   6.453e+018     4.4     4.4
 0.993   2.676e+004   7.973e+018     4.6     4.6
 0.994   4.151e+004   1.182e+019     5.0     5.0
 0.995   4.435e+004   1.289e+019     4.8     4.8
 0.996   5.945e+004   1.532e+019     6.1     6.1
 0.997   8.266e+004   2.026e+019     6.8     6.8
 0.998   1.452e+005   3.232e+019     8.2     8.2
 0.999   3.003e+005   5.505e+019    12.1    12.1
 1.000   4.092e+005   6.332e+019    17.0    17.0
 1.001   6.044e+005   7.868e+019    24.0    24.0
 1.002   5.512e+005   7.693e+019    20.9    20.9
 1.003   3.447e+005   5.837e+019    14.2    14.2
 1.004   3.026e+005   4.937e+019    15.3    15.3
 1.005   3.148e+005   4.622e+019    18.9    18.9
 1.006   2.783e+005   3.822e+019    21.6    21.6
 1.007   2.568e+005   3.213e+019    26.0    26.0
 1.008   2.088e+005   2.679e+019    24.7    24.7
 1.009   1.907e+005   2.424e+019    25.1    25.1
 1.010   1.746e+005   2.201e+019    25.6    25.6
 1.011   1.509e+005   2.078e+019    21.5    21.5
 1.012   1.385e+005   1.920e+019    21.2    21.2
 1.013   1.291e+005   1.834e+019    20.1    20.1
 1.014   1.216e+005   1.768e+019    19.3    19.3
 1.015   1.120e+005   1.671e+019    18.3    18.3
 1.016   1.109e+005   1.669e+019    17.9    17.9
 1.017   1.023e+005   1.623e+019    16.2    16.2
 1.018   9.973e+004   1.555e+019    16.7    16.7
 1.019   8.941e+004   1.505e+019    14.4    14.4
 1.020   8.504e+004   1.410e+019    14.8    14.8
 1.021   8.111e+004   1.381e+019    14.0    14.0
 1.022   7.393e+004   1.320e+019    12.8    12.8
 1.023   7.010e+004   1.247e+019    12.9    12.9
 1.024   6.488e+004   1.215e+019    11.6    11.6
 1.025   5.547e+004   1.082e+019    10.7    10.7
 1.026   5.049e+004   1.050e+019     9.4     9.4
 1.027   4.485e+004   9.678e+018     8.7     8.7
 1.028   3.821e+004   8.746e+018     7.8     7.8
 1.029   3.438e+004   8.074e+018     7.4     7.4
 1.030   2.950e+004   7.065e+018     7.1     7.1
 1.031   2.308e+004   5.959e+018     6.1     6.1
 1.032   2.193e+004   5.581e+018     6.3     6.3
 1.033   1.682e+004   4.493e+018     5.7     5.7
 1.034   1.075e+004   3.202e+018     4.6     4.6
