* number of heading lines in this data file : 15
* 
* BM 3D coordinates extracted from CASTEM
* Post-proc in Matlab : only reading CASTEM raw data (for checking) and write concatenate ascii files - no modifications of X,Y,Z coordinates
* Date CASTEM calculations : 15/03/2011
* Date Matlab post-processing data : 15/03/2011
* Files can be found in : C:\CASTEM_FW.BM coordinates for Steve. march. 2011 (bis) -  whole column - def
* Modif compared to latest version : - 
* 
* FIRST WALL GEOMETRY:
* Reference design November 2009 - slightly adjusted in January 2010 (CATIA skeleton post-Blanket CDR)
* higher spatial resolution than the one used for previous DIVIMP grid (2010)
* 
* DATA
* nºnode  nºelem  X(m)    Y(m)    Z(m) 
  1.000   1.000   5.338  -0.079   4.717
  2.000   1.000   5.408  -0.091   4.702
  3.000   1.000   5.410  -0.091   4.710
  4.000   1.000   5.340  -0.079   4.725
  5.000   2.000   5.269  -0.066   4.732
  6.000   2.000   5.338  -0.079   4.717
  7.000   2.000   5.340  -0.079   4.725
  8.000   2.000   5.271  -0.067   4.740
  9.000   3.000   5.199  -0.054   4.747
 10.000   3.000   5.269  -0.066   4.732
 11.000   3.000   5.271  -0.067   4.740
 12.000   3.000   5.201  -0.055   4.755
 13.000   4.000   5.130  -0.042   4.761
 14.000   4.000   5.199  -0.054   4.747
 15.000   4.000   5.201  -0.055   4.755
 16.000   4.000   5.132  -0.042   4.770
 17.000   5.000   5.061  -0.030   4.776
 18.000   5.000   5.130  -0.042   4.761
 19.000   5.000   5.132  -0.042   4.770
 20.000   5.000   5.062  -0.030   4.785
 21.000   6.000   5.053  -0.028   4.783
 22.000   6.000   5.061  -0.030   4.776
 23.000   6.000   5.062  -0.030   4.785
 24.000   6.000   5.055  -0.029   4.791
 25.000   7.000   5.046  -0.027   4.790
 26.000   7.000   5.053  -0.028   4.783
 27.000   7.000   5.055  -0.029   4.791
 28.000   7.000   5.048  -0.027   4.798
 29.000   8.000   5.039  -0.026   4.796
 30.000   8.000   5.046  -0.027   4.790
 31.000   8.000   5.048  -0.027   4.798
 32.000   8.000   5.040  -0.026   4.805
 33.000   9.000   5.031  -0.025   4.803
 34.000   9.000   5.039  -0.026   4.796
 35.000   9.000   5.040  -0.026   4.805
 36.000   9.000   5.033  -0.025   4.811
 37.000  10.000   5.024  -0.023   4.810
 38.000  10.000   5.031  -0.025   4.803
 39.000  10.000   5.033  -0.025   4.811
 40.000  10.000   5.026  -0.024   4.818
 41.000  11.000   5.021  -0.023   4.817
 42.000  11.000   5.024  -0.023   4.810
 43.000  11.000   5.026  -0.024   4.818
 44.000  11.000   5.023  -0.023   4.826
 45.000  12.000   5.019  -0.022   4.825
 46.000  12.000   5.021  -0.023   4.817
 47.000  12.000   5.023  -0.023   4.826
 48.000  12.000   5.021  -0.023   4.834
 49.000  13.000   5.016  -0.022   4.833
 50.000  13.000   5.019  -0.022   4.825
 51.000  13.000   5.021  -0.023   4.834
 52.000  13.000   5.018  -0.022   4.841
 53.000  14.000   5.014  -0.021   4.841
 54.000  14.000   5.016  -0.022   4.833
 55.000  14.000   5.018  -0.022   4.841
 56.000  14.000   5.016  -0.022   4.849
 57.000  15.000   5.009  -0.021   4.857
 58.000  15.000   5.014  -0.021   4.841
 59.000  15.000   5.016  -0.022   4.849
 60.000  15.000   5.010  -0.021   4.865
 61.000  16.000   5.007  -0.029   4.855
 62.000  16.000   5.009  -0.021   4.857
 63.000  16.000   5.010  -0.021   4.865
 64.000  16.000   5.008  -0.029   4.863
 65.000  17.000   4.992  -0.094   4.840
 66.000  17.000   5.007  -0.029   4.855
 67.000  17.000   5.008  -0.029   4.863
 68.000  17.000   4.994  -0.095   4.848
 69.000  18.000   4.978  -0.160   4.830
 70.000  18.000   4.992  -0.094   4.840
 71.000  18.000   4.994  -0.095   4.848
 72.000  18.000   4.980  -0.160   4.839
 73.000  19.000   4.965  -0.225   4.823
 74.000  19.000   4.978  -0.160   4.830
 75.000  19.000   4.980  -0.160   4.839
 76.000  19.000   4.967  -0.226   4.832
 77.000  20.000   4.952  -0.291   4.817
 78.000  20.000   4.965  -0.225   4.823
 79.000  20.000   4.967  -0.226   4.832
 80.000  20.000   4.954  -0.291   4.826
 81.000  21.000   4.940  -0.357   4.813
 82.000  21.000   4.952  -0.291   4.817
 83.000  21.000   4.954  -0.291   4.826
 84.000  21.000   4.942  -0.357   4.821
 85.000  22.000   4.927  -0.422   4.809
 86.000  22.000   4.940  -0.357   4.813
 87.000  22.000   4.942  -0.357   4.821
 88.000  22.000   4.929  -0.423   4.817
 89.000  23.000   4.917  -0.488   4.815
 90.000  23.000   4.927  -0.422   4.809
 91.000  23.000   4.929  -0.423   4.817
 92.000  23.000   4.919  -0.489   4.823
 93.000  24.000   4.907  -0.554   4.822
 94.000  24.000   4.917  -0.488   4.815
 95.000  24.000   4.919  -0.489   4.823
 96.000  24.000   4.909  -0.555   4.830
 97.000  25.000   4.897  -0.621   4.830
 98.000  25.000   4.907  -0.554   4.822
 99.000  25.000   4.909  -0.555   4.830
100.000  25.000   4.899  -0.621   4.838
101.000  26.000   4.887  -0.687   4.839
102.000  26.000   4.897  -0.621   4.830
103.000  26.000   4.899  -0.621   4.838
104.000  26.000   4.889  -0.687   4.848
105.000  27.000   4.878  -0.753   4.851
106.000  27.000   4.887  -0.687   4.839
107.000  27.000   4.889  -0.687   4.848
108.000  27.000   4.880  -0.753   4.860
109.000  28.000   4.870  -0.820   4.868
110.000  28.000   4.878  -0.753   4.851
111.000  28.000   4.880  -0.753   4.860
112.000  28.000   4.872  -0.820   4.876
113.000  29.000   4.869  -0.828   4.871
114.000  29.000   4.870  -0.820   4.868
115.000  29.000   4.872  -0.820   4.876
116.000  29.000   4.871  -0.828   4.879
117.000  30.000   4.867  -0.838   4.871
118.000  30.000   4.869  -0.828   4.871
119.000  30.000   4.871  -0.828   4.879
120.000  30.000   4.869  -0.838   4.879
121.000  31.000   4.866  -0.848   4.871
122.000  31.000   4.867  -0.838   4.871
123.000  31.000   4.869  -0.838   4.879
124.000  31.000   4.867  -0.848   4.879
125.000  32.000   4.864  -0.858   4.871
126.000  32.000   4.866  -0.848   4.871
127.000  32.000   4.867  -0.848   4.879
128.000  32.000   4.866  -0.858   4.879
129.000  33.000   5.337  -0.078   4.708
130.000  33.000   5.406  -0.091   4.694
