 0.9970    2.883e+04    7.552e+18     5.9     5.9
 0.9980    4.814e+04    1.143e+19     7.2     7.2
 0.9990    1.874e+05    3.494e+19    11.7    11.7
 1.0000    2.485e+05    4.540e+19    12.2    12.2
 1.0010    4.098e+05    4.844e+19    29.1    29.1
 1.0020    4.374e+05    4.853e+19    33.0    33.0
 1.0030    4.106e+05    4.636e+19    31.9    31.9
 1.0040    4.040e+05    4.778e+19    29.1    29.1
 1.0050    3.612e+05    4.704e+19    24.0    24.0
 1.0060    3.401e+05    4.794e+19    20.5    20.5
 1.0070    3.146e+05    4.591e+19    19.1    19.1
 1.0080    2.663e+05    4.215e+19    16.2    16.2
 1.0090    2.227e+05    4.017e+19    12.5    12.5
 1.0100    2.088e+05    3.724e+19    12.8    12.8
 1.0110    1.956e+05    3.482e+19    12.8    12.8
 1.0120    1.788e+05    3.277e+19    12.1    12.1
 1.0130    1.514e+05    2.933e+19    10.8    10.8
 1.0140    1.502e+05    2.993e+19    10.2    10.2
 1.0150    1.365e+05    2.843e+19     9.4     9.4
 1.0160    1.149e+05    2.482e+19     8.7     8.7
 1.0170    1.119e+05    2.565e+19     7.7     7.7
 1.0180    9.936e+04    2.360e+19     7.2     7.2
 1.0190    9.735e+04    2.111e+19     8.6     8.6
 1.0200    9.348e+04    2.081e+19     8.2     8.2
 1.0210    9.244e+04    2.058e+19     8.2     8.2
 1.0220    8.708e+04    1.935e+19     8.2     8.2
 1.0230    7.629e+04    1.769e+19     7.6     7.6
 1.0240    8.232e+04    1.816e+19     8.4     8.4
 1.0250    7.433e+04    1.678e+19     8.0     8.0
 1.0260    7.323e+04    1.662e+19     7.9     7.9
 1.0270    7.364e+04    1.655e+19     8.1     8.1
 1.0280    7.643e+04    1.733e+19     7.9     7.9
 1.0290    7.545e+04    1.670e+19     8.3     8.3
 1.0300    6.664e+04    1.511e+19     7.9     7.9
 1.0310    6.436e+04    1.474e+19     7.8     7.8
 1.0320    6.445e+04    1.472e+19     7.8     7.8
 1.0330    6.497e+04    1.469e+19     7.9     7.9
 1.0340    6.619e+04    1.427e+19     8.7     8.7
 1.0350    6.718e+04    1.467e+19     8.5     8.5
 1.0360    6.268e+04    1.450e+19     7.6     7.6
