    7   26   48    1    7     /NITROGEN           /ABELS-VAN MAANEN 1985   ADF11
  -7.66255  -7.66255  -7.66255  -7.66255  -7.66255  -7.66255  -7.66255  -7.66255
  -7.66255  -7.66255
  -7.60949  -7.60949  -7.60949  -7.60949  -7.60949  -7.60949  -7.60949  -7.60949
  -7.60949  -7.60949  -7.60949  -7.60949  -7.60949  -7.60949  -7.60949  -7.60949
  -7.60949  -7.60949  -7.60949  -7.60949  -7.60949  -7.60949  -7.60949  -7.60949
  -7.60949  -7.60949
  -7.54870  -7.54870  -7.54870  -7.54870  -7.54870  -7.54870  -7.54870  -7.54870
  -7.54870  -7.54870  -7.54870  -7.54870  -7.54870  -7.54870  -7.54870  -7.54870
  -7.54870  -7.54870  -7.54870  -7.54870  -7.54870  -7.54870  -7.54870  -7.54870
  -7.54870  -7.54870
  -7.47803  -7.47803  -7.47803  -7.47803  -7.47803  -7.47803  -7.47803  -7.47803
  -7.47803  -7.47803  -7.47803  -7.47803  -7.47803  -7.47803  -7.47803  -7.47803
  -7.47803  -7.47803  -7.47803  -7.47803  -7.47803  -7.47803  -7.47803  -7.47803
  -7.47803  -7.47803
  -7.39556  -7.39556  -7.39556  -7.39556  -7.39556  -7.39556  -7.39556  -7.39556
  -7.39556  -7.39556  -7.39556  -7.39556  -7.39556  -7.39556  -7.39556  -7.39556
  -7.39556  -7.39556  -7.39556  -7.39556  -7.39556  -7.39556  -7.39556  -7.39556
  -7.39556  -7.39556
  -7.30003  -7.30003  -7.30003  -7.30003  -7.30003  -7.30003  -7.30003  -7.30003
  -7.30003  -7.30003  -7.30003  -7.30003  -7.30003  -7.30003  -7.30003  -7.30003
  -7.30003  -7.30003  -7.30003  -7.30003  -7.30003  -7.30003  -7.30003  -7.30003
  -7.30003  -7.30003
  -7.24011  -7.24011  -7.24011  -7.24011  -7.24011  -7.24011  -7.24011  -7.24011
  -7.24011  -7.24011  -7.24011  -7.24011  -7.24011  -7.24011  -7.24011  -7.24011
  -7.24011  -7.24011  -7.24011  -7.24011  -7.24011  -7.24011  -7.24011  -7.24011
  -7.24011  -7.24011
  -7.19012  -7.19012  -7.19012  -7.19012  -7.19012  -7.19012  -7.19012  -7.19012
  -7.19012  -7.19012  -7.19012  -7.19012  -7.19012  -7.19012  -7.19012  -7.19012
  -7.19012  -7.19012  -7.19012  -7.19012  -7.19012  -7.19012  -7.19012  -7.19012
  -7.19012  -7.19012
  -7.14013  -7.14013  -7.14013  -7.14013  -7.14013  -7.14013  -7.14013  -7.14013
  -7.14013  -7.14013  -7.14013  -7.14013  -7.14013  -7.14013  -7.14013  -7.14013
  -7.14013  -7.14013  -7.14013  -7.14013  -7.14013  -7.14013  -7.14013  -7.14013
  -7.14013  -7.14013
  -7.09014  -7.09014  -7.09014  -7.09014  -7.09014  -7.09014  -7.09014  -7.09014
  -7.09014  -7.09014  -7.09014  -7.09014  -7.09014  -7.09014  -7.09014  -7.09014
  -7.09014  -7.09014  -7.09014  -7.09014  -7.09014  -7.09014  -7.09014  -7.09014
  -7.09014  -7.09014
  -7.04015  -7.04015  -7.04015  -7.04015  -7.04015  -7.04015  -7.04015  -7.04015
  -7.04015  -7.04015  -7.04015  -7.04015  -7.04015  -7.04015  -7.04015  -7.04015
  -7.04015  -7.04015  -7.04015  -7.04015  -7.04015  -7.04015  -7.04015  -7.04015
  -7.04015  -7.04015
  -6.99016  -6.99016  -6.99016  -6.99016  -6.99016  -6.99016  -6.99016  -6.99016
  -6.99016  -6.99016  -6.99016  -6.99016  -6.99016  -6.99016  -6.99016  -6.99016
  -6.99016  -6.99016  -6.99016  -6.99016  -6.99016  -6.99016  -6.99016  -6.99016
  -6.99016  -6.99016
  -6.94017  -6.94017  -6.94017  -6.94017  -6.94017  -6.94017  -6.94017  -6.94017
  -6.94017  -6.94017  -6.94017  -6.94017  -6.94017  -6.94017  -6.94017  -6.94017
  -6.94017  -6.94017  -6.94017  -6.94017  -6.94017  -6.94017  -6.94017  -6.94017
  -6.94017  -6.94017
 --------------------/ IPRT= 1  / IGRD= 1  / MH=2.01/ Z1= 3   / DATE= 20.01.95
  -8.84485  -8.84485  -8.84485  -8.84485  -8.84485  -8.84485  -8.84485  -8.84485
  -8.84485  -8.84485  -8.84485  -8.84485  -8.84485  -8.84485  -8.84485  -8.84485
  -8.84485  -8.84485  -8.84485  -8.84485  -8.84485  -8.84485  -8.84485  -8.84485
  -8.84485  -8.84485
  -8.76070  -8.76070  -8.76070  -8.76070  -8.76070  -8.76070  -8.76070  -8.76070
  -8.76070  -8.76070  -8.76070  -8.76070  -8.76070  -8.76070  -8.76070  -8.76070
  -8.76070  -8.76070  -8.76070  -8.76070  -8.76070  -8.76070  -8.76070  -8.76070
  -8.76070  -8.76070
  -8.67624  -8.67624  -8.67624  -8.67624  -8.67624  -8.67624  -8.67624  -8.67624
  -8.67624  -8.67624  -8.67624  -8.67624  -8.67624  -8.67624  -8.67624  -8.67624
  -8.67624  -8.67624  -8.67624  -8.67624  -8.67624  -8.67624  -8.67624  -8.67624
  -8.67624  -8.67624
  -8.59164  -8.59164  -8.59164  -8.59164  -8.59164  -8.59164  -8.59164  -8.59164
  -8.59164  -8.59164  -8.59164  -8.59164  -8.59164  -8.59164  -8.59164  -8.59164
  -8.59164  -8.59164  -8.59164  -8.59164  -8.59164  -8.59164  -8.59164  -8.59164
  -8.59164  -8.59164
  -8.50708  -8.50708  -8.50708  -8.50708  -8.50708  -8.50708  -8.50708  -8.50708
  -8.50708  -8.50708  -8.50708  -8.50708  -8.50708  -8.50708  -8.50708  -8.50708
  -8.50708  -8.50708  -8.50708  -8.50708  -8.50708  -8.50708  -8.50708  -8.50708
  -8.50708  -8.50708
  -8.42276  -8.42276  -8.42276  -8.42276  -8.42276  -8.42276  -8.42276  -8.42276
  -8.42276  -8.42276  -8.42276  -8.42276  -8.42276  -8.42276  -8.42276  -8.42276
  -8.42276  -8.42276  -8.42276  -8.42276  -8.42276  -8.42276  -8.42276  -8.42276
  -8.42276  -8.42276
  -8.33890  -8.33890  -8.33890  -8.33890  -8.33890  -8.33890  -8.33890  -8.33890
  -8.33890  -8.33890  -8.33890  -8.33890  -8.33890  -8.33890  -8.33890  -8.33890
  -8.33890  -8.33890  -8.33890  -8.33890  -8.33890  -8.33890  -8.33890  -8.33890
  -8.33890  -8.33890
  -8.25577  -8.25577  -8.25577  -8.25577  -8.25577  -8.25577  -8.25577  -8.25577
  -8.25577  -8.25577  -8.25577  -8.25577  -8.25577  -8.25577  -8.25577  -8.25577
  -8.25577  -8.25577  -8.25577  -8.25577  -8.25577  -8.25577  -8.25577  -8.25577
  -8.25577  -8.25577
  -8.17365  -8.17365  -8.17365  -8.17365  -8.17365  -8.17365  -8.17365  -8.17365
  -8.17365  -8.17365  -8.17365  -8.17365  -8.17365  -8.17365  -8.17365  -8.17365
  -8.17365  -8.17365  -8.17365  -8.17365  -8.17365  -8.17365  -8.17365  -8.17365
  -8.17365  -8.17365
  -8.09291  -8.09291  -8.09291  -8.09291  -8.09291  -8.09291  -8.09291  -8.09291
  -8.09291  -8.09291  -8.09291  -8.09291  -8.09291  -8.09291  -8.09291  -8.09291
  -8.09291  -8.09291  -8.09291  -8.09291  -8.09291  -8.09291  -8.09291  -8.09291
  -8.09291  -8.09291
  -8.01397  -8.01397  -8.01397  -8.01397  -8.01397  -8.01397  -8.01397  -8.01397
  -8.01397  -8.01397  -8.01397  -8.01397  -8.01397  -8.01397  -8.01397  -8.01397
  -8.01397  -8.01397  -8.01397  -8.01397  -8.01397  -8.01397  -8.01397  -8.01397
  -8.01397  -8.01397
  -7.93736  -7.93736  -7.93736  -7.93736  -7.93736  -7.93736  -7.93736  -7.93736
  -7.93736  -7.93736  -7.93736  -7.93736  -7.93736  -7.93736  -7.93736  -7.93736
  -7.93736  -7.93736  -7.93736  -7.93736  -7.93736  -7.93736  -7.93736  -7.93736
  -7.93736  -7.93736
  -7.86377  -7.86377  -7.86377  -7.86377  -7.86377  -7.86377  -7.86377  -7.86377
  -7.86377  -7.86377  -7.86377  -7.86377  -7.86377  -7.86377  -7.86377  -7.86377
  -7.86377  -7.86377  -7.86377  -7.86377  -7.86377  -7.86377  -7.86377  -7.86377
  -7.86377  -7.86377
  -7.79407  -7.79407  -7.79407  -7.79407  -7.79407  -7.79407  -7.79407  -7.79407
  -7.79407  -7.79407  -7.79407  -7.79407  -7.79407  -7.79407  -7.79407  -7.79407
  -7.79407  -7.79407  -7.79407  -7.79407  -7.79407  -7.79407  -7.79407  -7.79407
  -7.79407  -7.79407
  -7.72946  -7.72946  -7.72946  -7.72946  -7.72946  -7.72946  -7.72946  -7.72946
  -7.72946  -7.72946  -7.72946  -7.72946  -7.72946  -7.72946  -7.72946  -7.72946
  -7.72946  -7.72946  -7.72946  -7.72946  -7.72946  -7.72946  -7.72946  -7.72946
  -7.72946  -7.72946
  -7.67162  -7.67162  -7.67162  -7.67162  -7.67162  -7.67162  -7.67162  -7.67162
  -7.67162  -7.67162  -7.67162  -7.67162  -7.67162  -7.67162  -7.67162  -7.67162
  -7.67162  -7.67162  -7.67162  -7.67162  -7.67162  -7.67162  -7.67162  -7.67162
  -7.67162  -7.67162
  -7.62307  -7.62307  -7.62307  -7.62307  -7.62307  -7.62307  -7.62307  -7.62307
  -7.62307  -7.62307  -7.62307  -7.62307  -7.62307  -7.62307  -7.62307  -7.62307
  -7.62307  -7.62307  -7.62307  -7.62307  -7.62307  -7.62307  -7.62307  -7.62307
  -7.62307  -7.62307
  -7.58778  -7.58778  -7.58778  -7.58778  -7.58778  -7.58778  -7.58778  -7.58778
  -7.58778  -7.58778  -7.58778  -7.58778  -7.58778  -7.58778  -7.58778  -7.58778
  -7.58778  -7.58778  -7.58778  -7.58778  -7.58778  -7.58778  -7.58778  -7.58778
  -7.58778  -7.58778
  -7.57262  -7.57262  -7.57262  -7.57262  -7.57262  -7.57262  -7.57262  -7.57262
  -7.57262  -7.57262  -7.57262  -7.57262  -7.57262  -7.57262  -7.57262  -7.57262
  -7.57262  -7.57262  -7.57262  -7.57262  -7.57262  -7.57262  -7.57262  -7.57262
  -7.57262  -7.57262
  -7.59127  -7.59127  -7.59127  -7.59127  -7.59127  -7.59127  -7.59127  -7.59127
  -7.59127  -7.59127  -7.59127  -7.59127  -7.59127  -7.59127  -7.59127  -7.59127
  -7.59127  -7.59127  -7.59127  -7.59127  -7.59127  -7.59127  -7.59127  -7.59127
  -7.59127  -7.59127
  -7.67764  -7.67764  -7.67764  -7.67764  -7.67764  -7.67764  -7.67764  -7.67764
  -7.67764  -7.67764  -7.67764  -7.67764  -7.67764  -7.67764  -7.67764  -7.67764
  -7.67764  -7.67764  -7.67764  -7.67764  -7.67764  -7.67764  -7.67764  -7.67764
  -7.67764  -7.67764
  -7.50782  -7.50782  -7.50782  -7.50782  -7.50782  -7.50782  -7.50782  -7.50782
  -7.50782  -7.50782  -7.50782  -7.50782  -7.50782  -7.50782  -7.50782  -7.50782
  -7.50782  -7.50782  -7.50782  -7.50782  -7.50782  -7.50782  -7.50782  -7.50782
  -7.50782  -7.50782
  -7.46368  -7.46368  -7.46368  -7.46368  -7.46368  -7.46368  -7.46368  -7.46368
  -7.46368  -7.46368  -7.46368  -7.46368  -7.46368  -7.46368  -7.46368  -7.46368
  -7.46368  -7.46368  -7.46368  -7.46368  -7.46368  -7.46368  -7.46368  -7.46368
  -7.46368  -7.46368
  -7.42022  -7.42022  -7.42022  -7.42022  -7.42022  -7.42022  -7.42022  -7.42022
  -7.42022  -7.42022  -7.42022  -7.42022  -7.42022  -7.42022  -7.42022  -7.42022
  -7.42022  -7.42022  -7.42022  -7.42022  -7.42022  -7.42022  -7.42022  -7.42022
  -7.42022  -7.42022
  -7.37752  -7.37752  -7.37752  -7.37752  -7.37752  -7.37752  -7.37752  -7.37752
  -7.37752  -7.37752  -7.37752  -7.37752  -7.37752  -7.37752  -7.37752  -7.37752
  -7.37752  -7.37752  -7.37752  -7.37752  -7.37752  -7.37752  -7.37752  -7.37752
  -7.37752  -7.37752
  -7.33566  -7.33566  -7.33566  -7.33566  -7.33566  -7.33566  -7.33566  -7.33566
  -7.33566  -7.33566  -7.33566  -7.33566  -7.33566  -7.33566  -7.33566  -7.33566
  -7.33566  -7.33566  -7.33566  -7.33566  -7.33566  -7.33566  -7.33566  -7.33566
  -7.33566  -7.33566
  -7.29473  -7.29473  -7.29473  -7.29473  -7.29473  -7.29473  -7.29473  -7.29473
  -7.29473  -7.29473  -7.29473  -7.29473  -7.29473  -7.29473  -7.29473  -7.29473
  -7.29473  -7.29473  -7.29473  -7.29473  -7.29473  -7.29473  -7.29473  -7.29473
  -7.29473  -7.29473
  -7.25481  -7.25481  -7.25481  -7.25481  -7.25481  -7.25481  -7.25481  -7.25481
  -7.25481  -7.25481  -7.25481  -7.25481  -7.25481  -7.25481  -7.25481  -7.25481
  -7.25481  -7.25481  -7.25481  -7.25481  -7.25481  -7.25481  -7.25481  -7.25481
  -7.25481  -7.25481
  -7.21598  -7.21598  -7.21598  -7.21598  -7.21598  -7.21598  -7.21598  -7.21598
  -7.21598  -7.21598  -7.21598  -7.21598  -7.21598  -7.21598  -7.21598  -7.21598
  -7.21598  -7.21598  -7.21598  -7.21598  -7.21598  -7.21598  -7.21598  -7.21598
  -7.21598  -7.21598
  -7.17832  -7.17832  -7.17832  -7.17832  -7.17832  -7.17832  -7.17832  -7.17832
  -7.17832  -7.17832  -7.17832  -7.17832  -7.17832  -7.17832  -7.17832  -7.17832
  -7.17832  -7.17832  -7.17832  -7.17832  -7.17832  -7.17832  -7.17832  -7.17832
  -7.17832  -7.17832
  -7.14188  -7.14188  -7.14188  -7.14188  -7.14188  -7.14188  -7.14188  -7.14188
  -7.14188  -7.14188  -7.14188  -7.14188  -7.14188  -7.14188  -7.14188  -7.14188
  -7.14188  -7.14188  -7.14188  -7.14188  -7.14188  -7.14188  -7.14188  -7.14188
  -7.14188  -7.14188
  -7.10670  -7.10670  -7.10670  -7.10670  -7.10670  -7.10670  -7.10670  -7.10670
  -7.10670  -7.10670  -7.10670  -7.10670  -7.10670  -7.10670  -7.10670  -7.10670
  -7.10670  -7.10670  -7.10670  -7.10670  -7.10670  -7.10670  -7.10670  -7.10670
  -7.10670  -7.10670
  -7.07274  -7.07274  -7.07274  -7.07274  -7.07274  -7.07274  -7.07274  -7.07274
  -7.07274  -7.07274  -7.07274  -7.07274  -7.07274  -7.07274  -7.07274  -7.07274
  -7.07274  -7.07274  -7.07274  -7.07274  -7.07274  -7.07274  -7.07274  -7.07274
  -7.07274  -7.07274
  -7.03989  -7.03989  -7.03989  -7.03989  -7.03989  -7.03989  -7.03989  -7.03989
  -7.03989  -7.03989  -7.03989  -7.03989  -7.03989  -7.03989  -7.03989  -7.03989
  -7.03989  -7.03989  -7.03989  -7.03989  -7.03989  -7.03989  -7.03989  -7.03989
  -7.03989  -7.03989
  -7.00790  -7.00790  -7.00790  -7.00790  -7.00790  -7.00790  -7.00790  -7.00790
  -7.00790  -7.00790  -7.00790  -7.00790  -7.00790  -7.00790  -7.00790  -7.00790
  -7.00790  -7.00790  -7.00790  -7.00790  -7.00790  -7.00790  -7.00790  -7.00790
  -7.00790  -7.00790
  -6.97631  -6.97631  -6.97631  -6.97631  -6.97631  -6.97631  -6.97631  -6.97631
  -6.97631  -6.97631  -6.97631  -6.97631  -6.97631  -6.97631  -6.97631  -6.97631
  -6.97631  -6.97631  -6.97631  -6.97631  -6.97631  -6.97631  -6.97631  -6.97631
  -6.97631  -6.97631
  -6.94437  -6.94437  -6.94437  -6.94437  -6.94437  -6.94437  -6.94437  -6.94437
  -6.94437  -6.94437  -6.94437  -6.94437  -6.94437  -6.94437  -6.94437  -6.94437
  -6.94437  -6.94437  -6.94437  -6.94437  -6.94437  -6.94437  -6.94437  -6.94437
  -6.94437  -6.94437
  -6.91087  -6.91087  -6.91087  -6.91087  -6.91087  -6.91087  -6.91087  -6.91087
  -6.91087  -6.91087  -6.91087  -6.91087  -6.91087  -6.91087  -6.91087  -6.91087
  -6.91087  -6.91087  -6.91087  -6.91087  -6.91087  -6.91087  -6.91087  -6.91087
  -6.91087  -6.91087
  -6.87407  -6.87407  -6.87407  -6.87407  -6.87407  -6.87407  -6.87407  -6.87407
  -6.87407  -6.87407  -6.87407  -6.87407  -6.87407  -6.87407  -6.87407  -6.87407
  -6.87407  -6.87407  -6.87407  -6.87407  -6.87407  -6.87407  -6.87407  -6.87407
  -6.87407  -6.87407
  -6.83157  -6.83157  -6.83157  -6.83157  -6.83157  -6.83157  -6.83157  -6.83157
  -6.83157  -6.83157  -6.83157  -6.83157  -6.83157  -6.83157  -6.83157  -6.83157
  -6.83157  -6.83157  -6.83157  -6.83157  -6.83157  -6.83157  -6.83157  -6.83157
  -6.83157  -6.83157
  -6.78030  -6.78030  -6.78030  -6.78030  -6.78030  -6.78030  -6.78030  -6.78030
  -6.78030  -6.78030  -6.78030  -6.78030  -6.78030  -6.78030  -6.78030  -6.78030
  -6.78030  -6.78030  -6.78030  -6.78030  -6.78030  -6.78030  -6.78030  -6.78030
  -6.78030  -6.78030
  -6.72883  -6.72883  -6.72883  -6.72883  -6.72883  -6.72883  -6.72883  -6.72883
  -6.72883  -6.72883  -6.72883  -6.72883  -6.72883  -6.72883  -6.72883  -6.72883
  -6.72883  -6.72883  -6.72883  -6.72883  -6.72883  -6.72883  -6.72883  -6.72883
  -6.72883  -6.72883
  -6.67884  -6.67884  -6.67884  -6.67884  -6.67884  -6.67884  -6.67884  -6.67884
  -6.67884  -6.67884  -6.67884  -6.67884  -6.67884  -6.67884  -6.67884  -6.67884
  -6.67884  -6.67884  -6.67884  -6.67884  -6.67884  -6.67884  -6.67884  -6.67884
  -6.67884  -6.67884
  -6.62886  -6.62886  -6.62886  -6.62886  -6.62886  -6.62886  -6.62886  -6.62886
  -6.62886  -6.62886  -6.62886  -6.62886  -6.62886  -6.62886  -6.62886  -6.62886
  -6.62886  -6.62886  -6.62886  -6.62886  -6.62886  -6.62886  -6.62886  -6.62886
  -6.62886  -6.62886
  -6.57887  -6.57887  -6.57887  -6.57887  -6.57887  -6.57887  -6.57887  -6.57887
  -6.57887  -6.57887  -6.57887  -6.57887  -6.57887  -6.57887  -6.57887  -6.57887
  -6.57887  -6.57887  -6.57887  -6.57887  -6.57887  -6.57887  -6.57887  -6.57887
  -6.57887  -6.57887
  -6.52888  -6.52888  -6.52888  -6.52888  -6.52888  -6.52888  -6.52888  -6.52888
  -6.52888  -6.52888  -6.52888  -6.52888  -6.52888  -6.52888  -6.52888  -6.52888
  -6.52888  -6.52888  -6.52888  -6.52888  -6.52888  -6.52888  -6.52888  -6.52888
  -6.52888  -6.52888
  -6.47889  -6.47889  -6.47889  -6.47889  -6.47889  -6.47889  -6.47889  -6.47889
  -6.47889  -6.47889  -6.47889  -6.47889  -6.47889  -6.47889  -6.47889  -6.47889
  -6.47889  -6.47889  -6.47889  -6.47889  -6.47889  -6.47889  -6.47889  -6.47889
  -6.47889  -6.47889
  -6.42890  -6.42890  -6.42890  -6.42890  -6.42890  -6.42890  -6.42890  -6.42890
  -6.42890  -6.42890  -6.42890  -6.42890  -6.42890  -6.42890  -6.42890  -6.42890
  -6.42890  -6.42890  -6.42890  -6.42890  -6.42890  -6.42890  -6.42890  -6.42890
  -6.42890  -6.42890
 --------------------/ IPRT= 1  / IGRD= 1  / MH=2.01/ Z1= 4   / DATE= 20.01.95
  -8.51413  -8.51413  -8.51413  -8.51413  -8.51413  -8.51413  -8.51413  -8.51413
  -8.51413  -8.51413  -8.51413  -8.51413  -8.51413  -8.51413  -8.51413  -8.51413
  -8.51413  -8.51413  -8.51413  -8.51413  -8.51413  -8.51413  -8.51413  -8.51413
  -8.51413  -8.51413
  -8.46414  -8.46414  -8.46414  -8.46414  -8.46414  -8.46414  -8.46414  -8.46414
  -8.46414  -8.46414  -8.46414  -8.46414  -8.46414  -8.46414  -8.46414  -8.46414
  -8.46414  -8.46414  -8.46414  -8.46414  -8.46414  -8.46414  -8.46414  -8.46414
  -8.46414  -8.46414
  -8.41414  -8.41414  -8.41414  -8.41414  -8.41414  -8.41414  -8.41414  -8.41414
  -8.41414  -8.41414  -8.41414  -8.41414  -8.41414  -8.41414  -8.41414  -8.41414
  -8.41414  -8.41414  -8.41414  -8.41414  -8.41414  -8.41414  -8.41414  -8.41414
  -8.41414  -8.41414
  -8.36415  -8.36415  -8.36415  -8.36415  -8.36415  -8.36415  -8.36415  -8.36415
  -8.36415  -8.36415  -8.36415  -8.36415  -8.36415  -8.36415  -8.36415  -8.36415
  -8.36415  -8.36415  -8.36415  -8.36415  -8.36415  -8.36415  -8.36415  -8.36415
  -8.36415  -8.36415
  -8.31416  -8.31416  -8.31416  -8.31416  -8.31416  -8.31416  -8.31416  -8.31416
  -8.31416  -8.31416  -8.31416  -8.31416  -8.31416  -8.31416  -8.31416  -8.31416
  -8.31416  -8.31416  -8.31416  -8.31416  -8.31416  -8.31416  -8.31416  -8.31416
  -8.31416  -8.31416
  -8.26417  -8.26417  -8.26417  -8.26417  -8.26417  -8.26417  -8.26417  -8.26417
  -8.26417  -8.26417  -8.26417  -8.26417  -8.26417  -8.26417  -8.26417  -8.26417
  -8.26417  -8.26417  -8.26417  -8.26417  -8.26417  -8.26417  -8.26417  -8.26417
  -8.26417  -8.26417
  -8.21418  -8.21418  -8.21418  -8.21418  -8.21418  -8.21418  -8.21418  -8.21418
  -8.21418  -8.21418  -8.21418  -8.21418  -8.21418  -8.21418  -8.21418  -8.21418
  -8.21418  -8.21418  -8.21418  -8.21418  -8.21418  -8.21418  -8.21418  -8.21418
  -8.21418  -8.21418
  -8.16419  -8.16419  -8.16419  -8.16419  -8.16419  -8.16419  -8.16419  -8.16419
  -8.16419  -8.16419  -8.16419  -8.16419  -8.16419  -8.16419  -8.16419  -8.16419
  -8.16419  -8.16419  -8.16419  -8.16419  -8.16419  -8.16419  -8.16419  -8.16419
  -8.16419  -8.16419
  -8.11420  -8.11420  -8.11420  -8.11420  -8.11420  -8.11420  -8.11420  -8.11420
  -8.11420  -8.11420  -8.11420  -8.11420  -8.11420  -8.11420  -8.11420  -8.11420
  -8.11420  -8.11420  -8.11420  -8.11420  -8.11420  -8.11420  -8.11420  -8.11420
  -8.11420  -8.11420
  -8.06421  -8.06421  -8.06421  -8.06421  -8.06421  -8.06421  -8.06421  -8.06421
  -8.06421  -8.06421  -8.06421  -8.06421  -8.06421  -8.06421  -8.06421  -8.06421
  -8.06421  -8.06421  -8.06421  -8.06421  -8.06421  -8.06421  -8.06421  -8.06421
  -8.06421  -8.06421
  -8.01423  -8.01423  -8.01423  -8.01423  -8.01423  -8.01423  -8.01423  -8.01423
  -8.01423  -8.01423  -8.01423  -8.01423  -8.01423  -8.01423  -8.01423  -8.01423
  -8.01423  -8.01423  -8.01423  -8.01423  -8.01423  -8.01423  -8.01423  -8.01423
  -8.01423  -8.01423
  -7.96424  -7.96424  -7.96424  -7.96424  -7.96424  -7.96424  -7.96424  -7.96424
  -7.96424  -7.96424  -7.96424  -7.96424  -7.96424  -7.96424  -7.96424  -7.96424
  -7.96424  -7.96424  -7.96424  -7.96424  -7.96424  -7.96424  -7.96424  -7.96424
  -7.96424  -7.96424
  -7.91427  -7.91427  -7.91427  -7.91427  -7.91427  -7.91427  -7.91427  -7.91427
  -7.91427  -7.91427  -7.91427  -7.91427  -7.91427  -7.91427  -7.91427  -7.91427
  -7.91427  -7.91427  -7.91427  -7.91427  -7.91427  -7.91427  -7.91427  -7.91427
  -7.91427  -7.91427
  -7.86430  -7.86430  -7.86430  -7.86430  -7.86430  -7.86430  -7.86430  -7.86430
  -7.86430  -7.86430  -7.86430  -7.86430  -7.86430  -7.86430  -7.86430  -7.86430
  -7.86430  -7.86430  -7.86430  -7.86430  -7.86430  -7.86430  -7.86430  -7.86430
  -7.86430  -7.86430
  -7.81433  -7.81433  -7.81433  -7.81433  -7.81433  -7.81433  -7.81433  -7.81433
  -7.81433  -7.81433  -7.81433  -7.81433  -7.81433  -7.81433  -7.81433  -7.81433
  -7.81433  -7.81433  -7.81433  -7.81433  -7.81433  -7.81433  -7.81433  -7.81433
  -7.81433  -7.81433
  -7.76438  -7.76438  -7.76438  -7.76438  -7.76438  -7.76438  -7.76438  -7.76438
  -7.76438  -7.76438  -7.76438  -7.76438  -7.76438  -7.76438  -7.76438  -7.76438
  -7.76438  -7.76438  -7.76438  -7.76438  -7.76438  -7.76438  -7.76438  -7.76438
  -7.76438  -7.76438
  -7.71444  -7.71444  -7.71444  -7.71444  -7.71444  -7.71444  -7.71444  -7.71444
  -7.71444  -7.71444  -7.71444  -7.71444  -7.71444  -7.71444  -7.71444  -7.71444
  -7.71444  -7.71444  -7.71444  -7.71444  -7.71444  -7.71444  -7.71444  -7.71444
  -7.71444  -7.71444
  -7.66451  -7.66451  -7.66451  -7.66451  -7.66451  -7.66451  -7.66451  -7.66451
  -7.66451  -7.66451  -7.66451  -7.66451  -7.66451  -7.66451  -7.66451  -7.66451
  -7.66451  -7.66451  -7.66451  -7.66451  -7.66451  -7.66451  -7.66451  -7.66451
  -7.66451  -7.66451
  -7.61461  -7.61461  -7.61461  -7.61461  -7.61461  -7.61461  -7.61461  -7.61461
  -7.61461  -7.61461  -7.61461  -7.61461  -7.61461  -7.61461  -7.61461  -7.61461
  -7.61461  -7.61461  -7.61461  -7.61461  -7.61461  -7.61461  -7.61461  -7.61461
  -7.61461  -7.61461
  -7.56473  -7.56473  -7.56473  -7.56473  -7.56473  -7.56473  -7.56473  -7.56473
  -7.56473  -7.56473  -7.56473  -7.56473  -7.56473  -7.56473  -7.56473  -7.56473
  -7.56473  -7.56473  -7.56473  -7.56473  -7.56473  -7.56473  -7.56473  -7.56473
  -7.56473  -7.56473
  -7.51489  -7.51489  -7.51489  -7.51489  -7.51489  -7.51489  -7.51489  -7.51489
  -7.51489  -7.51489  -7.51489  -7.51489  -7.51489  -7.51489  -7.51489  -7.51489
  -7.51489  -7.51489  -7.51489  -7.51489  -7.51489  -7.51489  -7.51489  -7.51489
  -7.51489  -7.51489
  -7.46510  -7.46510  -7.46510  -7.46510  -7.46510  -7.46510  -7.46510  -7.46510
  -7.46510  -7.46510  -7.46510  -7.46510  -7.46510  -7.46510  -7.46510  -7.46510
  -7.46510  -7.46510  -7.46510  -7.46510  -7.46510  -7.46510  -7.46510  -7.46510
  -7.46510  -7.46510
  -7.41536  -7.41536  -7.41536  -7.41536  -7.41536  -7.41536  -7.41536  -7.41536
  -7.41536  -7.41536  -7.41536  -7.41536  -7.41536  -7.41536  -7.41536  -7.41536
  -7.41536  -7.41536  -7.41536  -7.41536  -7.41536  -7.41536  -7.41536  -7.41536
  -7.41536  -7.41536
  -7.36570  -7.36570  -7.36570  -7.36570  -7.36570  -7.36570  -7.36570  -7.36570
  -7.36570  -7.36570  -7.36570  -7.36570  -7.36570  -7.36570  -7.36570  -7.36570
  -7.36570  -7.36570  -7.36570  -7.36570  -7.36570  -7.36570  -7.36570  -7.36570
  -7.36570  -7.36570
  -7.31613  -7.31613  -7.31613  -7.31613  -7.31613  -7.31613  -7.31613  -7.31613
  -7.31613  -7.31613  -7.31613  -7.31613  -7.31613  -7.31613  -7.31613  -7.31613
  -7.31613  -7.31613  -7.31613  -7.31613  -7.31613  -7.31613  -7.31613  -7.31613
  -7.31613  -7.31613
  -7.26668  -7.26668  -7.26668  -7.26668  -7.26668  -7.26668  -7.26668  -7.26668
  -7.26668  -7.26668  -7.26668  -7.26668  -7.26668  -7.26668  -7.26668  -7.26668
  -7.26668  -7.26668  -7.26668  -7.26668  -7.26668  -7.26668  -7.26668  -7.26668
  -7.26668  -7.26668
