    7   26   48    1    7     /NITROGEN           /ABELS-VAN MAANEN 1985   ADF11
 -------------------------------------------------------------------------------
  10.00000  10.20000  10.40000  10.60000  10.80000  11.00000  11.20000  11.40000
  11.60000  11.80000  12.00000  12.20000  12.40000  12.60000  12.80000  13.00000
  13.20000  13.40000  13.60000  13.80000  14.00000  14.20000  14.40000  14.60000
  14.80000  15.00000
   0.00000   0.09998   0.19996   0.29993   0.39991   0.49989   0.59987   0.69985
   0.79982   0.89980   0.99978   1.09976   1.19974   1.29972   1.39969   1.49967
   1.59965   1.69963   1.79961   1.89958   1.99956   2.09954   2.19952   2.29950
   2.39947   2.49945   2.59943   2.69941   2.79939   2.89936   2.99934   3.09932
   3.19930   3.29928   3.39925   3.49923   3.59921   3.69919   3.79917   3.89915
   3.99912   4.09910   4.19908   4.29906   4.39904   4.49901   4.59899   4.69897
 --------------------/ IPRT= 1  / IGRD= 1  / MH=2.01/ Z1= 1   / DATE= 20.01.95
  -9.61890  -9.61890  -9.61890  -9.61890  -9.61890  -9.61890  -9.61890  -9.61890
  -9.61890  -9.61890  -9.61890  -9.61890  -9.61890  -9.61890  -9.61890  -9.61890
  -9.61890  -9.61890  -9.61890  -9.61890  -9.61890  -9.61890  -9.61890  -9.61890
  -9.61890  -9.61890
  -9.56891  -9.56891  -9.56891  -9.56891  -9.56891  -9.56891  -9.56891  -9.56891
  -9.56891  -9.56891  -9.56891  -9.56891  -9.56891  -9.56891  -9.56891  -9.56891
  -9.56891  -9.56891  -9.56891  -9.56891  -9.56891  -9.56891  -9.56891  -9.56891
  -9.56891  -9.56891
  -9.51892  -9.51892  -9.51892  -9.51892  -9.51892  -9.51892  -9.51892  -9.51892
  -9.51892  -9.51892  -9.51892  -9.51892  -9.51892  -9.51892  -9.51892  -9.51892
  -9.51892  -9.51892  -9.51892  -9.51892  -9.51892  -9.51892  -9.51892  -9.51892
  -9.51892  -9.51892
  -9.46893  -9.46893  -9.46893  -9.46893  -9.46893  -9.46893  -9.46893  -9.46893
  -9.46893  -9.46893  -9.46893  -9.46893  -9.46893  -9.46893  -9.46893  -9.46893
  -9.46893  -9.46893  -9.46893  -9.46893  -9.46893  -9.46893  -9.46893  -9.46893
  -9.46893  -9.46893
  -9.41894  -9.41894  -9.41894  -9.41894  -9.41894  -9.41894  -9.41894  -9.41894
  -9.41894  -9.41894  -9.41894  -9.41894  -9.41894  -9.41894  -9.41894  -9.41894
  -9.41894  -9.41894  -9.41894  -9.41894  -9.41894  -9.41894  -9.41894  -9.41894
  -9.41894  -9.41894
  -9.36895  -9.36895  -9.36895  -9.36895  -9.36895  -9.36895  -9.36895  -9.36895
  -9.36895  -9.36895  -9.36895  -9.36895  -9.36895  -9.36895  -9.36895  -9.36895
  -9.36895  -9.36895  -9.36895  -9.36895  -9.36895  -9.36895  -9.36895  -9.36895
  -9.36895  -9.36895
  -9.31896  -9.31896  -9.31896  -9.31896  -9.31896  -9.31896  -9.31896  -9.31896
  -9.31896  -9.31896  -9.31896  -9.31896  -9.31896  -9.31896  -9.31896  -9.31896
  -9.31896  -9.31896  -9.31896  -9.31896  -9.31896  -9.31896  -9.31896  -9.31896
  -9.31896  -9.31896
  -9.26897  -9.26897  -9.26897  -9.26897  -9.26897  -9.26897  -9.26897  -9.26897
  -9.26897  -9.26897  -9.26897  -9.26897  -9.26897  -9.26897  -9.26897  -9.26897
  -9.26897  -9.26897  -9.26897  -9.26897  -9.26897  -9.26897  -9.26897  -9.26897
  -9.26897  -9.26897
  -9.21898  -9.21898  -9.21898  -9.21898  -9.21898  -9.21898  -9.21898  -9.21898
  -9.21898  -9.21898  -9.21898  -9.21898  -9.21898  -9.21898  -9.21898  -9.21898
  -9.21898  -9.21898  -9.21898  -9.21898  -9.21898  -9.21898  -9.21898  -9.21898
  -9.21898  -9.21898
  -9.16900  -9.16900  -9.16900  -9.16900  -9.16900  -9.16900  -9.16900  -9.16900
  -9.16900  -9.16900  -9.16900  -9.16900  -9.16900  -9.16900  -9.16900  -9.16900
  -9.16900  -9.16900  -9.16900  -9.16900  -9.16900  -9.16900  -9.16900  -9.16900
  -9.16900  -9.16900
  -9.11901  -9.11901  -9.11901  -9.11901  -9.11901  -9.11901  -9.11901  -9.11901
  -9.11901  -9.11901  -9.11901  -9.11901  -9.11901  -9.11901  -9.11901  -9.11901
  -9.11901  -9.11901  -9.11901  -9.11901  -9.11901  -9.11901  -9.11901  -9.11901
  -9.11901  -9.11901
  -9.06902  -9.06902  -9.06902  -9.06902  -9.06902  -9.06902  -9.06902  -9.06902
  -9.06902  -9.06902  -9.06902  -9.06902  -9.06902  -9.06902  -9.06902  -9.06902
  -9.06902  -9.06902  -9.06902  -9.06902  -9.06902  -9.06902  -9.06902  -9.06902
  -9.06902  -9.06902
  -9.01903  -9.01903  -9.01903  -9.01903  -9.01903  -9.01903  -9.01903  -9.01903
  -9.01903  -9.01903  -9.01903  -9.01903  -9.01903  -9.01903  -9.01903  -9.01903
  -9.01903  -9.01903  -9.01903  -9.01903  -9.01903  -9.01903  -9.01903  -9.01903
  -9.01903  -9.01903
  -8.96904  -8.96904  -8.96904  -8.96904  -8.96904  -8.96904  -8.96904  -8.96904
  -8.96904  -8.96904  -8.96904  -8.96904  -8.96904  -8.96904  -8.96904  -8.96904
  -8.96904  -8.96904  -8.96904  -8.96904  -8.96904  -8.96904  -8.96904  -8.96904
  -8.96904  -8.96904
  -8.91905  -8.91905  -8.91905  -8.91905  -8.91905  -8.91905  -8.91905  -8.91905
  -8.91905  -8.91905  -8.91905  -8.91905  -8.91905  -8.91905  -8.91905  -8.91905
  -8.91905  -8.91905  -8.91905  -8.91905  -8.91905  -8.91905  -8.91905  -8.91905
  -8.91905  -8.91905
  -8.86906  -8.86906  -8.86906  -8.86906  -8.86906  -8.86906  -8.86906  -8.86906
  -8.86906  -8.86906  -8.86906  -8.86906  -8.86906  -8.86906  -8.86906  -8.86906
  -8.86906  -8.86906  -8.86906  -8.86906  -8.86906  -8.86906  -8.86906  -8.86906
  -8.86906  -8.86906
  -8.81907  -8.81907  -8.81907  -8.81907  -8.81907  -8.81907  -8.81907  -8.81907
  -8.81907  -8.81907  -8.81907  -8.81907  -8.81907  -8.81907  -8.81907  -8.81907
  -8.81907  -8.81907  -8.81907  -8.81907  -8.81907  -8.81907  -8.81907  -8.81907
  -8.81907  -8.81907
  -8.76908  -8.76908  -8.76908  -8.76908  -8.76908  -8.76908  -8.76908  -8.76908
  -8.76908  -8.76908  -8.76908  -8.76908  -8.76908  -8.76908  -8.76908  -8.76908
  -8.76908  -8.76908  -8.76908  -8.76908  -8.76908  -8.76908  -8.76908  -8.76908
  -8.76908  -8.76908
  -8.70520  -8.70520  -8.70520  -8.70520  -8.70520  -8.70520  -8.70520  -8.70520
  -8.70520  -8.70520  -8.70520  -8.70520  -8.70520  -8.70520  -8.70520  -8.70520
  -8.70520  -8.70520  -8.70520  -8.70520  -8.70520  -8.70520  -8.70520  -8.70520
  -8.70520  -8.70520
  -8.63889  -8.63889  -8.63889  -8.63889  -8.63889  -8.63889  -8.63889  -8.63889
  -8.63889  -8.63889  -8.63889  -8.63889  -8.63889  -8.63889  -8.63889  -8.63889
  -8.63889  -8.63889  -8.63889  -8.63889  -8.63889  -8.63889  -8.63889  -8.63889
  -8.63889  -8.63889
  -8.57128  -8.57128  -8.57128  -8.57128  -8.57128  -8.57128  -8.57128  -8.57128
  -8.57128  -8.57128  -8.57128  -8.57128  -8.57128  -8.57128  -8.57128  -8.57128
  -8.57128  -8.57128  -8.57128  -8.57128  -8.57128  -8.57128  -8.57128  -8.57128
  -8.57128  -8.57128
  -8.50234  -8.50234  -8.50234  -8.50234  -8.50234  -8.50234  -8.50234  -8.50234
  -8.50234  -8.50234  -8.50234  -8.50234  -8.50234  -8.50234  -8.50234  -8.50234
  -8.50234  -8.50234  -8.50234  -8.50234  -8.50234  -8.50234  -8.50234  -8.50234
  -8.50234  -8.50234
  -8.43203  -8.43203  -8.43203  -8.43203  -8.43203  -8.43203  -8.43203  -8.43203
  -8.43203  -8.43203  -8.43203  -8.43203  -8.43203  -8.43203  -8.43203  -8.43203
  -8.43203  -8.43203  -8.43203  -8.43203  -8.43203  -8.43203  -8.43203  -8.43203
  -8.43203  -8.43203
  -8.36031  -8.36031  -8.36031  -8.36031  -8.36031  -8.36031  -8.36031  -8.36031
  -8.36031  -8.36031  -8.36031  -8.36031  -8.36031  -8.36031  -8.36031  -8.36031
  -8.36031  -8.36031  -8.36031  -8.36031  -8.36031  -8.36031  -8.36031  -8.36031
  -8.36031  -8.36031
  -8.28718  -8.28718  -8.28718  -8.28718  -8.28718  -8.28718  -8.28718  -8.28718
  -8.28718  -8.28718  -8.28718  -8.28718  -8.28718  -8.28718  -8.28718  -8.28718
  -8.28718  -8.28718  -8.28718  -8.28718  -8.28718  -8.28718  -8.28718  -8.28718
  -8.28718  -8.28718
  -8.21260  -8.21260  -8.21260  -8.21260  -8.21260  -8.21260  -8.21260  -8.21260
  -8.21260  -8.21260  -8.21260  -8.21260  -8.21260  -8.21260  -8.21260  -8.21260
  -8.21260  -8.21260  -8.21260  -8.21260  -8.21260  -8.21260  -8.21260  -8.21260
  -8.21260  -8.21260
  -8.13660  -8.13660  -8.13660  -8.13660  -8.13660  -8.13660  -8.13660  -8.13660
  -8.13660  -8.13660  -8.13660  -8.13660  -8.13660  -8.13660  -8.13660  -8.13660
  -8.13660  -8.13660  -8.13660  -8.13660  -8.13660  -8.13660  -8.13660  -8.13660
  -8.13660  -8.13660
  -8.05916  -8.05916  -8.05916  -8.05916  -8.05916  -8.05916  -8.05916  -8.05916
  -8.05916  -8.05916  -8.05916  -8.05916  -8.05916  -8.05916  -8.05916  -8.05916
  -8.05916  -8.05916  -8.05916  -8.05916  -8.05916  -8.05916  -8.05916  -8.05916
  -8.05916  -8.05916
  -7.98030  -7.98030  -7.98030  -7.98030  -7.98030  -7.98030  -7.98030  -7.98030
  -7.98030  -7.98030  -7.98030  -7.98030  -7.98030  -7.98030  -7.98030  -7.98030
  -7.98030  -7.98030  -7.98030  -7.98030  -7.98030  -7.98030  -7.98030  -7.98030
  -7.98030  -7.98030
  -7.90006  -7.90006  -7.90006  -7.90006  -7.90006  -7.90006  -7.90006  -7.90006
  -7.90006  -7.90006  -7.90006  -7.90006  -7.90006  -7.90006  -7.90006  -7.90006
  -7.90006  -7.90006  -7.90006  -7.90006  -7.90006  -7.90006  -7.90006  -7.90006
  -7.90006  -7.90006
  -7.81846  -7.81846  -7.81846  -7.81846  -7.81846  -7.81846  -7.81846  -7.81846
  -7.81846  -7.81846  -7.81846  -7.81846  -7.81846  -7.81846  -7.81846  -7.81846
  -7.81846  -7.81846  -7.81846  -7.81846  -7.81846  -7.81846  -7.81846  -7.81846
  -7.81846  -7.81846
  -7.73554  -7.73554  -7.73554  -7.73554  -7.73554  -7.73554  -7.73554  -7.73554
  -7.73554  -7.73554  -7.73554  -7.73554  -7.73554  -7.73554  -7.73554  -7.73554
  -7.73554  -7.73554  -7.73554  -7.73554  -7.73554  -7.73554  -7.73554  -7.73554
  -7.73554  -7.73554
  -7.65901  -7.65901  -7.65901  -7.65901  -7.65901  -7.65901  -7.65901  -7.65901
  -7.65901  -7.65901  -7.65901  -7.65901  -7.65901  -7.65901  -7.65901  -7.65901
  -7.65901  -7.65901  -7.65901  -7.65901  -7.65901  -7.65901  -7.65901  -7.65901
  -7.65901  -7.65901
  -7.60902  -7.60902  -7.60902  -7.60902  -7.60902  -7.60902  -7.60902  -7.60902
  -7.60902  -7.60902  -7.60902  -7.60902  -7.60902  -7.60902  -7.60902  -7.60902
  -7.60902  -7.60902  -7.60902  -7.60902  -7.60902  -7.60902  -7.60902  -7.60902
  -7.60902  -7.60902
  -7.55903  -7.55903  -7.55903  -7.55903  -7.55903  -7.55903  -7.55903  -7.55903
  -7.55903  -7.55903  -7.55903  -7.55903  -7.55903  -7.55903  -7.55903  -7.55903
  -7.55903  -7.55903  -7.55903  -7.55903  -7.55903  -7.55903  -7.55903  -7.55903
  -7.55903  -7.55903
  -7.50904  -7.50904  -7.50904  -7.50904  -7.50904  -7.50904  -7.50904  -7.50904
  -7.50904  -7.50904  -7.50904  -7.50904  -7.50904  -7.50904  -7.50904  -7.50904
  -7.50904  -7.50904  -7.50904  -7.50904  -7.50904  -7.50904  -7.50904  -7.50904
  -7.50904  -7.50904
  -7.45906  -7.45906  -7.45906  -7.45906  -7.45906  -7.45906  -7.45906  -7.45906
  -7.45906  -7.45906  -7.45906  -7.45906  -7.45906  -7.45906  -7.45906  -7.45906
  -7.45906  -7.45906  -7.45906  -7.45906  -7.45906  -7.45906  -7.45906  -7.45906
  -7.45906  -7.45906
  -7.40907  -7.40907  -7.40907  -7.40907  -7.40907  -7.40907  -7.40907  -7.40907
  -7.40907  -7.40907  -7.40907  -7.40907  -7.40907  -7.40907  -7.40907  -7.40907
  -7.40907  -7.40907  -7.40907  -7.40907  -7.40907  -7.40907  -7.40907  -7.40907
  -7.40907  -7.40907
  -7.35908  -7.35908  -7.35908  -7.35908  -7.35908  -7.35908  -7.35908  -7.35908
  -7.35908  -7.35908  -7.35908  -7.35908  -7.35908  -7.35908  -7.35908  -7.35908
  -7.35908  -7.35908  -7.35908  -7.35908  -7.35908  -7.35908  -7.35908  -7.35908
  -7.35908  -7.35908
  -7.30909  -7.30909  -7.30909  -7.30909  -7.30909  -7.30909  -7.30909  -7.30909
  -7.30909  -7.30909  -7.30909  -7.30909  -7.30909  -7.30909  -7.30909  -7.30909
  -7.30909  -7.30909  -7.30909  -7.30909  -7.30909  -7.30909  -7.30909  -7.30909
  -7.30909  -7.30909
  -7.25910  -7.25910  -7.25910  -7.25910  -7.25910  -7.25910  -7.25910  -7.25910
  -7.25910  -7.25910  -7.25910  -7.25910  -7.25910  -7.25910  -7.25910  -7.25910
  -7.25910  -7.25910  -7.25910  -7.25910  -7.25910  -7.25910  -7.25910  -7.25910
  -7.25910  -7.25910
  -7.20911  -7.20911  -7.20911  -7.20911  -7.20911  -7.20911  -7.20911  -7.20911
  -7.20911  -7.20911  -7.20911  -7.20911  -7.20911  -7.20911  -7.20911  -7.20911
  -7.20911  -7.20911  -7.20911  -7.20911  -7.20911  -7.20911  -7.20911  -7.20911
  -7.20911  -7.20911
  -7.15912  -7.15912  -7.15912  -7.15912  -7.15912  -7.15912  -7.15912  -7.15912
  -7.15912  -7.15912  -7.15912  -7.15912  -7.15912  -7.15912  -7.15912  -7.15912
  -7.15912  -7.15912  -7.15912  -7.15912  -7.15912  -7.15912  -7.15912  -7.15912
  -7.15912  -7.15912
  -7.10913  -7.10913  -7.10913  -7.10913  -7.10913  -7.10913  -7.10913  -7.10913
  -7.10913  -7.10913  -7.10913  -7.10913  -7.10913  -7.10913  -7.10913  -7.10913
  -7.10913  -7.10913  -7.10913  -7.10913  -7.10913  -7.10913  -7.10913  -7.10913
  -7.10913  -7.10913
  -7.05914  -7.05914  -7.05914  -7.05914  -7.05914  -7.05914  -7.05914  -7.05914
  -7.05914  -7.05914  -7.05914  -7.05914  -7.05914  -7.05914  -7.05914  -7.05914
  -7.05914  -7.05914  -7.05914  -7.05914  -7.05914  -7.05914  -7.05914  -7.05914
  -7.05914  -7.05914
  -7.00915  -7.00915  -7.00915  -7.00915  -7.00915  -7.00915  -7.00915  -7.00915
  -7.00915  -7.00915  -7.00915  -7.00915  -7.00915  -7.00915  -7.00915  -7.00915
  -7.00915  -7.00915  -7.00915  -7.00915  -7.00915  -7.00915  -7.00915  -7.00915
  -7.00915  -7.00915
  -6.95916  -6.95916  -6.95916  -6.95916  -6.95916  -6.95916  -6.95916  -6.95916
  -6.95916  -6.95916  -6.95916  -6.95916  -6.95916  -6.95916  -6.95916  -6.95916
  -6.95916  -6.95916  -6.95916  -6.95916  -6.95916  -6.95916  -6.95916  -6.95916
  -6.95916  -6.95916
  -6.90918  -6.90918  -6.90918  -6.90918  -6.90918  -6.90918  -6.90918  -6.90918
  -6.90918  -6.90918  -6.90918  -6.90918  -6.90918  -6.90918  -6.90918  -6.90918
  -6.90918  -6.90918  -6.90918  -6.90918  -6.90918  -6.90918  -6.90918  -6.90918
  -6.90918  -6.90918
 --------------------/ IPRT= 1  / IGRD= 1  / MH=2.01/ Z1= 2   / DATE= 20.01.95
  -9.24327  -9.24327  -9.24327  -9.24327  -9.24327  -9.24327  -9.24327  -9.24327
  -9.24327  -9.24327  -9.24327  -9.24327  -9.24327  -9.24327  -9.24327  -9.24327
  -9.24327  -9.24327  -9.24327  -9.24327  -9.24327  -9.24327  -9.24327  -9.24327
  -9.24327  -9.24327
  -9.19390  -9.19390  -9.19390  -9.19390  -9.19390  -9.19390  -9.19390  -9.19390
  -9.19390  -9.19390  -9.19390  -9.19390  -9.19390  -9.19390  -9.19390  -9.19390
  -9.19390  -9.19390  -9.19390  -9.19390  -9.19390  -9.19390  -9.19390  -9.19390
  -9.19390  -9.19390
  -9.14460  -9.14460  -9.14460  -9.14460  -9.14460  -9.14460  -9.14460  -9.14460
  -9.14460  -9.14460  -9.14460  -9.14460  -9.14460  -9.14460  -9.14460  -9.14460
  -9.14460  -9.14460  -9.14460  -9.14460  -9.14460  -9.14460  -9.14460  -9.14460
  -9.14460  -9.14460
  -9.09539  -9.09539  -9.09539  -9.09539  -9.09539  -9.09539  -9.09539  -9.09539
  -9.09539  -9.09539  -9.09539  -9.09539  -9.09539  -9.09539  -9.09539  -9.09539
  -9.09539  -9.09539  -9.09539  -9.09539  -9.09539  -9.09539  -9.09539  -9.09539
  -9.09539  -9.09539
  -9.04627  -9.04627  -9.04627  -9.04627  -9.04627  -9.04627  -9.04627  -9.04627
  -9.04627  -9.04627  -9.04627  -9.04627  -9.04627  -9.04627  -9.04627  -9.04627
  -9.04627  -9.04627  -9.04627  -9.04627  -9.04627  -9.04627  -9.04627  -9.04627
  -9.04627  -9.04627
  -8.99726  -8.99726  -8.99726  -8.99726  -8.99726  -8.99726  -8.99726  -8.99726
  -8.99726  -8.99726  -8.99726  -8.99726  -8.99726  -8.99726  -8.99726  -8.99726
  -8.99726  -8.99726  -8.99726  -8.99726  -8.99726  -8.99726  -8.99726  -8.99726
  -8.99726  -8.99726
  -8.94836  -8.94836  -8.94836  -8.94836  -8.94836  -8.94836  -8.94836  -8.94836
  -8.94836  -8.94836  -8.94836  -8.94836  -8.94836  -8.94836  -8.94836  -8.94836
  -8.94836  -8.94836  -8.94836  -8.94836  -8.94836  -8.94836  -8.94836  -8.94836
  -8.94836  -8.94836
  -8.89959  -8.89959  -8.89959  -8.89959  -8.89959  -8.89959  -8.89959  -8.89959
  -8.89959  -8.89959  -8.89959  -8.89959  -8.89959  -8.89959  -8.89959  -8.89959
  -8.89959  -8.89959  -8.89959  -8.89959  -8.89959  -8.89959  -8.89959  -8.89959
  -8.89959  -8.89959
  -8.85097  -8.85097  -8.85097  -8.85097  -8.85097  -8.85097  -8.85097  -8.85097
  -8.85097  -8.85097  -8.85097  -8.85097  -8.85097  -8.85097  -8.85097  -8.85097
  -8.85097  -8.85097  -8.85097  -8.85097  -8.85097  -8.85097  -8.85097  -8.85097
  -8.85097  -8.85097
  -8.80252  -8.80252  -8.80252  -8.80252  -8.80252  -8.80252  -8.80252  -8.80252
  -8.80252  -8.80252  -8.80252  -8.80252  -8.80252  -8.80252  -8.80252  -8.80252
  -8.80252  -8.80252  -8.80252  -8.80252  -8.80252  -8.80252  -8.80252  -8.80252
  -8.80252  -8.80252
  -8.75425  -8.75425  -8.75425  -8.75425  -8.75425  -8.75425  -8.75425  -8.75425
  -8.75425  -8.75425  -8.75425  -8.75425  -8.75425  -8.75425  -8.75425  -8.75425
  -8.75425  -8.75425  -8.75425  -8.75425  -8.75425  -8.75425  -8.75425  -8.75425
  -8.75425  -8.75425
  -8.70618  -8.70618  -8.70618  -8.70618  -8.70618  -8.70618  -8.70618  -8.70618
  -8.70618  -8.70618  -8.70618  -8.70618  -8.70618  -8.70618  -8.70618  -8.70618
  -8.70618  -8.70618  -8.70618  -8.70618  -8.70618  -8.70618  -8.70618  -8.70618
  -8.70618  -8.70618
  -8.65834  -8.65834  -8.65834  -8.65834  -8.65834  -8.65834  -8.65834  -8.65834
  -8.65834  -8.65834  -8.65834  -8.65834  -8.65834  -8.65834  -8.65834  -8.65834
  -8.65834  -8.65834  -8.65834  -8.65834  -8.65834  -8.65834  -8.65834  -8.65834
  -8.65834  -8.65834
  -8.61075  -8.61075  -8.61075  -8.61075  -8.61075  -8.61075  -8.61075  -8.61075
  -8.61075  -8.61075  -8.61075  -8.61075  -8.61075  -8.61075  -8.61075  -8.61075
  -8.61075  -8.61075  -8.61075  -8.61075  -8.61075  -8.61075  -8.61075  -8.61075
  -8.61075  -8.61075
  -8.56344  -8.56344  -8.56344  -8.56344  -8.56344  -8.56344  -8.56344  -8.56344
  -8.56344  -8.56344  -8.56344  -8.56344  -8.56344  -8.56344  -8.56344  -8.56344
  -8.56344  -8.56344  -8.56344  -8.56344  -8.56344  -8.56344  -8.56344  -8.56344
  -8.56344  -8.56344
  -8.51645  -8.51645  -8.51645  -8.51645  -8.51645  -8.51645  -8.51645  -8.51645
  -8.51645  -8.51645  -8.51645  -8.51645  -8.51645  -8.51645  -8.51645  -8.51645
  -8.51645  -8.51645  -8.51645  -8.51645  -8.51645  -8.51645  -8.51645  -8.51645
  -8.51645  -8.51645
  -8.46981  -8.46981  -8.46981  -8.46981  -8.46981  -8.46981  -8.46981  -8.46981
  -8.46981  -8.46981  -8.46981  -8.46981  -8.46981  -8.46981  -8.46981  -8.46981
  -8.46981  -8.46981  -8.46981  -8.46981  -8.46981  -8.46981  -8.46981  -8.46981
  -8.46981  -8.46981
  -8.42355  -8.42355  -8.42355  -8.42355  -8.42355  -8.42355  -8.42355  -8.42355
  -8.42355  -8.42355  -8.42355  -8.42355  -8.42355  -8.42355  -8.42355  -8.42355
  -8.42355  -8.42355  -8.42355  -8.42355  -8.42355  -8.42355  -8.42355  -8.42355
  -8.42355  -8.42355
  -8.37771  -8.37771  -8.37771  -8.37771  -8.37771  -8.37771  -8.37771  -8.37771
  -8.37771  -8.37771  -8.37771  -8.37771  -8.37771  -8.37771  -8.37771  -8.37771
  -8.37771  -8.37771  -8.37771  -8.37771  -8.37771  -8.37771  -8.37771  -8.37771
  -8.37771  -8.37771
  -8.33234  -8.33234  -8.33234  -8.33234  -8.33234  -8.33234  -8.33234  -8.33234
  -8.33234  -8.33234  -8.33234  -8.33234  -8.33234  -8.33234  -8.33234  -8.33234
  -8.33234  -8.33234  -8.33234  -8.33234  -8.33234  -8.33234  -8.33234  -8.33234
  -8.33234  -8.33234
  -8.28748  -8.28748  -8.28748  -8.28748  -8.28748  -8.28748  -8.28748  -8.28748
  -8.28748  -8.28748  -8.28748  -8.28748  -8.28748  -8.28748  -8.28748  -8.28748
  -8.28748  -8.28748  -8.28748  -8.28748  -8.28748  -8.28748  -8.28748  -8.28748
  -8.28748  -8.28748
  -8.24317  -8.24317  -8.24317  -8.24317  -8.24317  -8.24317  -8.24317  -8.24317
  -8.24317  -8.24317  -8.24317  -8.24317  -8.24317  -8.24317  -8.24317  -8.24317
  -8.24317  -8.24317  -8.24317  -8.24317  -8.24317  -8.24317  -8.24317  -8.24317
  -8.24317  -8.24317
