{NUMBER OF COLUMNS}  5 
*
* Outer target data for shot "80237, 59.5-60.5s, SP swept -2.5cm, +3.5cm from their stationary position in 80295", 
* where 80295 and 80237 were the same plasma scenario.  Data sent by Karl Krieger via email on 07/04/2012.
*
*     psin         Jsat          ne       Te      Ti  
*               (A m-2)        (m-3)    (eV)    (eV)
{DATA} 
     0.000    2.883e+04    7.552e+18     5.9     5.9
     0.997    2.883e+04    7.552e+18     5.9     5.9
     0.998    4.814e+04    1.143e+19     7.2     7.2
     0.999    1.874e+05    3.494e+19    11.7    11.7
     1.000    2.485e+05    4.540e+19    18.1    18.1
     1.001    4.098e+05    4.819e+19    29.1    29.1
     1.002    4.374e+05    4.853e+19    33.0    33.0
     1.003    4.200e+05    4.808e+19    31.9    31.9
     1.004    4.011e+05    4.778e+19    29.1    29.1
     1.005    3.657e+05    4.704e+19    24.0    24.0
     1.006    3.401e+05    4.645e+19    21.0    21.0
     1.007    3.146e+05    4.521e+19    19.1    19.1
     1.008    2.663e+05    4.215e+19    16.2    16.2
     1.009    2.309e+05    4.017e+19    14.8    14.8
     1.010    2.088e+05    3.724e+19    13.7    13.7
     1.011    1.956e+05    3.482e+19    12.8    12.8
     1.012    1.788e+05    3.277e+19    11.9    11.9
     1.013    1.623e+05    3.102e+19    10.8    10.8
     1.014    1.502e+05    2.993e+19    10.1    10.1
     1.015    1.365e+05    2.843e+19     9.4     9.4
     1.016    1.196e+05    2.675e+19     8.8     8.8
     1.017    1.119e+05    2.543e+19     8.5     8.5
     1.018    1.023e+05    2.360e+19     8.4     8.4
     1.019    9.735e+04    2.170e+19     8.3     8.3
     1.020    9.348e+04    2.081e+19     8.2     8.2
     1.021    9.094e+04    2.015e+19     8.2     8.2
     1.022    8.708e+04    1.935e+19     8.2     8.2
     1.023    8.226e+04    1.849e+19     8.1     8.1
     1.024    7.924e+04    1.792e+19     8.1     8.1
     1.025    7.547e+04    1.702e+19     8.0     8.0
     1.026    7.323e+04    1.662e+19     7.9     7.9
     1.027    7.283e+04    1.638e+19     7.9     7.9
     1.028    7.207e+04    1.592e+19     7.9     7.9
     1.029    6.905e+04    1.555e+19     7.9     7.9
     1.030    6.664e+04    1.511e+19     7.9     7.9
     1.031    6.436e+04    1.487e+19     7.8     7.8
     1.032    6.445e+04    1.472e+19     7.8     7.8
     1.033    6.377e+04    1.469e+19     7.8     7.8
     1.034    6.377e+04    1.457e+19     7.7     7.7
     1.035    6.264e+04    1.453e+19     7.7     7.7
     1.036    6.268e+04    1.450e+19     7.6     7.6
     2.000    6.268e+04    1.450e+19     7.6     7.6
{END}
