# ITER#1540 (F57 ref-20-NF-C0, tau=0.3e-6, ntime=150)  - 82.7 ms
# parallel velocity (up) (m.s-1)
   ix   iy      x           y           z01           z02           z03           z04           z05           z06           z07           z08           z09
   45    1  6.1357E+03  3.5401E+03  1.534752E+02 -5.506794E+02  1.357035E+02  1.026285E+03  9.975037E+02  9.157855E+02  7.496508E+02  1.262903E+02 -7.429936E+02
   46    1  6.4361E+03  3.4023E+03  1.579026E+02 -1.038053E+03  1.424606E+02  7.193682E+02  6.894478E+02  6.114020E+02  4.590887E+02 -2.458242E+01 -7.291692E+02
   47    1  6.7223E+03  3.2179E+03  1.584988E+02 -1.581005E+03  1.454761E+02  4.476307E+02  4.165191E+02  3.429201E+02  2.051499E+02 -1.538492E+02 -7.119618E+02
   48    1  6.9892E+03  2.9969E+03  1.539104E+02 -2.058991E+03  1.429705E+02  2.294578E+02  1.977665E+02  1.292795E+02  5.990542E+00 -2.498355E+02 -6.839579E+02
   49    1  7.2338E+03  2.7476E+03  1.437382E+02 -2.261393E+03  1.341132E+02  6.695958E+01  3.528596E+01 -2.722866E+01 -1.355628E+02 -3.085798E+02 -6.384355E+02
   50    1  7.4516E+03  2.4737E+03  1.294557E+02 -5.832584E+02  1.205196E+02 -4.307523E+01 -7.425660E+01 -1.298153E+02 -2.223638E+02 -3.326929E+02 -5.786787E+02
   51    1  7.6402E+03  2.1775E+03  1.109751E+02  1.244249E+03  1.022205E+02 -1.022922E+02 -1.307915E+02 -1.781371E+02 -2.547268E+02 -3.218552E+02 -5.024944E+02
   52    1  7.7989E+03  1.8632E+03  8.872761E+01  1.264268E+03  7.976162E+01 -1.183329E+02 -1.418374E+02 -1.797800E+02 -2.402930E+02 -2.800223E+02 -4.097884E+02
   53    1  7.9254E+03  1.5344E+03  6.409784E+01  1.443538E+03  5.462534E+01 -1.035124E+02 -1.217616E+02 -1.498398E+02 -1.936420E+02 -2.163831E+02 -3.052869E+02
   54    1  8.0173E+03  1.1942E+03  3.756938E+01  1.589111E+03  2.741471E+01 -6.465292E+01 -7.542937E+01 -9.280064E+01 -1.202403E+02 -1.357858E+02 -1.931109E+02
   55    1  8.0748E+03  8.4620E+02  9.664862E+00  1.287745E+03 -1.052330E+00 -1.310253E+01 -1.423521E+01 -1.997037E+01 -3.131385E+01 -4.489926E+01 -7.535165E+01
   56    1  8.0955E+03  4.9507E+02 -1.809185E+01  1.209165E+03 -2.916738E+01  3.259947E+01  3.697655E+01  4.182029E+01  4.819731E+01  4.223711E+01  4.329573E+01
   57    1  8.0760E+03  1.4422E+02 -4.558580E+01  1.269669E+03 -5.716851E+01  7.055326E+01  7.996320E+01  9.529475E+01  1.196055E+02  1.246099E+02  1.600965E+02
   58    1  8.0182E+03 -2.0275E+02 -7.183137E+01  1.133456E+03 -8.380984E+01  9.927783E+01  1.161950E+02  1.426013E+02  1.836794E+02  2.000528E+02  2.702898E+02
   59    1  7.9235E+03 -5.4071E+02 -9.576623E+01  8.752974E+02 -1.078409E+02  1.052643E+02  1.266308E+02  1.628051E+02  2.209050E+02  2.574454E+02  3.699945E+02
   60    1  7.7913E+03 -8.6495E+02 -1.178687E+02  6.491747E+02 -1.299795E+02  8.512485E+01  1.092391E+02  1.542768E+02  2.292330E+02  2.958999E+02  4.603402E+02
   61    1  7.6233E+03 -1.1723E+03 -1.369761E+02  4.462489E+02 -1.489293E+02  3.872860E+01  6.586972E+01  1.191059E+02  2.094779E+02  3.131947E+02  5.360088E+02
   62    1  7.4231E+03 -1.4604E+03 -1.529082E+02  2.756186E+02 -1.645096E+02 -3.858960E+01 -8.668495E+00  5.170051E+01  1.559511E+02  3.062814E+02  5.969647E+02
   63    1  7.1956E+03 -1.7276E+03 -1.646545E+02  1.429606E+02 -1.755660E+02 -1.562563E+02 -1.250798E+02 -5.888786E+01  5.829856E+01  2.695077E+02  6.417249E+02
   64    1  6.9444E+03 -1.9711E+03 -1.725158E+02  3.771941E+01 -1.823184E+02 -3.216538E+02 -2.910367E+02 -2.205779E+02 -9.136230E+01  2.002908E+02  6.744383E+02
   65    1  6.6712E+03 -2.1892E+03 -1.759243E+02 -4.999347E+01 -1.840975E+02 -5.364862E+02 -5.067465E+02 -4.333847E+02 -2.937738E+02  9.809875E+01  6.958460E+02
   66    1  6.3795E+03 -2.3804E+03 -1.728962E+02 -1.131759E+02 -1.786672E+02 -8.046009E+02 -7.762149E+02 -7.012583E+02 -5.526389E+02 -4.033920E+01  7.027265E+02
   67    1  6.0760E+03 -2.5349E+03 -1.629276E+02 -1.499058E+02 -1.655657E+02 -1.118181E+03 -1.091186E+03 -1.015169E+03 -8.577634E+02 -2.089072E+02  6.965648E+02
   68    1  5.7833E+03 -2.6271E+03 -1.469005E+02 -1.619095E+02 -1.462960E+02 -1.425313E+03 -1.395946E+03 -1.316230E+03 -1.148185E+03 -3.746036E+02  6.754049E+02
   69    1  5.5581E+03 -2.6394E+03 -1.366360E+02 -1.612379E+02 -1.336826E+02 -1.677068E+03 -1.648469E+03 -1.565507E+03 -1.386088E+03 -5.036585E+02  6.754139E+02
   70    1  5.4620E+03 -2.6219E+03 -1.371439E+02 -1.599975E+02 -1.332074E+02 -1.798446E+03 -1.780770E+03 -1.705294E+03 -1.524027E+03 -5.697765E+02  6.998831E+02
   71    1  5.0368E+03 -3.7322E+03 -4.781085E+02 -5.063706E+02 -4.773651E+02 -5.093832E+02 -4.952338E+02 -4.788428E+02 -4.813030E+02 -4.845051E+02 -4.858760E+02
   72    1  5.1093E+03 -3.7836E+03 -4.607452E+02 -3.859105E+02 -4.400184E+02 -2.496494E+02 -4.193181E+02 -4.356754E+02 -4.419885E+02 -4.450839E+02 -4.468345E+02
   73    1  5.1911E+03 -3.8676E+03  5.259067E+01  2.731619E+01  2.044981E+01  8.307724E+01  1.523247E+01  2.092954E+01  2.714789E+01  3.161937E+01  3.535343E+01
   74    1  5.2648E+03 -3.9669E+03  7.086363E+02  6.290239E+02  6.595191E+02  6.201321E+02  6.404579E+02  6.576003E+02  6.692570E+02  6.758390E+02  6.809901E+02
   75    1  5.3274E+03 -4.0657E+03  1.376871E+03  1.329000E+03  1.349799E+03  1.333321E+03  1.338108E+03  1.349227E+03  1.356414E+03  1.360480E+03  1.363203E+03
   76    1  5.3798E+03 -4.1563E+03  1.867474E+03  1.808852E+03  1.845728E+03  1.775434E+03  1.826449E+03  1.844476E+03  1.851824E+03  1.855387E+03  1.857428E+03
   77    1  5.4222E+03 -4.2339E+03  1.746330E+03  1.698305E+03  1.732525E+03  1.653302E+03  1.715413E+03  1.731320E+03  1.736461E+03  1.738666E+03  1.739821E+03
   78    1  5.4554E+03 -4.2970E+03  1.627913E+03  1.606788E+03  1.622393E+03  1.591364E+03  1.615215E+03  1.622058E+03  1.624327E+03  1.625333E+03  1.625868E+03
   79    1  5.4810E+03 -4.3470E+03  2.228841E+03  2.229052E+03  2.225921E+03  2.255744E+03  2.226693E+03  2.225950E+03  2.227016E+03  2.227880E+03  2.228463E+03
   80    1  5.5007E+03 -4.3864E+03  2.811285E+03  2.814598E+03  2.801298E+03  2.873970E+03  2.805644E+03  2.801546E+03  2.803399E+03  2.805195E+03  2.806476E+03
   81    1  5.5159E+03 -4.4170E+03  2.606665E+03  2.592492E+03  2.590792E+03  2.634233E+03  2.589297E+03  2.590583E+03  2.593780E+03  2.595972E+03  2.597397E+03
   82    1  5.5274E+03 -4.4405E+03  1.910994E+03  1.896149E+03  1.901739E+03  1.900209E+03  1.897325E+03  1.900966E+03  1.902833E+03  1.903782E+03  1.904316E+03
   83    1  5.5359E+03 -4.4580E+03  1.202157E+03  1.203682E+03  1.201402E+03  1.205896E+03  1.202118E+03  1.201221E+03  1.200856E+03  1.200649E+03  1.200513E+03
   84    1  5.5420E+03 -4.4706E+03  6.673644E+02  6.729975E+02  6.687825E+02  6.810397E+02  6.710299E+02  6.689867E+02  6.682628E+02  6.679207E+02  6.677267E+02
   85    1  5.5461E+03 -4.4792E+03  7.334843E+02  7.354578E+02  7.339193E+02  7.379974E+02  7.346257E+02  7.339216E+02  7.336654E+02  7.335423E+02  7.334714E+02
   86    1  5.5488E+03 -4.4849E+03  1.078412E+03  1.078369E+03  1.078183E+03  1.077309E+03  1.077996E+03  1.078009E+03  1.077993E+03  1.077977E+03  1.077964E+03
   87    1  5.5506E+03 -4.4886E+03  8.886380E+02  8.882967E+02  8.883132E+02  8.870047E+02  8.879882E+02  8.881154E+02  8.881434E+02  8.881479E+02  8.881460E+02
   88    1  5.5519E+03 -4.4913E+03  6.138022E+02  6.135508E+02  6.136446E+02  6.124137E+02  6.132930E+02  6.134576E+02  6.135065E+02  6.135235E+02  6.135297E+02
   89    1  5.5529E+03 -4.4933E+03  8.508320E+02  8.524495E+02  8.515472E+02  8.506154E+02  8.510107E+02  8.510244E+02  8.510061E+02  8.509795E+02  8.509596E+02
   90    1  5.5538E+03 -4.4953E+03  1.959383E+03  1.960996E+03  1.960077E+03  1.959671E+03  1.959699E+03  1.959645E+03  1.959606E+03  1.959572E+03  1.959549E+03
    1    2  4.1850E+03 -3.8745E+03 -1.651686E+03 -1.664209E+03 -1.657108E+03 -1.674455E+03 -1.660014E+03 -1.657061E+03 -1.655900E+03 -1.655479E+03 -1.655200E+03
    2    2  4.1868E+03 -3.8737E+03 -4.569925E+02 -4.794562E+02 -4.663353E+02 -5.002269E+02 -4.723212E+02 -4.666034E+02 -4.643995E+02 -4.635620E+02 -4.630261E+02
    3    2  4.1888E+03 -3.8729E+03 -5.200678E+02 -5.311105E+02 -5.244899E+02 -5.419093E+02 -5.277462E+02 -5.247508E+02 -5.236133E+02 -5.231525E+02 -5.228690E+02
    4    2  4.1914E+03 -3.8719E+03 -5.400947E+02 -5.434963E+02 -5.412514E+02 -5.462437E+02 -5.421958E+02 -5.412274E+02 -5.408562E+02 -5.406822E+02 -5.405789E+02
    5    2  4.1950E+03 -3.8705E+03 -2.256220E+02 -2.305231E+02 -2.270838E+02 -2.366197E+02 -2.287825E+02 -2.272086E+02 -2.266376E+02 -2.263704E+02 -2.262172E+02
    6    2  4.2004E+03 -3.8683E+03 -2.310492E+02 -2.325713E+02 -2.310472E+02 -2.358092E+02 -2.316008E+02 -2.310002E+02 -2.307915E+02 -2.306870E+02 -2.306239E+02
    7    2  4.2086E+03 -3.8650E+03 -1.146626E+03 -1.147390E+03 -1.145903E+03 -1.150385E+03 -1.146679E+03 -1.145973E+03 -1.145726E+03 -1.145598E+03 -1.145520E+03
    8    2  4.2205E+03 -3.8603E+03 -1.842256E+03 -1.821246E+03 -1.832162E+03 -1.800107E+03 -1.825350E+03 -1.830953E+03 -1.832897E+03 -1.833763E+03 -1.834233E+03
    9    2  4.2371E+03 -3.8538E+03 -2.497022E+03 -2.388648E+03 -2.453884E+03 -2.310728E+03 -2.416866E+03 -2.449262E+03 -2.461710E+03 -2.467700E+03 -2.471065E+03
   10    2  4.2593E+03 -3.8451E+03 -3.170714E+03 -3.042971E+03 -3.129312E+03 -2.933946E+03 -3.082169E+03 -3.123708E+03 -3.137518E+03 -3.143466E+03 -3.146543E+03
   11    2  4.2881E+03 -3.8339E+03 -2.882863E+03 -2.871582E+03 -2.894186E+03 -2.801942E+03 -2.886056E+03 -2.893621E+03 -2.891664E+03 -2.889272E+03 -2.887446E+03
   12    2  4.3249E+03 -3.8199E+03 -2.563760E+03 -2.651137E+03 -2.607545E+03 -2.666699E+03 -2.638536E+03 -2.612802E+03 -2.599534E+03 -2.592288E+03 -2.587973E+03
   13    2  4.3713E+03 -3.8027E+03 -2.422214E+03 -2.486600E+03 -2.451497E+03 -2.508704E+03 -2.476057E+03 -2.455928E+03 -2.446531E+03 -2.441673E+03 -2.438850E+03
   14    2  4.4294E+03 -3.7818E+03 -2.429793E+03 -2.399847E+03 -2.425294E+03 -2.355142E+03 -2.414555E+03 -2.424889E+03 -2.426253E+03 -2.426083E+03 -2.425747E+03
   15    2  4.5014E+03 -3.7573E+03 -2.328403E+03 -2.262145E+03 -2.308941E+03 -2.200503E+03 -2.284899E+03 -2.306598E+03 -2.312499E+03 -2.314229E+03 -2.314946E+03
   16    2  4.5880E+03 -3.7302E+03 -2.062781E+03 -2.015428E+03 -2.051873E+03 -1.954143E+03 -2.034623E+03 -2.049947E+03 -2.053219E+03 -2.053637E+03 -2.053486E+03
   17    2  4.6877E+03 -3.7037E+03 -1.745178E+03 -1.717248E+03 -1.750418E+03 -1.666250E+03 -1.734970E+03 -1.748301E+03 -1.749254E+03 -1.748052E+03 -1.746050E+03
   18    2  4.7961E+03 -3.6836E+03 -1.272378E+03 -1.246294E+03 -1.266117E+03 -1.242096E+03 -1.255451E+03 -1.264584E+03 -1.266857E+03 -1.267509E+03 -1.266944E+03
   19    2  4.9013E+03 -3.6785E+03 -8.927845E+02 -8.219187E+02 -8.546038E+02 -8.361550E+02 -8.323011E+02 -8.505375E+02 -8.603695E+02 -8.653817E+02 -8.682703E+02
   20    2  4.9818E+03 -3.6895E+03 -7.173981E+02 -6.371685E+02 -6.851118E+02 -6.600961E+02 -6.528690E+02 -6.802389E+02 -6.932906E+02 -6.987325E+02 -7.012906E+02
   21    2  5.4113E+03 -2.6783E+03  1.067131E+01 -3.733801E+01 -4.810774E+01 -7.383255E+02 -7.427122E+02 -7.423643E+02 -7.363819E+02 -7.350643E+02 -7.261016E+02
   22    2  5.3141E+03 -2.6035E+03  9.934662E+00 -4.418739E+01 -4.877958E+01 -8.387083E+02 -8.356067E+02 -8.271739E+02 -8.113276E+02 -7.626820E+02 -7.124170E+02
   23    2  5.1453E+03 -2.4055E+03  8.738842E+00 -5.534378E+01 -5.397487E+01 -1.019584E+03 -1.016553E+03 -1.004445E+03 -9.778028E+02 -8.515362E+02 -7.328509E+02
   24    2  4.9856E+03 -2.1177E+03  5.850172E+00 -6.462859E+01 -6.084857E+01 -1.142985E+03 -1.140917E+03 -1.126183E+03 -1.091325E+03 -9.055357E+02 -7.365722E+02
   25    2  4.8477E+03 -1.7931E+03  8.043118E-01 -7.186910E+01 -6.712891E+01 -1.158195E+03 -1.156124E+03 -1.139723E+03 -1.100485E+03 -8.847787E+02 -6.936863E+02
   26    2  4.7279E+03 -1.4566E+03 -5.907196E+00 -7.785064E+01 -7.313798E+01 -1.097579E+03 -1.095952E+03 -1.079531E+03 -1.039767E+03 -8.178081E+02 -6.246896E+02
   27    2  4.6244E+03 -1.1141E+03 -1.390483E+01 -8.291685E+01 -7.885817E+01 -9.852638E+02 -9.846058E+02 -9.696451E+02 -9.325692E+02 -7.227094E+02 -5.417017E+02
   28    2  4.5365E+03 -7.6712E+02 -2.272768E+01 -8.716521E+01 -8.385209E+01 -8.314486E+02 -8.313679E+02 -8.186272E+02 -7.866261E+02 -6.040925E+02 -4.464704E+02
   29    2  4.4641E+03 -4.1644E+02 -3.213573E+01 -9.092325E+01 -8.855688E+01 -6.457330E+02 -6.461523E+02 -6.364870E+02 -6.116380E+02 -4.678330E+02 -3.416234E+02
   30    2  4.4064E+03 -6.3096E+01 -4.166896E+01 -9.418251E+01 -9.270527E+01 -4.352382E+02 -4.353410E+02 -4.288610E+02 -4.123622E+02 -3.164144E+02 -2.283953E+02
   31    2  4.3652E+03  2.9222E+02 -5.146133E+01 -9.714805E+01 -9.694101E+01 -2.092309E+02 -2.083932E+02 -2.051913E+02 -1.978980E+02 -1.557141E+02 -1.105561E+02
   32    2  4.3417E+03  6.4937E+02 -6.111079E+01 -9.986796E+01 -1.010352E+02  2.035398E+01  2.194517E+01  2.153961E+01  1.914047E+01  6.355718E+00  7.737472E+00
   33    2  4.3337E+03  1.0072E+03 -6.996113E+01 -1.022211E+02 -1.041575E+02  2.430752E+02  2.450987E+02  2.412505E+02  2.297878E+02  1.653244E+02  1.249457E+02
   34    2  4.3416E+03  1.3644E+03 -7.842165E+01 -1.045247E+02 -1.073872E+02  4.493845E+02  4.516031E+02  4.446314E+02  4.251339E+02  3.158126E+02  2.379889E+02
   35    2  4.3675E+03  1.7192E+03 -8.565987E+01 -1.066300E+02 -1.100201E+02  6.274926E+02  6.289341E+02  6.190983E+02  5.931929E+02  4.496655E+02  3.413415E+02
   36    2  4.4152E+03  2.0694E+03 -9.192553E+01 -1.087831E+02 -1.126799E+02  7.706318E+02  7.711508E+02  7.592838E+02  7.291814E+02  5.645081E+02  4.346562E+02
   37    2  4.4876E+03  2.4118E+03 -9.681565E+01 -1.109118E+02 -1.149272E+02  8.687482E+02  8.684315E+02  8.554899E+02  8.235619E+02  6.529454E+02  5.132195E+02
   38    2  4.5875E+03  2.7401E+03 -9.968527E+01 -1.129244E+02 -1.158190E+02  9.119986E+02  9.106794E+02  8.975401E+02  8.663578E+02  7.069658E+02  5.715022E+02
   39    2  4.7198E+03  3.0422E+03 -1.006100E+02 -1.156828E+02 -1.154863E+02  8.947653E+02  8.931014E+02  8.811040E+02  8.535395E+02  7.232435E+02  6.079605E+02
   40    2  4.8855E+03  3.2988E+03 -9.958102E+01 -1.219512E+02 -1.143990E+02  8.172062E+02  8.157143E+02  8.061244E+02  7.850947E+02  7.024570E+02  6.249901E+02
   41    2  5.0789E+03  3.4912E+03 -9.766163E+01 -1.378032E+02 -1.138054E+02  6.938057E+02  6.935229E+02  6.876623E+02  6.756623E+02  6.557861E+02  6.303422E+02
   42    2  5.2971E+03  3.6143E+03 -9.518474E+01 -1.761937E+02 -1.130004E+02  5.352451E+02  5.365696E+02  5.353878E+02  5.345038E+02  5.898012E+02  6.261281E+02
   43    2  5.5501E+03  3.6704E+03 -9.303945E+01 -2.704030E+02 -1.122475E+02  3.469618E+02  3.503378E+02  3.548722E+02  3.673976E+02  5.125085E+02  6.195969E+02
   44    2  5.8394E+03  3.6545E+03 -9.117746E+01 -4.811326E+02 -1.114347E+02  1.407069E+02  1.463330E+02  1.573697E+02  1.851632E+02  4.329440E+02  6.163761E+02
   45    2  6.1456E+03  3.5681E+03 -8.865234E+01 -8.649407E+02 -1.096812E+02 -6.014244E+01 -5.291946E+01 -3.548660E+01  7.708921E+00  3.584890E+02  6.135450E+02
   46    2  6.4480E+03  3.4241E+03 -8.522584E+01 -1.396390E+03 -1.064194E+02 -2.319215E+02 -2.240230E+02 -2.011114E+02 -1.445676E+02  2.922445E+02  6.024160E+02
   47    2  6.7347E+03  3.2349E+03 -8.171710E+01 -1.995694E+03 -1.024740E+02 -3.608605E+02 -3.534536E+02 -3.267728E+02 -2.605605E+02  2.361197E+02  5.807527E+02
   48    2  7.0016E+03  3.0104E+03 -7.825745E+01 -2.537844E+03 -9.892551E+01 -4.417034E+02 -4.353651E+02 -4.067690E+02 -3.352827E+02  1.915410E+02  5.506196E+02
