# ITER#1540 (F57 ref-20-NF-C0, tau=0.3e-6, ntime=150)  - 82.7 ms
# ion temperature (eV)
   ix   iy      x           y           z01
    1    1  4.1805E+03 -3.8836E+03  8.570564E-02
    2    1  4.1824E+03 -3.8828E+03  1.182081E-01
    3    1  4.1844E+03 -3.8820E+03  1.518196E-01
    4    1  4.1869E+03 -3.8810E+03  1.786410E-01
    5    1  4.1905E+03 -3.8796E+03  1.803548E-01
    6    1  4.1960E+03 -3.8775E+03  2.560500E-01
    7    1  4.2042E+03 -3.8742E+03  3.684242E-01
    8    1  4.2161E+03 -3.8696E+03  4.507029E-01
    9    1  4.2326E+03 -3.8631E+03  6.367577E-01
   10    1  4.2548E+03 -3.8546E+03  8.571935E-01
   11    1  4.2836E+03 -3.8436E+03  8.698486E-01
   12    1  4.3204E+03 -3.8299E+03  7.979636E-01
   13    1  4.3667E+03 -3.8129E+03  8.309585E-01
   14    1  4.4249E+03 -3.7925E+03  7.550795E-01
   15    1  4.4971E+03 -3.7686E+03  7.672581E-01
   16    1  4.5842E+03 -3.7423E+03  6.685768E-01
   17    1  4.6845E+03 -3.7170E+03  8.075553E-01
   18    1  4.7929E+03 -3.6989E+03  7.315678E-01
   19    1  4.8964E+03 -3.6959E+03  7.597349E-01
   20    1  4.9755E+03 -3.7077E+03  7.796591E-01
   21    1  5.4416E+03 -2.6135E+03  2.102694E+03
   22    1  5.3527E+03 -2.5513E+03  2.103145E+03
   23    1  5.1855E+03 -2.3739E+03  2.103946E+03
   24    1  5.0190E+03 -2.1003E+03  2.104655E+03
   25    1  4.8749E+03 -1.7821E+03  2.105110E+03
   26    1  4.7513E+03 -1.4488E+03  2.105350E+03
   27    1  4.6451E+03 -1.1082E+03  2.105456E+03
   28    1  4.5555E+03 -7.6268E+02  2.105487E+03
   29    1  4.4819E+03 -4.1310E+02  2.105480E+03
   30    1  4.4237E+03 -6.0661E+01  2.105458E+03
   31    1  4.3824E+03  2.9378E+02  2.105437E+03
   32    1  4.3589E+03  6.5012E+02  2.105420E+03
   33    1  4.3515E+03  1.0072E+03  2.105408E+03
   34    1  4.3605E+03  1.3634E+03  2.105390E+03
   35    1  4.3879E+03  1.7170E+03  2.105349E+03
   36    1  4.4377E+03  2.0654E+03  2.105261E+03
   37    1  4.5125E+03  2.4051E+03  2.105088E+03
   38    1  4.6154E+03  2.7294E+03  2.104791E+03
   39    1  4.7504E+03  3.0251E+03  2.104333E+03
   40    1  4.9164E+03  3.2727E+03  2.103720E+03
   41    1  5.1052E+03  3.4555E+03  2.103003E+03
   42    1  5.3135E+03  3.5722E+03  2.102231E+03
   43    1  5.5546E+03  3.6286E+03  2.101397E+03
   44    1  5.8345E+03  3.6189E+03  2.100502E+03
   45    1  6.1357E+03  3.5401E+03  2.099581E+03
   46    1  6.4361E+03  3.4023E+03  2.098704E+03
   47    1  6.7223E+03  3.2179E+03  2.097900E+03
   48    1  6.9892E+03  2.9969E+03  2.097174E+03
   49    1  7.2338E+03  2.7476E+03  2.096535E+03
   50    1  7.4516E+03  2.4737E+03  2.095987E+03
   51    1  7.6402E+03  2.1775E+03  2.095527E+03
   52    1  7.7989E+03  1.8632E+03  2.095160E+03
   53    1  7.9254E+03  1.5344E+03  2.094883E+03
   54    1  8.0173E+03  1.1942E+03  2.094697E+03
   55    1  8.0748E+03  8.4620E+02  2.094601E+03
   56    1  8.0955E+03  4.9507E+02  2.094597E+03
   57    1  8.0760E+03  1.4422E+02  2.094682E+03
   58    1  8.0182E+03 -2.0275E+02  2.094859E+03
   59    1  7.9235E+03 -5.4071E+02  2.095122E+03
   60    1  7.7913E+03 -8.6495E+02  2.095473E+03
   61    1  7.6233E+03 -1.1723E+03  2.095911E+03
   62    1  7.4231E+03 -1.4604E+03  2.096433E+03
   63    1  7.1956E+03 -1.7276E+03  2.097041E+03
   64    1  6.9444E+03 -1.9711E+03  2.097730E+03
   65    1  6.6712E+03 -2.1892E+03  2.098514E+03
   66    1  6.3795E+03 -2.3804E+03  2.099387E+03
   67    1  6.0760E+03 -2.5349E+03  2.100350E+03
   68    1  5.7833E+03 -2.6271E+03  2.101335E+03
   69    1  5.5581E+03 -2.6394E+03  2.102166E+03
   70    1  5.4620E+03 -2.6219E+03  2.102588E+03
   71    1  5.0368E+03 -3.7322E+03  7.472707E-01
   72    1  5.1093E+03 -3.7836E+03  7.713064E-01
   73    1  5.1911E+03 -3.8676E+03  7.873456E-01
   74    1  5.2648E+03 -3.9669E+03  7.286347E-01
   75    1  5.3274E+03 -4.0657E+03  7.117131E-01
   76    1  5.3798E+03 -4.1563E+03  7.925931E-01
   77    1  5.4222E+03 -4.2339E+03  8.077880E-01
   78    1  5.4554E+03 -4.2970E+03  7.959790E-01
   79    1  5.4810E+03 -4.3470E+03  8.735356E-01
   80    1  5.5007E+03 -4.3864E+03  9.389590E-01
   81    1  5.5159E+03 -4.4170E+03  8.578381E-01
   82    1  5.5274E+03 -4.4405E+03  6.754455E-01
   83    1  5.5359E+03 -4.4580E+03  4.241784E-01
   84    1  5.5420E+03 -4.4706E+03  3.217111E-01
   85    1  5.5461E+03 -4.4792E+03  2.831845E-01
   86    1  5.5488E+03 -4.4849E+03  2.346933E-01
